,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,340,192,58.689,1344,1092,252,54.794,10706,9198,1508,12.231,0.894,101.696,56.458,244.3,187.93,56.371,11.24,0.896,100.758,21.265,0.298,-1.384,-0.016,351,313,38,53.821,1214,1037,177,53.781,28.654,0.714,337,260,77,59.504,1447,1163,284,56.429,23.554,0.792,656,519,137,61.132,8045,6998,1047,54.656,7.84,0.939
1,Val-d'Or Foreurs,340,182,50.463,1355,1180,175,47.904,10979,10479,500,11.844,0.893,101.093,49.902,224.552,224.422,0.131,11.14,0.898,100.873,14.638,0.211,-10.144,-0.146,455,277,178,58.531,1499,1113,386,53.959,29.768,0.756,308,313,-5,48.483,1477,1378,99,47.506,22.764,0.783,592,590,2,46.601,8003,7988,15,47.03,6.822,0.929
2,Blainville-Boisbriand Armada,340,180,54.317,1142,913,229,52.651,9830,8588,1242,10.711,0.9,100.722,51.661,193.884,180.814,13.069,10.078,0.895,99.607,12.618,0.19,8.375,0.145,301,264,37,52.816,1081,974,107,51.774,24.972,0.755,253,217,36,47.602,1272,1228,44,47.887,17.64,0.818,588,432,156,57.668,7477,6386,1091,53.556,7.714,0.937
3,Halifax Mooseheads,340,174,47.826,1277,1126,151,49.496,10973,10056,917,10.57,0.888,99.316,49.228,240.05,249.577,-9.531,11.55,0.883,99.85,-18.986,-0.295,9.828,0.134,352,312,40,49.534,1401,1284,117,50.336,23.623,0.755,325,272,53,49.365,1589,1511,78,47.685,20.901,0.804,600,542,58,45.929,7983,7261,722,49.678,6.301,0.928
4,Rimouski Oceanic,340,173,50.468,1215,1058,157,51.198,10707,10013,694,10.603,0.89,99.602,49.556,214.056,217.77,-3.712,10.115,0.892,99.31,10.631,0.148,-4.417,-0.06,280,335,-55,42.515,1128,1400,-272,44.149,22.394,0.761,286,235,51,52.039,1294,1115,179,52.71,21.616,0.78,649,488,161,53.738,8285,7498,787,52.09,7.27,0.931
5,Gatineau Olympiques,340,162,50.945,1174,1137,37,50.28,10111,9671,440,11.355,0.889,100.246,50.787,243.603,235.348,8.258,12.067,0.882,100.254,-15.355,-0.214,12.348,0.212,358,346,12,50.6,1350,1294,56,51.061,25.303,0.746,292,271,21,52.301,1488,1377,111,51.652,19.483,0.812,524,520,4,50.292,7273,7000,273,49.856,6.978,0.93
6,Quebec Remparts,340,161,46.491,1136,1118,18,46.294,9925,10893,-968,10.282,0.9,100.297,48.097,188.944,203.358,-14.412,9.78,0.908,100.675,10.054,0.15,-19.582,-0.263,338,251,87,52.062,1198,1001,197,52.647,24.549,0.751,260,199,61,49.839,1296,1054,242,51.226,19.166,0.799,538,668,-130,42.747,7431,8838,-1407,44.745,6.666,0.929
7,Moncton Wildcats,340,156,42.454,1198,1256,-58,46.568,10572,10652,-80,10.445,0.875,97.912,44.981,227.692,280.524,-52.832,11.499,0.878,99.214,-18.315,-0.316,-7.977,-0.074,312,392,-80,41.34,1307,1560,-253,43.258,23.683,0.747,284,309,-25,38.758,1442,1680,-238,41.354,17.771,0.8,602,555,47,44.981,7823,7412,411,48.244,6.883,0.918
8,Cape Breton Screaming Eagles,340,153,52.448,1229,1267,-38,51.396,10608,10449,159,11.629,0.889,100.452,52.745,268.754,239.112,29.645,12.389,0.884,100.695,-16.502,-0.227,10.485,0.156,330,375,-45,52.704,1341,1426,-85,52.848,24.088,0.759,273,327,-54,49.492,1365,1527,-162,50.598,20.784,0.78,626,565,61,54.021,7902,7496,406,51.268,7.654,0.931
9,Saint John Sea Dogs,340,151,55.195,1107,1159,-52,53.546,10533,11067,-534,10.97,0.899,100.838,52.932,250.196,222.317,27.88,11.065,0.887,99.737,-1.634,-0.028,23.008,0.358,312,322,-10,54.675,1316,1445,-129,52.254,24.605,0.776,270,272,-2,58.227,1346,1444,-98,54.298,20.117,0.829,525,565,-40,54.169,7871,8178,-307,53.636,7.064,0.932
