,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Omaha Lancers,542,293,56.382,1815,1450,365,51.347,16831,15574,1257,10.142,0.917,101.836
1,Green Bay Gamblers,542,279,54.056,1757,1532,225,50.286,16479,15869,610,10.797,0.909,101.625
2,Waterloo Black Hawks,540,278,57.405,1901,1632,269,54.878,18360,15713,2647,10.126,0.909,100.967
3,Cedar Rapids RoughRiders,543,272,50.791,1822,1521,301,47.53,16640,16596,44,10.961,0.904,101.305
4,Indiana Ice,540,272,55.601,1844,1702,142,53.096,16903,16587,316,10.666,0.903,100.972
5,Sioux Falls Stampede,540,271,52.146,1706,1570,136,51.996,16629,16333,296,9.736,0.904,100.097
6,Lincoln Stars,542,267,48.461,1756,1650,106,51.829,17941,16182,1759,8.796,0.902,98.969
7,Sioux City Musketeers,530,215,52.65,1614,1612,2,50.928,16295,16408,-113,9.572,0.911,100.59
8,Tri-City Storm,544,189,42.328,1450,1865,-415,46.921,16345,17162,-817,8.294,0.902,98.422
9,Chicago Steel,543,181,45.431,1509,1958,-449,47.063,15732,18676,-2944,8.73,0.906,99.306
10,Des Moines Buccaneers,543,172,43.296,1575,1935,-360,45.401,16662,18350,-1688,8.632,0.906,99.262
11,Fargo Force,364,165,44.051,1110,1096,14,46.231,11049,11205,-156,8.41,0.908,99.142
12,Dubuque Fighting Saints,244,140,55.411,821,644,177,54.446,7621,6399,1222,10.246,0.901,100.339
13,Team USA,304,120,48.593,971,1056,-85,52.54,9398,9181,217,10.452,0.877,98.164
14,Youngstown Phantoms,304,112,45.768,909,1066,-157,48.236,8796,9534,-738,10.018,0.891,99.035
15,Muskegon Lumberjacks,244,86,46.976,708,844,-136,47.596,7221,8166,-945,9.542,0.902,99.691
16,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
