,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Toronto Marlies,380,220,57.481,1208,965,243,51.784,11528,11293,235,9.946,0.922,102.034
1,Wilkes-Barre/Scranton Penguins,380,216,54.884,1137,928,209,51.402,11217,10572,645,9.823,0.914,101.159
2,Grand Rapids Griffins,380,208,54.905,1196,947,249,52.209,12371,11358,1013,9.208,0.918,100.904
3,Texas Stars,380,187,49.784,1227,1134,93,50.002,12144,11641,503,9.795,0.903,100.091
4,Providence Bruins,380,187,54.685,1117,947,170,52.188,12005,11160,845,8.95,0.918,100.779
5,Chicago Wolves,380,186,53.502,1120,1007,113,50.675,11414,11131,283,9.634,0.912,100.86
6,Hershey Bears,380,184,49.537,1134,1051,83,48.836,10554,11001,-447,10.305,0.9,100.261
7,Utica Comets,380,175,49.0,1018,1035,-17,49.95,11545,11162,383,8.606,0.911,99.714
8,Syracuse Crunch,380,175,52.519,1082,1082,0,52.011,11275,10781,494,9.514,0.908,100.28
9,Milwaukee Admirals,380,172,49.201,1059,1039,20,49.032,11113,11167,-54,9.104,0.91,100.111
10,Charlotte Checkers,380,171,52.047,1070,1109,-39,51.51,11512,11424,88,9.648,0.906,100.264
11,Rockford IceHogs,380,165,48.224,1063,1110,-47,52.549,12365,11419,946,8.035,0.904,98.47
12,Bridgeport Sound Tigers,380,158,48.817,1012,1116,-104,51.567,11043,11108,-65,8.716,0.904,99.059
13,Rochester Americans,380,157,48.941,1051,1162,-111,48.409,11003,11904,-901,9.363,0.908,100.166
14,Hartford Wolf Pack,380,152,44.754,1000,1150,-150,48.172,10875,11540,-665,8.685,0.901,98.763
15,Albany Devils,304,148,51.848,821,748,73,52.975,8886,7982,904,8.782,0.908,99.611
16,Lehigh Valley Phantoms,304,144,52.482,911,887,24,48.506,9082,9745,-663,10.112,0.913,101.398
17,San Antonio Rampage,380,141,46.159,1020,1147,-127,49.522,11649,11697,-48,8.26,0.906,98.885
18,St. John's IceCaps,304,132,48.739,851,889,-38,47.892,8850,9582,-732,9.456,0.911,100.484
19,Binghamton Senators,304,128,45.029,903,988,-85,47.905,9203,9897,-694,8.882,0.9,98.8
20,Iowa Wild,380,127,47.069,908,1125,-217,46.774,10742,12149,-1407,9.246,0.911,100.373
21,Ontario Reign,204,113,52.865,588,517,71,52.34,6419,5805,614,8.79,0.914,100.152
22,San Diego Gulls,204,106,51.618,619,570,49,48.162,6192,6440,-248,9.645,0.916,101.328
23,San Jose Barracuda,204,103,51.433,611,555,56,51.172,6323,5954,369,9.165,0.91,100.12
24,Lake Erie Monsters,228,98,49.9,607,641,-34,51.225,6957,6821,136,8.31,0.913,99.578
25,Portland Pirates,228,96,49.525,632,666,-34,49.548,6910,7136,-226,8.578,0.912,99.78
26,Springfield Falcons,228,94,46.45,616,674,-58,48.992,6622,6779,-157,8.725,0.904,99.075
27,Manitoba Moose,228,94,50.122,627,676,-49,48.52,6793,7346,-553,9.093,0.915,100.583
28,Stockton Heat,204,93,50.235,610,612,-2,49.96,6363,6308,55,9.222,0.908,99.928
29,Manchester Monarchs,152,91,57.39,478,355,123,53.65,4780,4131,649,9.565,0.916,101.215
30,Bakersfield Condors,204,90,48.848,595,612,-17,48.438,6074,6522,-448,9.09,0.91,99.99
31,Oklahoma City Barons,152,73,50.245,459,456,3,49.195,4803,4962,-159,9.195,0.91,100.28
32,Tucson Roadrunners,136,67,49.515,397,409,-12,49.17,3968,4125,-157,9.63,0.905,100.105
33,Worcester Sharks,152,65,48.765,401,420,-19,53.825,4974,4267,707,7.72,0.905,98.215
34,Hamilton Bulldogs,152,62,47.09,378,424,-46,49.46,4581,4681,-100,7.835,0.915,99.3
35,Springfield Thunderbirds,152,60,48.125,403,435,-32,48.43,4316,4600,-284,8.945,0.91,99.95
36,Norfolk Admirals,152,57,47.33,359,400,-41,49.245,4476,4601,-125,7.895,0.916,99.51
37,Cleveland Monsters,152,55,45.825,376,449,-73,49.725,4473,4525,-52,8.035,0.906,98.64
38,Abbotsford Heat,76,38,52.25,232,212,20,48.33,2267,2424,-157,9.76,0.915,101.24
39,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
40,Adirondack Phantoms,76,26,44.84,178,219,-41,49.14,2237,2315,-78,7.75,0.909,98.64
41,Binghamton Devils,76,23,44.01,191,243,-52,50.29,2180,2155,25,8.55,0.891,97.69
42,Laval Rocket,76,23,42.44,205,278,-73,49.28,2222,2287,-65,8.86,0.886,97.48
43,Belleville Senators,76,23,41.69,188,263,-75,45.13,2064,2509,-445,8.71,0.899,98.62
