"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Christian  Dvorak","C","LDN","19.617","59","25","21","11","46","57","124","20.16","0.42","0.36","0.19","0.78","0.97","2.1","22.49","0.38","810.21","13.73","1.85","1.56","0.81","3.41","4.22","9.18","1.67","14.43","14.04","68.97","49.72","18.35","80.46","70","17","13","36","36.11","2","36","5.56","10","52","19.23","487","821","59.32"
"","Michael Dal Colle","LW","KGN/OSH","19.237","60","29","17","7","46","53","166","17.47","0.48","0.28","0.12","0.77","0.88","2.77","23.96","0.4","941.77","15.7","1.85","1.08","0.45","2.93","3.38","10.58","1.53","15.15","14.09","56.42","50.34","13.48","62.86","66","39","10","36","27.78","10","29","34.48","9","101","8.91","34","93","36.56"
"","Christian  Fischer","RW","WSR","18.418","66","27","18","9","45","54","185","14.59","0.41","0.27","0.14","0.68","0.82","2.8","20.52","0.31","975.09","14.77","1.66","1.11","0.55","2.77","3.32","11.38","1.26","14.34","14.01","59.16","48.88","15.42","68.75","66","30","6","29","20.69","3","24","12.5","18","132","13.64","5","19","26.32"
"","Taylor Raddysh","RW","ER","17.572","67","14","30","12","44","56","163","8.59","0.21","0.45","0.18","0.66","0.84","2.43","18.82","0.28","1094.77","16.34","0.77","1.64","0.66","2.41","3.07","8.93","1.03","16.35","14.04","59.63","50.15","4.72","60.47","78","51","3","27","11.11","3","33","9.09","8","103","7.77","12","18","66.67"
"","Spencer Watson","RW","KGN","19.39","64","26","18","11","44","55","247","10.53","0.41","0.28","0.17","0.69","0.86","3.86","26.89","0.42","1012.44","15.82","1.54","1.07","0.65","2.61","3.26","14.64","1.59","15.37","13.98","59.74","50.53","22.05","70.83","68","28","10","44","22.73","3","26","11.54","13","177","7.34","3","6","50.0"
"","Josh Ho-Sang","RW","NIAG","19.647","66","17","26","15","43","58","106","16.04","0.26","0.39","0.23","0.65","0.88","1.61","13.55","0.21","936.51","14.19","1.09","1.67","0.96","2.75","3.72","6.79","0.87","14.37","14.27","53.58","48.41","23.49","68.0","68","32","5","20","25.0","2","22","9.09","10","64","15.62","11","26","42.31"
"","Zachary Senyshyn","RW","SSM","18.462","66","32","10","6","42","48","200","16.0","0.48","0.15","0.09","0.64","0.73","3.03","28.06","0.43","1017.81","15.42","1.89","0.59","0.35","2.48","2.83","11.79","1.65","14.46","13.85","51.91","48.0","4.17","52.99","62","55","10","49","20.41","9","37","24.32","13","114","11.4","3","7","42.86"
"","Dylan Sadowy","LW","BAR/SAG","19.453","64","30","10","7","40","47","149","20.13","0.47","0.16","0.11","0.62","0.73","2.33","22.25","0.35","850.21","13.28","2.12","0.71","0.49","2.82","3.32","10.52","1.57","14.32","14.04","49.74","49.86","9.02","58.59","58","41","8","29","27.59","5","24","20.83","17","96","17.71","41","111","36.94"
"","Kyle Maksimovich","LW","ER","17.517","68","19","20","11","39","50","115","16.52","0.28","0.29","0.16","0.57","0.74","1.69","12.98","0.19","961.01","14.13","1.19","1.25","0.69","2.43","3.12","7.18","0.81","15.52","13.84","58.66","50.32","10.59","65.09","69","37","5","24","20.83","3","15","20.0","11","76","14.47","14","30","46.67"
"","Dante Salituro","RW","OTT","18.831","65","26","12","13","38","51","161","16.15","0.4","0.18","0.2","0.58","0.78","2.48","21.14","0.33","1001.52","15.41","1.56","0.72","0.78","2.28","3.06","9.65","1.27","14.61","14.12","52.47","50.15","7.33","55.96","61","48","5","20","25.0","7","38","18.42","14","103","13.59","231","485","47.63"
"","Gabe  Guertler","C","SSM","20.37","68","15","22","11","37","48","120","12.5","0.22","0.32","0.16","0.54","0.71","1.76","16.09","0.24","945.03","13.9","0.95","1.4","0.7","2.35","3.05","7.62","1.02","14.89","13.91","50.95","48.03","9.5","57.52","65","48","1","17","5.88","6","29","20.69","8","74","10.81","425","798","53.26"
"","Greg  Betzold","LW","PBO","20.515","65","30","7","8","37","45","191","15.71","0.46","0.11","0.12","0.57","0.69","2.94","23.24","0.36","982.38","15.11","1.83","0.43","0.49","2.26","2.75","11.67","1.42","14.78","13.81","52.42","48.8","5.49","54.1","66","56","4","20","20.0","8","37","21.62","18","134","13.43","6","12","50.0"
"","Matt Luff","RW","HAM","18.363","61","23","14","8","37","45","129","17.83","0.38","0.23","0.13","0.61","0.74","2.11","12.77","0.21","941.63","15.44","1.47","0.89","0.51","2.36","2.87","8.22","0.81","14.68","13.82","44.24","50.3","10.78","48.21","54","58","1","8","12.5","7","26","26.92","15","95","15.79","5","12","41.67"
"","Aaron Berisha","RW","LDN","20.532","66","27","10","7","37","44","137","19.71","0.41","0.15","0.11","0.56","0.67","2.08","18.94","0.29","812.37","12.31","1.99","0.74","0.52","2.73","3.25","10.12","1.4","13.48","13.77","63.38","48.12","14.3","75.95","60","19","6","14","42.86","7","21","33.33","14","102","13.73","37","63","58.73"
"","Matthew Tkachuk","LW","LDN","17.761","57","20","16","25","36","61","126","15.87","0.35","0.28","0.44","0.63","1.07","2.21","17.05","0.3","793.06","13.91","1.51","1.21","1.89","2.72","4.62","9.53","1.29","14.33","13.82","69.28","48.4","10.28","75.86","66","21","6","30","20.0","5","24","20.83","9","72","12.5","22","37","59.46"
"","Boris Katchouk","RW","SSM","17.243","63","19","17","7","36","43","94","20.21","0.3","0.27","0.11","0.57","0.68","1.49","10.33","0.16","840.06","13.33","1.36","1.21","0.5","2.57","3.07","6.71","0.74","14.42","13.77","51.29","48.77","8.83","56.7","55","42","9","24","37.5","4","13","30.77","6","57","10.53","27","44","61.36"
"","Will Bitten","C","FLNT","17.183","67","23","13","5","36","41","107","21.5","0.34","0.19","0.07","0.54","0.61","1.6","14.57","0.22","951.61","14.2","1.45","0.82","0.32","2.27","2.59","6.75","0.92","14.16","14.29","41.5","53.88","4.97","43.86","50","64","7","21","33.33","8","25","32.0","8","61","13.11","107","286","37.41"
"","Aaron Luchuk","C","WSR","18.445","68","23","13","4","36","40","133","17.29","0.34","0.19","0.06","0.53","0.59","1.96","16.28","0.24","925.75","13.61","1.49","0.84","0.26","2.33","2.59","8.62","1.06","13.89","13.95","58.33","49.32","-2.12","56.52","52","40","10","30","33.33","3","17","17.65","10","86","11.63","460","915","50.27"
"","Justin Scott","C","BAR","20.091","67","20","15","12","35","47","143","13.99","0.3","0.22","0.18","0.52","0.7","2.13","19.62","0.29","937.0","13.99","1.28","0.96","0.77","2.24","3.01","9.16","1.26","14.6","13.95","58.44","48.6","3.03","60.53","69","45","8","22","36.36","6","38","15.79","6","83","7.23","490","891","54.99"
"","Artem Artemov","RW","SAG","18.659","67","14","21","8","35","43","186","7.53","0.21","0.31","0.12","0.52","0.64","2.78","16.05","0.24","976.94","14.58","0.86","1.29","0.49","2.15","2.64","11.42","0.99","14.02","14.01","42.86","51.01","8.57","47.41","55","61","3","15","20.0","3","25","12.0","8","146","5.48","2","10","20.0"
"","Jeremy Bracco","RW","KIT","18.497","49","19","16","7","35","42","86","22.09","0.39","0.33","0.14","0.71","0.86","1.76","11.0","0.22","690.41","14.09","1.65","1.39","0.61","3.04","3.65","7.47","0.96","15.04","13.9","60.24","49.4","10.3","65.43","53","28","4","11","36.36","7","18","38.89","8","57","14.04","1","6","16.67"
"","Mikkel Aagaard","C","NIAG/SBY","19.91","64","16","18","4","34","38","164","9.76","0.25","0.28","0.06","0.53","0.59","2.56","18.6","0.29","859.22","13.43","1.12","1.26","0.28","2.37","2.65","11.45","1.3","13.96","13.92","42.54","50.04","12.94","49.47","47","48","9","36","25.0","4","27","14.81","3","101","2.97","382","784","48.72"
"","Matt Mistele","LW","OSH/SAR","19.913","61","24","10","4","34","38","148","16.22","0.39","0.16","0.07","0.56","0.62","2.43","18.3","0.3","846.12","13.87","1.7","0.71","0.28","2.41","2.69","10.49","1.3","14.05","13.62","55.55","49.61","-6.81","49.44","44","45","7","22","31.82","9","23","39.13","8","103","7.77","9","15","60.0"
"","Jordan Maletta","C","NIAG","20.378","68","20","14","3","34","37","138","14.49","0.29","0.21","0.04","0.5","0.54","2.03","16.57","0.24","916.15","13.47","1.31","0.92","0.2","2.23","2.42","9.04","1.09","14.26","14.44","54.24","50.25","3.45","55.06","49","40","4","21","19.05","6","22","27.27","10","95","10.53","525","975","53.85"
"","Ryan MacInnis","C","KIT","19.584","59","20","13","17","33","50","174","11.49","0.34","0.22","0.29","0.56","0.85","2.95","24.04","0.41","882.03","14.95","1.36","0.88","1.16","2.24","3.4","11.84","1.64","14.8","14.2","60.19","50.36","5.02","63.74","58","33","4","26","15.38","8","46","17.39","8","102","7.84","376","839","44.82"
"","Jordan Kyrou","RW","SAR","17.364","65","15","18","11","33","44","140","10.71","0.23","0.28","0.17","0.51","0.68","2.15","15.72","0.24","895.62","13.78","1.0","1.21","0.74","2.21","2.95","9.38","1.05","13.98","13.76","57.71","48.57","4.26","60.61","60","39","3","25","12.0","3","22","13.64","9","93","9.68","106","211","50.24"
"","Lawson  Crouse","LW","KGN","18.229","49","14","19","8","33","41","153","9.15","0.29","0.39","0.16","0.67","0.84","3.12","16.14","0.33","777.69","15.87","1.08","1.47","0.62","2.55","3.16","11.8","1.24","15.31","14.3","57.45","49.5","-2.78","57.83","48","35","2","20","10.0","3","19","15.79","9","114","7.89","16","32","50.0"
"","Blake Speers","RW","SSM","18.7","68","21","11","10","32","42","172","12.21","0.31","0.16","0.15","0.47","0.62","2.53","15.25","0.22","974.36","14.33","1.29","0.68","0.62","1.97","2.59","10.59","0.94","14.65","13.91","51.12","49.14","0.95","51.82","57","53","2","10","20.0","5","18","27.78","14","144","9.72","349","598","58.36"
"","Steven Lorentz","C","PBO","19.423","58","20","12","9","32","41","124","16.13","0.34","0.21","0.16","0.55","0.71","2.14","15.9","0.27","796.28","13.73","1.51","0.9","0.68","2.41","3.09","9.34","1.2","14.69","13.76","51.52","48.42","7.14","57.14","56","42","6","24","25.0","5","24","20.83","9","76","11.84","302","560","53.93"
"","Nick Betz","RW","ER","20.162","68","17","15","9","32","41","126","13.49","0.25","0.22","0.13","0.47","0.6","1.85","13.63","0.2","821.48","12.08","1.24","1.1","0.66","2.34","2.99","9.2","1.0","14.51","13.81","58.01","51.26","10.62","66.22","49","25","3","20","15.0","6","24","25.0","8","82","9.76","10","32","31.25"
"","Stephen Harper","C","NIAG/HAM","20.477","68","17","15","9","32","41","159","10.69","0.25","0.22","0.13","0.47","0.6","2.34","18.17","0.27","929.68","13.67","1.1","0.97","0.58","2.07","2.65","10.26","1.17","14.46","14.0","47.66","48.79","23.18","60.87","56","36","4","28","14.29","4","23","17.39","9","108","8.33","452","917","49.29"
"","Gustaf Franzen","C","KIT","18.979","66","11","21","8","32","40","105","10.48","0.17","0.32","0.12","0.48","0.61","1.59","13.78","0.21","819.84","12.42","0.81","1.54","0.59","2.34","2.93","7.68","1.01","14.59","14.06","59.89","50.72","-1.64","58.54","48","34","5","19","26.32","1","26","3.85","5","60","8.33","491","908","54.07"
"","Logan DeNoble","C","PBO","17.917","63","19","13","7","32","39","105","18.1","0.3","0.21","0.11","0.51","0.62","1.67","11.22","0.18","720.1","11.43","1.58","1.08","0.58","2.67","3.25","8.75","0.93","15.18","14.0","53.83","48.46","16.83","63.16","48","28","4","14","28.57","10","20","50.0","5","71","7.04","69","119","57.98"
"","Alexander Nylander","LW","MISS","17.539","57","17","14","14","31","45","100","17.0","0.3","0.25","0.25","0.54","0.79","1.75","9.59","0.17","846.44","14.85","1.21","0.99","0.99","2.2","3.19","7.09","0.68","14.7","13.88","51.21","50.34","11.52","59.38","57","39","3","12","25.0","8","21","38.1","6","67","8.96","15","37","40.54"
"","Logan Brown","C","WSR","17.531","59","13","18","11","31","42","100","13.0","0.22","0.31","0.19","0.53","0.71","1.69","12.76","0.22","776.71","13.16","1.0","1.39","0.85","2.39","3.24","7.72","0.99","14.52","14.02","60.59","49.67","9.5","65.82","52","27","3","26","11.54","4","16","25.0","6","58","10.34","451","863","52.26"
"","Alan Lyszczarczyk","C","SBY","17.575","67","13","18","7","31","38","133","9.77","0.19","0.27","0.1","0.46","0.57","1.99","13.63","0.2","899.2","13.42","0.87","1.2","0.47","2.07","2.54","8.87","0.91","13.67","13.53","38.85","49.94","15.05","45.95","51","60","6","28","21.43","1","16","6.25","6","89","6.74","22","51","43.14"
"","Brett McKenzie","C","NB","18.511","66","19","12","7","31","38","149","12.75","0.29","0.18","0.11","0.47","0.58","2.26","15.09","0.23","941.39","14.26","1.21","0.76","0.45","1.98","2.42","9.5","0.96","13.77","13.71","48.72","50.25","-2.84","48.11","51","55","3","22","13.64","6","18","33.33","10","109","9.17","381","855","44.56"
"","Trent Fox","LW","HAM","18.166","67","22","9","6","31","37","169","13.02","0.33","0.13","0.09","0.46","0.55","2.52","17.83","0.27","955.93","14.27","1.38","0.56","0.38","1.95","2.32","10.61","1.12","14.24","13.78","43.01","52.18","2.99","43.75","42","54","3","24","12.5","9","29","31.03","10","116","8.62","131","278","47.12"
"","Pavel Zacha","LW","SAR","18.443","51","16","15","6","31","37","103","15.53","0.31","0.29","0.12","0.61","0.73","2.02","11.48","0.23","696.0","13.65","1.38","1.29","0.52","2.67","3.19","8.88","0.99","14.3","14.03","58.45","47.46","6.58","61.84","47","29","4","15","26.67","4","22","18.18","8","66","12.12","213","454","46.92"
"","Michael McLeod","C","MISS","17.613","57","11","19","11","30","41","124","8.87","0.19","0.33","0.19","0.53","0.72","2.18","15.12","0.27","884.7","15.52","0.75","1.29","0.75","2.03","2.78","8.41","1.03","14.67","14.1","51.23","49.53","11.27","58.89","53","37","3","27","11.11","6","28","21.43","2","69","2.9","508","890","57.08"
"","Mathew Santos","RW","NB","20.501","64","14","16","10","30","40","140","10.0","0.22","0.25","0.16","0.47","0.62","2.19","15.81","0.25","916.29","14.32","0.92","1.05","0.65","1.96","2.62","9.17","1.04","15.34","14.1","53.75","50.59","17.13","60.78","62","40","8","22","36.36","1","23","4.35","5","95","5.26","12","36","33.33"
"","JJ Piccinich","RW","LDN","19.258","66","14","16","5","30","35","106","13.21","0.21","0.24","0.08","0.45","0.53","1.61","13.03","0.2","705.84","10.69","1.19","1.36","0.43","2.55","2.98","9.01","1.11","13.63","13.8","63.22","49.08","9.34","71.67","43","17","6","21","28.57","2","18","11.11","6","67","8.96","14","22","63.64"
"","Mason Kohn","LW","KIT","18.369","60","14","15","9","29","38","123","11.38","0.23","0.25","0.15","0.48","0.63","2.05","17.14","0.29","804.76","13.41","1.04","1.12","0.67","2.16","2.83","9.17","1.28","14.37","13.93","59.18","48.72","0.93","62.35","53","32","8","34","23.53","5","22","22.73","1","67","1.49","244","485","50.31"
"","Jonathan Ang","C","PBO","17.621","68","16","13","7","29","36","94","17.02","0.24","0.19","0.1","0.43","0.53","1.38","9.96","0.15","909.21","13.37","1.06","0.86","0.46","1.91","2.38","6.2","0.66","14.77","13.88","52.21","49.47","-3.34","48.74","58","61","3","13","23.08","3","18","16.67","10","63","15.87","159","349","45.56"
"","Max Jones","LW","LDN","17.575","63","18","11","7","29","36","136","13.24","0.29","0.17","0.11","0.46","0.57","2.16","16.01","0.25","808.19","12.83","1.34","0.82","0.52","2.15","2.67","10.1","1.19","13.27","13.91","63.99","48.98","-0.39","65.06","54","29","8","30","26.67","2","18","11.11","8","88","9.09","10","25","40.0"
"","Jeremiah Addison","LW","OTT","18.9","66","15","14","6","29","35","123","12.2","0.23","0.21","0.09","0.44","0.53","1.86","14.99","0.23","921.48","13.96","0.98","0.91","0.39","1.89","2.28","8.01","0.98","14.95","14.11","53.12","49.98","0.56","52.08","50","46","4","18","22.22","5","24","20.83","6","81","7.41","27","80","33.75"
"","Dmitry Sokolov","RW","SBY","17.421","68","21","8","6","29","35","172","12.21","0.31","0.12","0.09","0.43","0.51","2.53","17.03","0.25","975.36","14.34","1.29","0.49","0.37","1.78","2.15","10.58","1.05","13.56","13.52","39.24","50.81","9.55","42.15","51","70","6","21","28.57","5","24","20.83","10","127","7.87","4","7","57.14"
"","Nathan Bastian","RW","MISS","17.774","64","13","16","6","29","35","113","11.5","0.2","0.25","0.09","0.45","0.55","1.77","14.5","0.23","939.13","14.67","0.83","1.02","0.38","1.85","2.24","7.22","0.93","14.7","14.03","51.8","49.2","4.33","51.89","55","51","5","24","20.83","2","17","11.76","6","72","8.33","137","270","50.74"
"","Connor Bunnaman","C","KIT","17.416","68","13","16","6","29","35","114","11.4","0.19","0.24","0.09","0.43","0.51","1.68","11.93","0.18","802.93","11.81","0.97","1.2","0.45","2.17","2.62","8.52","0.89","14.33","13.83","59.45","48.84","5.49","64.0","48","27","1","17","5.88","3","17","17.65","9","80","11.25","69","139","49.64"
"","Kris Bennett","C","SAG","19.691","58","21","8","4","29","33","117","17.95","0.36","0.14","0.07","0.5","0.57","2.02","13.58","0.23","814.74","14.05","1.55","0.59","0.29","2.14","2.43","8.62","1.0","13.84","13.75","41.77","51.72","-2.43","40.95","43","62","9","15","60.0","7","30","23.33","5","72","6.94","292","626","46.65"
"","Petrus Palmu","RW","OS","18.166","52","15","14","3","29","32","138","10.87","0.29","0.27","0.06","0.56","0.62","2.65","12.82","0.25","781.88","15.04","1.15","1.07","0.23","2.23","2.46","10.59","0.98","14.01","14.02","48.48","53.83","-0.97","48.39","45","48","2","9","22.22","3","17","17.65","10","112","8.93","9","24","37.5"
"","Jack Kopacka","RW","SSM","17.531","67","16","12","7","28","35","153","10.46","0.24","0.18","0.1","0.42","0.52","2.28","11.85","0.18","864.44","12.9","1.11","0.83","0.49","1.94","2.43","10.62","0.82","13.83","13.53","50.13","47.91","-3.38","48.86","43","45","5","15","33.33","4","13","30.77","7","125","5.6","10","23","43.48"
"","Brendan Lemieux","LW","WSR/BAR","19.502","45","18","10","7","28","35","151","11.92","0.4","0.22","0.16","0.62","0.78","3.36","19.09","0.42","720.32","16.01","1.5","0.83","0.58","2.33","2.92","12.58","1.59","14.77","14.12","61.33","47.94","19.17","62.86","44","26","5","23","21.74","6","28","21.43","7","100","7.0","16","30","53.33"
"","Juho Lammikko","C","KGN","19.628","59","14","14","5","28","33","112","12.5","0.24","0.24","0.08","0.47","0.56","1.9","14.15","0.24","858.24","14.55","0.98","0.98","0.35","1.96","2.31","7.83","0.99","15.52","14.11","57.21","49.8","2.2","59.34","54","37","5","21","23.81","2","19","10.53","7","72","9.72","540","1045","51.67"
"","Niki Petti","C","HAM","19.089","60","15","13","4","28","32","126","11.9","0.25","0.22","0.07","0.47","0.53","2.1","13.49","0.22","905.35","15.09","0.99","0.86","0.27","1.86","2.12","8.35","0.89","14.74","13.93","44.05","51.29","8.75","48.08","50","54","1","15","6.67","7","26","26.92","7","85","8.24","394","766","51.44"
"","Julius  Nattinen","C","BAR","18.667","52","10","17","16","27","43","66","15.15","0.19","0.33","0.31","0.52","0.83","1.27","6.55","0.13","730.57","14.05","0.82","1.4","1.31","2.22","3.53","5.42","0.54","15.01","14.16","59.4","48.64","14.29","67.35","66","32","1","7","14.29","3","12","25.0","6","47","12.77","333","664","50.15"
"","Darby Llewellyn","LW","KIT","19.157","68","19","8","8","27","35","115","16.52","0.28","0.12","0.12","0.4","0.51","1.69","14.41","0.21","865.91","12.73","1.32","0.55","0.55","1.87","2.43","7.97","1.0","14.35","13.93","59.75","50.29","-14.44","49.44","44","45","10","28","35.71","2","15","13.33","7","72","9.72","25","68","36.76"
"","Steve Harland","RW","NB","19.349","53","10","17","7","27","34","55","18.18","0.19","0.32","0.13","0.51","0.64","1.04","7.45","0.14","658.13","12.42","0.91","1.55","0.64","2.46","3.1","5.01","0.68","14.03","13.57","48.6","49.23","4.17","55.26","42","34","3","10","30.0","1","10","10.0","6","35","17.14","4","7","57.14"
"","Mitchell Stephens","C","SAG","18.607","39","18","9","1","27","28","100","18.0","0.46","0.23","0.03","0.69","0.72","2.56","10.74","0.28","520.45","13.34","2.08","1.04","0.12","3.11","3.23","11.53","1.24","14.19","14.1","42.85","50.43","18.19","52.63","30","27","4","10","40.0","5","26","19.23","9","64","14.06","313","578","54.15"
"","James McEwan","C","GUE","18.503","68","17","9","5","26","31","187","9.09","0.25","0.13","0.07","0.38","0.46","2.75","18.84","0.28","1027.95","15.12","0.99","0.53","0.29","1.52","1.81","10.91","1.1","14.26","13.95","30.83","53.78","17.57","41.51","44","62","5","35","14.29","6","30","20.0","6","122","4.92","448","883","50.74"
"","Roy Radke","RW","BAR","18.763","66","13","13","3","26","29","132","9.85","0.2","0.2","0.05","0.39","0.44","2.0","13.8","0.21","762.35","11.55","1.02","1.02","0.24","2.05","2.28","10.39","1.09","14.02","13.84","58.35","49.44","-10.37","50.67","38","37","3","18","16.67","6","24","25.0","4","90","4.44","4","9","44.44"
"","Givani Smith","RW","GUE","17.547","65","15","11","3","26","29","146","10.27","0.23","0.17","0.05","0.4","0.45","2.25","15.19","0.23","902.85","13.89","1.0","0.73","0.2","1.73","1.93","9.7","1.01","14.5","13.91","32.14","53.43","6.93","35.96","32","57","4","16","25.0","5","21","23.81","6","109","5.5","4","7","57.14"
"","Bobby MacIntyre","LW","SSM","19.018","62","14","11","12","25","37","118","11.86","0.23","0.18","0.19","0.4","0.6","1.9","9.93","0.16","814.0","13.13","1.03","0.81","0.88","1.84","2.73","8.7","0.73","14.11","13.65","50.8","47.54","-2.9","50.56","45","44","5","13","38.46","2","6","33.33","7","99","7.07","78","184","42.39"
"","Hayden Verbeek","C","SSM","17.911","63","13","12","8","25","33","71","18.31","0.21","0.19","0.13","0.4","0.52","1.13","8.48","0.13","751.08","11.92","1.04","0.96","0.64","2.0","2.64","5.67","0.68","14.2","13.67","50.89","49.12","3.01","53.01","44","39","5","16","31.25","1","9","11.11","7","46","15.22","399","790","50.51"
"","Connor Chatham","RW","WSR/FLNT","19.877","64","13","12","7","25","32","144","9.03","0.2","0.19","0.11","0.39","0.5","2.25","15.92","0.25","840.4","13.13","0.93","0.86","0.5","1.78","2.28","10.28","1.14","13.75","13.7","49.65","50.64","-2.15","50.0","39","39","6","24","25.0","4","27","14.81","3","93","3.23","13","23","56.52"
"","Matthew Strome","LW","HAM","16.69","61","13","12","7","25","32","83","15.66","0.21","0.2","0.11","0.41","0.52","1.36","10.01","0.16","839.95","13.77","0.93","0.86","0.5","1.79","2.29","5.93","0.72","14.83","13.97","43.67","51.13","7.74","47.42","46","51","7","19","36.84","2","16","12.5","4","48","8.33","9","29","31.03"
"","Travis Barron","LW","OTT","17.079","60","12","13","6","25","31","96","12.5","0.2","0.22","0.1","0.42","0.52","1.6","12.72","0.21","802.52","13.38","0.9","0.97","0.45","1.87","2.32","7.18","0.95","14.31","13.86","51.16","50.61","3.32","54.12","46","39","6","25","24.0","3","17","17.65","3","54","5.56","28","51","54.9"
"","Nathan Todd","C","OTT","19.787","53","11","14","6","25","31","115","9.57","0.21","0.26","0.11","0.47","0.58","2.17","12.12","0.23","738.78","13.94","0.89","1.14","0.49","2.03","2.52","9.34","0.98","14.65","14.07","52.63","49.43","13.67","58.11","43","31","2","18","11.11","3","18","16.67","6","79","7.59","328","650","50.46"
"","Cordell James","C","BAR","19.253","66","12","13","5","25","30","108","11.11","0.18","0.2","0.08","0.38","0.45","1.64","13.45","0.2","741.52","11.24","0.97","1.05","0.4","2.02","2.43","8.74","1.09","13.63","13.79","56.91","47.95","-1.49","57.33","43","32","4","26","15.38","6","25","24.0","2","57","3.51","512","967","52.95"
