,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
207,Jean-Philippe Mathieu,D,RIM/DRU,20.46,47,8,22,8,30,38,80,10.0,0.17,0.47,0.17,0.64,0.81,1.7,0,0,0.0
208,Jakub Izacky,LW,SNB,18.807,63,21,10,7,31,38,126,16.67,0.33,0.16,0.11,0.49,0.6,2.0,6,9,66.67
209,Alexis Loiseau,C,RIM,18.177,118,16,11,11,27,38,157,9.1,0.13,0.09,0.095,0.225,0.315,1.315,640,1304,48.67
210,Lukas Cingel,RW,BAC,18.941,63,18,11,9,29,38,148,12.16,0.29,0.17,0.14,0.46,0.6,2.35,1,5,20.0
211,Alexandre Roy,LW,CHI,18.615,95,10,15,12,25,37,176,5.78,0.105,0.155,0.13,0.255,0.39,1.83,34,83,38.555
212,Dominic Poulin,D,CHI/BAC/GAT,18.122,121,15,9,13,24,37,222,6.965,0.125,0.07,0.1,0.2,0.295,1.83,0,1,0.0
213,Garrett Clarke,LW,BAT/GAT,18.864,55,9,12,16,21,37,124,7.26,0.16,0.22,0.29,0.38,0.67,2.25,0,0,0.0
214,Maximilien Le Sieur,RW,SHA,18.965,61,20,7,10,27,37,119,16.81,0.33,0.11,0.16,0.44,0.61,1.95,182,343,53.06
215,Bronson Beaton,C,CAP/SHA,17.106,120,13,13,11,26,37,171,4.71,0.095,0.105,0.085,0.2,0.285,1.33,626,1251,48.875
216,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,17.843,117,15,9,12,24,36,123,11.8,0.12,0.075,0.105,0.2,0.3,1.03,509,1004,48.89
217,Christophe Losier,C,BAT,20.392,51,16,15,4,31,35,88,18.18,0.31,0.29,0.08,0.61,0.69,1.73,520,929,55.97
218,Cory MacIntosh,LW,CAP,19.839,71,15,12,8,27,35,143,5.395,0.11,0.09,0.215,0.2,0.415,1.685,362,722,57.065
219,Olivier Caouette,LW,DRU,18.193,128,15,12,8,27,35,158,9.25,0.115,0.095,0.065,0.205,0.27,1.23,57,128,44.675
220,Ryan MacKinnon,D,RIM,17.528,122,6,12,17,18,35,106,4.95,0.05,0.1,0.135,0.145,0.28,0.845,0,0,0.0
221,Jonathan Diaby,D,VIC,17.331,118,5,18,12,23,35,122,3.69,0.04,0.14,0.1,0.18,0.285,1.0,1,2,25.0
222,Thierry Comtois,LW,VDO,19.004,131,10,13,12,23,35,140,7.17,0.075,0.1,0.09,0.175,0.27,1.065,675,1192,56.515
223,Julien Leduc,D,VDO,17.714,112,9,11,15,20,35,123,7.115,0.08,0.105,0.135,0.185,0.32,1.095,1,2,25.0
224,Simon Tremblay,LW,CHI,17.492,105,16,10,8,26,34,161,11.095,0.155,0.09,0.065,0.245,0.31,1.455,16,56,28.57
225,Alexandros Soumakis,LW,GAT,18.081,59,20,11,3,31,34,113,10.415,0.21,0.185,0.03,0.39,0.425,1.775,21,50,42.36
226,Jonathan Racine,D,SHA/MON,18.801,122,11,12,11,23,34,164,6.34,0.09,0.095,0.09,0.185,0.275,1.345,0,0,0.0
227,Ross Johnston,LW,MON,18.073,91,14,11,9,25,34,111,11.075,0.14,0.11,0.095,0.255,0.345,1.205,1,5,16.665
228,Yan Pavel Laplante,LW,PEI,16.898,75,11,17,6,28,34,139,7.915,0.195,0.225,0.13,0.415,0.545,2.415,63,140,47.255
229,Olivier Croteau,LW,PEI,19.617,63,15,11,8,26,34,138,10.87,0.24,0.17,0.13,0.41,0.54,2.19,14,28,50.0
230,Dominic Beauchemin,LW,HAL,19.278,60,14,9,11,23,34,91,15.38,0.23,0.15,0.18,0.38,0.57,1.52,4,5,80.0
231,Randy Gazzola,D,HAL/VDO,19.007,67,7,11,15,18,33,113,6.19,0.1,0.16,0.22,0.27,0.49,1.69,0,1,0.0
232,Ryan Falkenham,RW,HAL,16.436,98,17,10,6,27,33,88,19.18,0.175,0.105,0.065,0.285,0.35,0.915,22,46,27.5
233,Felix-Antoine Bergeron,LW,SHA,18.199,100,17,12,4,29,33,190,7.365,0.145,0.135,0.04,0.28,0.32,1.81,187,426,43.635
234,Tommy Veilleux,LW,VIC,16.86,104,12,12,9,24,33,137,8.28,0.1,0.1,0.08,0.2,0.275,1.11,2,12,8.335
235,Adam Stevens,C,BAT,17.594,121,16,9,8,25,33,168,9.59,0.135,0.075,0.065,0.205,0.275,1.39,478,960,50.255
236,Matthew Bursey,RW,SHA/PEI,18.12,102,14,9,10,23,33,212,6.85,0.145,0.095,0.095,0.235,0.33,2.075,87,184,40.54
237,Simon Tardif-Richard,C,DRU/GAT,18.774,46,15,10,8,25,33,85,17.24,0.28,0.21,0.11,0.49,0.605,1.615,93,183,25.41
238,Matthieu Theriault,C,VDO,19.187,66,14,10,9,24,33,114,12.28,0.21,0.15,0.14,0.36,0.5,1.73,531,934,56.85
239,Casey Babineau,D,RIM,19.97,123,7,15,11,22,33,128,5.775,0.06,0.12,0.09,0.18,0.27,1.035,0,0,0.0
240,Mikael Langlois,D,BAC/CAP/GAT,18.979,96,6,16,10,22,32,136,4.475,0.06,0.16,0.11,0.22,0.335,1.37,1,4,12.5
241,Marc-Antoine Carrier,D,QUE,19.932,84,10,9,13,19,32,102,9.415,0.12,0.11,0.17,0.235,0.405,1.3,2,4,25.0
242,Alexandre Ranger,RW,BAC,16.578,101,18,5,9,23,32,132,12.015,0.17,0.045,0.085,0.22,0.3,1.285,8,29,44.875
243,JC Campagna,C,CAP/SHA,18.763,65,19,8,5,27,32,203,9.665,0.25,0.065,0.225,0.315,0.54,2.61,38,75,50.34
244,Alexis Bernier,D,ROU/SHE,19.998,133,8,14,10,22,32,168,4.855,0.06,0.105,0.075,0.165,0.24,1.265,1,1,50.0
245,Adam Janosik,D,GAT,19.02,51,6,17,9,23,32,96,6.25,0.12,0.33,0.18,0.45,0.63,1.88,1,1,100.0
246,Sebastien Payette,D,CAP,19.877,54,7,15,10,22,32,72,9.72,0.13,0.28,0.19,0.41,0.59,1.33,0,4,0.0
247,Marc-Andre Levesque,D,PEI,20.668,68,5,14,13,19,32,95,5.26,0.07,0.21,0.19,0.28,0.47,1.4,0,0,0.0
248,Brandon Gormley,D,MON/SHA,19.573,35,10,15,7,25,32,132,7.58,0.29,0.43,0.2,0.71,0.91,3.77,0,0,0.0
249,Thomas Gobeil,RW,BAC/CHI,17.326,115,14,9,9,23,32,208,7.765,0.12,0.075,0.075,0.195,0.27,1.725,9,18,48.705
250,Charles-Eric Legare,RW,RIM/CAP,17.788,66,17,9,5,26,31,148,5.945,0.14,0.165,0.04,0.305,0.345,1.67,6,13,23.075
251,Brendan Duke,D,QUE/HAL,18.848,92,1,13,17,14,31,103,0.86,0.01,0.135,0.175,0.14,0.31,1.125,1,1,50.0
252,Emil Sylvegard,C,DRU,18.484,65,13,8,10,21,31,142,9.15,0.2,0.12,0.15,0.32,0.48,2.18,3,12,25.0
253,Anthony Cortese,D,GAT/PEI,18.174,102,8,12,10,20,30,102,7.775,0.075,0.13,0.1,0.205,0.305,1.025,6,7,90.0
254,Axel Rioux,RW,QUE,19.089,103,10,17,3,27,30,149,6.075,0.095,0.17,0.035,0.26,0.295,1.42,33,102,32.69
255,Devon MacAusland,C,MON,20.315,51,14,9,7,23,30,140,10.0,0.27,0.18,0.14,0.45,0.59,2.75,174,374,46.52
256,Vladislav Shalimov,LW,VDO,17.977,60,10,12,8,22,30,97,10.31,0.17,0.2,0.13,0.37,0.5,1.62,260,584,44.52
257,Alexis Pepin,RW,PEI,16.395,64,18,7,5,25,30,132,13.64,0.28,0.11,0.08,0.39,0.47,2.06,166,395,42.03
258,Stephen Woodworth,D,CAP,19.149,135,6,11,13,17,30,104,6.895,0.04,0.08,0.095,0.125,0.22,0.77,0,0,0.0
259,Mark Tremaine,LW,MON,17.712,109,4,18,8,22,30,142,2.02,0.035,0.16,0.075,0.195,0.27,1.275,100,227,42.435
260,Jerome Raymond,C,DRU,19.371,42,13,10,6,23,29,89,14.61,0.31,0.24,0.14,0.55,0.69,2.12,457,873,52.35
261,Daniel Audette,C,SHE,16.362,54,10,12,7,22,29,122,8.2,0.19,0.22,0.13,0.41,0.54,2.26,139,309,44.98
262,Michael Joly,RW,RIM,17.367,50,11,10,8,21,29,89,12.36,0.22,0.2,0.16,0.42,0.58,1.78,6,14,42.86
263,Matthew Hobbs,D,VIC/PEI,20.515,66,7,14,8,21,29,101,6.93,0.11,0.21,0.12,0.32,0.44,1.53,0,0,0.0
264,Dany Potvin,LW,CAP,20.014,60,19,4,5,23,28,104,19.09,0.405,0.035,0.045,0.44,0.485,2.105,26,70,18.84
265,Brent Turnbull,RW,BAT/QUE/SHE,17.692,121,15,8,5,23,28,162,9.595,0.125,0.065,0.045,0.19,0.235,1.33,6,15,41.665
266,Stefan Jr Matteau,LW,BLB,18.56,35,18,6,4,24,28,121,14.88,0.51,0.17,0.11,0.69,0.8,3.46,63,125,50.4
267,Dylan Labbe,D,SHA,17.183,67,7,6,15,13,28,80,4.43,0.055,0.05,0.125,0.105,0.23,0.735,0,1,0.0
268,Gabriel Verpaelst,D,BAC,18.497,129,9,8,11,17,28,133,6.785,0.07,0.065,0.085,0.135,0.215,1.035,0,2,0.0
269,Alex Noel,RW,PEI,19.19,66,10,13,5,23,28,118,8.47,0.15,0.2,0.08,0.35,0.42,1.79,482,959,50.26
270,Kyle Morrison,LW,GAT,19.053,35,15,5,8,20,28,73,20.55,0.43,0.14,0.23,0.57,0.8,2.09,111,206,53.88
271,Yousseff Kabbaj,D,SHA/GAT,19.721,55,7,12,8,19,27,95,7.37,0.13,0.22,0.15,0.35,0.49,1.73,0,1,0.0
272,Vincent Richer,D,BLB/SHE,19.436,87,7,6,14,13,27,117,6.105,0.1,0.06,0.145,0.16,0.305,1.43,0,3,0.0
273,Francis Lambert-Lemay,D,DRU,18.642,135,1,16,10,17,27,121,0.625,0.005,0.12,0.075,0.125,0.2,0.895,0,0,0.0
274,Julien Lepage,D,BAC,18.152,116,4,14,9,18,27,82,4.55,0.035,0.125,0.08,0.155,0.23,0.705,0,0,0.0
275,Nicolas Aube-Kubel,RW,VDO,16.351,64,10,9,8,19,27,94,10.64,0.16,0.14,0.12,0.3,0.42,1.47,32,68,47.06
276,Samuel Courtemanche,LW,GAT,17.616,121,6,13,8,19,27,151,4.205,0.05,0.11,0.065,0.155,0.22,1.26,57,108,54.045
277,Olivier Houle,D,BAT,19.19,112,5,12,10,17,27,139,4.12,0.045,0.105,0.09,0.15,0.245,1.24,0,1,0.0
278,Nikita Kolesnikovs,D,SHA/BLB,18.875,50,4,13,10,17,27,62,6.45,0.08,0.26,0.2,0.34,0.54,1.24,0,0,0.0
279,Alexandre Grand-Maison,LW,SHA,17.777,107,8,12,6,20,26,97,8.58,0.075,0.1,0.05,0.18,0.235,0.905,5,11,51.785
280,Alex MacDonald,D,RIM/GAT,20.225,53,7,12,7,19,26,78,8.97,0.13,0.23,0.13,0.36,0.49,1.47,0,0,0.0
281,Brad Cuzner,LW,HAL,19.732,66,12,12,2,24,26,91,6.82,0.095,0.33,0.015,0.425,0.445,1.085,350,677,50.51
282,Charles-David Beaudoin,D,DRU,18.18,136,7,10,9,17,26,152,4.995,0.05,0.075,0.065,0.125,0.195,1.12,3,6,50.0
283,Philippe Archambault,D,QUE/CHI,18.954,115,0,14,12,14,26,55,0.0,0.0,0.12,0.11,0.12,0.225,0.485,0,0,0.0
284,Guillaume Cloutier,D,CHI,19.072,111,7,12,7,19,26,144,5.66,0.06,0.115,0.065,0.18,0.245,1.38,0,0,0.0
285,Ryan Graves,D,PEI,16.822,130,5,10,10,15,25,116,4.705,0.035,0.075,0.075,0.11,0.195,0.875,0,2,0.0
286,Etienne Salvail,LW,BAT/DRU,18.169,104,11,8,6,19,25,96,13.855,0.125,0.08,0.055,0.21,0.265,0.92,7,17,40.97
287,Robert Pelletier,RW,GAT/BAT,17.857,56,11,9,5,20,25,95,12.72,0.2,0.16,0.09,0.36,0.455,1.68,45,122,36.395
288,Samuel Morin,D,RIM,16.679,108,4,12,8,16,24,94,3.125,0.045,0.115,0.08,0.16,0.24,0.935,0,0,0.0
289,Michael Santini,RW,DRU,20.562,28,7,12,5,19,24,52,13.46,0.25,0.43,0.18,0.68,0.86,1.86,7,17,41.18
290,Adam Zboril,C,BAT,17.052,57,9,11,4,20,24,108,8.33,0.16,0.19,0.07,0.35,0.42,1.89,96,222,43.24
291,Frederic Bergeron,LW,QUE,17.747,55,15,7,1,22,23,112,6.695,0.145,0.065,0.01,0.21,0.22,1.075,13,36,18.055
292,Owen Werthner,D,QUE,19.42,61,8,5,10,13,23,51,15.69,0.13,0.08,0.16,0.21,0.38,0.84,0,0,0.0
293,Felix Plouffe,C,BLB/CHI,18.547,93,5,8,10,13,23,83,6.0,0.05,0.085,0.105,0.14,0.245,0.89,489,973,50.5
294,Marcus Hinds,C,BLB,18.623,65,9,8,6,17,23,55,16.36,0.14,0.12,0.09,0.26,0.35,0.85,26,76,34.21
295,Simon Desbiens,LW,CHI/SHE,17.002,71,10,8,4,18,22,90,5.68,0.075,0.06,0.03,0.135,0.165,0.905,5,21,11.905
296,Alexandre Chenevert,D,BAC,19.089,110,1,9,12,10,22,97,0.66,0.01,0.07,0.1,0.08,0.18,0.815,0,0,0.0
297,Clark Bishop,C,CAP,16.466,58,8,9,5,17,22,96,8.33,0.14,0.16,0.09,0.29,0.38,1.66,257,678,37.91
298,Jeremie Fraser,D,BAT/VDO,17.531,117,3,6,13,9,22,118,3.455,0.03,0.05,0.11,0.075,0.185,0.975,1,4,16.665
299,Deverick Ottereyes,C,PEI,17.416,101,6,11,4,17,21,58,12.135,0.06,0.11,0.035,0.165,0.2,0.535,229,566,40.135
300,Gabriel Beaupre,D,VDO,19.31,66,6,9,6,15,21,80,3.895,0.05,0.075,0.05,0.12,0.17,0.995,0,0,0.0
301,Jean-Simon Deslauriers,D,CAP/GAT,16.961,87,2,9,10,11,21,46,4.48,0.02,0.105,0.115,0.13,0.245,0.53,6,14,23.075
302,Michael Abbott,D,PEI/SNB/GAT,17.553,98,6,6,9,12,21,70,7.665,0.06,0.06,0.095,0.12,0.21,0.71,0,0,0.0
303,Patrick Downe,D,MON,19.836,65,4,9,7,13,20,73,9.42,0.11,0.155,0.06,0.26,0.32,1.145,0,0,0.0
304,Jean-Philippe Caron,RW,BAC,19.869,72,10,4,6,14,20,158,3.31,0.075,0.03,0.16,0.105,0.265,1.985,304,620,49.455
305,Joey Ratelle,LW,DRU,16.471,63,7,7,6,14,20,78,8.97,0.11,0.11,0.1,0.22,0.32,1.24,3,6,50.0
306,Raman Hrabarenka,D,CAP/DRU,19.059,57,4,7,9,11,20,87,4.6,0.07,0.12,0.16,0.19,0.35,1.53,1,4,25.0
307,Maxime Gravel,D,RIM,17.591,48,4,8,8,12,20,67,5.97,0.08,0.17,0.17,0.25,0.42,1.4,0,2,0.0
308,Redgie Bois,D,ROU,17.534,102,7,4,9,11,20,82,7.3,0.06,0.04,0.075,0.1,0.18,0.755,0,1,0.0
309,Carl Neill,D,SHE,16.195,61,3,8,9,11,20,74,4.05,0.05,0.13,0.15,0.18,0.33,1.21,0,0,0.0
310,Dominic Talbot-Tassi,D,DRU/SHE,18.078,69,5,11,4,16,20,64,3.97,0.04,0.2,0.03,0.24,0.27,0.61,0,0,0.0
311,Kyle Campbell,RW,CAP,18.289,86,6,7,7,13,20,101,5.26,0.06,0.06,0.06,0.12,0.18,1.11,80,186,42.43
312,Jason Seed,D,SNB,20.135,86,2,6,12,8,20,77,5.0,0.045,0.095,0.17,0.14,0.305,0.9,4,8,28.57
313,Robbie DeFulviis,C,RIM/ROU,19.609,47,9,6,4,15,19,71,12.68,0.19,0.13,0.09,0.32,0.4,1.51,110,229,48.03
314,Mitchell Deruelle,C,MON,18.736,39,8,3,8,11,19,72,17.735,0.285,0.05,0.135,0.335,0.47,1.745,41,78,53.375
315,Stanislav Galiev,RW,SNB,19.661,20,13,3,3,16,19,64,20.31,0.65,0.15,0.15,0.8,0.95,3.2,4,8,50.0
316,Frederic Tanguay,LW,VIC/ROU,19.111,60,11,5,3,16,19,91,12.09,0.18,0.08,0.05,0.27,0.32,1.52,5,11,45.45
317,Jeremi Janneteau,C,ROU,19.28,35,10,5,4,15,19,72,13.89,0.29,0.14,0.11,0.43,0.54,2.06,265,549,48.27
318,Pier-Luc Pelletier,D,VIC/RIM,20.181,57,6,6,7,12,19,72,8.33,0.11,0.11,0.12,0.21,0.33,1.26,0,0,0.0
319,Olivier Jodoin,LW,CAP/PEI/BAC/SHA,18.9,92,7,8,4,15,19,114,6.485,0.075,0.09,0.045,0.16,0.21,1.24,227,441,51.095
320,Dale Deon,D,RIM/SHA,18.782,51,9,5,5,14,19,67,13.43,0.18,0.1,0.1,0.27,0.37,1.31,0,1,0.0
321,Francis Perron,LW,ROU,16.411,57,7,7,4,14,18,65,10.77,0.12,0.12,0.07,0.25,0.32,1.14,202,459,44.01
322,Michael Rheaume,LW,VIC,17.931,32,10,3,5,13,18,56,17.86,0.31,0.09,0.16,0.41,0.56,1.75,1,7,14.29
323,Deric Boudreau,C,GAT,18.664,54,4,10,4,14,18,44,9.09,0.07,0.19,0.07,0.26,0.33,0.81,120,221,54.3
324,Jan Kostalek,D,RIM,17.577,48,5,10,3,15,18,82,6.1,0.1,0.21,0.06,0.31,0.38,1.71,0,0,0.0
325,Jonathan Lavoie,RW,RIM/BLB,18.782,72,7,5,6,12,18,63,6.48,0.055,0.08,0.085,0.135,0.22,0.855,163,406,45.025
326,Olivier LeBlanc,D,SNB,16.578,60,4,7,7,11,18,76,5.26,0.07,0.12,0.12,0.18,0.3,1.27,0,0,0.0
327,Yoan Pinette,RW,CHI,19.573,62,10,5,3,15,18,117,8.55,0.16,0.08,0.05,0.24,0.29,1.89,59,157,37.58
328,Myles McGurty,D,MON/BAT/CHI,18.046,95,3,13,2,16,18,53,5.63,0.03,0.14,0.02,0.17,0.19,0.56,2,5,25.0
329,Dillon Donnelly,D,SHA/QUE,18.522,98,2,11,5,13,18,53,5.095,0.025,0.1,0.05,0.12,0.17,0.505,0,0,0.0
330,Ludovic Kabambi,LW,BAT,17.98,61,7,7,4,14,18,101,6.93,0.11,0.11,0.07,0.23,0.3,1.66,0,4,0.0
331,Justin Guenette,D,ROU,16.819,96,3,6,8,9,17,56,4.84,0.025,0.055,0.09,0.085,0.17,0.605,1,1,50.0
332,Austyn Hardie,D,HAL,18.073,125,1,6,10,7,17,69,1.22,0.005,0.045,0.075,0.055,0.13,0.545,0,0,0.0
333,Nicolas Dionne,C,VDO,19.141,82,8,6,3,14,17,94,7.95,0.095,0.075,0.035,0.16,0.2,1.16,302,576,51.705
334,Grant West,RW,SNB/MON,19.644,52,6,6,5,12,17,50,12.0,0.12,0.12,0.1,0.23,0.33,0.96,1,8,12.5
335,Steve Gillard,D,HAL,20.121,48,2,7,8,9,17,48,2.78,0.03,0.18,0.17,0.21,0.375,1.0,0,0,0.0
336,Michael Lyle,LW,BAT/CAP,16.619,84,5,8,4,13,17,118,4.28,0.055,0.065,0.045,0.12,0.17,1.28,231,467,45.055
337,Conor Garland,RW,MON,16.515,26,6,9,2,15,17,44,13.64,0.23,0.35,0.08,0.58,0.65,1.69,1,8,12.5
338,Noah Zilbert,RW,SNB,17.202,67,8,4,5,12,17,77,10.39,0.12,0.06,0.07,0.18,0.25,1.15,40,93,43.01
339,Marcus Cuomo,LW,SNB,17.085,63,6,8,3,14,17,60,10.0,0.1,0.13,0.05,0.22,0.27,0.95,181,415,43.61
340,Joshua Desmond,D,HAL,18.355,52,5,5,6,10,16,68,7.35,0.1,0.1,0.12,0.19,0.31,1.31,0,0,0.0
341,Frank Schumacher,D,SHA,18.927,26,6,3,7,9,16,69,8.7,0.23,0.12,0.27,0.35,0.62,2.65,0,0,0.0
342,Vladislav Lysenko,D,SHE,17.514,66,7,1,8,8,16,96,7.29,0.11,0.02,0.12,0.12,0.24,1.45,0,0,0.0
343,Mickael Beauregard,D,GAT/CHI,17.44,115,2,7,7,9,16,59,3.565,0.015,0.055,0.07,0.07,0.145,0.51,0,0,0.0
344,Travis Randell,RW,HAL,20.636,68,6,6,4,12,16,90,6.67,0.09,0.09,0.06,0.18,0.24,1.32,205,343,59.77
345,Brandon Lesway,RW,SHE,18.481,53,6,3,7,9,16,55,10.91,0.11,0.06,0.13,0.17,0.3,1.04,14,37,37.84
346,Mathieu Lavallee,RW,QUE,19.127,67,6,4,5,10,15,71,8.45,0.09,0.06,0.07,0.15,0.22,1.06,2,11,18.18
347,Jack Nevins,LW,PEI,18.993,51,8,3,4,11,15,86,9.3,0.16,0.06,0.08,0.22,0.29,1.69,5,13,38.46
348,Jonathan Delorme,D,ROU/BAT,18.574,83,3,6,6,9,15,61,7.36,0.045,0.07,0.09,0.115,0.205,0.69,8,29,13.795
349,Olivier Knight-Rouleau,C,GAT,18.021,38,7,4,4,11,15,39,17.95,0.18,0.11,0.11,0.29,0.39,1.03,113,227,49.78
350,Alexandre Beauregard,LW,SNB/CHI,20.277,34,6,6,3,12,15,64,9.38,0.18,0.18,0.09,0.35,0.44,1.88,42,99,42.42
351,Vincent Barnard,D,QUE,20.559,29,3,6,6,9,15,74,4.05,0.1,0.21,0.21,0.31,0.52,2.55,0,0,0.0
352,Jason Cameron,C,SNB,19.031,129,7,5,3,12,15,193,3.745,0.05,0.04,0.025,0.095,0.115,1.49,953,1934,49.485
353,Alexandre Leclerc,D,ROU,18.059,108,2,9,3,11,14,57,4.19,0.02,0.07,0.035,0.095,0.125,0.505,0,0,0.0
354,Patrick Walsh,LW,QUE/BAT,17.906,86,9,4,1,13,14,78,11.9,0.11,0.065,0.01,0.175,0.185,1.02,102,256,38.705
355,Alexandre Cote,C,HAL,18.982,43,8,3,3,11,14,36,22.22,0.19,0.07,0.07,0.26,0.33,0.84,53,87,60.92
356,Marc-Olivier Mimar,RW,BAT,19.85,21,5,6,3,11,14,44,11.36,0.24,0.29,0.14,0.52,0.67,2.1,7,13,53.85
357,Alexandre Sills,C,SHE,17.534,65,5,1,8,6,14,39,12.82,0.08,0.02,0.12,0.09,0.22,0.6,268,625,42.88
358,Alexandre Lemieux,C,BLB,18.746,21,7,5,2,12,14,49,14.29,0.33,0.24,0.1,0.57,0.67,2.33,39,68,57.35
359,Brandon Shea,C,MON/QUE,16.712,59,5,6,3,11,14,81,8.225,0.105,0.09,0.055,0.195,0.255,1.315,231,485,45.215
360,Julien Bahl,D,BLB,16.592,62,0,6,8,6,14,41,0.0,0.0,0.1,0.13,0.1,0.23,0.66,0,1,0.0
361,Ian Saab,D,SNB,20.102,80,2,8,4,10,14,114,1.56,0.02,0.105,0.055,0.12,0.175,1.51,0,0,0.0
362,Yasin Cisse,RW,BLB,20.515,27,8,5,1,13,14,58,13.79,0.3,0.19,0.04,0.48,0.52,2.15,3,15,20.0
363,Christian Marti,D,BLB,19.467,46,5,2,7,7,14,64,7.81,0.11,0.04,0.15,0.15,0.3,1.39,0,0,0.0
364,Luke St-Amand,C,CHI/VIC,17.963,41,8,3,3,11,14,49,17.955,0.16,0.05,0.05,0.21,0.26,0.96,2,9,12.5
365,Loik Leveille,D,BAC/CHI,15.973,52,4,6,4,10,14,60,6.67,0.08,0.12,0.08,0.19,0.27,1.15,0,0,0.0
366,Kris Hodge,C,MON/SHA,16.928,42,6,7,1,13,14,61,9.84,0.14,0.17,0.02,0.31,0.33,1.45,146,310,47.1
367,Mason Gray,LW,VDO/SHA,17.18,54,9,4,0,13,13,51,9.185,0.085,0.04,0.0,0.125,0.125,0.97,0,2,0.0
368,Charles Guevremont,C,CHI/CAP,17.67,66,6,1,6,7,13,66,9.09,0.09,0.02,0.09,0.11,0.2,1.0,87,201,43.28
369,Stephen Midensky,D,QUE/CAP,18.421,58,1,5,7,6,13,28,3.57,0.02,0.09,0.12,0.1,0.22,0.48,2,5,40.0
370,Olivier Hinse,LW,QUE/BLB,20.54,32,4,4,5,8,13,36,11.11,0.12,0.12,0.16,0.25,0.41,1.12,87,167,52.1
371,Peter Angelopoulos,LW,ROU,17.38,37,7,3,3,10,13,51,13.73,0.19,0.08,0.08,0.27,0.35,1.38,4,11,36.36
372,Scott Trask,LW,MON,18.779,60,6,5,2,11,13,70,8.57,0.1,0.08,0.03,0.18,0.22,1.17,15,35,42.86
373,Simon Darveau,RW,VIC/CAP,19.653,55,7,4,2,11,13,81,28.795,0.185,0.04,0.02,0.225,0.245,1.025,21,42,50.0
374,Brett Hester,LW,VDO,19.13,53,5,2,5,7,12,36,13.89,0.09,0.04,0.09,0.13,0.23,0.68,5,11,45.45
375,Jeremy Auger,C,DRU,16.469,68,4,6,2,10,12,61,6.56,0.06,0.09,0.03,0.15,0.18,0.9,241,506,47.63
376,Lucas Grundy,D,RIM,19.686,42,4,1,7,5,12,31,12.9,0.1,0.02,0.17,0.12,0.29,0.74,0,0,0.0
377,Duncan MacIntyre,D,QUE,16.655,43,1,4,7,5,12,26,3.85,0.02,0.09,0.16,0.12,0.28,0.6,0,0,0.0
378,Nathan Yetman,C,PEI,16.411,52,4,4,4,8,12,43,9.3,0.08,0.08,0.08,0.15,0.23,0.83,65,148,43.92
379,Vincent Deslauriers,C,SHE,15.844,55,6,6,0,12,12,51,11.76,0.11,0.11,0.0,0.22,0.22,0.93,20,45,44.44
380,Gabriel Gagnon,LW,CHI,18.177,44,8,3,1,11,12,73,10.96,0.18,0.07,0.02,0.25,0.27,1.66,0,6,0.0
381,Alexandre Gosselin,D,BAT,16.901,69,6,1,5,7,12,63,4.84,0.045,0.01,0.04,0.055,0.095,0.585,0,0,0.0
382,Pier-Antoine Dion,LW,PEI,20.392,31,8,4,0,12,12,58,13.79,0.26,0.13,0.0,0.39,0.39,1.87,39,87,44.83
383,Samuel Roussy,D,MON/CHI,18.204,112,4,6,2,10,12,85,6.25,0.04,0.055,0.02,0.09,0.105,0.75,2,2,100.0
384,Aaron Hoyles,D,BLB,17.323,117,1,6,5,7,12,82,1.925,0.01,0.055,0.045,0.065,0.105,0.68,0,0,0.0
385,Samuel Robert,D,BAT,17.813,89,1,2,9,3,12,55,1.39,0.015,0.02,0.11,0.035,0.14,0.68,0,0,0.0
386,Loic Leduc,D,CAP,17.755,103,2,5,5,7,12,69,2.63,0.015,0.045,0.045,0.06,0.1,0.7,0,1,0.0
387,Lukas Balmelli,C,DRU,18.7,55,5,4,2,9,11,59,8.47,0.09,0.07,0.04,0.16,0.2,1.07,295,682,43.26
388,Daniel Milan,D,VIC/MON,19.42,62,2,4,5,6,11,56,3.57,0.03,0.06,0.08,0.1,0.18,0.9,0,0,0.0
389,Scott Carrier,D,CHI,16.674,58,1,2,8,3,11,26,3.85,0.02,0.03,0.14,0.05,0.19,0.45,0,0,0.0
390,Andreas Tsogkas,C,SNB,19.091,57,3,1,7,4,11,86,3.49,0.05,0.02,0.12,0.07,0.19,1.51,30,72,41.67
391,Raphael Maheux,D,SHA,16.274,53,2,2,7,4,11,44,4.55,0.04,0.04,0.13,0.08,0.21,0.83,0,0,0.0
392,Phil Pietroniro,D,SHA,18.306,41,6,3,2,9,11,57,10.53,0.15,0.07,0.05,0.22,0.27,1.39,0,1,0.0
393,Dominik Rehak,C,VIC,17.673,48,6,3,2,9,11,42,14.29,0.12,0.06,0.04,0.19,0.23,0.88,30,85,35.29
394,Jurij Repe,D,SNB,17.996,38,3,4,4,7,11,47,6.38,0.08,0.11,0.11,0.18,0.29,1.24,2,9,22.22
395,Alex Zafiris,C,GAT,19.02,54,4,4,3,8,11,41,9.76,0.07,0.07,0.06,0.15,0.2,0.76,137,374,36.63
