,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
182,Kirill Kabanov,RW,MON/LEW/SHA,18.666,89,32,30,21,62,83,233,13.47,0.35,0.325,0.235,0.675,0.91,2.58,13,40,30.355
183,Alex Micallef,D,MTL/BLB/PEI,19.425,163,29,25,29,54,83,280,10.11,0.178,0.148,0.175,0.322,0.498,1.755,2,3,50.0
184,Cameron Darcy,C,CAP,19.54,65,35,30,17,65,82,210,16.67,0.54,0.46,0.26,1.0,1.26,3.23,635,1193,53.23
185,Joel Champagne,C,QUE,20.641,68,24,32,26,56,82,197,12.18,0.35,0.47,0.38,0.82,1.21,2.9,878,1434,61.23
186,Michael Kirkpatrick,C,SNB,20.354,63,31,35,16,66,82,238,13.03,0.49,0.56,0.25,1.05,1.3,3.78,480,882,54.42
187,Simon Tardif-Richard,C,DRU/GAT,19.399,149,38,26,18,64,82,282,13.866,0.292,0.218,0.138,0.51,0.651,2.145,645,1188,45.638
188,Cory MacIntosh,LW,CAP,19.59,132,29,28,24,57,81,280,5.252,0.112,0.11,0.255,0.222,0.478,1.738,750,1530,56.715
189,Vincent Arseneau,LW,BAT/SHA,19.723,168,39,21,21,60,81,383,9.975,0.255,0.105,0.135,0.36,0.495,2.442,18,37,45.44
190,Maximilien Le Sieur,RW,SHA,18.466,129,36,23,22,59,81,266,13.845,0.285,0.175,0.17,0.455,0.63,2.055,378,705,53.6
191,Raphael Corriveau,RW,QUE/CAP,18.596,185,41,23,17,64,81,364,12.812,0.25,0.122,0.092,0.37,0.46,2.062,14,48,26.875
192,Jessyko Bernard,RW,ROU/PEI,19.93,119,42,18,20,60,80,229,18.19,0.35,0.15,0.18,0.505,0.68,1.92,133,289,42.975
193,Nicolas Aube-Kubel,RW,VDO,16.85,129,32,25,23,57,80,260,11.945,0.25,0.195,0.175,0.44,0.62,2.01,75,167,45.245
194,Brandon Gormley,D,MON/SHA,19.074,82,23,40,17,63,80,265,8.675,0.285,0.48,0.205,0.76,0.965,3.3,0,0,0.0
195,Lukas Sedlak,C,CHI,19.053,98,32,32,15,64,79,238,13.44,0.325,0.325,0.15,0.655,0.805,2.425,1368,2286,59.815
196,Patrick Delisle-Houde,LW,RIM/MON,19.586,119,31,30,18,61,79,220,14.315,0.265,0.25,0.15,0.51,0.66,1.845,117,233,48.08
197,Denis Kindl,C,MTL/CAP,18.614,125,40,20,19,60,79,269,15.025,0.32,0.16,0.15,0.48,0.63,2.155,640,1344,47.365
198,Devon MacAusland,C,MON,19.816,119,33,25,21,58,79,336,9.845,0.275,0.21,0.175,0.48,0.655,2.815,545,1197,45.8
199,Patrik Zdrahal,RW,BAT/RIM,17.938,113,33,28,18,61,79,248,13.165,0.29,0.255,0.15,0.54,0.69,2.21,17,53,35.45
200,Alexandre Ranger,RW,BAC,17.328,168,39,22,17,61,78,293,12.528,0.24,0.148,0.103,0.395,0.495,1.842,29,72,46.858
201,Cole Hawes,LW,LEW/BLB/DRU/SHE,18.809,141,32,27,19,59,78,193,17.222,0.222,0.2,0.145,0.422,0.568,1.398,107,231,50.15
202,Kurt Etchegary,C,QUE,18.092,143,28,24,25,52,77,274,10.228,0.228,0.202,0.205,0.43,0.635,2.2,1173,2195,53.38
203,JC Campagna,C,CAP/SHA/QUE/MON,19.513,115,40,22,15,62,77,386,10.572,0.335,0.173,0.213,0.507,0.72,3.135,63,118,54.24
204,Julien Leduc,D,VDO/VIC/CHA,18.34,235,14,34,29,48,77,281,4.454,0.054,0.162,0.136,0.22,0.358,1.3,3,8,40.625
205,Olivier Picard,D,GAT/VIC/BLB,19.566,224,15,29,33,44,77,289,5.99,0.08,0.145,0.136,0.222,0.36,1.339,0,1,0.0
206,Yan Pavel Laplante,LW,PEI/VIC/CHA,17.648,138,34,29,13,63,76,344,9.568,0.282,0.208,0.12,0.488,0.608,2.832,219,462,47.853
207,Steven Mercier,LW,ROU,19.744,182,27,26,23,53,76,187,15.642,0.156,0.16,0.124,0.311,0.44,1.074,727,1510,50.979
208,Dave Labrecque,C,SHA,20.633,58,27,25,23,52,75,205,13.17,0.47,0.43,0.4,0.9,1.29,3.53,626,1042,60.08
209,Felix Lefrancois,C,RIM,20.178,65,26,28,21,54,75,218,11.93,0.4,0.43,0.32,0.83,1.15,3.35,581,1123,51.74
210,Bryce Milson,LW,BAT/LEW/DRU/CAP,18.888,183,32,27,16,59,75,290,10.44,0.165,0.143,0.092,0.308,0.4,1.618,449,953,46.51
211,Adam Stevens,C,BAT/GAT,18.344,188,32,27,15,59,74,307,10.55,0.188,0.173,0.082,0.358,0.442,1.73,847,1647,51.982
212,Francis Perron,LW,ROU,16.91,125,23,27,23,50,73,204,11.14,0.18,0.205,0.175,0.39,0.565,1.59,250,568,44.025
213,Alexandros Soumakis,LW,GAT/BAT,18.832,122,39,20,13,59,72,255,11.898,0.255,0.162,0.095,0.415,0.512,2.013,144,317,44.215
214,Alexandre Durette,RW,BAC/VDO,19.038,132,38,19,15,57,72,238,15.945,0.285,0.14,0.115,0.435,0.55,1.805,508,1047,47.075
215,Anthony Verret,C,ROU/QUE/SHE,18.855,169,27,22,23,49,72,224,12.17,0.182,0.15,0.14,0.328,0.47,1.45,1194,2395,50.415
216,Conor Garland,RW,MON,17.014,77,30,27,14,57,71,222,13.56,0.35,0.35,0.16,0.7,0.855,2.59,17,42,29.78
217,Philippe Hudon,RW,VIC,19.669,156,37,23,11,60,71,329,11.452,0.245,0.135,0.062,0.38,0.442,2.108,45,98,44.81
218,Charles-Olivier Roussel,D,MTL/SNB,19.507,117,18,21,31,39,70,257,6.765,0.15,0.18,0.265,0.335,0.6,2.2,0,2,0.0
219,Ryan Kavanagh,D,SHA/RIM,19.59,68,17,30,23,47,70,209,8.13,0.25,0.44,0.34,0.69,1.03,3.07,1,2,50.0
220,Charles-David Beaudoin,D,DRU,18.805,244,23,23,24,46,70,284,9.521,0.151,0.143,0.134,0.294,0.429,1.414,3,8,18.75
221,Andrej Nestrasil,RW,PEI,19.562,58,19,29,22,48,70,160,11.88,0.33,0.5,0.38,0.83,1.21,2.76,3,11,27.27
222,Matthew Hobbs,D,PEI/VIC,20.016,131,23,29,17,52,69,206,11.085,0.18,0.22,0.13,0.4,0.53,1.575,1,1,50.0
223,Jakub Culek,LW,RIM/CAP,19.271,119,24,26,19,50,69,245,12.198,0.312,0.17,0.188,0.485,0.672,2.44,158,353,59.26
224,Stephen Anderson,RW,SNB,17.98,127,29,18,21,47,68,312,9.398,0.25,0.185,0.158,0.435,0.592,2.848,302,602,56.46
225,Francis Turbide,D,HAL/BAC,19.78,265,20,28,20,48,68,318,5.236,0.061,0.11,0.088,0.171,0.26,1.326,714,1513,48.891
226,Daniel Sprong,RW,CHA,16.499,67,30,33,5,63,68,260,11.54,0.45,0.49,0.07,0.94,1.01,3.88,10,34,29.41
227,Vincent Barnard,D,QUE,20.06,97,25,19,23,44,67,250,8.275,0.21,0.2,0.23,0.41,0.64,2.57,2,3,33.335
228,Raphael Pouliot,LW,SHA/MTL/BLB,19.917,132,34,19,14,53,67,278,11.69,0.255,0.145,0.105,0.4,0.505,2.105,95,212,43.68
229,Gabriel Verpaelst,D,BAC,19.123,262,21,28,17,49,66,287,7.389,0.099,0.135,0.07,0.238,0.306,1.352,2,5,8.334
230,Garrett Clarke,LW,BAT/SHA/HAL/GAT,18.364,112,15,21,30,36,66,228,6.515,0.135,0.19,0.27,0.32,0.59,2.035,0,0,0.0
231,Alec Jon Banville,LW,BAT/BAC,18.55,173,28,21,16,49,65,333,7.548,0.141,0.085,0.088,0.226,0.318,1.808,76,165,33.875
232,Tye McGinn,LW,GAT,20.132,42,31,21,12,52,64,135,22.96,0.74,0.5,0.29,1.24,1.52,3.21,31,67,46.27
233,Dylan Anderson,C,MTL/BLB,20.054,134,24,23,17,47,64,194,12.795,0.18,0.175,0.125,0.35,0.475,1.445,1191,2130,55.97
234,Alex Noel,RW,GAT/PEI,18.69,129,24,28,12,52,64,230,10.485,0.185,0.22,0.095,0.405,0.495,1.785,660,1296,51.54
235,Adam Janosik,D,GAT,18.52,111,13,32,19,45,64,188,6.93,0.12,0.29,0.175,0.41,0.58,1.705,1,1,50.0
236,Alexis Pepin,RW,PEI/CHA/GAT,16.894,124,35,15,14,50,64,275,12.765,0.28,0.12,0.115,0.405,0.52,2.22,302,713,42.4
237,Jack Nevins,LW,PEI/ROU/CHA,19.492,115,27,20,16,47,63,300,9.09,0.23,0.165,0.135,0.39,0.52,2.515,53,123,41.05
238,Olivier Caouette,LW,DRU,18.818,196,30,21,12,51,63,272,10.428,0.158,0.104,0.054,0.264,0.318,1.554,123,264,39.856
239,Jonathan Diaby,D,VIC,17.956,175,14,29,20,43,63,204,7.228,0.138,0.208,0.142,0.345,0.49,1.462,1,2,12.5
240,Nikita Kucherov,RW,ROU/QUE,19.247,33,29,19,15,48,63,126,23.02,0.88,0.58,0.45,1.45,1.91,3.82,0,0,0.0
241,Christophe Losier,C,BAT,19.892,99,24,29,10,53,63,152,15.34,0.24,0.29,0.1,0.535,0.635,1.53,1016,1818,55.88
242,Anthony Cortese,D,GAT/PEI/CHA,18.925,170,16,22,25,38,63,270,6.268,0.098,0.14,0.16,0.232,0.397,1.748,6,7,45.0
243,Trey Lewis,D,HAL,19.418,198,16,29,18,45,63,249,8.132,0.085,0.122,0.098,0.208,0.304,1.134,3,7,25.0
244,Jonathan Oligny,D,DRU/CAP,19.841,195,10,29,24,39,63,299,3.278,0.055,0.172,0.115,0.225,0.34,1.545,0,0,0.0
245,Tomas Pavelka,D,PEI,18.798,123,14,19,30,33,63,243,5.8,0.115,0.16,0.25,0.28,0.53,1.985,1,2,25.0
246,Mathieu Guertin,LW,DRU/VDO,18.786,126,28,21,14,49,63,218,12.775,0.22,0.165,0.105,0.39,0.495,1.73,20,49,37.14
247,Maxime Villemaire,C,DRU/SNB,19.17,135,35,16,11,51,62,290,11.78,0.335,0.162,0.105,0.497,0.602,2.815,146,308,48.155
248,Dominic Talbot-Tassi,D,DRU/SHE/BLB,18.828,134,17,24,21,41,62,154,8.65,0.11,0.2,0.145,0.31,0.46,0.995,0,0,0.0
249,Trevor Parkes,RW,MTL,19.343,60,33,17,12,50,62,211,15.64,0.55,0.28,0.2,0.83,1.03,3.52,14,34,41.18
250,Alexandre Roy,LW/D,CHI/RIM/DRU,19.237,173,20,22,19,42,61,274,6.902,0.104,0.068,0.098,0.169,0.268,1.442,120,326,30.933
251,Frederic Bergeron,LW,QUE/BLB,18.497,122,34,17,10,51,61,231,11.332,0.213,0.108,0.07,0.32,0.395,1.428,23,73,22.542
252,Sean Girard,D,CHI/ROU/BAT,18.685,182,6,28,27,34,61,339,1.748,0.038,0.185,0.155,0.222,0.378,2.05,0,2,0.0
253,Steven Anthony,LW,SNB,19.488,61,23,21,16,44,60,146,15.75,0.38,0.34,0.26,0.72,0.98,2.39,219,428,51.17
254,Anthony Richard,C,VDO,16.237,108,31,14,15,45,60,181,17.765,0.26,0.105,0.125,0.365,0.49,1.51,278,634,43.83
255,Mark Tremaine,LW,MON/VIC,18.462,166,12,33,15,45,60,263,4.315,0.088,0.21,0.098,0.298,0.4,1.698,156,363,41.808
256,Matthew Highmore,C,SNB,17.05,98,23,18,18,41,59,274,8.37,0.205,0.18,0.13,0.385,0.52,2.46,830,1671,51.1
257,Simon Tremblay,LW,CHI,18.242,170,27,18,14,45,59,315,9.118,0.162,0.105,0.078,0.267,0.345,1.912,35,105,33.675
258,Ross Johnston,LW,MON/VIC,18.823,151,24,21,14,45,59,220,10.122,0.155,0.14,0.088,0.292,0.382,1.513,2,11,16.668
259,Samuel Noreau,D,BAC,18.872,191,17,27,15,44,59,329,5.428,0.095,0.16,0.1,0.252,0.35,1.978,0,0,0.0
260,Ryan Bourque,LW,QUE,19.699,49,26,18,15,44,59,154,16.88,0.53,0.37,0.31,0.9,1.2,3.14,6,22,27.27
261,Axel Rioux,RW,QUE/SHE,19.714,175,21,27,11,48,59,240,16.519,0.111,0.08,0.075,0.188,0.265,0.929,61,172,36.655
262,Louis Leblanc,C,MTL,19.636,51,26,24,8,50,58,243,10.7,0.51,0.47,0.16,0.98,1.14,4.76,484,953,50.79
263,Felix-Antoine Bergeron,LW,SHA,18.824,143,29,19,10,48,58,324,7.765,0.216,0.129,0.091,0.345,0.436,2.456,487,988,43.091
264,Bronson Beaton,C,CAP/SHA,17.856,177,18,25,15,43,58,255,5.33,0.092,0.158,0.078,0.25,0.328,1.4,788,1555,51.082
265,Jeremie Fraser,D,BAT/VDO,18.156,202,7,16,35,23,58,217,3.484,0.045,0.105,0.23,0.148,0.379,1.226,1,5,8.332
266,Fabrice Herzog,RW,QUE,18.768,61,32,10,16,42,58,164,19.51,0.52,0.16,0.26,0.69,0.95,2.69,13,32,40.62
267,Ryan MacKinnon,D,RIM,18.278,188,10,22,25,32,57,197,4.675,0.055,0.125,0.128,0.178,0.305,1.112,0,0,0.0
268,Aidan Kelly,RW,SNB/BAT,18.831,161,18,21,18,39,57,157,10.208,0.098,0.125,0.11,0.22,0.325,0.968,179,338,55.592
269,Andrew O'Brien,D,CHI/ROU,19.066,190,11,22,24,33,57,300,2.84,0.05,0.115,0.122,0.165,0.288,1.558,1,4,6.25
270,Viktor Hertzberg,RW,MTL/CAP/BLB,19.898,50,25,19,13,44,57,167,14.645,0.5,0.2,0.135,0.7,0.835,3.415,12,29,20.69
271,Brent Turnbull,RW,BAT/QUE/SHE/RIM,18.318,241,26,20,10,46,56,297,8.454,0.135,0.124,0.051,0.258,0.309,1.51,21,62,35.952
272,Alexandre Carrier,RW/D,VDO/GAT,17.346,184,11,33,12,44,56,263,3.948,0.053,0.188,0.078,0.245,0.322,1.352,15,27,15.625
273,Sebastien Payette,D,BAT/CAP,19.377,121,11,27,18,38,56,128,8.43,0.095,0.23,0.155,0.325,0.475,1.085,3,13,16.665
274,James Melindy,D,MON,18.012,168,17,11,28,28,56,194,9.605,0.092,0.072,0.16,0.165,0.32,1.17,0,1,0.0
275,Marcus Hinds,C,BLB,19.123,133,25,19,12,44,56,139,17.705,0.19,0.14,0.09,0.33,0.42,1.045,106,242,41.2
276,Joey Ratelle,LW,DRU,16.971,130,28,15,12,43,55,221,11.83,0.21,0.115,0.095,0.325,0.42,1.685,4,10,37.5
277,Clark Bishop,C,CAP,16.966,114,22,19,14,41,55,216,10.0,0.195,0.17,0.125,0.36,0.485,1.9,521,1255,41.83
278,Dylan Labbe,D,SHA,17.933,130,16,14,25,30,55,217,5.5,0.098,0.09,0.143,0.188,0.33,1.452,0,1,0.0
279,Samuel Morin,D,RIM,17.43,162,11,22,22,33,55,205,4.717,0.088,0.152,0.17,0.235,0.405,1.498,0,1,0.0
280,Jeremy Gouchie,C,MTL,20.395,66,19,21,15,40,55,159,11.95,0.29,0.32,0.23,0.61,0.83,2.41,824,1445,57.02
281,Olivier Dame-Malka,D,LEW,20.296,64,16,17,22,33,55,203,7.88,0.25,0.27,0.34,0.52,0.86,3.17,0,0,0.0
282,Marc-Andre Levesque,D,PEI,20.168,131,9,24,21,33,54,180,4.985,0.065,0.185,0.16,0.25,0.41,1.375,0,0,0.0
283,Pier-Luc Pelletier,D,VIC/RIM,19.682,124,12,23,19,35,54,158,7.655,0.1,0.18,0.15,0.275,0.425,1.27,0,0,0.0
284,Jerome Raymond,C,DRU/ROU,18.871,95,22,16,15,38,53,199,11.395,0.24,0.175,0.155,0.415,0.57,2.1,832,1638,50.685
285,Mikael Langlois,D,BAC/CAP/GAT,18.729,153,14,25,14,39,53,203,6.297,0.082,0.17,0.09,0.252,0.348,1.402,1,4,6.25
286,Philippe Paradis,LW,PEI,19.702,59,23,16,14,39,53,187,12.3,0.39,0.27,0.24,0.66,0.9,3.17,115,204,56.37
287,Francis Meilleur,D,MTL,19.987,67,8,23,22,31,53,119,6.72,0.12,0.34,0.33,0.46,0.79,1.78,0,0,0.0
288,Gabriel Vermette,D,CHI/DRU,19.907,186,12,17,24,29,53,176,6.698,0.065,0.085,0.14,0.15,0.29,0.97,3,6,58.332
289,Antoine Quevillon,LW,ROU,19.296,94,18,18,16,36,52,237,6.64,0.17,0.185,0.155,0.35,0.5,2.51,73,182,40.205
290,Simon Desbiens,LW,CHI/SHE,17.752,130,24,20,8,44,52,197,9.38,0.158,0.13,0.05,0.288,0.338,1.358,73,157,30.952
291,Brendan Duke,D,QUE/HAL,19.473,196,5,18,29,23,52,220,2.56,0.032,0.095,0.16,0.121,0.284,1.242,1,1,25.0
292,Pier-Antoine Dion,LW,DRU/CAP/PEI,19.892,96,32,14,6,46,52,207,14.95,0.315,0.14,0.045,0.455,0.505,2.08,345,706,47.13
293,Olivier LeBlanc,D,SNB,17.078,116,11,22,18,33,51,203,5.385,0.095,0.195,0.16,0.285,0.445,1.77,0,0,0.0
294,Samuel Morneau,LW,GAT/PEI,20.595,67,30,10,11,40,51,242,12.4,0.45,0.15,0.16,0.6,0.76,3.61,478,931,51.34
295,Julien Pelletier,LW,CAP,16.716,74,26,13,12,39,51,123,16.52,0.255,0.095,0.09,0.355,0.445,1.495,12,21,58.125
296,Denis Gorbunov,LW,BAC,18.845,61,21,15,15,36,51,138,15.22,0.34,0.25,0.25,0.59,0.84,2.26,153,318,48.11
297,Yoan Pinette,RW,BAT/GAT/CHI,19.074,123,26,13,12,39,51,223,11.82,0.21,0.105,0.1,0.315,0.415,1.815,106,269,39.77
298,Jeremi Janneteau,C,ROU,18.78,103,23,17,11,40,51,229,11.085,0.24,0.16,0.105,0.4,0.505,2.185,629,1417,45.105
299,David Gilbert,C,BAT,19.598,52,28,9,14,37,51,202,13.86,0.54,0.17,0.27,0.71,0.98,3.88,466,945,49.31
300,William Cochrane,LW,CAP/BAT/VIC,18.24,156,22,18,10,40,50,277,8.618,0.143,0.125,0.068,0.268,0.332,1.755,152,381,37.125
301,Marc-Olivier Vachon,C,DRU,20.359,59,23,19,8,42,50,130,17.69,0.39,0.32,0.14,0.71,0.85,2.2,757,1317,57.48
302,Thierry Comtois,LW,VDO,18.754,198,13,19,18,32,50,205,6.43,0.065,0.095,0.085,0.16,0.25,1.05,1064,1961,55.72
303,Stephen Woodworth,D,CAP,19.774,268,8,22,20,30,50,174,5.101,0.026,0.085,0.076,0.118,0.192,0.584,2,6,5.0
304,Matthieu Theriault,C,VDO,18.688,122,21,11,18,32,50,185,11.07,0.165,0.085,0.15,0.25,0.4,1.5,1012,1784,56.72
305,Thomas Gobeil,RW,BAC/CHI/VDO,17.951,155,22,16,12,38,50,303,7.008,0.172,0.143,0.078,0.315,0.392,2.225,36,63,50.011
306,Matthew Bursey,RW,SHA/PEI/BLB/CHA,18.745,159,19,17,13,36,49,317,4.858,0.096,0.108,0.09,0.206,0.291,1.835,198,403,41.444
307,Daniel Milan,D,MON/VIC,18.92,130,16,17,16,33,49,174,7.715,0.12,0.125,0.12,0.25,0.37,1.32,0,1,0.0
308,Jarrad Struthers,LW,RIM,20.137,65,25,18,6,43,49,191,13.09,0.38,0.28,0.09,0.66,0.75,2.94,381,823,46.29
309,Marc-Alain Begin,C,VDO/ROU,19.665,81,18,22,9,40,49,87,19.54,0.225,0.285,0.125,0.515,0.64,1.17,58,170,33.755
310,Danick Emond,D,CHI/VIC/MON,19.528,174,8,10,31,18,49,155,2.445,0.026,0.079,0.155,0.105,0.261,0.834,1,3,12.5
311,Alex Wall,D,QUE,19.872,68,6,29,14,35,49,109,5.5,0.09,0.43,0.21,0.51,0.72,1.6,0,0,0.0
312,Guillaume Goulet,RW,VIC,19.916,59,30,12,7,42,49,225,13.33,0.51,0.2,0.12,0.71,0.83,3.81,2,4,50.0
313,Alex MacDonald,D,MON/RIM/GAT,19.726,110,12,24,13,36,49,157,7.65,0.11,0.22,0.12,0.33,0.445,1.43,1,1,50.0
314,Robbie DeFulviis,C,ROU/RIM,19.11,108,24,16,8,40,48,186,12.86,0.22,0.145,0.08,0.365,0.44,1.7,361,770,47.215
315,Alexandre Goulet,C,CHA,17.446,66,26,15,7,41,48,135,19.26,0.39,0.23,0.11,0.62,0.73,2.05,537,1043,51.49
316,Olivier Croteau,LW,GAT/PEI,19.118,108,23,13,12,36,48,212,10.84,0.21,0.105,0.11,0.315,0.425,1.915,76,154,49.605
317,Alexis Bernier,D,ROU/SHE,19.748,197,11,24,13,35,48,225,4.318,0.05,0.108,0.07,0.155,0.225,1.19,1,1,50.0
318,Vaclav Karabacek,RW,GAT,17.372,65,21,17,9,38,47,211,9.95,0.32,0.26,0.14,0.58,0.72,3.25,2,4,50.0
319,Casey Babineau,D,RIM,19.72,178,11,20,16,31,47,180,6.698,0.065,0.115,0.08,0.18,0.26,0.975,0,0,0.0
320,Alexandre Grand-Maison,LW,SHA/DRU,18.528,171,22,17,8,39,47,180,12.725,0.148,0.09,0.04,0.24,0.282,1.102,7,13,75.892
321,Ryan Graves,D,PEI/VDO/CHA,17.572,195,10,19,18,29,47,282,3.858,0.058,0.108,0.098,0.165,0.268,1.712,0,2,0.0
322,Philippe Lefebvre,LW,MTL,19.546,60,19,18,9,37,46,147,12.93,0.32,0.3,0.15,0.62,0.77,2.45,11,32,34.38
323,Marc-Olivier Mimar,RW,BAT/BAC,19.35,64,17,16,12,33,45,153,11.185,0.26,0.26,0.175,0.515,0.695,2.315,45,121,44.52
324,Kris Hodge,C,MON/SHA,17.428,109,15,19,11,34,45,178,8.765,0.135,0.175,0.085,0.31,0.395,1.6,220,449,50.17
325,Georgs Golovkovs,RW,DRU,18.18,62,17,16,12,33,45,93,18.28,0.27,0.26,0.19,0.53,0.73,1.5,268,621,43.16
326,Jason Fuchs,C,ROU,18.004,57,14,19,12,33,45,108,12.96,0.25,0.33,0.21,0.58,0.79,1.89,209,511,40.9
327,Jan Kostalek,D,RIM,18.077,103,10,24,11,34,45,204,5.1,0.095,0.23,0.105,0.33,0.435,1.965,1,1,50.0
328,Cody Donaghey,D,ROU/QUE,16.85,105,12,18,15,30,45,112,16.085,0.105,0.15,0.12,0.26,0.375,0.91,1,3,16.665
329,Brad Cuzner,LW,CAP/HAL,19.482,122,18,21,6,39,45,172,5.262,0.075,0.33,0.025,0.405,0.432,1.092,635,1292,49.112
330,Samuel Courtemanche,LW,GAT/RIM,18.366,176,15,19,10,34,44,229,7.872,0.105,0.11,0.053,0.213,0.265,1.34,61,116,52.022
331,Gleason Fournier,D,RIM,19.02,57,12,14,18,26,44,109,11.01,0.21,0.25,0.32,0.46,0.77,1.91,0,0,0.0
332,Eric Gelinas,D,SNB/CHI,19.357,62,12,15,17,27,44,198,6.06,0.19,0.24,0.27,0.44,0.71,3.19,3,5,60.0
333,Nicolas Therrien,D,CHI,20.559,68,12,12,20,24,44,138,8.7,0.18,0.18,0.29,0.35,0.65,2.03,0,0,0.0
334,Nicolas Chouinard,RW,MTL,19.825,61,21,14,9,35,44,186,11.29,0.34,0.23,0.15,0.57,0.72,3.05,14,36,38.89
335,Cameron Yarwood,D,VIC/MON,19.461,70,9,9,26,18,44,145,6.21,0.13,0.13,0.37,0.26,0.63,2.07,1,2,50.0
336,Jeremy Roy,D,SHE,16.34,64,14,13,17,27,44,167,8.38,0.22,0.2,0.27,0.42,0.69,2.61,1,1,100.0
337,Tim Wieser,LW,SHE,18.53,54,15,20,9,35,44,100,15.0,0.28,0.37,0.17,0.65,0.81,1.85,4,9,44.44
338,Loik Leveille,D,BAC/CHI/CAP,16.472,119,11,19,14,30,44,199,5.855,0.09,0.155,0.115,0.245,0.36,1.61,0,0,0.0
339,Alexis Vanier,D,BAC,17.236,114,15,18,11,33,44,139,6.635,0.125,0.155,0.09,0.28,0.37,1.17,0,2,0.0
340,Frank Schumacher,D,SHA/GAT,19.426,66,15,15,13,30,43,210,7.54,0.23,0.21,0.21,0.44,0.65,3.085,0,0,0.0
341,Nicolas Deslauriers,D,GAT,19.562,48,13,22,8,35,43,155,8.39,0.27,0.46,0.17,0.73,0.9,3.23,0,0,0.0
342,Erik Robichaud,C,MON/PEI,18.922,124,15,19,9,34,43,148,10.415,0.12,0.145,0.065,0.27,0.335,1.185,747,1524,49.17
343,Anthony Beauregard,C,VDO,17.335,72,10,18,15,28,43,128,4.0,0.075,0.25,0.23,0.325,0.55,1.295,415,781,47.495
344,Christopher Caissy,RW,BAT/MON,19.24,55,16,15,12,31,43,118,6.78,0.15,0.14,0.115,0.29,0.405,1.115,2,4,25.0
345,Carl Neill,D,SHE,16.694,126,7,18,17,25,42,160,4.35,0.055,0.14,0.135,0.2,0.335,1.265,1,1,50.0
346,Alexandre Chenevert,D,BAC,19.714,225,5,16,21,21,42,212,2.519,0.028,0.073,0.089,0.105,0.195,1.054,1,1,12.5
347,Daniel Pettersson,C,MON,20.121,52,24,10,8,34,42,152,15.79,0.46,0.19,0.15,0.65,0.81,2.92,16,34,47.06
348,Julien Lepage,D,BAC/CHI,18.778,202,6,20,16,26,42,148,3.784,0.035,0.092,0.09,0.125,0.213,0.821,1,2,25.0
349,Jonathan Bonneau,LW,CHI/ROU/PEI,20.184,63,23,8,11,31,42,209,11.0,0.37,0.13,0.17,0.49,0.67,3.32,42,88,47.73
350,Samuel Aquin,LW,MTL/BLB/SHA,18.193,81,15,18,9,33,42,118,13.987,0.175,0.178,0.09,0.358,0.448,1.348,353,696,52.59
351,Robert Pelletier,RW,GAT/BAT/CHA,18.607,116,15,20,6,35,41,246,7.685,0.135,0.17,0.055,0.305,0.363,2.1,283,624,41.902
352,Antoine Houde-Caron,LW,LEW,20.663,64,16,16,9,32,41,129,12.4,0.25,0.25,0.14,0.5,0.64,2.02,581,1112,52.25
353,Jean-Philippe Caron,RW,BAC,19.619,139,24,6,11,30,41,304,4.052,0.09,0.022,0.16,0.112,0.272,1.975,751,1492,50.043
354,Simon Despres,D,SNB,19.138,47,13,16,12,29,41,141,9.22,0.28,0.34,0.26,0.62,0.87,3.0,0,1,0.0
355,Nicolas Roy,C,CHI,16.608,63,16,15,10,31,41,117,13.68,0.25,0.24,0.16,0.49,0.65,1.86,476,1060,44.91
356,Noah Zilbert,RW,SNB,17.702,132,24,9,8,33,41,192,12.15,0.185,0.07,0.06,0.25,0.31,1.46,53,125,41.815
357,Dany Potvin,LW,SHA/CAP,19.764,109,27,6,8,33,41,176,17.322,0.368,0.028,0.038,0.395,0.435,2.045,30,86,15.67
358,Spencer Smallman,RW,SNB,16.516,108,14,11,16,25,41,130,9.825,0.115,0.085,0.135,0.2,0.335,1.09,157,395,39.705
359,Tommy Veilleux,LW,VIC,17.61,121,16,13,12,29,41,155,15.25,0.17,0.08,0.13,0.245,0.372,1.085,2,13,4.168
360,Sacha Guimond,D,BAC,20.469,65,9,18,14,27,41,126,7.14,0.14,0.28,0.22,0.42,0.63,1.94,1,1,100.0
361,Jonathan Racine,D,SHA/MON,18.551,190,13,17,11,30,41,230,5.888,0.085,0.085,0.078,0.17,0.248,1.332,0,0,0.0
362,Maxime Gravel,LW/D,BAC/RIM/VDO,18.74,96,11,19,10,30,40,147,4.458,0.085,0.218,0.092,0.302,0.39,1.398,65,134,12.31
363,Francis Lambert-Lemay,D,DRU/QUE,19.268,254,2,22,16,24,40,220,0.962,0.008,0.076,0.054,0.089,0.143,0.99,0,3,0.0
364,Charles Landry,D,MTL,19.286,57,11,15,14,26,40,81,13.58,0.19,0.26,0.25,0.46,0.7,1.42,0,0,0.0
365,Travis Randell,RW,HAL,20.136,136,16,17,7,33,40,227,6.985,0.12,0.125,0.05,0.245,0.295,1.665,565,1012,56.79
366,Nathan Noel,C,SNB,16.236,63,16,15,8,31,39,118,13.56,0.25,0.24,0.13,0.49,0.62,1.87,427,869,49.14
