,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,399,241,63.612,1573,1136,437,56.666,13310,10887,2423,11.055,0.916,102.692,60.616,224.811,151.182,73.63,9.906,0.916,101.432,26.94,0.345,3.589,0.033,430,320,110,63.93,1543,1199,344,58.896,27.675,0.778,410,275,135,66.496,1776,1283,493,62.982,23.778,0.797,733,541,192,60.334,9991,8405,1586,55.25,5.856,0.951
1,Rimouski Oceanic,400,216,57.963,1429,1161,268,54.382,12810,11288,1522,11.034,0.903,101.318,52.709,190.822,173.22,17.6,9.254,0.902,99.366,34.96,0.534,3.344,0.051,341,358,-17,54.846,1411,1559,-148,52.377,24.177,0.784,328,257,71,60.983,1532,1316,216,55.109,20.953,0.832,760,546,214,58.116,9867,8413,1454,54.554,7.034,0.936
2,Blainville-Boisbriand Armada,400,206,48.944,1313,1163,150,49.86,11419,10722,697,10.322,0.893,99.584,49.21,177.206,180.228,-3.021,9.417,0.904,99.79,17.606,0.27,-22.864,-0.331,328,330,-2,49.058,1283,1209,74,51.763,24.42,0.725,271,287,-16,41.885,1458,1551,-93,45.234,15.774,0.812,714,546,168,51.649,8678,7962,716,50.415,6.98,0.936
3,Halifax Mooseheads,399,204,58.56,1468,1310,158,52.708,12816,12060,756,11.907,0.906,102.495,54.172,223.66,192.762,30.896,10.66,0.9,100.625,24.653,0.375,11.54,0.186,429,369,60,58.543,1770,1570,200,55.272,24.04,0.786,352,314,38,58.626,1785,1712,73,53.942,21.416,0.828,687,627,60,58.368,9261,8778,483,51.974,7.5,0.942
4,Drummondville Voltigeurs,399,200,59.33,1403,1296,107,57.6,12550,11062,1488,11.968,0.891,100.983,56.819,210.812,164.394,46.416,9.585,0.901,99.686,54.096,0.716,-16.667,-0.327,370,344,26,58.124,1555,1341,214,55.375,26.29,0.766,351,312,39,59.337,1718,1549,169,57.759,21.825,0.798,682,640,42,60.182,9277,8172,1105,57.956,7.512,0.932
5,Cape Breton Screaming Eagles,399,199,52.88,1521,1399,122,54.108,12984,11622,1362,11.0,0.888,99.706,54.176,219.579,189.105,30.477,10.499,0.895,100.015,8.669,0.149,-11.583,-0.241,396,411,-15,49.792,1717,1649,68,51.864,21.19,0.774,342,342,0,52.451,1690,1604,86,53.982,20.108,0.787,783,646,137,54.77,9577,8369,1208,54.6,7.395,0.93
6,Gatineau Olympiques,397,190,48.714,1344,1285,59,46.54,11642,11618,24,11.026,0.898,100.845,47.314,174.914,192.106,-17.189,10.021,0.902,100.264,14.586,0.3,-7.988,-0.126,385,399,-14,46.602,1419,1507,-88,43.442,29.532,0.745,327,281,46,51.418,1683,1571,112,47.144,19.983,0.82,632,605,27,48.996,8540,8540,0,46.804,6.582,0.94
7,Val-d'Or Foreurs,399,189,40.91,1416,1495,-79,42.292,11979,13417,-1438,10.072,0.894,99.401,42.765,160.544,212.621,-52.08,9.026,0.912,100.197,18.272,0.314,-43.756,-0.554,456,353,103,44.876,1523,1351,172,45.811,26.334,0.721,328,420,-92,37.432,1491,1786,-295,37.66,23.049,0.77,632,722,-90,40.963,8965,10280,-1315,42.502,5.601,0.94
8,Quebec Remparts,399,186,48.014,1297,1321,-24,51.018,11749,12355,-606,9.662,0.893,98.977,52.611,174.803,156.91,17.891,9.08,0.916,100.601,10.419,0.175,-38.249,-0.661,378,300,78,52.212,1464,1180,284,55.148,21.861,0.758,305,225,80,57.554,1534,1176,358,59.736,18.217,0.801,614,796,-182,42.45,8751,9999,-1248,49.114,5.986,0.924
9,Charlottetown Islanders,399,185,51.256,1336,1340,-4,53.087,13373,12963,410,9.552,0.898,99.374,52.314,218.356,199.554,18.803,9.952,0.898,99.702,-9.014,-0.122,2.93,0.023,415,430,-15,50.578,1758,1669,89,54.176,22.543,0.738,327,283,44,53.771,1917,1687,230,55.039,15.268,0.841,594,627,-33,50.667,9698,9607,91,52.472,5.572,0.942
