,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Conor Garland,RW,MON,18.764,180,98,140,73,238,311,782,12.418,0.562,0.798,0.415,1.36,1.778,4.605,35.88,0.587,1374.445,22.655,1.485,2.092,1.092,3.578,4.67,12.102,1.545,19.165,18.158,54.638,48.31,27.215,66.768,379,186,14,81,12.47,32,152,21.318,52,549,9.538,46,100,44.575
1,Francis Perron,LW,ROU,18.66,194,86,96,57,182,239,642,13.782,0.502,0.558,0.308,1.062,1.37,3.548,25.678,0.408,1268.508,19.892,1.48,1.645,0.935,3.118,4.058,10.528,1.195,18.958,18.602,58.91,52.48,11.08,63.758,315,188,15,57,26.92,27,84,31.488,44,501,9.29,179,412,42.35
2,Anthony Richard,C,VDO,17.986,190,105,80,45,185,230,672,15.82,0.578,0.47,0.245,1.047,1.292,3.675,28.518,0.465,1229.918,19.95,1.718,1.375,0.738,3.093,3.828,10.902,1.378,18.885,18.325,59.035,52.262,3.17,59.028,299,216,29,99,29.78,29,101,28.712,47,472,9.958,296,684,42.51
3,Anthony Beauregard,C,VDO,19.084,203,69,98,54,167,221,431,16.102,0.37,0.515,0.282,0.883,1.165,2.285,21.67,0.322,1175.51,17.43,1.22,1.728,0.965,2.952,3.92,7.855,1.09,19.158,18.105,58.635,51.088,11.635,64.99,304,166,22,66,33.352,18,82,21.248,29,283,10.48,1990,3534,56.002
4,Nicolas Aube-Kubel,RW,VDO,18.6,187,98,70,49,168,217,594,16.498,0.55,0.405,0.268,0.953,1.222,3.295,25.92,0.418,1161.155,18.775,1.742,1.262,0.855,3.005,3.855,10.5,1.335,19.05,18.125,58.82,50.775,11.012,65.438,303,165,22,70,31.618,25,89,26.362,51,435,11.927,90,254,34.35
5,Timo Meier,RW,HAL/ROU,18.186,179,95,69,47,164,211,809,11.308,0.57,0.47,0.292,1.045,1.335,4.942,37.422,0.668,1165.175,20.47,1.622,1.318,0.812,2.938,3.75,14.255,1.895,19.618,18.412,58.685,49.728,23.782,69.932,287,124,28,103,27.858,25,143,18.945,42,563,6.77,139,294,46.912
6,Daniel Audette,C,SHE,18.61,180,72,91,45,163,208,605,11.99,0.408,0.465,0.275,0.878,1.15,3.42,21.162,0.368,1252.81,21.645,1.135,1.302,0.76,2.435,3.192,9.475,1.015,19.627,18.352,49.457,51.78,16.145,53.248,274,241,14,55,25.92,12,76,14.17,46,474,10.025,1464,3428,43.865
7,Michael Joly,RW,RIM/CAP,19.615,169,117,61,29,178,207,570,20.242,0.708,0.38,0.182,1.088,1.275,3.522,35.402,0.62,1159.402,20.115,2.108,1.13,0.538,3.23,3.77,10.48,1.85,19.172,18.438,58.272,50.735,17.602,67.318,286,138,36,111,32.37,30,112,25.398,51,347,14.683,68,134,48.095
8,Anthony Beauvillier,C,SHA,17.52,178,91,71,44,162,206,753,12.785,0.617,0.408,0.295,1.022,1.32,4.482,32.688,0.61,1178.9,21.22,1.668,1.128,0.822,2.8,3.617,12.515,1.672,18.875,18.43,56.24,50.862,18.68,61.868,271,169,18,78,22.392,25,111,23.985,48,564,8.882,2190,3840,57.145
9,Nikolaj Ehlers,LW,HAL,18.086,114,86,73,46,159,205,535,15.995,0.755,0.66,0.405,1.41,1.815,4.71,34.355,0.615,1310.095,23.17,1.965,1.68,1.05,3.645,4.695,12.235,1.575,19.62,18.52,60.515,49.145,32.455,73.055,263,97,20,64,32.105,19,99,19.665,47,372,12.55,66,170,30.985
10,Daniel Sprong,RW,CHA,17.748,168,85,88,29,173,202,675,12.01,0.495,0.532,0.242,1.03,1.27,4.158,23.228,0.475,1031.812,20.752,1.438,1.538,0.695,2.978,3.673,12.022,1.368,18.502,18.458,52.27,49.68,18.142,61.328,256,164,21,71,29.693,28,116,22.875,36,488,6.735,38,97,39.852
11,Guillaume Gauthier,LW,DRU/CAP/QUE/SHE,19.26,198,82,65,48,147,195,571,14.505,0.452,0.365,0.242,0.812,1.058,3.09,29.095,0.44,1235.735,18.635,1.435,1.15,0.785,2.588,3.367,9.837,1.382,19.638,17.96,54.398,49.485,23.123,64.92,285,156,29,97,30.295,16,88,18.378,37,386,9.392,266,533,48.138
12,Maxim Lazarev,LW,CAP,18.879,160,79,56,51,135,186,449,16.822,0.502,0.382,0.322,0.885,1.208,3.002,25.825,0.483,1008.078,18.905,1.58,1.2,1.02,2.78,3.8,9.48,1.522,19.162,18.118,56.698,49.3,14.702,63.262,268,162,11,59,17.62,21,74,28.795,47,316,14.338,28,54,53.248
13,Nicolas Roy,C,CHI/SHE,17.347,196,80,61,40,141,181,530,10.33,0.335,0.225,0.145,0.56,0.708,2.527,20.933,0.35,844.02,16.565,0.973,0.685,0.443,1.657,2.102,8.9,1.085,18.922,18.973,49.795,54.363,7.15,41.53,257,165,35,131,17.578,21,102,14.018,24,297,5.725,2059,3834,51.075
14,Samuel Blais,LW,VIC/CHA,18.496,149,71,64,43,135,178,400,16.925,0.44,0.41,0.272,0.852,1.125,2.578,23.99,0.408,999.218,17.935,1.415,1.372,0.885,2.782,3.675,8.295,1.305,18.775,18.068,53.412,48.495,20.065,66.965,244,131,19,64,31.235,16,85,16.428,36,251,13.78,14,43,35.707
15,Nikolas Brouillard,D,DRU/QUE/ROU,19.853,183,46,75,56,121,177,551,8.292,0.27,0.418,0.318,0.685,1.002,3.26,15.29,0.262,1510.932,25.59,0.63,0.972,0.745,1.602,2.352,7.613,0.608,18.365,18.072,59.202,49.975,14.985,65.655,361,194,3,19,16.668,5,35,13.335,38,497,7.595,1,2,25.0
16,Louick Marcotte,LW,VDO/GAT,20.188,130,78,59,39,137,176,443,17.59,0.6,0.455,0.295,1.05,1.35,3.405,36.135,0.555,1363.37,20.95,1.72,1.3,0.835,3.02,3.855,9.755,1.575,20.535,18.385,57.335,50.855,16.49,64.225,259,139,22,70,29.89,25,101,26.24,31,272,11.41,258,583,42.515
17,Dmytro Timashov,LW,QUE/SHA,18.455,123,41,78,56,119,175,272,15.065,0.34,0.64,0.455,0.98,1.425,2.23,14.145,0.235,1146.315,18.65,1.085,2.055,1.455,3.14,4.59,7.175,0.745,20.275,18.205,56.96,49.985,23.66,68.47,220,102,9,28,38.635,10,34,29.41,22,210,10.76,7,14,52.085
18,Alexis D'Aoust,RW,SHA,18.7,192,81,59,33,140,173,613,13.255,0.473,0.365,0.182,0.84,1.02,3.428,32.64,0.495,1272.37,19.447,1.402,1.048,0.54,2.448,2.988,10.355,1.48,18.555,18.025,54.622,49.302,19.915,62.818,279,154,32,125,26.32,15,108,13.878,34,380,8.718,28,78,40.048
19,Angelo Miceli,C,VIC,20.043,132,73,67,33,140,173,442,16.515,0.55,0.51,0.255,1.065,1.315,3.35,34.235,0.52,1321.73,20.065,1.655,1.51,0.745,3.17,3.92,10.045,1.555,18.43,18.19,52.445,49.3,23.105,64.0,223,128,17,61,28.24,20,75,26.705,36,306,11.76,1346,2553,52.71
20,Alexandre Goulet,C,CHA/VIC,18.696,194,94,49,26,143,169,500,19.045,0.493,0.265,0.135,0.762,0.892,2.608,29.685,0.462,1179.222,18.362,1.61,0.865,0.43,2.48,2.91,8.488,1.505,18.292,18.23,51.442,50.492,20.947,59.94,255,171,35,137,27.623,22,106,22.658,37,257,13.73,833,1613,51.058
21,Anthony DeLuca,LW,RIM,19.092,135,79,58,32,137,169,628,12.555,0.585,0.43,0.235,1.015,1.25,4.65,36.585,0.545,1368.28,20.265,1.725,1.27,0.705,3.0,3.7,13.77,1.605,18.725,18.025,59.05,49.065,20.545,69.825,225,97,15,60,26.385,16,87,17.95,48,481,9.985,40,79,50.355
22,Danny Moynihan,C,HAL/SHA,19.021,197,78,60,28,138,166,515,14.725,0.435,0.33,0.132,0.765,0.898,2.79,28.558,0.43,1172.34,17.805,1.388,1.078,0.462,2.462,2.93,9.285,1.402,18.658,18.112,54.192,48.918,16.505,62.982,243,138,20,86,22.708,17,111,14.268,41,318,12.338,1864,3300,56.155
23,Alexis Loiseau,C,RIM,20.177,136,54,67,44,121,165,332,15.905,0.395,0.49,0.32,0.89,1.21,2.44,21.63,0.32,1338.215,19.68,1.195,1.5,0.985,2.69,3.675,7.405,0.96,18.985,18.15,60.345,49.87,12.24,64.145,233,130,15,58,25.96,12,49,22.82,27,225,11.88,1543,2876,53.725
24,Ivan Barbashev,C,MON,18.255,105,70,54,39,124,163,378,18.15,0.655,0.52,0.365,1.175,1.545,3.57,28.85,0.545,1161.815,22.12,1.775,1.415,0.99,3.19,4.18,9.685,1.465,20.08,18.27,55.975,48.35,24.105,64.935,219,116,15,65,21.75,15,62,24.06,40,251,15.76,1023,2083,48.915
25,Danick Martel,C,BLB,19.26,127,80,52,30,132,162,499,15.87,0.63,0.405,0.235,1.035,1.27,3.925,32.795,0.515,1348.1,21.215,1.76,1.125,0.66,2.885,3.55,11.1,1.45,19.33,18.62,58.9,51.85,15.49,64.76,201,104,15,55,25.805,17,98,18.145,48,346,13.78,878,1896,46.34
26,Julien Gauthier,RW,VDO,17.168,184,88,44,28,132,160,533,16.388,0.558,0.248,0.118,0.8,0.918,3.152,29.395,0.51,1016.485,17.172,1.828,0.898,0.41,2.725,3.135,10.672,1.703,18.75,17.935,57.538,50.03,17.918,69.062,258,116,38,119,29.848,17,83,23.695,33,331,9.73,7,29,23.208
27,Nathan Noel,C,SNB,17.485,190,61,56,41,117,158,430,13.785,0.322,0.312,0.22,0.635,0.855,2.402,20.035,0.32,1089.438,17.392,1.128,1.072,0.755,2.198,2.952,8.245,1.098,18.462,18.385,51.957,49.972,11.022,56.54,218,166,17,69,21.88,15,62,23.79,29,299,9.362,1558,3040,51.148
28,Evgeny Svechnikov,RW,CAP,18.373,105,64,46,47,110,157,356,17.995,0.61,0.44,0.45,1.05,1.5,3.395,28.09,0.54,1010.39,19.25,1.905,1.37,1.395,3.275,4.67,10.58,1.68,19.245,18.275,56.275,49.58,24.975,70.565,199,83,19,57,33.895,17,57,29.625,28,242,11.62,372,741,48.775
29,Nikita Jevpalovs,LW,BLB,19.518,125,77,41,36,118,154,384,19.695,0.615,0.33,0.285,0.935,1.225,3.065,26.425,0.425,1232.63,19.67,1.84,0.98,0.845,2.82,3.665,9.385,1.285,19.83,18.47,60.645,49.53,24.3,71.125,204,79,17,35,48.69,16,56,28.46,44,293,14.405,554,1013,54.46
30,Kyle Farrell,C,CAP,20.075,128,77,52,25,129,154,517,14.87,0.605,0.405,0.195,1.01,1.21,4.045,37.305,0.58,1263.01,19.75,1.825,1.225,0.595,3.055,3.645,12.265,1.765,18.6,18.405,52.805,50.97,13.26,59.485,198,135,27,89,30.16,17,80,20.835,33,348,9.535,1381,2337,59.135
31,Alex Dostie,C,GAT,17.674,170,56,48,48,104,152,326,16.902,0.358,0.312,0.335,0.67,1.002,2.165,21.61,0.388,937.63,16.712,1.26,1.102,1.145,2.355,3.5,7.528,1.34,18.605,17.635,58.275,48.705,18.91,68.528,211,107,15,71,21.725,16,85,16.11,25,170,15.085,722,1619,45.085
32,Yan Pavel Laplante,LW,VIC/CHA/GAT,19.648,176,79,47,23,126,149,629,13.0,0.473,0.282,0.138,0.755,0.893,3.612,35.112,0.59,1148.288,19.245,1.473,0.888,0.428,2.358,2.785,11.268,1.832,18.697,18.092,56.538,50.442,1.362,57.335,222,173,23,120,18.002,21,115,19.245,35,394,9.015,540,1092,48.89
33,Matthew Highmore,C,SNB,18.8,195,52,52,45,104,149,570,9.512,0.285,0.312,0.262,0.592,0.857,2.95,21.75,0.335,1215.01,18.648,0.9,0.972,0.805,1.872,2.68,9.482,1.07,18.672,18.425,52.63,50.795,11.488,56.405,236,184,18,95,18.865,20,88,25.075,14,387,3.805,1882,3766,50.358
34,Adam Erne,LW,QUE,18.906,108,62,48,38,110,148,453,13.325,0.56,0.455,0.345,1.015,1.36,4.175,26.84,0.495,1196.995,22.2,1.52,1.23,0.94,2.75,3.685,11.3,1.34,19.765,18.425,58.28,51.11,8.54,60.835,197,124,23,65,33.975,14,61,23.01,25,327,7.19,777,1440,53.95
35,Philippe Sanche,RW,BLB,19.55,148,61,46,40,107,147,426,14.822,0.405,0.28,0.288,0.688,0.975,2.698,17.562,0.37,855.255,18.512,1.288,0.915,0.96,2.2,3.162,8.69,1.175,18.845,18.068,55.015,50.208,26.585,70.09,217,78,13,68,19.272,14,62,11.6,34,296,13.825,144,344,47.648
36,Pierre-Luc Dubois,LW,CAP,16.728,116,52,60,32,112,144,342,13.615,0.435,0.51,0.275,0.94,1.215,2.885,27.86,0.47,1089.825,18.66,1.32,1.605,0.9,2.925,3.825,9.065,1.47,19.205,18.335,56.035,50.31,13.42,62.735,201,112,15,79,16.035,12,52,20.14,25,211,11.12,496,1016,45.73
37,Christophe Lalonde,RW,MON/SHA,20.175,114,75,39,28,114,142,395,19.205,0.66,0.35,0.255,1.015,1.27,3.455,30.625,0.535,1250.62,21.89,1.82,0.965,0.705,2.785,3.49,9.47,1.465,19.22,18.18,56.195,49.015,16.46,60.545,202,135,16,54,30.555,21,71,31.275,38,270,14.12,317,776,40.84
38,Cameron Darcy,C,CAP/SHE,20.04,121,56,48,37,104,141,411,13.56,0.46,0.39,0.31,0.85,1.155,3.41,28.07,0.465,1243.295,20.59,1.34,1.145,0.9,2.485,3.385,9.935,1.355,19.42,18.26,52.925,51.11,19.305,58.835,202,140,8,46,16.375,11,74,13.69,37,291,12.775,1188,2240,53.025
39,Julien Nantel,C,ROU,18.274,184,62,47,32,109,141,521,11.958,0.365,0.255,0.185,0.617,0.802,2.998,21.428,0.375,945.885,16.13,1.335,0.942,0.682,2.278,2.96,11.058,1.372,18.108,18.188,57.675,51.378,8.885,63.328,196,122,16,68,24.585,15,87,20.235,31,366,7.54,1041,2131,49.338
40,Alex Barre-Boulet,C,DRU,17.82,133,58,56,26,114,140,343,16.78,0.44,0.42,0.2,0.86,1.06,2.59,26.25,0.395,1311.555,19.78,1.315,1.255,0.58,2.57,3.15,7.795,1.19,19.055,18.175,49.085,51.65,30.03,60.385,200,129,10,49,21.955,20,78,25.385,28,216,12.695,1303,2610,49.615
41,Oliver Cooper,LW,SNB/CHA,19.722,193,67,41,32,108,140,397,16.805,0.355,0.21,0.178,0.565,0.742,2.108,23.728,0.375,1093.252,17.225,1.232,0.718,0.622,1.955,2.572,7.36,1.312,18.45,18.23,50.722,50.935,13.675,55.628,209,161,27,90,31.035,16,89,17.545,24,218,10.105,63,153,41.018
42,Maxime St-Cyr,C,BAC/ROU,20.084,135,83,29,26,112,138,496,16.39,0.61,0.215,0.195,0.83,1.025,3.67,39.52,0.585,1332.25,19.72,1.825,0.67,0.58,2.495,3.07,11.06,1.76,18.1,18.04,55.62,49.415,12.38,59.575,195,134,25,85,29.325,22,93,21.825,36,318,11.15,1501,2790,54.085
43,Christopher Clapperton,LW,BLB/RIM,20.062,114,61,41,36,102,138,376,16.485,0.53,0.36,0.315,0.89,1.21,3.26,25.23,0.44,1112.955,19.53,1.635,1.105,0.97,2.74,3.71,10.035,1.355,18.89,18.255,59.765,49.73,17.465,67.21,181,89,12,46,26.775,17,62,27.5,32,268,12.225,63,119,44.885
44,Spencer Smallman,RW,SNB,18.266,191,54,45,39,99,138,369,14.73,0.292,0.23,0.218,0.522,0.745,1.965,16.7,0.265,1057.668,16.935,1.035,0.81,0.775,1.845,2.62,6.942,0.95,18.63,18.478,51.488,51.278,8.505,54.968,216,172,22,82,26.345,12,62,14.435,20,225,10.088,98,258,37.817
45,Jean-Christophe Beaudin,C,ROU,17.72,130,47,47,41,94,135,306,11.885,0.337,0.29,0.275,0.625,0.9,2.09,15.032,0.258,829.532,13.625,1.078,0.962,0.89,2.04,2.93,6.59,0.808,14.628,13.735,45.067,39.002,-2.74,50.772,192,92,9,31,21.785,10,49,15.888,28,226,9.688,615,1202,36.46
46,Jan Mandat,C,VIC/VDO,19.076,180,49,46,38,95,133,446,10.978,0.285,0.29,0.235,0.578,0.808,2.582,18.402,0.305,990.15,16.345,1.04,1.047,0.845,2.088,2.932,9.43,1.095,18.035,18.04,55.4,51.895,1.925,56.838,188,149,8,41,19.545,11,65,16.148,30,340,8.968,1179,2521,46.412
47,Anthony Duclair,LW,QUE,18.556,85,65,46,22,111,133,284,21.89,0.715,0.52,0.26,1.23,1.495,3.225,23.89,0.525,901.18,20.495,2.065,1.515,0.775,3.585,4.355,9.44,1.525,19.45,18.405,57.3,51.685,16.55,65.05,157,87,15,60,28.125,18,43,40.18,32,181,16.745,29,82,31.99
48,Dennis Yan,LW,SHA,17.921,121,65,35,33,100,133,390,16.67,0.54,0.29,0.275,0.83,1.095,3.225,27.285,0.45,1080.705,17.865,1.805,0.97,0.915,2.775,3.69,10.84,1.515,19.295,18.39,59.8,48.765,27.955,73.055,187,70,17,52,31.56,21,69,31.27,27,269,9.96,15,34,41.785
49,Gabriel Gagne,RW,VIC/SHA,18.093,176,68,30,34,98,132,558,12.95,0.39,0.182,0.208,0.58,0.788,3.025,21.078,0.388,922.668,16.83,1.38,0.665,0.748,2.05,2.8,10.75,1.365,18.77,17.765,54.15,47.69,11.902,60.915,211,129,17,83,21.335,12,84,13.725,39,391,10.415,14,39,36.628
50,Giovanni Fiore,LW,DRU/SHA/CAP,18.34,191,61,39,31,100,131,510,11.745,0.342,0.225,0.18,0.568,0.748,2.905,24.15,0.375,1002.865,15.642,1.302,0.84,0.678,2.142,2.82,10.975,1.402,18.328,17.858,54.215,50.578,8.93,61.845,189,116,17,68,25.428,10,69,15.328,34,373,9.005,42,90,50.235
51,Loik Leveille,D,CAP/CHI,18.222,196,36,46,49,82,131,512,7.33,0.202,0.252,0.238,0.458,0.695,2.722,10.09,0.158,1436.482,22.358,0.548,0.673,0.635,1.22,1.855,7.29,0.422,17.515,18.142,53.902,50.905,2.515,53.875,290,244,4,13,33.332,3,13,30.555,29,486,6.342,0,0,0.0
52,Alexandre Carrier,D,GAT,18.186,192,27,78,25,105,130,334,8.625,0.16,0.422,0.132,0.585,0.718,1.772,10.39,0.173,1500.498,24.14,0.39,1.045,0.33,1.435,1.77,4.37,0.422,17.678,18.37,57.725,52.022,0.675,56.308,310,256,6,22,25.625,4,20,19.582,17,292,6.892,0,3,0.0
53,Michael Carcone,LW,DRU,18.824,116,59,46,25,105,130,329,16.295,0.475,0.39,0.215,0.87,1.085,2.73,21.955,0.365,1138.74,19.13,1.4,1.26,0.705,2.66,3.365,8.405,1.125,18.935,18.13,48.075,52.05,35.84,65.945,180,101,15,59,24.05,15,52,22.94,29,218,12.925,38,97,37.025
54,Filip Chlapik,C,CHA,17.784,116,45,46,38,91,129,340,12.6,0.375,0.405,0.325,0.78,1.105,2.92,18.54,0.32,1129.65,19.42,1.14,1.265,1.005,2.405,3.41,9.01,0.99,18.885,18.395,53.32,49.385,18.48,60.06,174,116,14,47,29.62,13,51,23.81,18,242,6.945,792,1616,49.04
55,Christophe Boivin,LW,BAT,18.838,187,59,42,28,101,129,590,10.098,0.37,0.277,0.158,0.643,0.805,3.51,27.235,0.448,1123.205,18.25,1.178,0.867,0.52,2.047,2.56,11.33,1.428,18.318,17.91,45.875,50.235,18.658,54.285,183,162,19,71,26.688,7,96,7.322,33,423,7.85,64,163,43.78
56,Laurent Dauphin,C,CHI,18.975,108,55,42,32,97,129,537,10.225,0.505,0.39,0.295,0.895,1.19,4.96,31.275,0.58,1225.945,22.655,1.34,1.025,0.775,2.365,3.135,13.115,1.54,18.48,18.42,48.86,51.485,23.62,59.2,173,120,18,65,27.855,12,73,16.445,25,399,6.14,1094,2050,53.37
57,Yakov Trenin,C,GAT,18.17,115,44,40,44,84,128,397,11.005,0.385,0.35,0.38,0.73,1.115,3.455,26.785,0.465,1173.24,20.405,1.125,1.02,1.13,2.145,3.275,10.145,1.37,18.865,18.305,58.46,50.255,14.23,63.94,186,105,14,61,22.875,15,83,17.895,15,253,5.675,1005,1710,53.685
