,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Erik Christensen,C,KAM,18.746,67,54,40,14,94,108,0.81,0.6,0.21,1.4,1.61
1,Jesse Schultz,RW,KEL,19.965,72,53,34,17,87,104,0.74,0.47,0.24,1.21,1.44
2,Jeremy Jackson,RW,LET,20.313,65,44,32,26,76,102,0.68,0.49,0.4,1.17,1.57
3,Matt Ellison,RW,RDR,18.771,72,40,36,20,76,96,0.56,0.5,0.28,1.06,1.33
4,Chris St. Jacques,C,M.H,19.647,70,31,42,23,73,96,0.44,0.6,0.33,1.04,1.37
5,Brooks Laich,C,SEA,19.231,60,41,31,22,72,94,0.68,0.52,0.37,1.2,1.57
6,Jeremy Williams,RW,S.C,18.637,72,41,32,20,73,93,0.57,0.44,0.28,1.01,1.29
7,Dylan Stanley,C,TRI,18.642,72,34,37,22,71,93,0.47,0.51,0.31,0.99,1.29
8,David Bararuk,C,M.J,19.308,66,29,37,27,66,93,0.44,0.56,0.41,1.0,1.41
9,Nigel Dawes,LW,KTN,17.597,72,47,28,17,75,92,0.65,0.39,0.24,1.04,1.28
10,Ryan Kinasewich,LW,TRI,19.072,66,39,35,17,74,91,0.59,0.53,0.26,1.12,1.38
11,Kiel McLeod,C,KEL,19.71,68,39,28,23,67,90,0.57,0.41,0.34,0.99,1.32
12,Mike Wirll,C,LET/P.G,20.545,69,37,35,18,72,90,0.54,0.51,0.26,1.04,1.3
13,Blake Robson,C,P.G,20.46,68,31,35,20,66,86,0.46,0.51,0.29,0.97,1.26
14,Adam Courchaine,C,VAN,18.314,71,43,26,16,69,85,0.61,0.37,0.23,0.97,1.2
15,Tyler Mosienko,C,KEL,18.486,64,30,30,23,60,83,0.47,0.47,0.36,0.94,1.3
16,Darren Lynch,RW,VAN,19.193,70,29,34,19,63,82,0.41,0.49,0.27,0.9,1.17
17,Boyd Gordon,RW,RDR,18.908,56,33,19,29,52,81,0.59,0.34,0.52,0.93,1.45
18,Ryan Keller,RW,SAS,18.692,66,38,26,15,64,79,0.58,0.39,0.23,0.97,1.2
19,Duncan Milroy,RW,KTN,19.601,61,34,26,18,60,78,0.56,0.43,0.3,0.98,1.28
20,Joffrey Lupul,C,M.H,18.979,50,41,24,13,65,78,0.82,0.48,0.26,1.3,1.56
21,Frederik Sjostrom,RW,CGY,19.362,63,34,27,16,61,77,0.54,0.43,0.25,0.97,1.22
22,Dustin Johner,C,SEA,19.529,71,36,29,12,65,77,0.51,0.41,0.17,0.92,1.08
23,Tomas Plihal,C,KTN,19.469,67,35,24,18,59,77,0.52,0.36,0.27,0.88,1.15
24,Warren Peters,C,SAS,20.184,71,31,30,14,61,75,0.44,0.42,0.2,0.86,1.06
25,Ben Thomson,RW,M.H,20.211,66,40,20,15,60,75,0.61,0.3,0.23,0.91,1.14
26,Clarke MacArthur,C,M.H,17.443,70,23,28,24,51,75,0.33,0.4,0.34,0.73,1.07
27,Jordin Tootoo,RW,BRN,19.617,51,35,27,12,62,74,0.69,0.53,0.24,1.22,1.45
28,Ryan Craig,C,BRN,20.663,60,42,20,12,62,74,0.7,0.33,0.2,1.03,1.23
29,Jarret Lukin,C,KAM,18.642,65,32,28,14,60,74,0.49,0.43,0.22,0.92,1.14
30,Dan Baum,LW,P.G,19.283,72,32,30,11,62,73,0.44,0.42,0.15,0.86,1.01
31,Owen Fussey,LW,M.J/CGY,19.456,66,41,16,14,57,71,0.62,0.24,0.21,0.86,1.08
32,Tomas Slovak,D,KEL,19.447,65,18,30,23,48,71,0.28,0.46,0.35,0.74,1.09
33,Tomas Fleischmann,C,M.J,18.333,65,21,32,18,53,71,0.32,0.49,0.28,0.82,1.09
34,Tim Konsorada,RW,BRN,18.486,72,22,28,20,50,70,0.31,0.39,0.28,0.69,0.97
35,Joff Kehler,LW,SPO,19.256,66,22,25,23,47,70,0.33,0.38,0.35,0.71,1.06
36,Tomas Mojzis,D,SEA,20.373,62,21,33,16,54,70,0.34,0.53,0.26,0.87,1.13
37,Ben Ondrus,RW,S.C,20.225,67,33,22,14,55,69,0.49,0.33,0.21,0.82,1.03
38,Grant Jacobsen,C,KAM/REG,19.535,62,26,27,15,53,68,0.42,0.44,0.24,0.85,1.1
39,Ryan Getzlaf,C,CGY,17.35,70,29,26,13,55,68,0.41,0.37,0.19,0.79,0.97
40,Ian White,D,S.C,18.281,64,24,21,23,45,68,0.38,0.33,0.36,0.7,1.06
41,Tyler Redenbach,C,S.C/P.G,17.972,60,17,29,22,46,68,0.28,0.48,0.37,0.77,1.13
42,Mason Wallin,C,SPO,20.326,70,28,25,13,53,66,0.4,0.36,0.19,0.76,0.94
43,Seth Leonard,LW,P.A,18.796,69,25,29,12,54,66,0.36,0.42,0.17,0.78,0.96
44,Ben Kilgour,RW,TRI,20.455,61,21,24,21,45,66,0.34,0.39,0.34,0.74,1.08
45,Tim Krymusa,LW,SPO,20.644,62,36,15,14,51,65,0.58,0.24,0.23,0.82,1.05
46,Chris Falloon,RW,P.G,19.083,63,27,19,18,46,64,0.43,0.3,0.29,0.73,1.02
47,Greg Black,C,SEA,20.343,71,36,17,10,53,63,0.51,0.24,0.14,0.75,0.89
48,Kyle Brodziak,C,M.J,18.308,72,32,19,11,51,62,0.44,0.26,0.15,0.71,0.86
49,Jake Riddle,LW,SEA/TRI,19.401,72,32,18,12,50,62,0.44,0.25,0.17,0.69,0.86
50,Tyler Dyck,C,BRN/TRI,19.502,68,19,24,19,43,62,0.28,0.35,0.28,0.63,0.91
51,Richie Regehr,D,POR,19.661,67,16,26,19,42,61,0.24,0.39,0.28,0.63,0.91
52,Darren McLachlan,LW,SEA,19.579,66,17,29,14,46,60,0.26,0.44,0.21,0.7,0.91
53,Tyler Metcalfe,LW,SEA,18.259,72,21,21,18,42,60,0.29,0.29,0.25,0.58,0.83
54,Stephen Mann,D,SAS,19.05,59,17,16,27,33,60,0.29,0.27,0.46,0.56,1.02
55,James Hiebert,RW,S.C,20.28,66,21,30,9,51,60,0.32,0.45,0.14,0.77,0.91
56,Richard Mueller,C,SAS/CGY,20.362,72,30,16,14,46,60,0.42,0.22,0.19,0.64,0.83
57,Josh Gorges,D,KEL,18.087,54,11,18,30,29,59,0.2,0.33,0.56,0.54,1.09
58,Carsen Germyn,RW,RDR,20.562,63,26,21,12,47,59,0.41,0.33,0.19,0.75,0.94
59,Gerard Dicaire,LD,KTN,20.003,72,15,25,19,40,59,0.21,0.35,0.26,0.56,0.82
60,Cam Paddock,C,KEL,19.486,71,33,17,9,50,59,0.46,0.24,0.13,0.7,0.83
61,Brandon Segal,RW,CGY,19.179,71,31,15,12,46,58,0.44,0.21,0.17,0.65,0.82
62,Colin Sinclair,RW,KTN,20.575,63,21,18,19,39,58,0.33,0.29,0.3,0.62,0.92
63,Aaron Rome,D,S.C,18.968,61,12,18,26,30,56,0.2,0.3,0.43,0.49,0.92
64,Paul Brown,C,KAM,18.152,67,21,19,16,40,56,0.31,0.28,0.24,0.6,0.84
65,Ryan Annesley,LW,CGY/M.J/REG/KAM,19.781,67,28,14,14,42,56,0.42,0.21,0.21,0.63,0.84
66,Igor Pohanka,C,P.A,19.198,56,25,14,17,39,56,0.45,0.25,0.3,0.7,1.0
67,Craig Valette,C,POR,19.94,71,30,14,12,44,56,0.42,0.2,0.17,0.62,0.79
68,Scottie Upshall,LW,KAM,18.941,42,25,20,11,45,56,0.6,0.48,0.26,1.07,1.33
69,Chad Wolkowski,C,POR/CGY,19.343,60,29,18,9,47,56,0.48,0.3,0.15,0.78,0.93
70,Eric Fehr,RW,BRN,17.022,70,26,20,9,46,55,0.37,0.29,0.13,0.66,0.79
71,Matthew Keith,C,RDR/SPO,19.431,56,27,19,9,46,55,0.48,0.34,0.16,0.82,0.98
72,Simon Ferguson,RW,KEL/LET,19.445,67,27,14,14,41,55,0.4,0.21,0.21,0.61,0.82
73,Jonathan Filewich,RW,P.G,17.952,51,27,17,10,44,54,0.53,0.33,0.2,0.86,1.06
74,Nathan Paetsch,D,M.J,19.464,59,15,25,14,40,54,0.25,0.42,0.24,0.68,0.92
75,Jeff Lucky,C,SPO,19.499,49,19,24,10,43,53,0.39,0.49,0.2,0.88,1.08
76,Wade Davis,D,KAM/CGY,20.425,64,18,18,16,36,52,0.28,0.28,0.25,0.56,0.81
77,Stefan Meyer,C,M.H,17.156,70,36,10,6,46,52,0.51,0.14,0.09,0.66,0.74
78,Colin Fraser,C,RDR,17.629,69,15,19,18,34,52,0.22,0.28,0.26,0.49,0.75
79,Jeff Woywitka,LD,RDR,19.039,57,16,20,16,36,52,0.28,0.35,0.28,0.63,0.91
80,Tyson Mulock,C,REG,19.653,72,19,19,13,38,51,0.26,0.26,0.18,0.53,0.71
81,Richard Hamula,LW,KTN/VAN,20.63,66,20,17,13,37,50,0.3,0.26,0.2,0.56,0.76
82,Mark Ardelan,D,VAN,19.502,71,13,16,19,29,48,0.18,0.23,0.27,0.41,0.68
83,Jeremy Colliton,C,P.A,17.67,58,20,14,14,34,48,0.34,0.24,0.24,0.59,0.83
84,Johnny Boychuk,D,M.J/CGY,18.656,67,13,18,17,31,48,0.19,0.27,0.25,0.46,0.72
85,Brad Priestlay,RW,POR,18.812,69,22,11,14,33,47,0.32,0.16,0.2,0.48,0.68
86,Cam Barker,D,M.H,16.449,64,10,20,17,30,47,0.16,0.31,0.27,0.47,0.73
87,Duncan Keith,D,KEL,19.168,37,11,26,9,37,46,0.3,0.7,0.24,1.0,1.24
88,Greg Watson,C,BRN/P.A,19.54,69,17,20,9,37,46,0.25,0.29,0.13,0.54,0.67
89,Trevor Johnson,D,SEA/TRI,20.638,66,17,16,13,33,46,0.26,0.24,0.2,0.5,0.7
90,Harlan Anderson,D,M.J,19.913,64,15,17,14,32,46,0.23,0.27,0.22,0.5,0.72
91,Reagan Leslie,D,BRN,19.609,62,6,20,19,26,45,0.1,0.32,0.31,0.42,0.73
92,Lance Monych,RW,BRN,18.141,70,19,10,16,29,45,0.27,0.14,0.23,0.41,0.64
93,Ryan Stone,C,BRN,17.49,54,14,15,16,29,45,0.26,0.28,0.3,0.54,0.83
94,Chris Heid,LD,SPO,19.508,60,9,20,16,29,45,0.15,0.33,0.27,0.48,0.75
95,Randall Gelech,RW,KEL,18.618,67,25,11,9,36,45,0.37,0.16,0.13,0.54,0.67
96,Wacey Rabbit,C,SAS,15.831,62,21,14,10,35,45,0.34,0.23,0.16,0.56,0.73
97,Derek Krestanovich,C,M.J,19.382,55,24,10,11,34,45,0.44,0.18,0.2,0.62,0.82
98,Darren Reid,RW,M.H,19.357,63,14,21,9,35,44,0.22,0.33,0.14,0.56,0.7
99,Chad Klassen,C,SPO,17.416,69,15,12,17,27,44,0.22,0.17,0.25,0.39,0.64
100,Matthew Girling,RW,POR/P.G,18.426,71,24,13,6,37,43,0.34,0.18,0.08,0.52,0.61
101,Robin Kovar,C,VAN,18.453,71,13,20,9,33,42,0.18,0.28,0.13,0.46,0.59
102,Steve Makway,D,KTN/POR/TRI,19.39,74,9,19,14,28,42,0.12,0.26,0.19,0.38,0.57
103,Adam Taylor,C,KTN,18.226,72,14,14,14,28,42,0.19,0.19,0.19,0.39,0.58
104,Brent Seabrook,D,LET,17.405,69,9,16,17,25,42,0.13,0.23,0.25,0.36,0.61
105,John Dahl,LW,SAS/S.C,19.267,70,17,15,10,32,42,0.24,0.21,0.14,0.46,0.6
106,Lee Zalasky,LW,M.J/CGY,18.612,76,16,15,11,31,42,0.21,0.2,0.14,0.41,0.55
107,David Svagrovsky,RW,SEA,17.733,68,17,15,10,32,42,0.25,0.22,0.15,0.47,0.62
108,Mike Green,D,SAS,16.926,72,6,21,15,27,42,0.08,0.29,0.21,0.38,0.58
109,David McDonald,LW,REG,19.349,60,21,14,6,35,41,0.35,0.23,0.1,0.58,0.68
110,Aaron Richards,LW,S.C,18.046,72,21,8,12,29,41,0.29,0.11,0.17,0.4,0.57
111,Josh Garbutt,D,BRN,18.161,67,12,14,15,26,41,0.18,0.21,0.22,0.39,0.61
112,Ryan Cuthbert,D,KEL,20.433,65,16,17,8,33,41,0.25,0.26,0.12,0.51,0.63
113,Ladislav Kouba,LW,RDR,19.015,68,12,19,9,31,40,0.18,0.28,0.13,0.46,0.59
114,Shaun Landolt,C,M.J/CGY,17.952,75,15,18,7,33,40,0.2,0.24,0.09,0.44,0.53
115,Petr Jelinek,C,M.J,18.24,59,17,11,12,28,40,0.29,0.19,0.2,0.47,0.68
116,Joey Hope,D,POR,20.704,54,12,12,15,24,39,0.22,0.22,0.28,0.44,0.72
117,Jiri Jakes,RW,TRI/VAN,19.948,41,18,13,8,31,39,0.44,0.32,0.2,0.76,0.95
118,Jeff Schmidt,LW,KAM/P.A,17.955,57,9,20,10,29,39,0.16,0.35,0.18,0.51,0.68
119,Player ID: 23510,,REG,2001.703,64,16,16,7,32,39,0.25,0.25,0.11,0.5,0.61
120,Kevin Harris,D,P.A,20.633,69,8,16,15,24,39,0.12,0.23,0.22,0.35,0.57
121,Dustin Byfuglien,D,BRN/P.G,17.471,56,10,18,11,28,39,0.18,0.32,0.2,0.5,0.7
122,Chad Bassen,C,M.H/VAN,19.393,68,16,17,5,33,38,0.24,0.25,0.07,0.49,0.56
123,Aaron Foster,LW,P.G,19.836,48,18,11,8,29,37,0.38,0.23,0.17,0.6,0.77
124,Derek Couture,RW,SAS,18.393,70,17,10,10,27,37,0.24,0.14,0.14,0.39,0.53
125,Colin McRae,C,BRN/TRI,20.485,48,19,13,5,32,37,0.4,0.27,0.1,0.67,0.77
126,Pat Iannone,C,M.H/TRI/REG,20.597,66,18,10,8,28,36,0.27,0.15,0.12,0.42,0.55
127,Masi Marjamaki,LW,RDR,17.662,65,15,11,9,26,35,0.23,0.17,0.14,0.4,0.54
128,Aaron Bader,LW,SEA,17.148,71,16,16,3,32,35,0.23,0.23,0.04,0.45,0.49
129,Travis Young,D,BRN/P.A,19.705,66,10,14,11,24,35,0.15,0.21,0.17,0.36,0.53
130,Mitch Bartley,LW,VAN,17.618,67,15,8,12,23,35,0.22,0.12,0.18,0.34,0.52
131,Jonas Johansson,RW,KAM,18.495,26,10,16,9,26,35,0.38,0.62,0.35,1.0,1.35
132,Brett O'Malley,C,LET,18.506,69,16,8,11,24,35,0.23,0.12,0.16,0.35,0.51
133,Player ID: 23529,,LET,2001.703,54,14,13,8,27,35,0.26,0.24,0.15,0.5,0.65
134,Daniel Volrab,LW,SAS,19.516,72,13,15,7,28,35,0.18,0.21,0.1,0.39,0.49
135,Matthew Spiller,D,SEA,19.603,68,11,14,10,25,35,0.16,0.21,0.15,0.37,0.51
136,Nate Thompson,C,SEA,17.944,61,10,11,13,21,34,0.16,0.18,0.21,0.34,0.56
137,Eric Hunter,C,P.G,16.096,66,16,11,7,27,34,0.24,0.17,0.11,0.41,0.52
138,Cody McLeod,LW,POR,18.221,71,15,15,3,30,33,0.21,0.21,0.04,0.42,0.46
139,Shay Stephenson,LW,RDR,19.007,67,17,7,8,24,32,0.25,0.1,0.12,0.36,0.48
140,Igor Agarunov,LW,KTN,19.494,72,12,16,4,28,32,0.17,0.22,0.06,0.39,0.44
141,D.J. King,C,LET,18.218,55,15,10,7,25,32,0.27,0.18,0.13,0.45,0.58
142,John Lammers,LW,LET,16.627,53,17,13,2,30,32,0.32,0.25,0.04,0.57,0.6
143,Steven Goertzen,RW,SEA,18.306,71,12,11,8,23,31,0.17,0.15,0.11,0.32,0.44
144,Myles Zimmer,C,P.G,17.451,70,15,6,10,21,31,0.21,0.09,0.14,0.3,0.44
145,Joni Lindlof,LW,KEL,18.33,70,11,10,10,21,31,0.16,0.14,0.14,0.3,0.44
146,Ryley Layden,C,RDR/LET,20.299,38,7,15,9,22,31,0.18,0.39,0.24,0.58,0.82
147,Marcus Paulsson,LW,SAS,18.681,56,13,9,9,22,31,0.23,0.16,0.16,0.39,0.55
148,Michael Bubnick,LW,SAS/CGY,20.679,53,10,18,3,28,31,0.19,0.34,0.06,0.53,0.58
149,Richard Kelly,LW,KEL/TRI,18.826,67,19,7,4,26,30,0.28,0.1,0.06,0.39,0.45
150,Brett Parker,C,P.G,17.227,72,11,13,6,24,30,0.15,0.18,0.08,0.33,0.42
151,Marian Havel,C,S.C/VAN,18.64,61,9,17,4,26,30,0.15,0.28,0.07,0.43,0.49
152,Kyle Chipchura,C,P.A,16.57,63,9,10,11,19,30,0.14,0.16,0.17,0.3,0.48
153,Dion Phaneuf,D,RDR,17.432,71,16,10,4,26,30,0.23,0.14,0.06,0.37,0.42
154,Doug Lynch,D,RDR/SPO,19.45,55,13,11,6,24,30,0.24,0.2,0.11,0.44,0.55
155,Nick Tarnasky,C,KEL/LET,17.805,69,9,12,8,21,29,0.13,0.17,0.12,0.3,0.42
156,Jon Kress,C,M.J/P.A,19.806,61,8,10,11,18,29,0.13,0.16,0.18,0.3,0.48
157,Nikita Korovkin,D,KAM,18.785,63,12,6,11,18,29,0.19,0.1,0.17,0.29,0.46
158,Jakub Langhammer,LW,SPO,18.078,65,12,9,8,21,29,0.18,0.14,0.12,0.32,0.45
159,Tyler Dietrich,C,M.H,18.204,48,10,9,10,19,29,0.21,0.19,0.21,0.4,0.6
160,Mike Card,D,KEL,16.573,61,7,14,8,21,29,0.11,0.23,0.13,0.34,0.48
161,Jeff Lynch,LW,SPO,16.819,70,8,15,6,23,29,0.11,0.21,0.09,0.33,0.41
162,Curtis Austring,LW,M.H/REG,19.946,66,7,16,6,23,29,0.11,0.24,0.09,0.35,0.44
163,Tyler Boldt,D,KAM,18.7,67,8,9,11,17,28,0.12,0.13,0.16,0.25,0.42
164,Lance Morrison,LW,CGY,18.883,58,10,7,11,17,28,0.17,0.12,0.19,0.29,0.48
165,Ryan Mayko,D,KEL/LET,18.029,72,5,10,13,15,28,0.07,0.14,0.18,0.21,0.39
166,Dustin Boyd,C,M.J,16.167,63,11,10,7,21,28,0.17,0.16,0.11,0.33,0.44
167,Barry Horman,RW,SPO,18.191,67,22,4,1,26,27,0.33,0.06,0.01,0.39,0.4
168,Kyle Ladobruk,LW,REG,19.573,70,12,9,6,21,27,0.17,0.13,0.09,0.3,0.39
169,Jason Beeman,RW,TRI,17.205,67,9,12,5,21,26,0.13,0.18,0.07,0.31,0.39
170,Brandon Dubinsky,C,POR,16.381,44,8,9,9,17,26,0.18,0.2,0.2,0.39,0.59
171,Rory Rawlyk,D,RDR/VAN/P.A,19.018,52,11,6,9,17,26,0.21,0.12,0.17,0.33,0.5
172,Devin Wilson,D,P.G,19.675,48,8,10,8,18,26,0.17,0.21,0.17,0.38,0.54
