,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,411,235,57.083,1475,1158,317,54.926,14288,11845,2443,10.126,0.906,100.767
1,Dubuque Fighting Saints,410,225,50.543,1375,1149,226,53.461,13179,10969,2210,9.805,0.891,98.827
2,Sioux Falls Stampede,409,210,51.71,1306,1218,88,49.4,12386,12509,-123,11.205,0.897,100.862
3,Muskegon Lumberjacks,412,201,55.238,1307,1255,52,51.938,13115,13095,20,10.58,0.905,101.082
4,Chicago Steel,410,196,53.028,1304,1283,21,50.372,12460,12883,-423,12.156,0.893,101.414
5,Youngstown Phantoms,410,191,49.715,1284,1246,38,48.912,11831,12068,-237,11.146,0.893,100.457
6,Green Bay Gamblers,409,185,47.146,1221,1199,22,49.722,12216,12219,-3,9.295,0.899,99.118
7,Omaha Lancers,410,185,47.784,1185,1177,8,49.46,11897,11934,-37,9.173,0.903,99.404
8,Sioux City Musketeers,409,185,49.205,1227,1181,46,49.775,12617,12344,273,9.61,0.902,99.768
9,Fargo Force,410,183,54.204,1175,1165,10,52.239,12545,12640,-95,10.014,0.908,100.764
10,Cedar Rapids RoughRiders,409,177,48.992,1188,1246,-58,47.866,11343,12434,-1091,9.711,0.904,100.076
11,Tri-City Storm,411,175,54.556,1172,1203,-31,50.41,12425,12489,-64,9.928,0.916,101.512
12,Lincoln Stars,411,166,45.358,1181,1312,-131,49.182,12624,12851,-227,9.153,0.894,98.548
13,Team USA,403,166,50.948,1401,1451,-50,50.559,12338,12282,56,12.082,0.883,100.31
14,Des Moines Buccaneers,411,150,49.515,1123,1323,-200,48.95,11932,13276,-1344,9.707,0.905,100.154
15,Madison Capitols,285,93,39.565,741,983,-242,44.282,8137,10078,-1941,8.288,0.903,98.559
16,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
17,Indiana Ice,124,59,52.375,410,383,27,52.335,3827,3515,312,10.375,0.896,99.995
18,Central Illinois Flying Aces,106,26,41.66,293,419,-126,47.54,3061,3379,-318,9.315,0.881,97.43
