,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Corey Locke,C,OTT,19.354,65.0,51.0,33.0,34.0,84.0,118.0,0.78,0.51,0.52,1.29,1.82
1,Corey Perry,RW,LDN,18.333,66.0,40.0,49.0,24.0,89.0,113.0,0.61,0.74,0.36,1.35,1.71
2,Martin St. Pierre,C,GUE,20.096,68.0,45.0,54.0,11.0,99.0,110.0,0.66,0.79,0.16,1.46,1.62
3,Eric Himelfarb,C,KGN,20.704,67.0,37.0,50.0,20.0,87.0,107.0,0.55,0.75,0.3,1.3,1.6
4,Daniel Sisca,C,SAR,20.25,67.0,34.0,34.0,32.0,68.0,100.0,0.51,0.51,0.48,1.01,1.49
5,Rob Hisey,C,ER,18.974,63.0,38.0,34.0,24.0,72.0,96.0,0.6,0.54,0.38,1.14,1.52
6,Michael Richards,C,KIT,18.59,58.0,36.0,31.0,22.0,67.0,89.0,0.62,0.53,0.38,1.16,1.53
7,Scott Sheppard,RW,LDN,19.965,68.0,29.0,37.0,22.0,66.0,88.0,0.43,0.54,0.32,0.97,1.29
8,Patrick O'Sullivan,C,MISS,18.618,53.0,43.0,29.0,10.0,72.0,82.0,0.81,0.55,0.19,1.36,1.55
9,John Mitchell,C,PLY,18.645,65.0,28.0,36.0,18.0,64.0,82.0,0.43,0.55,0.28,0.98,1.26
10,Daniel Paille,C,GUE,19.417,59.0,37.0,31.0,12.0,68.0,80.0,0.63,0.53,0.2,1.15,1.36
11,Rob Hennigar,C,WSR,20.449,68.0,32.0,30.0,17.0,62.0,79.0,0.47,0.44,0.25,0.91,1.16
12,Dylan Hunter,LW,LDN,18.319,64.0,26.0,29.0,24.0,55.0,79.0,0.41,0.45,0.38,0.86,1.23
13,Joey Tenute,C,SAR,20.455,58.0,22.0,32.0,24.0,54.0,78.0,0.38,0.55,0.41,0.93,1.34
14,Matt Ryan,C,GUE,19.842,68.0,42.0,22.0,13.0,64.0,77.0,0.62,0.32,0.19,0.94,1.13
