,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,136,95,61.67,572,355,217,55.845,4494,3551,943,12.33,0.902,102.515,58.21,254.73,182.805,71.925,11.385,0.897,101.07,21.272,0.284,8.805,0.15,144,115,29,55.53,477,409,68,53.82,30.065,0.719,153,88,65,63.28,615,426,189,59.01,24.685,0.793,275,152,123,64.41,3402,2716,686,55.6,7.63,0.946
1,Saint John Sea Dogs,136,85,57.435,540,401,139,54.865,4675,3874,801,11.26,0.9,101.205,54.695,264.38,220.415,43.965,11.345,0.886,99.925,-1.88,-0.024,26.418,0.409,153,118,35,56.4,621,543,78,53.615,24.505,0.78,125,78,47,61.885,587,459,128,56.145,21.17,0.833,262,205,57,56.045,3467,2872,595,54.875,7.255,0.932
2,Shawinigan Cataractes,136,79,57.1,532,401,131,52.97,4368,3879,489,11.735,0.899,101.62,55.765,250.74,198.505,52.235,11.525,0.898,101.265,4.258,0.062,2.504,0.046,150,111,39,57.47,553,402,151,57.785,26.805,0.725,117,91,26,56.28,558,440,118,55.93,20.73,0.793,265,199,66,57.38,3257,3037,220,51.775,7.68,0.938
3,Charlottetown Islanders,136,76,53.91,525,444,81,51.555,4688,4403,285,10.83,0.902,101.02,51.155,249.995,238.585,11.41,10.7,0.891,99.83,4.003,0.038,23.584,0.32,142,142,0,49.95,538,562,-24,48.905,25.94,0.75,137,94,43,59.04,679,577,102,53.955,19.865,0.84,246,208,38,53.26,3471,3264,207,51.535,6.69,0.939
4,Cape Breton Screaming Eagles,136,75,54.41,554,464,90,52.45,4443,4029,414,11.97,0.889,100.835,54.655,285.925,236.985,48.945,12.94,0.882,101.12,-21.424,-0.29,13.982,0.206,154,135,19,53.62,648,522,126,55.385,23.41,0.746,125,119,6,51.24,596,531,65,52.82,20.785,0.776,275,210,65,56.74,3199,2976,223,51.83,8.015,0.934
5,Val-d'Or Foreurs,136,75,52.04,501,459,42,48.2,4053,4337,-284,11.925,0.897,101.615,50.5,225.97,220.745,5.225,11.17,0.899,101.005,16.033,0.227,-3.258,-0.044,153,110,43,58.36,505,431,74,54.295,29.75,0.75,112,115,-3,49.395,490,548,-58,47.11,23.005,0.793,236,234,2,49.49,3058,3358,-300,47.49,7.155,0.932
6,Gatineau Olympiques,136,73,53.335,478,425,53,51.79,4153,3885,268,11.25,0.894,100.635,52.375,260.73,236.175,24.56,12.555,0.878,100.3,-28.232,-0.392,28.674,0.492,136,128,8,51.74,564,507,57,52.805,24.06,0.75,116,102,14,53.58,627,565,62,52.585,18.64,0.824,226,195,31,54.07,2962,2813,149,51.445,7.22,0.934
7,Victoriaville Tigres,136,67,50.05,475,474,1,48.81,3926,4120,-194,11.86,0.888,100.655,47.885,205.635,223.965,-18.33,10.495,0.891,99.6,26.369,0.408,-6.036,-0.092,113,142,-29,44.24,418,529,-111,44.15,26.445,0.733,116,107,9,51.98,479,496,-17,49.125,24.03,0.786,246,225,21,52.265,3029,3095,-66,49.48,7.935,0.931
8,Blainville-Boisbriand Armada,136,65,51.35,391,368,23,51.51,3753,3530,223,10.075,0.9,100.085,49.655,182.18,184.97,-2.79,9.745,0.895,99.22,6.821,0.098,9.466,0.162,89,95,-6,48.72,378,375,3,50.235,22.795,0.752,73,93,-20,43.985,423,510,-87,45.375,16.86,0.819,229,180,49,55.62,2952,2645,307,52.71,7.47,0.938
9,Acadie-Bathurst Titan,136,64,50.565,506,491,15,50.63,4519,4400,119,10.845,0.89,99.865,49.725,258.325,260.165,-1.835,11.45,0.882,99.6,-13.328,-0.182,19.163,0.262,160,159,1,50.22,588,634,-46,48.035,27.14,0.749,114,103,11,51.945,636,519,117,55.005,17.63,0.803,232,229,3,50.145,3295,3247,48,50.34,6.625,0.932
10,Chicoutimi Sagueneens,136,59,50.28,419,414,5,48.91,3878,4066,-188,10.4,0.902,100.59,50.955,209.69,201.98,7.71,10.865,0.9,100.845,-9.19,-0.138,4.48,0.062,126,111,15,53.045,448,394,54,53.265,28.2,0.719,102,105,-3,49.3,500,502,-2,49.945,20.085,0.791,191,198,-7,49.12,2930,3170,-240,48.14,6.015,0.942
11,Rimouski Oceanic,136,57,48.775,431,455,-24,50.38,4160,4097,63,10.09,0.892,99.255,48.04,206.94,223.78,-16.84,9.975,0.89,99.015,2.559,0.035,2.283,0.037,89,131,-42,40.355,426,589,-163,41.95,20.405,0.78,101,107,-6,48.215,507,469,38,51.945,19.795,0.772,241,217,24,52.92,3227,3039,188,51.505,7.21,0.932
12,Quebec Remparts,136,53,44.0,386,491,-105,45.63,3816,4548,-732,9.825,0.897,99.545,46.725,181.995,207.42,-25.425,9.565,0.908,100.385,5.004,0.078,-24.582,-0.329,104,108,-4,49.02,430,407,23,51.365,23.615,0.743,89,94,-5,48.67,460,465,-5,49.655,19.24,0.8,193,289,-96,40.205,2926,3676,-750,44.325,6.34,0.926
13,Drummondville Voltigeurs,136,52,43.34,400,522,-122,48.69,3955,4158,-203,9.935,0.879,97.76,46.88,203.725,230.27,-26.55,10.325,0.888,99.195,-7.724,-0.116,-21.728,-0.314,114,140,-26,44.785,482,505,-23,48.83,23.44,0.726,99,117,-18,45.805,469,576,-107,44.77,21.26,0.796,187,265,-78,41.425,3004,3077,-73,49.37,6.01,0.919
14,Sherbrooke Phoenix,136,49,45.485,420,504,-84,47.96,4213,4570,-357,9.715,0.894,99.085,46.56,209.56,240.615,-31.05,9.985,0.894,99.41,-5.562,-0.081,-1.387,-0.017,130,122,8,51.525,483,521,-38,48.11,26.435,0.774,79,114,-35,41.06,500,637,-137,43.93,15.665,0.824,211,268,-57,44.06,3230,3412,-182,48.62,6.29,0.925
15,Halifax Mooseheads,136,46,44.075,420,532,-112,47.42,4044,4487,-443,10.02,0.886,98.54,46.66,236.23,270.2,-33.975,11.73,0.879,99.63,-34.228,-0.514,13.701,0.186,131,143,-12,47.795,562,576,-14,49.365,22.585,0.758,113,140,-27,45.005,531,653,-122,44.965,21.145,0.788,176,249,-73,41.315,2951,3258,-307,47.54,5.635,0.928
16,Moncton Wildcats,136,45,41.87,433,603,-170,46.775,3995,4554,-559,10.415,0.871,97.53,44.835,233.21,287.08,-53.875,11.685,0.874,99.035,-23.206,-0.381,-7.919,-0.07,118,167,-49,41.62,495,661,-166,42.79,23.74,0.754,93,159,-66,36.155,510,740,-230,40.535,17.585,0.788,222,277,-55,44.95,2990,3153,-163,48.81,6.96,0.915
17,Baie-Comeau Drakkar,136,35,39.805,345,525,-180,46.05,3770,4415,-645,8.9,0.885,97.405,43.38,179.255,234.565,-55.31,9.53,0.894,98.865,-11.255,-0.189,-18.438,-0.249,96,125,-29,43.585,428,477,-49,47.455,22.075,0.74,78,116,-38,40.58,462,516,-54,47.215,16.62,0.78,171,284,-113,37.56,2880,3422,-542,45.695,5.71,0.921
