,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,340,231,59.53,1430,913,517,49.93,11584,11138,446,12.22,0.918,103.929
1,Kitchener Rangers,340,214,58.348,1277,958,319,56.375,12628,10321,2307,9.614,0.912,100.736
2,Plymouth Whalers,340,195,57.403,1195,973,222,49.862,10723,11053,-330,10.977,0.919,102.871
3,Barrie Colts,340,189,56.416,1178,987,191,51.381,11860,11088,772,10.474,0.915,101.962
4,Guelph Storm,340,185,52.521,1104,973,131,50.75,10933,10095,838,9.839,0.906,100.504
5,Ottawa 67's,338,175,50.23,1270,1130,140,49.93,11839,11626,213,10.114,0.899,100.01
6,Brampton Battalion,340,170,48.344,1116,1116,0,50.616,11000,11250,-250,9.904,0.891,98.979
7,Mississauga IceDogs,340,170,51.171,1149,1146,3,52.869,11874,11061,813,10.159,0.892,99.356
8,Peterborough Petes,340,169,47.897,1114,1140,-26,45.204,10812,11827,-1015,10.362,0.907,101.054
9,Owen Sound Attack,340,163,50.348,1142,1133,9,56.276,12671,10296,2375,8.924,0.886,97.59
10,Toronto St. Michael's Majors,340,154,44.514,1071,1206,-135,45.956,11057,12010,-953,9.961,0.895,99.424
11,Sault Ste. Marie Greyhounds,340,153,49.927,1055,1115,-60,52.099,11235,10744,491,9.308,0.898,99.197
12,Kingston Frontenacs,340,151,48.924,1171,1266,-95,49.249,11277,12102,-825,10.512,0.895,99.944
13,Belleville Bulls,338,150,49.817,994,1127,-133,46.301,10188,11906,-1718,10.213,0.912,101.368
14,Sarnia Sting,340,147,48.403,1090,1159,-69,49.566,11406,11558,-152,10.044,0.898,99.791
15,Windsor Spitfires,340,146,44.828,1135,1248,-113,47.866,11007,11600,-593,9.881,0.889,98.67
16,Sudbury Wolves,340,129,48.62,1002,1130,-128,50.243,10740,10955,-215,9.577,0.898,99.345
17,Erie Otters,340,125,40.546,1007,1306,-299,45.86,10708,11368,-660,9.599,0.88,97.6
18,Saginaw Spirit,340,123,50.432,996,1223,-227,49.679,10755,11952,-1197,10.178,0.902,100.382
19,Oshawa Generals,340,119,44.891,1117,1364,-247,50.199,11180,11527,-347,9.959,0.876,97.502
