,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Plymouth Whalers,476,309,52.694,1748,1244,504,49.843,16246,14162,2084,10.256,0.91,101.22
1,Ottawa 67's,468,292,54.518,1853,1388,465,50.256,17756,15611,2145,10.259,0.912,101.436
2,Barrie Colts,476,284,52.726,1745,1430,315,51.701,18006,16293,1713,8.995,0.914,100.313
3,Guelph Storm,476,271,51.528,1701,1493,208,51.003,17164,16016,1148,9.154,0.912,100.266
4,London Knights,476,269,64.686,1708,1456,252,52.708,16243,16367,-124,11.851,0.928,104.666
5,Belleville Bulls,470,257,45.631,1725,1581,144,46.124,16846,16180,666,9.196,0.906,99.813
6,Erie Otters,476,252,48.427,1593,1582,11,50.716,16582,15732,850,8.777,0.902,98.985
7,Peterborough Petes,474,250,50.163,1614,1530,84,50.113,16799,16350,449,9.641,0.904,100.041
8,Kitchener Rangers,476,249,54.609,1638,1560,78,52.806,17379,17155,224,9.56,0.91,100.558
9,Sault Ste. Marie Greyhounds,476,243,50.058,1577,1610,-33,51.213,16508,16581,-73,9.009,0.906,99.602
10,Windsor Spitfires,476,238,48.484,1609,1668,-59,49.006,16029,16607,-578,9.952,0.898,99.744
11,Sarnia Sting,476,236,46.378,1588,1540,48,50.452,16727,16366,361,8.089,0.908,98.913
12,Toronto St. Michael's Majors,472,233,49.194,1445,1557,-112,50.279,16255,16610,-355,8.471,0.912,99.621
13,Brampton Battalion,476,213,49.63,1490,1679,-189,48.719,15750,17307,-1557,9.321,0.911,100.427
14,Kingston Frontenacs,476,207,47.094,1578,1805,-227,47.841,16980,18704,-1724,9.435,0.905,99.84
15,Sudbury Wolves,474,207,48.394,1483,1595,-112,49.223,16411,16871,-460,8.75,0.91,99.64
16,Oshawa Generals,472,205,43.038,1494,1639,-145,47.351,16049,16243,-194,8.988,0.893,98.242
17,Owen Sound Attack,340,167,52.44,1109,1116,-7,54.948,12331,11357,974,8.703,0.903,98.99
18,Mississauga IceDogs,476,142,50.595,1310,2081,-771,50.624,15687,19242,-3555,8.9,0.911,99.987
19,North Bay Centennials,270,106,45.731,838,962,-124,49.171,9427,9757,-330,8.38,0.905,98.81
20,Owen Sound Platers,136,67,48.185,549,585,-36,47.895,5164,5616,-452,10.355,0.898,100.09
21,Saginaw Spirit,204,49,37.765,469,763,-294,44.535,6028,7240,-1212,7.773,0.898,97.54
