,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Acadie-Bathurst Titan,72,49,53.32,257,225,32,52.76,2316,2074,242,10.75,0.892,99.99
1,Cape Breton Screaming Eagles,72,47,56.08,286,224,62,51.78,2520,2347,173,11.0,0.905,101.53
2,Shawinigan Cataractes,72,45,59.02,288,200,88,56.05,2192,1719,473,12.9,0.885,101.42
3,Halifax Mooseheads,72,43,57.54,267,197,70,51.56,2343,2201,142,11.24,0.914,102.63
4,Baie-Comeau Drakkar,72,41,55.49,288,231,57,50.62,2295,2239,56,12.24,0.898,102.05
5,Victoriaville Tigres,72,40,52.76,287,257,30,50.77,2488,2413,75,11.25,0.894,100.67
6,Chicoutimi Sagueneens,72,40,50.82,278,269,9,51.34,2558,2424,134,10.55,0.892,99.79
7,Rimouski Oceanic,72,36,47.96,270,293,-23,51.68,2614,2444,170,10.16,0.882,98.39
8,Quebec Remparts,72,36,44.92,212,260,-48,51.94,2372,2195,177,8.86,0.885,97.34
9,Hull Olympiques,72,34,47.62,230,253,-23,46.99,1930,2177,-247,11.5,0.887,100.17
10,Drummondville Voltigeurs,72,33,49.13,255,264,-9,48.76,2179,2290,-111,11.62,0.889,100.48
11,Val-d'Or Foreurs,72,29,47.23,230,257,-27,51.51,2173,2046,127,10.38,0.877,98.07
12,Rouyn-Noranda Huskies,72,29,45.22,232,281,-49,46.26,2144,2491,-347,10.78,0.888,99.57
13,Montreal Rocket,72,27,44.9,198,243,-45,49.85,2315,2329,-14,8.28,0.898,98.07
14,Sherbrooke Castors,72,24,44.85,231,284,-53,44.38,2069,2593,-524,10.95,0.893,100.2
15,Moncton Wildcats,72,22,42.71,214,287,-73,44.54,2094,2607,-513,10.09,0.894,99.49
