,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Darren Haydar,RW,MIL/CHI,26.4,153,76,84,54,160,214,478,15.96,0.5,0.56,0.355,1.055,1.41,3.125
1,Keith Aucoin,C,LOW/ALB,27.358,137,56,80,48,136,184,412,13.625,0.41,0.59,0.35,1.005,1.35,3.02
2,Martin St. Pierre,C,NOR,22.598,142,50,75,47,125,172,350,14.56,0.36,0.54,0.335,0.9,1.235,2.465
3,Erik Westrum,C,HOU/TOR,26.642,141,57,50,49,107,156,481,11.99,0.405,0.355,0.345,0.755,1.105,3.415
4,Donald MacLean,C,GR/SA,29.168,142,89,29,31,118,149,460,19.06,0.62,0.205,0.215,0.82,1.04,3.215
5,Eric Healey,LW,PRO/SPR,31.154,146,56,46,44,102,146,311,18.485,0.39,0.32,0.3,0.71,1.01,2.125
6,Jeff Heerema,RW,BNG,26.162,155,63,46,32,109,141,613,10.245,0.405,0.295,0.205,0.705,0.91,3.955
7,Alexandre Giroux,LW,HFD/HER,24.75,140,78,33,26,111,137,529,14.73,0.56,0.235,0.18,0.795,0.98,3.785
8,Patrick O'Sullivan,LW,HOU/MCH,21.119,119,65,34,33,99,132,470,13.36,0.52,0.285,0.265,0.805,1.07,3.875
9,Mark Hartigan,C,SYR/POR,28.418,108,62,37,33,99,132,411,15.07,0.58,0.355,0.31,0.94,1.25,3.84
10,Kip Miller,C,CHI/GR,36.764,145,44,51,36,95,131,256,17.27,0.3,0.355,0.245,0.655,0.9,1.755
11,Trent Whitfield,C,PEO,28.746,120,52,48,31,100,131,399,13.205,0.44,0.435,0.265,0.875,1.14,3.335
12,Pierre-Alexandre Parenteau,RW,POR/NOR,22.98,124,52,38,38,90,128,437,11.925,0.415,0.3,0.3,0.715,1.02,3.5
13,Jason Jaffray,LW,MTB,24.711,150,47,51,30,98,128,355,12.4,0.305,0.34,0.2,0.65,0.845,2.35
14,Nigel Dawes,LW,HFD,21.097,142,62,40,25,102,127,568,10.92,0.435,0.285,0.18,0.715,0.895,4.03
15,Jon DiSalvatore,RW,PEO,24.963,148,43,56,28,99,127,477,9.02,0.295,0.38,0.19,0.67,0.86,3.22
16,Joe Motzko,RW,SYR/POR,26.006,128,55,46,25,101,126,388,14.18,0.43,0.355,0.195,0.79,0.985,3.035
17,Ramzi Abid,LW,CHI/MIL,25.978,132,53,33,39,86,125,444,11.975,0.39,0.25,0.29,0.645,0.935,3.29
18,Mark Cullen,C,NOR/PHI,27.384,110,45,53,22,98,120,322,13.81,0.415,0.48,0.2,0.895,1.095,2.93
19,Josh Hennessy,C,CLE/BNG,21.102,156,51,37,32,88,120,356,14.32,0.33,0.24,0.2,0.57,0.77,2.285
20,Steve Martins,C,BNG/CHI,33.924,124,35,57,27,92,119,225,16.3,0.28,0.445,0.21,0.725,0.93,1.755
21,Ryan Vesce,C,SPR/BNG,23.941,160,34,53,31,87,118,449,7.715,0.215,0.33,0.19,0.54,0.74,2.805
22,Joey Tenute,C,HER,22.956,129,48,40,29,88,117,320,15.015,0.37,0.31,0.22,0.68,0.905,2.49
23,Jarkko Immonen,C,HFD,23.909,128,50,37,29,87,116,429,11.555,0.39,0.29,0.22,0.675,0.9,3.365
