,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Bourque,LW,HER,29.627,72,30,28,22,58,80,207,14.49,0.42,0.39,0.31,0.81,1.11,2.88
1,Seth Griffith,RW,PRO,22.695,57,24,27,26,51,77,139,17.27,0.42,0.47,0.46,0.89,1.35,2.44
2,Alexander Khokhlachev,C,PRO,22.016,60,23,28,17,51,68,176,13.07,0.38,0.47,0.28,0.85,1.13,2.93
3,T.J. Brennan,D,TOR,26.451,69,25,22,21,47,68,169,14.79,0.36,0.32,0.3,0.68,0.99,2.45
4,Dustin Jeffrey,C,WBS/SPR,27.549,64,20,26,18,46,64,164,12.2,0.31,0.41,0.28,0.72,1.0,2.56
5,Andy Miele,C,GR,27.417,75,18,24,20,42,62,148,12.16,0.24,0.32,0.27,0.56,0.83,1.97
6,Austin Czarnik,C,PRO,22.757,68,20,24,17,44,61,163,12.27,0.29,0.35,0.25,0.65,0.9,2.4
7,Bud Holloway,C,STJ,27.541,70,19,27,15,46,61,179,10.61,0.27,0.39,0.21,0.66,0.87,2.56
8,Mikko Rantanen,LW,SA,18.878,52,24,22,14,46,60,140,17.14,0.46,0.42,0.27,0.88,1.15,2.69
9,Mark Arcobello,C,TOR,27.092,49,25,17,17,42,59,169,14.79,0.51,0.35,0.35,0.86,1.2,3.45
10,Brendan Ranford,LW,TEX,23.368,76,19,28,12,47,59,160,11.88,0.25,0.37,0.16,0.62,0.78,2.11
11,Kenny Agostino,LW,STK,23.376,65,23,21,13,44,57,177,12.99,0.35,0.32,0.2,0.68,0.88,2.72
12,Brandon Montour,D,SD,21.43,68,12,27,18,39,57,165,7.27,0.18,0.4,0.26,0.57,0.84,2.43
13,Chris Mueller,C,SD,29.528,63,20,25,12,45,57,163,12.27,0.32,0.4,0.19,0.71,0.9,2.59
14,Cole Schneider,LW,RCH/BNG,25.055,73,21,20,15,41,56,217,9.68,0.29,0.27,0.21,0.56,0.77,2.97
15,Carter Rowney,RW,WBS,25.35,74,24,14,18,38,56,140,17.14,0.32,0.19,0.24,0.51,0.76,1.89
16,Colin Smith,C,TOR/SA,22.237,77,20,23,13,43,56,158,12.66,0.26,0.3,0.17,0.56,0.73,2.05
17,Eric Tangradi,LW,GR,26.593,72,28,19,9,47,56,192,14.58,0.39,0.26,0.12,0.65,0.78,2.67
18,Riley Barber,RW,HER,21.602,74,26,14,15,40,55,163,15.95,0.35,0.19,0.2,0.54,0.74,2.2
19,Phil Varone,C,RCH/BNG,24.781,65,19,21,15,40,55,145,13.1,0.29,0.32,0.23,0.62,0.85,2.23
20,Curtis McKenzie,LW,TEX,24.562,61,24,14,17,38,55,143,16.78,0.39,0.23,0.28,0.62,0.9,2.34
21,Derek Ryan,C,CHA,28.74,70,23,21,11,44,55,161,14.29,0.33,0.3,0.16,0.63,0.79,2.3
22,Sean Backman,RW,ONT,29.38,68,21,22,12,43,55,250,8.4,0.31,0.32,0.18,0.63,0.81,3.68
23,Chris Conner,LW,LV,31.73,58,16,28,11,44,55,121,13.22,0.28,0.48,0.19,0.76,0.95,2.09
24,Ryan Carpenter,RW,SJ,24.658,66,18,26,11,44,55,143,12.59,0.27,0.39,0.17,0.67,0.83,2.17
25,Frank Vatrano,C,PRO,21.506,36,36,11,8,47,55,187,19.25,1.0,0.31,0.22,1.31,1.53,5.19
26,Tanner Richard,C,SYR,22.443,71,11,18,25,29,54,116,9.48,0.15,0.25,0.35,0.41,0.76,1.63
27,Brendan Leipsic,LW,TOR,21.326,65,20,21,13,41,54,169,11.83,0.31,0.32,0.2,0.63,0.83,2.6
28,Matt Lorito,LW,ALB,25.202,71,18,25,11,43,54,133,13.53,0.25,0.35,0.15,0.61,0.76,1.87
29,Travis Morin,C,TEX,31.683,63,15,23,16,38,54,137,10.95,0.24,0.37,0.25,0.6,0.86,2.17
30,Jason Dickinson,C,TEX,20.2,73,22,17,14,39,53,140,15.71,0.3,0.23,0.19,0.53,0.73,1.92
31,Bracken Kearns,C,BRI,34.344,73,23,16,14,39,53,138,16.67,0.32,0.22,0.19,0.53,0.73,1.89
32,Mike Sislo,RW,ALB,27.653,57,27,14,12,41,53,169,15.98,0.47,0.25,0.21,0.72,0.93,2.96
33,Travis Boyd,C,HER,22.002,76,21,21,11,42,53,116,18.1,0.28,0.28,0.14,0.55,0.7,1.53
34,Charles Hudon,C,STJ,21.23,67,28,13,12,41,53,181,15.47,0.42,0.19,0.18,0.61,0.79,2.7
35,Tom Kostopoulos,RW,WBS,36.641,75,19,21,12,40,52,151,12.58,0.25,0.28,0.16,0.53,0.69,2.01
36,Jason Akeson,RW,RCH/BNG,25.285,73,13,21,18,34,52,193,6.74,0.18,0.29,0.25,0.47,0.71,2.64
37,Pat Cannone,C,CHI,29.101,73,20,18,14,38,52,146,13.7,0.27,0.25,0.19,0.52,0.71,2.0
38,Bryan Lerg,LW,SJ,29.652,64,21,14,16,35,51,168,12.5,0.33,0.22,0.25,0.55,0.8,2.62
39,Hunter Shinkaruk,LW,UTI/STK,20.923,62,27,13,11,40,51,145,18.62,0.44,0.21,0.18,0.65,0.82,2.34
40,Matthew Ford,RW,BAK,30.933,64,27,12,12,39,51,178,15.17,0.42,0.19,0.19,0.61,0.8,2.78
41,Vinnie Hinostroza,C,RFD,21.452,66,18,20,13,38,51,148,12.16,0.27,0.3,0.2,0.58,0.77,2.24
42,Will O'Neill,D,WBS,27.382,74,8,19,23,27,50,169,4.73,0.11,0.26,0.31,0.36,0.68,2.28
43,Kevin Fiala,LW,MIL,19.149,66,18,18,14,36,50,170,10.59,0.27,0.27,0.21,0.55,0.76,2.58
44,Gabriel Dumont,C,STJ,24.942,71,19,21,9,40,49,177,10.73,0.27,0.3,0.13,0.56,0.69,2.49
45,Taylor Leier,LW,LV,21.58,71,20,19,10,39,49,214,9.35,0.28,0.27,0.14,0.55,0.69,3.01
46,Jeff Tambellini,C,SYR,31.423,65,29,7,13,36,49,168,17.26,0.45,0.11,0.2,0.55,0.75,2.58
47,Mark McNeill,C,RFD,22.56,64,25,10,13,35,48,151,16.56,0.39,0.16,0.2,0.55,0.75,2.36
48,Chad Nehring,C,HFD,28.255,76,22,12,14,34,48,167,13.17,0.29,0.16,0.18,0.45,0.63,2.2
49,Nic Dowd,C,ONT,25.304,58,14,20,14,34,48,140,10.0,0.24,0.34,0.24,0.59,0.83,2.41
50,Danny Kristo,RW,CHI,25.244,71,25,8,15,33,48,184,13.59,0.35,0.11,0.21,0.46,0.68,2.59
51,Alexandre Grenier,RW,UTI,24.028,69,16,17,15,33,48,158,10.13,0.23,0.25,0.22,0.48,0.7,2.29
52,Eric O'Dell,C,RCH/BNG,25.235,67,25,13,10,38,48,137,18.25,0.37,0.19,0.15,0.57,0.72,2.04
53,Josh Leivo,LW,TOR,22.306,51,17,24,7,41,48,158,10.76,0.33,0.47,0.14,0.8,0.94,3.1
54,Alan Quine,C,BRI,22.552,56,19,20,9,39,48,128,14.84,0.34,0.36,0.16,0.7,0.86,2.29
55,Dominik Simon,C,WBS,21.104,68,25,14,9,39,48,134,18.66,0.37,0.21,0.13,0.57,0.71,1.97
56,Max Gortz,RW,MIL,22.629,72,18,17,12,35,47,119,15.13,0.25,0.24,0.17,0.49,0.65,1.65
57,Mark Zengerle,RW,GR,26.344,72,9,25,13,34,47,89,10.11,0.12,0.35,0.18,0.47,0.65,1.24
58,Justin Dowling,C,TEX,24.956,52,11,19,16,30,46,97,11.34,0.21,0.37,0.31,0.58,0.88,1.87
59,Craig Cunningham,RW,SPR,25.005,61,22,13,11,35,46,161,13.66,0.36,0.21,0.18,0.57,0.75,2.64
60,Ty Rattie,RW,CHI,22.607,62,17,16,13,33,46,160,10.62,0.27,0.26,0.21,0.53,0.74,2.58
61,T.J. Tynan,C,LE,23.554,76,6,28,12,34,46,141,4.26,0.08,0.37,0.16,0.45,0.61,1.86
62,Michael Chaput,C,LE,23.434,63,16,12,17,28,45,117,13.68,0.25,0.19,0.27,0.44,0.71,1.86
63,Maxim Noreau,D,SA,28.313,64,12,14,19,26,45,176,6.82,0.19,0.22,0.3,0.41,0.7,2.75
64,Ville Pokka,D,RFD,21.528,76,10,21,14,31,45,185,5.41,0.13,0.28,0.18,0.41,0.59,2.43
65,Andrew Miller,RW,CHA/BAK,26.99,55,18,14,13,32,45,118,15.25,0.33,0.25,0.24,0.58,0.82,2.15
66,John McCarthy,LW,SJ,29.101,67,16,13,16,29,45,130,12.31,0.24,0.19,0.24,0.43,0.67,1.94
67,William Nylander,C,TOR,19.373,38,18,15,12,33,45,112,16.07,0.47,0.39,0.32,0.87,1.18,2.95
68,Justin Bailey,RW,RCH,20.208,70,20,15,10,35,45,186,10.75,0.29,0.21,0.14,0.5,0.64,2.66
69,Anthony Mantha,LW,GR,20.997,60,21,14,10,35,45,150,14.0,0.35,0.23,0.17,0.58,0.75,2.5
70,Derek Grant,C,STK,25.405,36,27,7,11,34,45,165,16.36,0.75,0.19,0.31,0.94,1.25,4.58
71,Kael Mouillierat,LW,WBS,27.768,68,18,16,11,34,45,141,12.77,0.26,0.24,0.16,0.5,0.66,2.07
72,Greg Rallo,LW,TEX,34.054,57,22,12,10,34,44,135,16.3,0.39,0.21,0.18,0.6,0.77,2.37
