,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Jeremy Williams,RW,S.C,19.136,140,93,60,41,153,194,0.665,0.425,0.295,1.095,1.39
1,Chris St. Jacques,C,M.H,20.147,134,64,77,47,141,188,0.48,0.575,0.355,1.05,1.405
2,Tyler Redenbach,C,S.C/P.G,18.472,131,48,86,39,134,173,0.36,0.64,0.305,1.005,1.305
3,Erik Christensen,C,KAM/BRN,19.246,130,81,62,27,143,170,0.62,0.475,0.21,1.09,1.295
4,Adam Courchaine,C,VAN,18.813,141,82,57,28,139,167,0.585,0.405,0.2,0.985,1.185
5,Dylan Stanley,C,TRI,19.142,144,68,64,33,132,165,0.47,0.445,0.23,0.92,1.145
6,Nigel Dawes,LW,KTN,18.096,128,94,44,24,138,162,0.745,0.34,0.18,1.08,1.265
7,Ryan Kinasewich,LW,TRI,19.572,121,72,60,28,132,160,0.595,0.49,0.23,1.085,1.315
8,Seth Leonard,LW,P.A,19.296,141,75,56,25,131,156,0.525,0.4,0.175,0.925,1.105
9,Kyle Brodziak,C,M.J,18.808,142,71,51,33,122,155,0.5,0.36,0.23,0.86,1.095
10,Clarke MacArthur,C,M.H,17.943,132,58,55,37,113,150,0.445,0.42,0.275,0.865,1.14
11,Tomas Fleischmann,C,M.J,18.832,125,54,66,26,120,146,0.435,0.53,0.205,0.97,1.17
12,Ryan Getzlaf,C,CGY,17.85,119,57,59,27,116,143,0.49,0.52,0.24,1.015,1.25
13,Darren Lynch,RW,VAN,19.692,141,51,57,33,108,141,0.36,0.405,0.235,0.765,1.0
14,Eric Fehr,RW,BRN,17.522,141,76,42,21,118,139,0.535,0.3,0.15,0.835,0.985
15,Chad Klassen,C,SPO,17.916,141,50,47,38,97,135,0.355,0.33,0.27,0.68,0.95
16,Dustin Johner,C,SEA,20.029,142,62,51,21,113,134,0.44,0.36,0.15,0.8,0.94
17,Tyler Dyck,C,BRN/TRI,20.002,140,56,47,31,103,134,0.395,0.335,0.225,0.73,0.955
18,Stefan Meyer,C,M.H,17.656,142,70,35,22,105,127,0.49,0.245,0.155,0.74,0.89
19,Joff Kehler,LW,SPO,19.755,136,42,47,37,89,126,0.31,0.345,0.275,0.655,0.93
20,Darren Reid,RW,M.H,19.856,130,47,51,27,98,125,0.355,0.39,0.205,0.75,0.955
21,Tyler Mosienko,C,KEL,18.986,136,43,43,38,86,124,0.325,0.325,0.285,0.65,0.935
22,Ryan Keller,RW,SAS,19.191,138,62,35,26,97,123,0.455,0.255,0.19,0.715,0.905
23,Jarret Lukin,C,KAM,19.142,133,51,42,28,93,121,0.385,0.32,0.215,0.705,0.915
24,Mark Ardelan,D,VAN/P.A,20.002,143,32,45,44,77,121,0.22,0.315,0.31,0.54,0.845
25,Chris Falloon,RW,P.G,19.583,131,49,43,28,92,120,0.375,0.325,0.22,0.705,0.92
26,Grant Jacobsen,C,KAM/REG,20.034,133,44,44,32,88,120,0.335,0.34,0.24,0.67,0.915
27,Tyler Metcalfe,LW,SEA,18.758,144,43,47,29,90,119,0.3,0.325,0.2,0.625,0.825
28,Brad Schell,C,SPO,18.611,108,43,31,39,74,113,0.355,0.255,0.32,0.615,0.935
29,Cam Barker,D,M.H,16.949,133,31,39,42,70,112,0.23,0.295,0.315,0.525,0.835
30,Jonathan Filewich,RW,P.G,18.452,123,57,28,24,85,109,0.475,0.24,0.195,0.715,0.91
31,Aaron Rome,D,S.C/M.J,19.468,130,22,35,51,57,108,0.17,0.275,0.395,0.44,0.835
32,Colin Fraser,C,RDR,18.129,139,39,32,34,71,105,0.28,0.235,0.245,0.51,0.755
33,Richie Regehr,D,POR,20.16,132,25,46,33,71,104,0.19,0.35,0.25,0.54,0.785
34,Jesse Schultz,RW,KEL,19.965,72,53,34,17,87,104,0.74,0.47,0.24,1.21,1.44
35,Brandon Dubinsky,C,POR,16.88,115,38,36,30,74,104,0.3,0.29,0.25,0.595,0.845
36,Ryan Stone,C,BRN,17.99,104,34,43,26,77,103,0.33,0.42,0.25,0.75,0.995
37,Jeremy Jackson,RW,LET,20.313,65,44,32,26,76,102,0.68,0.49,0.4,1.17,1.57
38,Jake Riddle,LW,SEA/TRI/LET/SAS,19.9,137,50,29,23,79,102,0.36,0.21,0.17,0.57,0.74
39,Josh Gorges,D,KEL,18.586,116,22,32,47,54,101,0.19,0.28,0.415,0.47,0.885
40,Ian White,D,S.C,18.78,107,33,31,36,64,100,0.295,0.28,0.33,0.57,0.9
41,Lance Monych,RW,BRN,18.641,128,48,31,21,79,100,0.385,0.25,0.16,0.635,0.795
42,Cam Paddock,C,KEL,19.986,133,50,28,20,78,98,0.365,0.21,0.155,0.575,0.73
43,Jeremy Colliton,C,P.A,18.17,120,44,28,26,72,98,0.365,0.235,0.215,0.6,0.82
44,Matt Ellison,RW,RDR,18.771,72,40,36,20,76,96,0.56,0.5,0.28,1.06,1.33
45,Adam Taylor,C,KTN,18.726,144,33,30,31,63,94,0.225,0.205,0.215,0.44,0.65
46,Brooks Laich,C,SEA,19.231,60,41,31,22,72,94,0.68,0.52,0.37,1.2,1.57
47,Randall Gelech,RW,KEL,19.118,138,55,21,18,76,94,0.395,0.15,0.13,0.55,0.68
48,Mitch Bartley,LW,VAN,18.118,139,46,23,25,69,94,0.325,0.165,0.18,0.49,0.67
49,Simon Ferguson,RW,KEL/LET,19.944,135,42,28,23,70,93,0.31,0.21,0.17,0.52,0.69
50,David Bararuk,C,M.J,19.308,66,29,37,27,66,93,0.44,0.56,0.41,1.0,1.41
51,Tim Konsorada,RW,BRN,18.986,97,25,36,30,61,91,0.215,0.355,0.34,0.565,0.905
52,Aaron Richards,LW,S.C/M.J,18.546,146,37,27,27,64,91,0.255,0.185,0.185,0.435,0.625
53,Mike Wirll,C,LET/P.G,20.545,69,37,35,18,72,90,0.54,0.51,0.26,1.04,1.3
54,Kiel McLeod,C,KEL,19.71,68,39,28,23,67,90,0.57,0.41,0.34,0.99,1.32
55,Lee Zalasky,LW,M.J/CGY,19.112,139,36,35,19,71,90,0.265,0.26,0.135,0.52,0.655
56,Brandon Segal,RW,CGY,19.678,99,49,23,16,72,88,0.54,0.25,0.155,0.79,0.945
57,Paul Brown,C,KAM,18.652,126,32,30,25,62,87,0.25,0.235,0.195,0.485,0.685
58,Blake Robson,C,P.G,20.46,68,31,35,20,66,86,0.46,0.51,0.29,0.97,1.26
59,John Dahl,LW,SAS/S.C/EVT,19.766,134,42,28,16,70,86,0.315,0.205,0.115,0.525,0.645
60,Travis Young,D,BRN/P.A,20.204,129,17,32,36,49,85,0.13,0.25,0.285,0.38,0.66
61,Dale Mahovsky,C,KTN,18.173,143,30,34,20,64,84,0.21,0.235,0.14,0.445,0.585
62,Dustin Byfuglien,D,BRN/P.G,17.97,122,26,35,23,61,84,0.21,0.29,0.19,0.5,0.69
63,Brent Seabrook,D,LET,17.904,130,21,34,28,55,83,0.165,0.265,0.215,0.425,0.64
64,Derek Krestanovich,C,M.J/S.C,19.882,123,34,25,23,59,82,0.295,0.2,0.19,0.495,0.68
65,Reagan Leslie,D,BRN,20.108,123,14,34,33,48,81,0.115,0.275,0.27,0.39,0.66
66,Johnny Boychuk,D,M.J/CGY,19.156,129,26,26,29,52,81,0.2,0.2,0.22,0.4,0.625
67,Steve Regier,LW,M.H,18.54,133,36,30,15,66,81,0.265,0.215,0.11,0.485,0.585
68,Mike Green,D,SAS,17.426,131,20,35,26,55,81,0.16,0.265,0.2,0.425,0.62
69,Boyd Gordon,RW,RDR,18.908,56,33,19,29,52,81,0.59,0.34,0.52,0.93,1.45
70,Stephen Mann,D,SAS,19.55,80,24,24,32,48,80,0.31,0.325,0.35,0.635,0.985
71,Chad Wolkowski,C,POR/CGY/LET,19.843,102,34,31,15,65,80,0.3,0.305,0.145,0.605,0.75
72,David McDonald,LW,REG,19.848,116,32,32,15,64,79,0.275,0.275,0.13,0.55,0.68
73,Joffrey Lupul,C,M.H,18.979,50,41,24,13,65,78,0.82,0.48,0.26,1.3,1.56
74,Duncan Milroy,RW,KTN,19.601,61,34,26,18,60,78,0.56,0.43,0.3,0.98,1.28
75,Kyle Chipchura,C,P.A,17.07,127,24,28,26,52,78,0.185,0.22,0.2,0.41,0.615
76,Nick Tarnasky,C,KEL/LET,18.304,140,35,29,14,64,78,0.25,0.205,0.1,0.455,0.555
