,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Brad Moran,C,CGY,20.49,72,48,45,27,93,120,0.67,0.62,0.38,1.29,1.67
1,Pavel Brendl,RW,CGY,18.481,61,59,32,20,91,111,0.97,0.52,0.33,1.49,1.82
2,Radek Duda,RW,LET,20.63,69,42,38,26,80,106,0.61,0.55,0.38,1.16,1.54
3,Layne Ulmer,C,S.C,19.001,71,50,37,17,87,104,0.7,0.52,0.24,1.23,1.46
4,Justin Mapletoft,C,RDR,18.675,72,39,36,21,75,96,0.54,0.5,0.29,1.04,1.33
5,Tim Smith,LW,SPO,18.152,71,26,36,34,62,96,0.37,0.51,0.48,0.87,1.35
6,Trent Hunter,C,P.G,19.195,67,46,34,15,80,95,0.69,0.51,0.22,1.19,1.42
7,Mike G. Green,D,KTN,20.063,69,43,33,16,76,92,0.62,0.48,0.23,1.1,1.33
8,Zdenek Blatny,LW,KTN/SEA,18.667,68,47,21,23,68,91,0.69,0.31,0.34,1.0,1.34
9,Jeremy Reich,LW,S.C,20.592,72,33,34,24,67,91,0.46,0.47,0.33,0.93,1.26
10,Micki DuPont,D,KAM,19.417,70,26,32,30,58,88,0.37,0.46,0.43,0.83,1.26
11,Kris Beech,C,CGY,18.607,66,32,35,19,67,86,0.48,0.53,0.29,1.02,1.3
12,Nathan Barrett,C,LET,18.117,72,44,23,15,67,82,0.61,0.32,0.21,0.93,1.14
13,Alan Manness,RW,REG/SEA,20.113,76,29,34,19,63,82,0.38,0.45,0.25,0.83,1.08
14,Scott Hartnell,C,P.A,17.41,62,27,36,19,63,82,0.44,0.58,0.31,1.02,1.32
15,Jason Hegberg,LW,LET,20.682,72,35,32,14,67,81,0.49,0.44,0.19,0.93,1.12
16,Lawrence Nycholat,D,S.C,20.359,70,22,33,25,55,80,0.31,0.47,0.36,0.79,1.14
17,Brett Lysak,C,REG,18.757,70,38,23,17,61,78,0.54,0.33,0.24,0.87,1.11
18,Derek Schutz,C,SPO,20.532,65,32,32,12,64,76,0.49,0.49,0.18,0.98,1.17
19,Jarret Stoll,RW,KTN,17.227,71,37,27,11,64,75,0.52,0.38,0.15,0.9,1.06
20,Matt Kinch,D,CGY,19.576,62,14,37,24,51,75,0.23,0.6,0.39,0.82,1.21
21,Konstantin Panov,RW,KAM,19.212,64,43,19,11,62,73,0.67,0.3,0.17,0.97,1.14
22,Joey Bastien,RW,REG,19.59,69,37,27,9,64,73,0.54,0.39,0.13,0.93,1.06
23,Daniel Bohac,C,SPO,19.587,70,39,23,10,62,72,0.56,0.33,0.14,0.89,1.03
24,Justin Cox,RW,P.G,18.508,71,33,23,15,56,71,0.46,0.32,0.21,0.79,1.0
25,Roman Tvrdon,C,SPO,18.626,69,26,22,22,48,70,0.38,0.32,0.32,0.7,1.01
