,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cape Breton Screaming Eagles,630,352,55.576,2224,1862,362,53.821,21117,19269,1848,10.286,0.904,100.615
1,Quebec Remparts,630,350,55.727,2407,2051,356,51.26,21111,19586,1525,12.383,0.898,102.127
2,Moncton Wildcats,630,347,59.272,2232,1863,369,52.989,20722,19561,1161,10.856,0.916,102.429
3,Shawinigan Cataractes,630,314,51.576,2207,2080,127,50.806,19416,19337,79,10.567,0.898,100.4
4,Rouyn-Noranda Huskies,630,311,52.766,2341,2261,80,53.102,20178,19523,655,11.446,0.883,99.702
5,Chicoutimi Sagueneens,630,304,45.996,2176,2113,63,46.945,19108,19694,-586,10.648,0.886,99.296
6,Drummondville Voltigeurs,630,300,58.404,2210,2179,31,58.447,20522,19409,1113,11.054,0.89,100.006
7,Halifax Mooseheads,630,285,41.569,2131,2194,-63,48.906,20420,19433,987,9.184,0.879,97.07
8,Baie-Comeau Drakkar,630,282,42.413,2191,2366,-175,46.434,19381,20529,-1148,10.425,0.878,98.17
9,Acadie-Bathurst Titan,630,280,44.639,2126,2226,-100,45.727,20047,20150,-103,10.474,0.892,99.584
10,Victoriaville Tigres,630,280,53.49,2149,2290,-141,50.695,20160,21101,-941,11.173,0.901,101.236
11,Gatineau Olympiques,486,261,51.143,1784,1549,235,50.66,15020,14222,798,11.35,0.89,100.408
12,Val-d'Or Foreurs,630,257,42.328,1996,2301,-305,45.993,19156,20108,-952,10.384,0.881,98.42
13,Rimouski Oceanic,630,254,48.855,2216,2567,-351,49.838,20136,21381,-1245,11.53,0.88,99.518
14,Lewiston MAINEiacs,486,225,43.996,1578,1604,-26,47.145,15723,14932,791,9.898,0.887,98.547
15,PEI Rocket,486,208,48.744,1622,1735,-113,46.545,14655,16289,-1634,10.572,0.902,100.774
16,Saint John Sea Dogs,346,136,54.181,1152,1304,-152,51.347,10721,11646,-925,11.231,0.902,101.347
17,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
18,Hull Olympiques,144,74,51.065,496,475,21,49.655,4097,4152,-55,11.785,0.888,100.59
19,Sherbrooke Castors,144,64,48.7,468,498,-30,47.665,4346,4785,-439,10.6,0.898,100.385
20,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
21,Montreal Rocket,144,61,47.21,454,504,-50,49.575,4520,4597,-77,9.845,0.892,99.065
