,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,536,287,57.971,1834,1449,385,52.092,17062,16262,800,10.76,0.914,102.126
1,Lincoln Stars,536,262,49.183,1739,1592,147,50.018,17147,16163,984,9.61,0.903,99.875
2,Waterloo Black Hawks,529,257,49.982,1720,1554,166,51.166,17371,15138,2233,9.654,0.9,99.642
3,Sioux Falls Stampede,531,241,53.706,1637,1653,-16,51.981,15728,17001,-1273,10.256,0.904,100.601
4,Omaha Lancers,417,233,56.746,1435,1103,332,52.248,13231,11647,1584,10.363,0.914,101.734
5,Green Bay Gamblers,536,229,57.078,1539,1614,-75,52.99,16132,16298,-166,9.826,0.916,101.39
6,Tri-City Storm,534,219,41.932,1521,1694,-173,47.264,16025,15229,796,8.248,0.897,97.938
7,Indiana Ice,416,199,55.533,1384,1347,37,51.011,12745,12893,-148,11.105,0.909,101.97
8,Sioux City Musketeers,452,191,49.393,1396,1362,34,50.56,14126,14207,-81,9.473,0.902,99.69
9,Chicago Steel,537,184,37.843,1503,1894,-391,45.376,15778,17883,-2105,8.383,0.886,96.929
10,Des Moines Buccaneers,536,179,45.89,1633,1924,-291,48.43,17074,18311,-1237,9.354,0.896,98.964
11,Fargo Force,180,93,53.05,582,518,64,52.868,5461,5007,454,9.795,0.902,99.947
12,River City Lancers,117,69,55.77,370,293,77,55.675,3875,3096,779,9.235,0.909,100.115
13,Team USA,120,48,48.735,361,381,-20,45.79,3397,4026,-629,10.41,0.908,101.205
14,Youngstown Phantoms,120,37,42.72,331,446,-115,47.39,3450,3830,-380,9.45,0.886,98.04
15,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
16,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
17,Dubuque Fighting Saints,60,33,56.51,191,147,44,52.32,1803,1643,160,10.34,0.914,101.73
18,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
19,Topeka Scarecrows,47,24,53.5,153,133,20,55.43,1496,1203,293,10.17,0.89,99.19
20,Muskegon Lumberjacks,60,17,43.9,180,230,-50,45.96,1736,2041,-305,10.21,0.89,99.25
21,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
