,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,364,199,48.358,1205,989,216,47.731,11162,10688,474,9.813,0.906,100.411
1,Omaha Lancers,364,191,54.563,1176,938,238,51.303,10874,10486,388,10.25,0.91,101.234
2,Waterloo Black Hawks,364,184,54.52,1291,1127,164,54.418,12498,11055,1443,9.506,0.904,99.906
3,Sioux Falls Stampede,364,180,51.908,1161,1080,81,52.632,11604,10609,995,9.885,0.902,100.036
4,Cedar Rapids RoughRiders,364,177,53.323,1185,1040,145,48.62,10580,10883,-303,10.706,0.91,101.632
5,Dubuque Fighting Saints,304,174,55.561,1026,807,219,55.303,9732,8047,1685,9.678,0.902,99.89
6,Sioux City Musketeers,364,162,55.019,1112,1037,75,50.804,11084,10769,315,10.23,0.914,101.584
7,Indiana Ice,304,159,55.577,1061,910,151,53.066,9654,9207,447,10.659,0.903,100.986
8,Fargo Force,364,153,43.564,1061,1122,-61,45.731,10946,11491,-545,8.3,0.909,99.214
9,Youngstown Phantoms,364,147,52.114,1137,1228,-91,50.653,10800,11306,-506,10.564,0.901,100.632
10,Lincoln Stars,364,144,42.841,1070,1208,-138,47.23,11441,11323,118,8.841,0.895,98.362
11,Team USA,364,142,49.177,1176,1263,-87,50.31,11122,11043,79,11.071,0.884,99.462
12,Tri-City Storm,364,133,49.287,996,1194,-198,51.154,11211,11832,-621,8.881,0.906,99.46
13,Chicago Steel,364,130,47.03,999,1275,-276,48.774,10799,12225,-1426,9.201,0.902,99.342
14,Des Moines Buccaneers,364,114,44.317,1027,1277,-250,46.881,11032,12415,-1383,8.763,0.904,99.161
15,Muskegon Lumberjacks,304,114,48.488,885,1021,-136,48.183,9203,10248,-1045,9.096,0.91,100.056
16,Bloomington Thunder,60,26,48.3,170,182,-12,52.84,1909,1704,205,8.52,0.896,98.16
17,Madison Capitols,60,20,44.68,168,208,-40,46.07,1878,2198,-320,8.7,0.909,99.61
