,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kelowna Rockets,288,188,58.216,1152,784,368,53.816,9866,8542,1324,11.128,0.906,101.727
1,Victoria Royals,288,162,55.485,990,777,213,50.091,8956,8895,61,10.649,0.914,102.016
2,Portland Winterhawks,288,162,53.198,1122,916,206,51.28,10339,9706,633,10.061,0.906,100.631
3,Medicine Hat Tigers,288,159,54.17,1090,939,151,55.311,10716,8808,1908,10.305,0.892,99.525
4,Brandon Wheat Kings,288,155,53.052,1141,920,221,51.118,10103,9189,914,10.425,0.905,100.882
5,Everett Silvertips,288,154,55.162,861,731,130,52.769,8664,7793,871,9.556,0.914,100.881
6,Calgary Hitmen,288,152,49.352,1024,899,125,52.499,9423,8348,1075,9.96,0.886,98.522
7,Seattle Thunderbirds,288,151,53.78,918,831,87,52.621,9068,8572,496,9.926,0.906,100.459
8,Regina Pats,288,150,56.551,1102,934,168,54.14,10289,9226,1063,10.683,0.904,101.028
9,Red Deer Rebels,288,137,50.74,942,898,44,50.04,9135,9343,-208,9.949,0.904,100.306
10,Edmonton Oil Kings,288,128,45.34,889,907,-18,51.935,9886,8482,1404,8.402,0.89,97.432
11,Spokane Chiefs,288,126,48.067,913,947,-34,51.034,9018,8558,460,9.918,0.888,98.68
12,Prince George Cougars,288,125,51.565,939,1013,-74,51.614,9487,9411,76,9.624,0.904,99.962
13,Tri-City Americans,288,124,48.862,864,961,-97,46.293,8118,9602,-1484,11.239,0.901,101.332
14,Swift Current Broncos,288,123,48.896,893,943,-50,48.44,9372,9865,-493,9.599,0.906,100.204
15,Moose Jaw Warriors,288,123,50.552,919,996,-77,47.78,8921,9815,-894,10.374,0.908,101.169
16,Prince Albert Raiders,288,113,44.714,866,1014,-148,48.192,9191,9559,-368,8.988,0.898,98.776
17,Lethbridge Hurricanes,288,113,49.879,948,1123,-175,46.694,8590,10609,-2019,11.326,0.902,101.445
18,Kamloops Blazers,288,112,50.982,859,965,-106,48.292,9053,9823,-770,9.63,0.913,100.926
19,Vancouver Giants,288,95,41.095,798,1055,-257,46.872,8790,9169,-379,8.996,0.888,97.724
20,Saskatoon Blades,288,85,41.664,807,1183,-376,45.739,8565,10492,-1927,9.101,0.892,98.269
21,Kootenay Ice,144,68,51.22,472,451,21,49.58,4556,4633,-77,9.935,0.906,100.48
22,Kootenay ICE,144,23,33.54,329,651,-322,41.185,3902,5568,-1666,8.26,0.886,96.8
