,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Saskatoon Blades,216,139,57.677,839,627,212,53.052,7243,6438,805,11.468,0.905,101.932
1,Tri-City Americans,216,129,57.365,810,593,217,53.808,7490,6370,1120,10.755,0.908,101.53
2,Spokane Chiefs,216,129,60.83,784,510,274,56.172,7599,6232,1367,10.07,0.915,101.583
3,Vancouver Giants,216,126,55.308,815,603,212,55.245,7482,5740,1742,10.585,0.894,100.015
4,Brandon Wheat Kings,216,123,55.25,890,686,204,53.335,7336,6349,987,11.668,0.892,100.838
5,Calgary Hitmen,216,122,51.202,761,602,159,51.415,6747,5977,770,10.22,0.899,100.075
6,Kelowna Rockets,216,111,54.452,717,596,121,51.457,6821,6165,656,10.37,0.908,101.11
7,Kootenay Ice,216,109,53.61,729,645,84,53.778,7032,6131,901,10.165,0.898,99.865
8,Medicine Hat Tigers,216,108,54.998,775,658,117,49.49,6490,6571,-81,11.572,0.906,102.145
9,Red Deer Rebels,216,97,53.615,627,613,14,52.468,6725,6290,435,9.465,0.911,100.535
10,Swift Current Broncos,216,96,46.438,661,705,-44,47.948,6511,6929,-418,9.405,0.9,99.362
11,Everett Silvertips,216,89,47.125,591,644,-53,47.022,6457,7224,-767,8.61,0.915,100.062
12,Portland Winterhawks,144,88,54.76,563,464,99,51.52,5304,4990,314,10.19,0.908,100.995
13,Prince Albert Raiders,216,84,46.778,700,796,-96,49.035,7242,7600,-358,9.478,0.897,99.142
14,Moose Jaw Warriors,216,83,46.688,677,826,-149,48.448,6542,7096,-554,10.038,0.891,99.045
15,Kamloops Blazers,216,82,44.652,686,834,-148,47.128,6476,7534,-1058,10.093,0.89,99.08
16,Chilliwack Bruins,216,74,44.573,586,747,-161,44.555,5994,7335,-1341,9.95,0.902,100.08
17,Edmonton Oil Kings,216,72,45.33,605,770,-165,50.272,6550,6764,-214,9.24,0.89,98.215
18,Seattle Thunderbirds,216,72,43.442,580,739,-159,45.715,6525,7589,-1064,8.508,0.906,99.115
19,Lethbridge Hurricanes,216,68,42.795,600,785,-185,45.683,5986,7079,-1093,9.675,0.891,98.73
20,Regina Pats,216,64,43.385,674,843,-169,47.27,6663,7272,-609,9.845,0.887,98.515
21,Prince George Cougars,216,61,42.802,609,882,-273,47.4,6415,7420,-1005,9.615,0.886,98.18
22,Portland Winter Hawks,72,18,37.96,175,286,-111,44.12,2007,2542,-535,8.49,0.891,97.63
