,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Tyler  Toffoli,RW,OTT,18.393,68,57,36,15,93,108,0.84,0.53,0.22,1.37,1.59
1,Jason Akeson,RW,KIT,20.285,67,24,53,31,77,108,0.36,0.79,0.46,1.15,1.61
2,Ryan Strome,C,NIAG,17.18,65,33,39,34,72,106,0.51,0.6,0.52,1.11,1.63
3,Nail Yakupov,RW,SAR,16.942,65,49,34,18,83,101,0.75,0.52,0.28,1.28,1.55
4,Ryan Ellis,D,WSR,19.699,58,24,47,30,71,101,0.41,0.81,0.52,1.22,1.74
5,Christian Thomas,RW,OSH,18.306,66,54,27,18,81,99,0.82,0.41,0.27,1.23,1.5
6,Taylor Beck,RW,GUE,19.343,62,42,29,24,71,95,0.68,0.47,0.39,1.15,1.53
7,Greg McKegg,C,ER,18.245,66,49,27,16,76,92,0.74,0.41,0.24,1.15,1.39
8,Michael Latta,C,GUE,19.31,68,34,35,20,69,89,0.5,0.51,0.29,1.01,1.31
9,Shane Prince,LW,OTT,17.829,59,25,38,25,63,88,0.42,0.64,0.42,1.07,1.49
10,Peter Holland,C,GUE,19.669,67,37,32,19,69,88,0.55,0.48,0.28,1.03,1.31
11,Colin Behenna,C,BAR,19.278,67,33,33,22,66,88,0.49,0.49,0.33,0.99,1.31
12,Kale Kerbashian,LW,SAR,20.441,68,37,39,12,76,88,0.54,0.57,0.18,1.12,1.29
13,Joey Hishon,C,OS,18.905,50,37,35,15,72,87,0.74,0.7,0.3,1.44,1.74
14,Justin Shugg,RW,MISS,18.727,66,41,31,14,72,86,0.62,0.47,0.21,1.09,1.3
15,Garrett Wilson,LW,OS,19.502,66,40,27,19,67,86,0.61,0.41,0.29,1.02,1.3
16,Brett  Thompson,C,ER/SSM,19.623,67,44,22,18,66,84,0.66,0.33,0.27,0.99,1.25
17,Freddie Hamilton,RW,NIAG,18.705,68,38,33,12,71,83,0.56,0.49,0.18,1.04,1.22
18,Alex Galchenyuk,C,SAR,16.589,68,31,34,18,65,83,0.46,0.5,0.26,0.96,1.22
19,Ryan Martindale,C,OTT,18.886,65,34,30,19,64,83,0.52,0.46,0.29,0.98,1.28
20,Michael Sgarbossa,C,SBY/SAG,18.141,63,36,31,15,67,82,0.57,0.49,0.24,1.06,1.3
21,Phil Varone,C,ER/LDN,19.781,59,34,30,18,64,82,0.58,0.51,0.31,1.08,1.39
22,Ryan  Spooner,C,PBO/KGN,18.626,64,35,28,18,63,81,0.55,0.44,0.28,0.98,1.27
23,Ryan Murphy,D,KIT,17.46,63,26,25,28,51,79,0.41,0.4,0.44,0.81,1.25
24,Anthony Luciani,RW,ER,20.343,54,29,32,17,61,78,0.54,0.59,0.31,1.13,1.44
