,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Justin Azevedo,C,KIT,19.456,67,43,46,35,89,124,0.64,0.69,0.52,1.33,1.85
1,Brett MacLean,LW,OSH,18.725,61,61,35,23,96,119,1.0,0.57,0.38,1.57,1.95
2,John Tavares,C,OSH,16.986,59,40,44,34,84,118,0.68,0.75,0.58,1.42,2.0
3,Luca Caputi,LW,NIAG,18.955,66,51,46,14,97,111,0.77,0.7,0.21,1.47,1.68
4,Steven Stamkos,C,SAR,17.602,61,58,29,18,87,105,0.95,0.48,0.3,1.43,1.72
5,Chris Terry,C,PLY,18.44,68,44,29,28,73,101,0.65,0.43,0.41,1.07,1.49
6,Jack Combs,C,SAG,19.636,67,42,26,32,68,100,0.63,0.39,0.48,1.01,1.49
7,Michael Swift,C,NIAG,20.474,68,38,35,27,73,100,0.56,0.51,0.4,1.07,1.47
8,Dustin Jeffrey,C,SSM,19.549,56,38,39,20,77,97,0.68,0.7,0.36,1.38,1.73
9,Joshua Bailey,C,WSR,17.952,67,29,45,22,74,96,0.43,0.67,0.33,1.1,1.43
10,Justin DiBenedetto,LW,SAR,19.056,58,39,38,16,77,93,0.67,0.66,0.28,1.33,1.6
11,John Hughes,RW,BRA,19.691,68,28,42,21,70,91,0.41,0.62,0.31,1.03,1.34
12,Patrick  Maroon,LW,LDN,19.395,64,35,42,13,77,90,0.55,0.66,0.2,1.2,1.41
13,Matt Beleskey,LW,BELV,19.272,62,41,29,20,70,90,0.66,0.47,0.32,1.13,1.45
14,Ryan McDonough,C,SAG,19.702,66,45,31,13,76,89,0.68,0.47,0.2,1.15,1.35
15,Bradley Snetsinger,LW,WSR,20.438,68,37,28,24,65,89,0.54,0.41,0.35,0.96,1.31
16,Cody Hodgson,C,BRA,17.572,68,40,25,20,65,85,0.59,0.37,0.29,0.96,1.25
17,Taylor Hall,LW,WSR,15.836,63,45,19,20,64,84,0.71,0.3,0.32,1.02,1.33
18,Justin Hodgman,C,ER,19.217,64,37,26,17,63,80,0.58,0.41,0.27,0.98,1.25
19,Adam Perry,LW,BELV/LDN,20.674,68,32,30,18,62,80,0.47,0.44,0.26,0.91,1.18
20,Shawn Matthias,C,BELV,19.571,53,32,30,17,62,79,0.6,0.57,0.32,1.17,1.49
21,Bryan Cameron,RW,BELV,18.552,68,41,26,11,67,78,0.6,0.38,0.16,0.99,1.15
22,Patrick Asselin,RW,OSH/SAG,20.206,63,41,23,14,64,78,0.65,0.37,0.22,1.02,1.24
23,Nathan Moon,C,KGN,17.695,68,35,25,17,60,77,0.51,0.37,0.25,0.88,1.13
24,Wayne Simmonds,RW,SSM/OS,19.053,60,33,29,13,62,75,0.55,0.48,0.22,1.03,1.25
25,Andrew Fournier,C,PLY,19.861,64,35,24,16,59,75,0.55,0.38,0.25,0.92,1.17
26,Kaspars Daugavins,LW,MISS,19.327,62,40,13,21,53,74,0.65,0.21,0.34,0.85,1.19
27,Mikkel Boedker,RW,KIT,17.747,62,29,28,16,57,73,0.47,0.45,0.26,0.92,1.18
28,Nick Spaling,LW,KIT,18.987,56,38,18,16,56,72,0.68,0.32,0.29,1.0,1.29
29,Ryan Wilson,D,SAR,20.614,58,7,28,36,35,71,0.12,0.48,0.62,0.6,1.22
30,Bobby Sanguinetti,D,BRA,19.543,61,29,27,14,56,70,0.48,0.44,0.23,0.92,1.15
31,Tomas Zaborsky,LW,SAG,19.836,68,31,21,18,52,70,0.46,0.31,0.26,0.76,1.03
32,Vladimir Nikiforov,RW,SAR/BAR,19.94,51,25,23,19,48,67,0.49,0.45,0.37,0.94,1.31
33,Greg Nemisz,RW,WSR,17.279,68,34,22,11,56,67,0.5,0.32,0.16,0.82,0.99
34,Zack Torquato,C,ER,18.27,66,25,27,15,52,67,0.38,0.41,0.23,0.79,1.02
35,Matt Kang,LW,KGN,18.848,66,30,21,15,51,66,0.45,0.32,0.23,0.77,1.0
36,Brett Parnham,C,OSH,18.623,68,32,21,13,53,66,0.47,0.31,0.19,0.78,0.97
37,Nazem Kadri,C,KIT,16.942,68,25,27,13,52,65,0.37,0.4,0.19,0.76,0.96
38,Chris MacKinnon,LW,SSM/OS,18.191,64,25,25,15,50,65,0.39,0.39,0.23,0.78,1.02
39,Jan Mursak,C,BELV/SAG,19.653,57,17,26,21,43,64,0.3,0.46,0.37,0.75,1.12
40,Luke Lynes,LW,BRA,19.798,68,21,29,14,50,64,0.31,0.43,0.21,0.74,0.94
41,Michael Del Zotto,D,OSH,17.227,64,16,26,21,42,63,0.25,0.41,0.33,0.66,0.98
42,Ryan Ellis,D,WSR,16.698,63,15,27,21,42,63,0.24,0.43,0.33,0.67,1.0
43,Jordan Foreman,C,NIAG,20.69,65,28,19,15,47,62,0.43,0.29,0.23,0.72,0.95
44,Jadran Beljo,LW,LDN,20.553,53,33,14,15,47,62,0.62,0.26,0.28,0.89,1.17
45,Akim Aliu,RW,LDN,18.393,60,28,13,20,41,61,0.47,0.22,0.33,0.68,1.02
46,Cory Emmerton,LW,BRA/KGN,19.289,54,25,17,19,42,61,0.46,0.31,0.35,0.78,1.13
47,Zach Bogosian,D,PBO,17.169,60,11,31,19,42,61,0.18,0.52,0.32,0.7,1.02
48,Phil Varone,C,KIT/LDN,16.781,67,15,25,21,40,61,0.22,0.37,0.31,0.6,0.91
49,Dale Mitchell,RW,OSH,18.434,63,24,23,13,47,60,0.38,0.37,0.21,0.75,0.95
50,Brandon Buck,LW,GUE,19.08,59,29,22,9,51,60,0.49,0.37,0.15,0.86,1.02
51,Eric Tangradi,LW,BELV,18.593,56,24,14,22,38,60,0.43,0.25,0.39,0.68,1.07
52,Rafael Rotter,C,GUE,20.255,68,13,27,19,40,59,0.19,0.4,0.28,0.59,0.87
53,Matt Halischuk,RW,KIT,19.289,40,13,21,25,34,59,0.33,0.53,0.62,0.85,1.48
54,Patrik Lusnak,LW,SBY,18.856,58,20,22,17,42,59,0.34,0.38,0.29,0.72,1.02
55,Logan Couture,C,OTT,18.467,51,21,26,11,47,58,0.41,0.51,0.22,0.92,1.14
56,Jamie McGinn,LW,OTT,19.111,51,29,19,10,48,58,0.57,0.37,0.2,0.94,1.14
57,Matthew Lyall,C,SSM,19.601,67,21,24,12,45,57,0.31,0.36,0.18,0.67,0.85
58,Kevin Baker,C,OSH/SBY,20.471,69,27,25,5,52,57,0.39,0.36,0.07,0.75,0.83
59,John Armstrong,C,PBO,19.551,65,21,20,16,41,57,0.32,0.31,0.25,0.63,0.88
60,Devin DiDiomete,LW,SAR,19.352,56,23,20,13,43,56,0.41,0.36,0.23,0.77,1.0
61,Robby Mignardi,RW,KGN,17.216,66,19,27,10,46,56,0.29,0.41,0.15,0.7,0.85
62,Justin Taylor,LW,LDN,18.599,68,26,19,10,45,55,0.38,0.28,0.15,0.66,0.81
63,AJ Jenks,C,PLY,17.219,68,26,13,16,39,55,0.38,0.19,0.24,0.57,0.81
64,Yannick Weber,D,KIT,18.976,59,20,14,21,34,55,0.34,0.24,0.36,0.58,0.93
65,Alex Hutchings,RW,BAR,16.855,68,29,14,11,43,54,0.43,0.21,0.16,0.63,0.79
66,Matt Carter,LW,OS,20.072,61,30,14,10,44,54,0.49,0.23,0.16,0.72,0.89
67,Mike Duco,LW,KIT,20.189,62,32,16,6,48,54,0.52,0.26,0.1,0.77,0.87
68,Matt Caria,C,SSM/MISS,19.08,46,22,17,14,39,53,0.48,0.37,0.3,0.85,1.15
