,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Joachim Blichfeld,LW,POR,20.165,60,51,27,25,78,103,0.85,0.45,0.42,1.3,1.72
1,Tristin Langan,LW,MJ,19.751,56,44,33,15,77,92,0.79,0.59,0.27,1.38,1.64
2,Trey Fix-Wolansky,RW,EDM,19.308,57,30,38,21,68,89,0.53,0.67,0.37,1.19,1.56
3,Stelio Mattheos,C,BDN,19.256,56,40,29,20,69,89,0.71,0.52,0.36,1.23,1.59
4,Brandon Hagel,LW,RD,20.052,57,34,36,15,70,85,0.6,0.63,0.26,1.23,1.49
5,Justin Almeida,C,MJ,19.606,53,24,34,26,58,84,0.45,0.64,0.49,1.09,1.58
6,Nick Henry,RW,LET/REG,19.201,60,23,39,19,62,81,0.38,0.65,0.32,1.03,1.35
7,Brett Leason,RW,PA,19.379,47,33,37,11,70,81,0.7,0.79,0.23,1.49,1.72
8,Noah Gregor,C,PA,20.135,55,37,29,14,66,80,0.67,0.53,0.25,1.2,1.45
9,Connor Dewar,C,EVT,19.223,52,35,20,18,55,73,0.67,0.38,0.35,1.06,1.4
10,Dylan Cozens,C,LET,17.597,59,29,23,19,52,71,0.49,0.39,0.32,0.88,1.2
11,Mark Kastelic,C,CGY,19.516,58,43,18,8,61,69,0.74,0.31,0.14,1.05,1.19
12,Luka Burzan,C,BDN,18.689,59,36,24,9,60,69,0.61,0.41,0.15,1.02,1.17
13,Cody Glass,C,POR,19.458,38,15,40,14,55,69,0.39,1.05,0.37,1.45,1.82
14,Jordy Bellerive,C,LET,19.373,59,26,23,19,49,68,0.44,0.39,0.32,0.83,1.15
15,James Hamblin,C,MH,19.387,60,31,21,16,52,68,0.52,0.35,0.27,0.87,1.13
16,Parker AuCoin,LW,TC,20.129,58,36,22,9,58,67,0.62,0.38,0.16,1.0,1.16
17,Dawson Davidson,D,SAS,20.441,60,11,30,26,41,67,0.18,0.5,0.43,0.68,1.12
18,Jake Leschyshyn,C,LET/REG,19.519,59,35,18,14,53,67,0.59,0.31,0.24,0.9,1.14
19,Brayden Tracey,LW,MJ,17.301,57,30,16,20,46,66,0.53,0.28,0.35,0.81,1.16
20,Cole Fonstad,LW,PA,18.393,60,27,20,19,47,66,0.45,0.33,0.32,0.78,1.1
21,Max Gerlach,RW,SAS,20.449,60,37,16,12,53,65,0.62,0.27,0.2,0.88,1.08
22,James Malm,C,VAN/CGY,19.226,55,26,23,15,49,64,0.47,0.42,0.27,0.89,1.16
23,Josh Brook,D,MJ,19.247,48,15,30,19,45,64,0.31,0.62,0.4,0.94,1.33
24,Davis Koch,RW,VAN,20.258,58,24,27,12,51,63,0.41,0.47,0.21,0.88,1.09
25,Matthew Wedman,C,SEA,19.31,58,32,18,13,50,63,0.55,0.31,0.22,0.86,1.09
26,Bryce Kindopp,RW,EVT,19.256,60,36,21,6,57,63,0.6,0.35,0.1,0.95,1.05
27,Jake Elmer,RW,LET,19.707,59,31,19,12,50,62,0.53,0.32,0.2,0.85,1.05
28,Zack Andrusiak,LW,EVT/SEA,20.184,56,37,17,8,54,62,0.66,0.3,0.14,0.96,1.11
29,Kirby Dach,C,SAS,17.649,54,22,26,13,48,61,0.41,0.48,0.24,0.89,1.13
30,Peyton Krebs,LW,KTN,17.635,55,19,25,17,44,61,0.35,0.45,0.31,0.8,1.11
31,Noah Philp,C,SEA,20.041,48,20,23,18,43,61,0.42,0.48,0.38,0.9,1.27
32,Ty Smith,D,SPO,18.478,48,6,22,32,28,60,0.12,0.46,0.67,0.58,1.25
33,Riley Woods,LW,SPO,20.225,55,29,23,8,52,60,0.53,0.42,0.15,0.95,1.09
34,Dante Hannoun,C,PA/VIC,20.121,50,27,28,5,55,60,0.54,0.56,0.1,1.1,1.2
35,Kyle Olson,C,TC,19.486,53,21,19,20,40,60,0.4,0.36,0.38,0.75,1.13
36,Kyle Topping,C,KEL,18.826,60,21,24,15,45,60,0.35,0.4,0.25,0.75,1.0
37,Ryan Hughes,C,SAS/POR,19.138,53,24,19,16,43,59,0.45,0.36,0.3,0.81,1.11
38,Gary Haden,C,MH/SAS,19.644,56,28,24,7,52,59,0.5,0.43,0.12,0.93,1.05
39,Taylor Ross,LW,LET,20.567,59,30,15,14,45,59,0.51,0.25,0.24,0.76,1.0
40,Eli Zummack,C,SPO,18.484,51,14,32,13,46,59,0.27,0.63,0.25,0.9,1.16
41,Bowen Byram,D,VAN,17.257,58,21,16,21,37,58,0.36,0.28,0.36,0.64,1.0
42,Leif Mattson,RW,KEL,19.149,60,21,20,17,41,58,0.35,0.33,0.28,0.68,0.97
43,Parker Kelly,C,PA,19.341,59,30,18,10,48,58,0.51,0.31,0.17,0.81,0.98
44,Calen Addison,D,LET,18.429,58,11,24,22,35,57,0.19,0.41,0.38,0.6,0.98
45,Zane Franklin,RW,KAM,19.694,57,26,18,11,44,55,0.46,0.32,0.19,0.77,0.96
46,Ryan Jevne,LW,MH,20.438,57,26,16,13,42,55,0.46,0.28,0.23,0.74,0.96
47,Sean Montgomery,C,PA,20.526,59,27,14,14,41,55,0.46,0.24,0.24,0.69,0.93
48,Nolan Yaremko,LW,TC,20.332,58,23,16,15,39,54,0.4,0.28,0.26,0.67,0.93
49,Kaden Elder,C,SC/CGY,20.501,60,24,20,9,44,53,0.4,0.33,0.15,0.73,0.88
50,Nolan Foote,LW,KEL,17.794,58,31,14,7,45,52,0.53,0.24,0.12,0.78,0.9
