,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,864,507,62.656,3131,2434,697,56.741,26908,23503,3405,11.724,0.91,102.688
1,Brandon Wheat Kings,864,474,55.416,3081,2708,373,52.888,27340,25372,1968,11.463,0.896,101.06
2,Kelowna Rockets,864,466,55.698,2859,2510,349,54.121,26539,23644,2895,10.772,0.899,100.679
3,Swift Current Broncos,864,460,51.855,2785,2562,223,48.829,26307,25368,939,10.77,0.904,101.174
4,Kootenay Ice,792,455,52.114,2651,2238,413,52.902,24547,22628,1919,9.425,0.903,99.67
5,Kamloops Blazers,864,443,46.653,2789,2732,57,47.077,25862,26629,-767,10.78,0.892,99.912
6,Red Deer Rebels,864,427,41.584,2667,2599,68,47.944,25774,25068,706,8.162,0.895,97.622
7,Spokane Chiefs,864,426,58.812,2727,2585,142,52.56,27311,24803,2508,9.685,0.923,101.996
8,Seattle Thunderbirds,864,423,51.932,2837,2701,136,51.97,27285,26697,588,9.444,0.904,99.774
9,Tri-City Americans,864,405,57.074,2834,2922,-88,53.246,26445,27078,-633,10.24,0.912,101.422
10,Lethbridge Hurricanes,864,400,51.724,2733,2748,-15,50.237,24465,24395,70,10.886,0.897,100.551
11,Medicine Hat Tigers,864,398,53.662,2919,3035,-116,51.759,26273,26821,-548,10.933,0.898,100.744
12,Regina Pats,864,394,47.615,2701,2893,-192,49.067,25036,26717,-1681,9.983,0.896,99.545
13,Prince George Cougars,864,388,40.591,2725,2983,-258,45.302,26992,27844,-852,8.983,0.89,97.981
14,Moose Jaw Warriors,864,384,43.046,2825,3020,-195,46.882,26329,28324,-1995,10.01,0.88,98.034
15,Saskatoon Blades,864,358,52.228,2533,2919,-386,49.54,24849,27741,-2892,10.57,0.906,101.158
16,Portland Winter Hawks,864,349,36.016,2495,3074,-579,43.242,25724,28236,-2512,8.123,0.89,97.208
17,Prince Albert Raiders,864,338,44.881,2530,3058,-528,45.592,25253,27729,-2476,10.094,0.897,99.721
18,Vancouver Giants,576,306,64.695,1901,1641,260,61.693,18160,15614,2546,10.429,0.908,101.272
19,Everett Silvertips,432,210,48.714,1144,1048,96,47.434,11568,12363,-795,9.489,0.91,100.562
20,Chilliwack Bruins,216,58,39.355,515,755,-240,44.35,5613,6867,-1254,8.753,0.894,98.088
21,Edmonton Oil Kings,144,46,41.995,348,479,-131,45.73,3868,4597,-729,8.84,0.9,98.77
22,Edmonton Ice,72,18,42.46,242,328,-86,45.79,2228,2638,-410,10.78,0.877,98.48
