,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Ty Rattie,RW,POR,18.734,259,150,111,86,261,347,0.68,0.505,0.364,1.182,1.546
1,Brendan Ranford,LW,KAM,19.494,279,124,129,77,253,330,0.411,0.496,0.316,0.906,1.223
2,Justin Feser,C,T.C,19.256,288,143,99,83,242,325,0.54,0.418,0.305,0.96,1.258
3,Michael St. Croix,C,EDM,18.558,278,127,137,54,264,318,0.494,0.522,0.206,1.025,1.23
4,Jordan Weal,C,REG,18.668,214,119,117,78,236,314,0.568,0.552,0.4,1.118,1.518
5,Brendan Shinnimin,C,T.C,19.938,199,119,113,80,232,312,0.66,0.59,0.415,1.248,1.662
6,Brendan Leipsic,LW,POR,18.452,261,132,113,57,245,302,0.589,0.534,0.25,1.121,1.372
7,Mitch Holmberg,RW,SPO,19.584,314,147,99,50,246,296,0.65,0.44,0.185,1.089,1.274
8,Josh Nicholls,RW,SAS,19.51,269,129,95,64,224,288,0.556,0.334,0.246,0.89,1.141
9,Myles Bell,RW,REG/KEL,19.137,319,113,93,68,206,274,0.495,0.331,0.229,0.825,1.054
10,Nicolas Petan,C,POR,17.611,198,95,108,66,203,269,0.471,0.6,0.364,1.071,1.43
11,Brady Brassart,C,SPO/CAL,19.314,323,112,88,69,200,269,0.448,0.333,0.278,0.78,1.058
12,Shane McColgan,C,KEL/SAS/POR,19.767,287,83,96,89,179,268,0.144,0.334,0.152,0.474,0.626
13,Colin Smith,C,KAM,18.364,264,102,101,64,203,267,0.456,0.451,0.279,0.906,1.184
14,Adam Hughesman,LW,T.C,19.796,203,107,94,60,201,261,0.57,0.48,0.318,1.05,1.368
15,Brenden Kichton,D,SPO,19.368,276,66,112,81,178,259,0.268,0.474,0.312,0.739,1.052
16,Mark Stone,RW,BDN,18.591,176,89,113,55,202,257,0.51,0.652,0.322,1.162,1.482
17,Curtis Valk,C,M.H,19.663,270,125,80,50,205,255,0.541,0.32,0.214,0.862,1.082
18,Dylan Wruck,LW,EDM,19.103,258,86,94,75,180,255,0.319,0.412,0.356,0.738,1.094
