"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Domenico Commisso","C","OSH","18.571","68","1","0","0","1","1","4","25.0","0.01","0.0","0.0","0.01","0.01","0.06","0.75","0.01","0","1","0.0","1","2","50.0","0","1","0.0","11","24","45.83"
"","Jack Studnicka","C","OSH","17.575","64","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","3","12","25.0"
"","Kenny Huether","RW","OSH","19.111","68","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.6","0.01","0","0","0.0","0","0","0.0","1","3","33.33","1","3","33.33"
"","Albert Michnac","C","GUE","17.911","65","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.31","0.0","1","1","100.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Joseph Garreffa","RW","KIT","17.104","68","1","0","0","1","1","1","100.0","0.01","0.0","0.0","0.01","0.01","0.01","0.21","0.0","0","0","0.0","0","0","0.0","1","1","100.0","3","7","42.86"
"","Ivan Lodnia","RW","ER","17.043","66","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.47","0.01","1","2","50.0","0","0","0.0","0","1","0.0","2","4","50.0"
"","Jacob Friend","D","OS","19.135","43","0","1","0","1","1","3","0.0","0.0","0.02","0.0","0.02","0.02","0.07","0.13","0.0","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Cole Candella","D","HAM","18.588","65","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.17","0.0","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Adam Mascherin","LW","KIT","18.278","65","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.06","0.6","0.01","0","0","0.0","0","0","0.0","1","4","25.0","0","1","0.0"
"","Anthony Salinitri","LW","SAR","18.533","66","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","6","17","35.29"
"","Brandon Crawley","D","LDN","19.617","61","0","1","0","1","1","5","0.0","0.0","0.02","0.0","0.02","0.02","0.08","0.6","0.01","0","0","0.0","0","1","0.0","0","4","0.0","0","0","0.0"
"","JJ Piccinich","RW","LDN","20.261","66","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.2","0.0","1","1","100.0","0","0","0.0","0","0","0.0","2","4","50.0"
"","Matt  Spencer","D","PBO","19.48","60","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.2","0.0","1","1","100.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Taylor Raddysh","RW","ER","18.574","58","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.44","0.01","0","0","0.0","1","1","100.0","0","1","0.0","0","1","0.0"
"","Darren Raddysh","D","ER","20.548","62","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Markus Niemelainen","D","SAG","18.273","59","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Nathan Bastian","RW","MISS","18.777","58","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.47","0.01","0","0","0.0","1","1","100.0","0","1","0.0","3","8","37.5"
"","Logan Stanley","D","WSR","18.308","35","0","1","0","1","1","2","0.0","0.0","0.03","0.0","0.03","0.03","0.06","0.29","0.01","0","0","0.0","0","1","0.0","0","1","0.0","0","0","0.0"
"","Max Jones","LW","LDN","18.577","33","1","0","0","1","1","2","50.0","0.03","0.0","0.0","0.03","0.03","0.06","0.21","0.01","0","0","0.0","0","0","0.0","1","2","50.0","0","0","0.0"
"","Blake Speers","RW","SSM","19.702","30","1","0","0","1","1","1","100.0","0.03","0.0","0.0","0.03","0.03","0.03","0.1","0.0","0","0","0.0","0","0","0.0","1","1","100.0","8","10","80.0"
"","Tye Felhaber","LW","OTT/SAG","18.114","48","1","0","0","1","1","5","20.0","0.02","0.0","0.0","0.02","0.02","0.1","0.84","0.02","0","1","0.0","0","3","0.0","1","1","100.0","0","4","0.0"
"","Luke Boka","RW","WSR","17.263","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.07","0.0","0","0","0.0","0","0","0.0","0","1","0.0","2","3","66.67"
"","Aaron Luchuk","C","WSR","19.447","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.21","0.0","0","0","0.0","0","0","0.0","0","1","0.0","9","14","64.29"
"","Cole Fraser","D","PBO","17.065","61","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Greg Meireles","RW","KIT","17.706","66","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.23","0.0","0","1","0.0","0","0","0.0","0","1","0.0","6","12","50.0"
"","Adam Timleck","RW","PBO","18.552","66","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.05","0.51","0.01","0","0","0.0","0","3","0.0","0","0","0.0","0","0","0.0"
"","Owen Tippett","RW","MISS","17.58","60","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.2","0.0","0","0","0.0","0","1","0.0","0","0","0.0","0","3","0.0"
"","Maurizio Colella","LW","NB/FLNT","19.488","65","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","7","28.57"
"","Riley Damiani","C","KIT","16.49","62","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","5","40.0"
"","Mason Kohn","LW","KIT/OSH","19.371","67","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.11","0.0","0","0","0.0","0","0","0.0","0","1","0.0","11","16","68.75"
"","Sasha Chmelevski","C","OTT","17.271","58","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.19","0.0","0","0","0.0","0","0","0.0","0","2","0.0","7","13","53.85"
"","Boris Katchouk","RW","SSM","18.245","66","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.05","0.58","0.01","0","0","0.0","0","0","0.0","0","3","0.0","5","12","41.67"
"","Stephen Desrocher","D","KGN","20.638","65","0","0","1","0","1","4","0.0","0.0","0.0","0.02","0.0","0.02","0.06","0.34","0.01","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Brett McKenzie","C","NB","19.513","67","0","0","1","0","1","3","0.0","0.0","0.0","0.01","0.0","0.01","0.04","0.65","0.01","0","1","0.0","0","2","0.0","0","0","0.0","7","15","46.67"
"","Kyle Capobianco","D","SBY","19.091","65","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.2","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Cliff Pu","C","LDN","18.286","63","0","0","1","0","1","4","0.0","0.0","0.0","0.02","0.0","0.02","0.06","0.6","0.01","0","2","0.0","0","0","0.0","0","2","0.0","13","20","65.0"
"","Jalen Smereck","D","FLNT","19.666","60","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Filip Hronek","D","SAG","18.87","59","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Graham Knott","LW","WSR/NIAG","19.672","59","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.37","0.01","0","1","0.0","0","0","0.0","0","1","0.0","8","11","72.73"
"","Patrick Sanvido","D","WSR/SBY","20.217","52","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Austin McEneny","D","WSR","19.434","60","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Tyler Angle","C","WSR","15.959","41","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Connor Corcoran","D","WSR","16.107","59","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.11","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Mike Baird","LW","WSR","19.477","18","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Brett Primeau","RW","WSR","19.423","8","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Chris Playfair","LW","WSR","16.293","13","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Andrew Burns","D","WSR/KIT","19.617","65","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cole Carter","RW","WSR/KIT","18.196","58","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cole Purboo","RW","WSR","17.246","68","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Hayden McCool","LW","WSR","19.431","61","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","1","2","50.0"
"","Tyler Nother","D","WSR","18.604","64","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Jasper Forgrave","RW","WSR","17.512","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cristiano DiGiacinto","LW","WSR","20.682","47","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.27","0.01","0","1","0.0","0","0","0.0","0","0","0.0","1","1","100.0"
"","Ryan Martin","D","ER","17.257","34","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Christian Girhiny","LW","ER","18.07","68","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Carson Edwardson","C","ER","17.271","36","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Taylor Egan","D","ER","18.27","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Mitchell Webb","LW","ER","19.68","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Brett Neumann","C","ER/KGN","17.583","68","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.16","0.0","0","0","0.0","0","0","0.0","0","2","0.0","5","17","29.41"
"","Patrick Fellows","LW","ER","19.247","48","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Josh Wainman","D","ER","17.569","42","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Shaun Bily","C","ER","18.563","36","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","TJ Fergus","D","ER","19.477","68","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.18","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Allan McShane","C","ER/OSH","16.586","62","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.23","0.0","0","0","0.0","0","0","0.0","0","1","0.0","4","9","44.44"
"","Riley MacRae","LW","ER","18.47","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jack Duff","D","ER","16.646","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Gera Poddubnyi","C","ER","17.271","65","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","4","0.0"
"","Haydn Hopkins","C","ER","19.527","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cade Robinson","RW","ER","16.901","44","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Matthew Timms","D","PBO","18.347","68","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Nick Grima","D","PBO/SAR","17.528","60","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","C.J. Clarke","RW","PBO/FLNT","17.602","56","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Eddie Schulz","C","PBO","18.41","16","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Nick Isaacson","LW","PBO","17.098","66","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Pavel Gogolev","RW","PBO","16.573","53","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Greg Smith","LW","OS","18.456","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Nick Pryce","LW","OS","17.484","48","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.13","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Matthew Struthers","C","OS","16.723","66","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.25","0.0","0","1","0.0","0","0","0.0","0","0","0.0","6","7","85.71"
