,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Ted Purcell,F,CR,19.52,111,38,58,41,96,137,275,14.995,0.345,0.52,0.37,0.865,1.235,2.485
1,Jon Grabarek,F,CR,19.581,172,54,43,32,97,129,411,12.805,0.31,0.248,0.2,0.56,0.752,2.438
2,Danny Charleston,F,CHI,19.05,141,41,52,31,93,124,503,6.873,0.255,0.35,0.213,0.605,0.815,3.72
3,Joe Pavelski,F,WAT,18.68,109,57,43,18,100,118,441,13.035,0.515,0.395,0.165,0.915,1.08,4.06
4,Mike Howe,F,RC,18.526,105,58,35,24,93,117,459,12.505,0.55,0.325,0.225,0.875,1.1,4.355
5,Mick Berge,F,LIN,18.85,167,34,37,44,71,115,357,9.91,0.208,0.23,0.31,0.44,0.75,2.28
6,Colin Vock,F,STL/IND/DM,19.018,170,45,43,26,88,114,409,11.835,0.315,0.282,0.165,0.592,0.758,2.545
7,Bill Thomas,F,TC,19.739,116,57,42,13,99,112,354,16.155,0.49,0.36,0.115,0.85,0.965,3.045
8,Paul Stastny,F,RC,17.218,111,40,39,27,79,106,331,11.38,0.365,0.355,0.245,0.715,0.96,2.99
9,Corey Carlson,F,RC/OMA,18.915,129,40,34,28,74,102,420,9.672,0.31,0.26,0.198,0.57,0.768,3.138
10,Nick Schaus,D,RC/OMA,18.328,230,15,40,46,55,101,305,5.188,0.091,0.222,0.292,0.312,0.604,1.541
11,Dan Riedel,F,LIN,18.897,85,40,41,19,81,100,305,13.45,0.45,0.41,0.195,0.86,1.055,3.37
12,Rob Ricci,F,CR,19.258,118,43,34,22,77,99,323,13.165,0.365,0.29,0.185,0.655,0.84,2.745
13,Brian Bales,F,SC,18.948,138,37,38,24,75,99,233,16.71,0.29,0.312,0.2,0.607,0.805,1.722
14,Tomas Klempa,F,DAN/IND,20.115,113,40,32,25,72,97,304,12.99,0.355,0.285,0.22,0.635,0.86,2.69
15,Joel Hanson,F,WAT,19.739,112,35,43,19,78,97,324,11.305,0.315,0.385,0.17,0.69,0.865,2.88
16,Trevor Lewis,F,DM,18.187,107,43,30,21,73,94,355,11.18,0.395,0.275,0.195,0.675,0.865,3.295
17,Todd McIlrath,F,DAN/IND,18.798,101,41,40,13,81,94,278,15.228,0.458,0.353,0.125,0.812,0.938,3.015
18,Jaroslav Markovic,F,TC,19.818,108,48,29,14,77,91,232,20.45,0.45,0.27,0.13,0.72,0.85,2.16
19,Chad Costello,F,DM/CR,18.151,108,36,38,17,74,91,224,13.595,0.315,0.335,0.145,0.65,0.8,2.01
