,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,648,371,53.855,2300,1913,387,53.22,19815,18018,1797,9.263,0.909,100.13
1,Kelowna Rockets,648,368,58.157,2197,1885,312,55.748,20449,17720,2729,9.702,0.911,100.791
2,Red Deer Rebels,648,361,47.936,2156,1898,258,50.367,19869,18463,1406,8.77,0.905,99.248
3,Brandon Wheat Kings,648,356,50.051,2288,2079,209,48.821,20491,19281,1210,10.743,0.897,100.408
4,Kamloops Blazers,648,355,47.687,2117,1988,129,47.336,19786,20268,-482,9.224,0.908,99.997
5,Swift Current Broncos,648,354,44.079,2094,1910,184,45.633,19944,18699,1245,9.074,0.906,99.681
6,Kootenay Ice,576,342,56.643,1948,1625,323,51.192,17539,16306,1233,10.158,0.916,101.72
7,Prince George Cougars,648,316,47.295,2150,2176,-26,48.7,21067,20705,362,8.96,0.906,99.568
8,Seattle Thunderbirds,648,313,50.561,2169,2119,50,51.375,20524,20564,-40,8.839,0.909,99.664
9,Moose Jaw Warriors,648,311,51.988,2192,2196,-4,50.161,20080,21342,-1262,10.224,0.904,100.64
10,Spokane Chiefs,648,309,44.986,2015,2076,-61,49.656,20405,18646,1759,8.77,0.896,98.303
11,Portland Winter Hawks,648,307,46.692,2046,2157,-111,49.771,20047,20283,-236,9.402,0.896,98.962
12,Regina Pats,648,300,44.97,2054,2215,-161,47.364,18568,20319,-1751,9.533,0.894,98.93
13,Lethbridge Hurricanes,648,298,48.527,2018,2090,-72,48.175,18150,18443,-293,10.228,0.9,100.206
14,Medicine Hat Tigers,648,278,58.59,2183,2426,-243,56.06,19704,20892,-1188,10.086,0.908,100.866
15,Tri-City Americans,648,271,46.435,2083,2379,-296,47.587,19430,20920,-1490,9.182,0.904,99.566
16,Prince Albert Raiders,648,266,45.496,1915,2283,-368,48.831,19316,20528,-1212,8.87,0.9,98.818
17,Saskatoon Blades,648,263,48.963,1904,2275,-371,46.849,18790,21195,-2405,10.029,0.908,100.818
18,Vancouver Giants,360,160,55.361,1092,1208,-116,54.622,10313,10905,-592,10.154,0.902,100.312
19,Everett Silvertips,216,109,53.795,520,457,63,48.895,5437,5817,-380,9.36,0.925,101.857
20,Edmonton Ice,72,18,42.46,242,328,-86,45.79,2228,2638,-410,10.78,0.877,98.48
