,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,340,193,55.937,1306,998,308,49.083,10434,10049,385,12.036,0.908,102.797
1,Drummondville Voltigeurs,340,187,54.256,1220,1003,217,54.91,11069,8790,2279,10.675,0.892,99.826
2,Saint John Sea Dogs,340,181,45.082,1246,1048,198,45.618,10903,10669,234,9.625,0.903,99.914
3,Moncton Wildcats,340,174,51.39,1174,1057,117,50.44,10747,10347,400,10.459,0.901,100.51
4,Victoriaville Tigres,340,170,52.617,1306,1085,221,49.662,10939,10536,403,11.003,0.902,101.259
5,Halifax Mooseheads,340,163,58.822,1232,1130,102,55.468,10906,9766,1140,11.744,0.897,101.453
6,Rimouski Oceanic,340,161,54.498,1224,1138,86,50.695,10198,10315,-117,11.615,0.898,101.47
7,Gatineau Olympiques,340,153,50.395,1138,1146,-8,51.158,9554,9595,-41,11.528,0.88,99.526
8,Val-d'Or Foreurs,340,142,53.578,1197,1269,-72,52.418,10203,10522,-319,11.769,0.889,100.597
9,Rouyn-Noranda Huskies,340,139,49.51,1158,1323,-165,51.864,10004,10044,-40,11.648,0.872,98.947
10,Shawinigan Cataractes,340,138,42.369,1043,1139,-96,45.98,10340,10925,-585,8.936,0.897,98.612
11,Baie-Comeau Drakkar,340,138,55.362,1069,1148,-79,54.902,10506,9957,549,10.119,0.9,100.098
12,Chicoutimi Sagueneens,340,126,44.286,980,1165,-185,48.105,9756,10652,-896,9.194,0.893,98.518
13,Acadie-Bathurst Titan,340,123,41.598,1069,1263,-194,46.894,10250,11488,-1238,8.785,0.894,98.104
14,Cape Breton Screaming Eagles,340,122,44.655,1021,1318,-297,49.608,9959,10518,-559,10.114,0.876,97.68
15,PEI Rocket,272,117,48.815,888,976,-88,48.236,8091,9043,-952,10.788,0.892,99.929
16,Blainville-Boisbriand Armada,204,112,56.43,763,584,179,52.573,6170,5462,708,12.132,0.896,101.732
17,Lewiston MAINEiacs,136,58,47.96,472,515,-43,48.76,4252,4505,-253,10.96,0.888,99.825
18,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
19,Sherbrooke Phoenix,136,30,38.75,361,571,-210,41.97,3567,4931,-1364,9.92,0.887,98.535
20,Montreal Junior,68,28,50.24,212,210,2,50.53,2113,2069,44,9.65,0.902,99.8
21,Charlottetown Islanders,68,15,41.76,180,251,-71,46.66,2189,2502,-313,8.1,0.906,98.72
