,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,29.684,66,32,27,29,59,88,224,14.29,0.48,0.41,0.44,0.89,1.33,3.39
1,Zach Boychuk,LW,CHA,23.948,69,36,22,16,58,74,209,17.22,0.52,0.32,0.23,0.84,1.07,3.03
2,Andy Miele,C,POR,25.419,70,27,27,18,54,72,156,17.31,0.39,0.39,0.26,0.77,1.03,2.23
3,T.J. Brennan,D,TOR,24.452,76,25,28,19,53,72,265,9.43,0.33,0.37,0.25,0.7,0.95,3.49
4,Jordan Weal,C,MCH,21.419,76,23,29,18,52,70,187,12.3,0.3,0.38,0.24,0.68,0.92,2.46
5,Chris Terry,LW,CHA,24.441,70,28,25,16,53,69,230,12.17,0.4,0.36,0.23,0.76,0.99,3.29
6,Spencer Abbott,RW,TOR,25.378,64,17,28,24,45,69,142,11.97,0.27,0.44,0.38,0.7,1.08,2.22
7,Mike Hoffman,LW,BNG,23.809,51,30,22,15,52,67,189,15.87,0.59,0.43,0.29,1.02,1.31,3.71
8,Curtis McKenzie,LW,TEX,22.563,75,27,26,12,53,65,215,12.56,0.36,0.35,0.16,0.71,0.87,2.87
9,Jason Akeson,RW,ADK,23.286,70,24,22,18,46,64,204,11.76,0.34,0.31,0.26,0.66,0.91,2.91
10,Colton Sceviour,RW,TEX,24.406,54,32,18,13,50,63,228,14.04,0.59,0.33,0.24,0.93,1.17,4.22
11,Max Reinhart,C,ABB,21.613,66,21,25,17,46,63,166,12.65,0.32,0.38,0.26,0.7,0.95,2.52
12,Pascal Pelletier,C,UTI,30.251,69,22,23,17,45,62,138,15.94,0.32,0.33,0.25,0.65,0.9,2.0
13,Phil Varone,C,RCH,22.782,69,18,28,15,46,61,186,9.68,0.26,0.41,0.22,0.67,0.88,2.7
14,Ben Street,C,ABB,26.588,58,28,19,13,47,60,172,16.28,0.48,0.33,0.22,0.81,1.03,2.97
15,Jason Jaffray,LW,STJ,32.211,76,18,29,12,47,59,149,12.08,0.24,0.38,0.16,0.62,0.78,1.96
16,Teemu Pulkkinen,LW,GR,21.703,71,31,17,11,48,59,201,15.42,0.44,0.24,0.15,0.68,0.83,2.83
17,Adam Clendening,D,RFD,20.887,74,12,24,23,36,59,213,5.63,0.16,0.32,0.31,0.49,0.8,2.88
18,Stephane Da Costa,C,BNG,24.181,56,18,20,20,38,58,158,11.39,0.32,0.36,0.36,0.68,1.04,2.82
19,Aaron Palushaj,RW,CHA,24.022,68,22,19,17,41,58,182,12.09,0.32,0.28,0.25,0.6,0.85,2.68
20,Andrew Gordon,RW,STJ,27.757,76,23,19,15,42,57,183,12.57,0.3,0.25,0.2,0.55,0.75,2.41
21,Brett Connolly,RW,SYR,21.372,66,21,20,16,41,57,201,10.45,0.32,0.3,0.24,0.62,0.86,3.05
22,Alexander Khokhlachev,C,PRO,20.017,65,21,24,12,45,57,132,15.91,0.32,0.37,0.18,0.69,0.88,2.03
23,Chris Mueller,C,TEX,27.53,60,25,20,12,45,57,189,13.23,0.42,0.33,0.2,0.75,0.95,3.15
24,Jonathan Marchessault,RW,SPR/SYR,22.719,77,23,22,11,45,56,247,9.31,0.3,0.29,0.14,0.58,0.73,3.21
25,Andre Petersson,RW,BNG/NOR,23.012,65,23,18,15,41,56,162,14.2,0.35,0.28,0.23,0.63,0.86,2.49
26,Jerome Samson,RW,STJ,26.032,68,27,15,14,42,56,214,12.62,0.4,0.22,0.21,0.62,0.82,3.15
27,Roman Horak,C,ABB/OKC,22.322,66,23,15,17,38,55,165,13.94,0.35,0.23,0.26,0.58,0.83,2.5
28,Mike Hedden,LW,TEX,28.718,74,23,20,12,43,55,158,14.56,0.31,0.27,0.16,0.58,0.74,2.14
29,Emerson Etem,RW,NOR,21.249,50,24,18,12,42,54,174,13.79,0.48,0.36,0.24,0.84,1.08,3.48
30,Lucas Lessio,LW,POR,20.644,69,29,12,13,41,54,174,16.67,0.42,0.17,0.19,0.59,0.78,2.52
31,Cole Schneider,LW,BNG,23.056,69,20,20,14,40,54,144,13.89,0.29,0.29,0.2,0.58,0.78,2.09
32,Joe Whitney,LW,ALB,25.608,73,22,15,16,37,53,198,11.11,0.3,0.21,0.22,0.51,0.73,2.71
33,Kael Mouillierat,LW,STJ,25.769,60,20,16,17,36,53,155,12.9,0.33,0.27,0.28,0.6,0.88,2.58
34,Adam Almquist,D,GR,22.549,73,4,23,26,27,53,129,3.1,0.05,0.32,0.36,0.37,0.73,1.77
35,Anton Lander,C,OKC,22.396,46,18,19,15,37,52,120,15.0,0.39,0.41,0.33,0.8,1.13,2.61
36,Chris Wideman,D,BNG,23.688,73,9,22,20,31,51,139,6.47,0.12,0.3,0.27,0.42,0.7,1.9
37,Carter Camper,C,SPR/PRO,25.194,60,12,17,22,29,51,128,9.38,0.2,0.28,0.37,0.48,0.85,2.13
38,Brad Hunt,D,OKC,25.06,66,11,17,22,28,50,170,6.47,0.17,0.26,0.33,0.42,0.76,2.58
39,Miikka Salomaki,LW,MIL,20.521,75,20,20,10,40,50,163,12.27,0.27,0.27,0.13,0.53,0.67,2.17
40,Seth Griffith,RW,PRO,20.696,69,20,17,13,37,50,114,17.54,0.29,0.25,0.19,0.54,0.72,1.65
41,Andrew Agozzino,LW,LE,22.7,75,17,21,11,38,49,184,9.24,0.23,0.28,0.15,0.51,0.65,2.45
42,Taylor Beck,RW,MIL,22.344,65,17,21,11,38,49,181,9.39,0.26,0.32,0.17,0.58,0.75,2.78
43,Mark Olver,C,LE,25.706,65,15,18,16,33,49,139,10.79,0.23,0.28,0.25,0.51,0.75,2.14
44,Kris Newbury,C,HER/ADK,31.571,63,18,18,13,36,49,158,11.39,0.29,0.29,0.21,0.57,0.78,2.51
45,Ryan Strome,C,BRI,20.181,37,13,23,13,36,49,125,10.4,0.35,0.62,0.35,0.97,1.32,3.38
46,Luke Adam,C,RCH,23.245,59,29,14,6,43,49,153,18.95,0.49,0.24,0.1,0.73,0.83,2.59
47,Brenden Kichton,D,STJ,21.243,76,10,21,17,31,48,113,8.85,0.13,0.28,0.22,0.41,0.63,1.49
48,Tobias Rieder,RW,POR,20.679,64,28,5,15,33,48,153,18.3,0.44,0.08,0.23,0.52,0.75,2.39
49,Martin St. Pierre,C,HAM,30.098,71,10,20,18,30,48,103,9.71,0.14,0.28,0.25,0.42,0.68,1.45
50,Linden Vey,C,MCH,22.166,43,14,21,13,35,48,94,14.89,0.33,0.49,0.3,0.81,1.12,2.19
51,Brett Ritchie,RW,TEX,20.208,68,22,14,12,36,48,215,10.23,0.32,0.21,0.18,0.53,0.71,3.16
52,Corey Locke,C,CHI/ABB,29.356,66,10,22,16,32,48,117,8.55,0.15,0.33,0.24,0.48,0.73,1.77
53,Shane Prince,LW,BNG,20.83,69,21,20,7,41,48,172,12.21,0.3,0.29,0.1,0.59,0.7,2.49
54,Matt Puempel,LW,BNG,20.641,74,30,11,7,41,48,185,16.22,0.41,0.15,0.09,0.55,0.65,2.5
55,Vladislav Namestnikov,C,SYR,20.814,56,19,18,11,37,48,121,15.7,0.34,0.32,0.2,0.66,0.86,2.16
56,Ty Rattie,RW,CHI,20.608,72,31,7,10,38,48,211,14.69,0.43,0.1,0.14,0.53,0.67,2.93
57,Tom Kostopoulos,RW,WBS,34.643,71,22,15,10,37,47,147,14.97,0.31,0.21,0.14,0.52,0.66,2.07
58,Jeff Taffe,C,HER,32.57,75,21,13,13,34,47,187,11.23,0.28,0.17,0.17,0.45,0.63,2.49
59,Matthew Ford,RW,OKC,28.934,73,25,9,13,34,47,184,13.59,0.34,0.12,0.18,0.47,0.64,2.52
60,Danny Syvret,D,HFD,28.258,76,9,18,20,27,47,149,6.04,0.12,0.24,0.26,0.36,0.62,1.96
61,Bobby Butler,RW,SA,26.391,69,22,13,12,35,47,181,12.15,0.32,0.19,0.17,0.51,0.68,2.62
62,Brian O'Neill,RW,MCH,25.29,60,26,9,12,35,47,113,23.01,0.43,0.15,0.2,0.58,0.78,1.88
63,Craig Cunningham,RW,PRO,23.007,75,25,13,9,38,47,227,11.01,0.33,0.17,0.12,0.51,0.63,3.03
64,Greg McKegg,C,TOR,21.246,65,19,17,11,36,47,118,16.1,0.29,0.26,0.17,0.55,0.72,1.82
65,Jeremy Morin,RW,RFD,22.418,47,24,12,11,36,47,208,11.54,0.51,0.26,0.23,0.77,1.0,4.43
66,Justin Dowling,C,TEX,22.957,74,12,21,14,33,47,161,7.45,0.16,0.28,0.19,0.45,0.64,2.18
67,Austin Watson,C,MIL,21.673,76,22,14,10,36,46,192,11.46,0.29,0.18,0.13,0.47,0.61,2.53
68,Cory Emmerton,C,GR,25.29,53,16,16,14,32,46,110,14.55,0.3,0.3,0.26,0.6,0.87,2.08
69,Markus Granlund,C,ABB,20.417,52,25,12,9,37,46,136,18.38,0.48,0.23,0.17,0.71,0.88,2.62
70,Ryan Spooner,C,PRO,21.627,49,11,23,12,34,46,161,6.83,0.22,0.47,0.24,0.69,0.94,3.29
71,Brandon Kozun,RW,MCH/TOR,23.524,75,17,16,13,33,46,167,10.18,0.23,0.21,0.17,0.44,0.61,2.23
72,Michael Chaput,C,SPR,21.435,55,19,11,15,30,45,102,18.63,0.35,0.2,0.27,0.55,0.82,1.85
73,Alex Broadhurst,C,RFD,20.526,75,16,15,14,31,45,104,15.38,0.21,0.2,0.19,0.41,0.6,1.39
74,John Albert,LW,STJ,24.655,63,28,11,6,39,45,145,19.31,0.44,0.17,0.1,0.62,0.71,2.3
75,Calle Jarnkrok,C,GR/MIL,21.974,63,18,12,15,30,45,117,15.38,0.29,0.19,0.24,0.48,0.71,1.86
76,Corban Knight,C,ABB,23.015,70,18,21,6,39,45,140,12.86,0.26,0.3,0.09,0.56,0.64,2.0
77,Cal O'Reilly,C,UTI,26.96,52,7,18,20,25,45,78,8.97,0.13,0.35,0.38,0.48,0.87,1.5
78,Colton Sissons,C,MIL,19.861,62,25,12,7,37,44,158,15.82,0.4,0.19,0.11,0.6,0.71,2.55
79,Kelly Zajac,C,ALB,25.276,67,12,20,12,32,44,83,14.46,0.18,0.3,0.18,0.48,0.66,1.24
80,Mitch Callahan,RW,GR,22.081,70,26,11,7,37,44,194,13.4,0.37,0.16,0.1,0.53,0.63,2.77
81,Terry Broadhurst,LW,RFD,24.792,73,16,20,8,36,44,158,10.13,0.22,0.27,0.11,0.49,0.6,2.16
82,Jean-Gabriel Pageau,C,BNG,20.844,46,20,15,9,35,44,116,17.24,0.43,0.33,0.2,0.76,0.96,2.52
83,Sven Andrighetto,C,HAM,20.488,64,17,15,12,32,44,171,9.94,0.27,0.23,0.19,0.5,0.69,2.67
84,Brett Olson,C,ABB,26.571,75,17,17,10,34,44,150,11.33,0.23,0.23,0.13,0.45,0.59,2.0
85,Brandon Segal,RW,HER,30.18,63,17,12,15,29,44,164,10.37,0.27,0.19,0.24,0.46,0.7,2.6
86,Brett Sutter,C,CHA,26.289,62,15,18,11,33,44,165,9.09,0.24,0.29,0.18,0.53,0.71,2.66
87,Oscar Lindberg,C,HFD,21.881,75,18,16,10,34,44,183,9.84,0.24,0.21,0.13,0.45,0.59,2.44
88,Cedric Paquette,C,SYR,20.091,70,20,18,6,38,44,164,12.2,0.29,0.26,0.09,0.54,0.63,2.34
89,Keith Aucoin,C,CHI,34.859,62,11,19,13,30,43,110,10.0,0.18,0.31,0.21,0.48,0.69,1.77
