,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,620,328,54.042,1806,1543,263,51.402,18667,16562,2105,9.496,0.915,100.959
1,Hershey Bears,620,317,53.806,1999,1644,355,49.664,18461,17892,569,10.463,0.911,101.498
2,Toronto Marlies,620,299,56.05,1804,1641,163,50.276,18217,18289,-72,10.179,0.918,101.93
3,Milwaukee Admirals,620,298,51.84,1708,1564,144,50.73,17778,17743,35,8.984,0.914,100.385
4,Grand Rapids Griffins,620,292,55.281,1898,1732,166,51.676,19710,18487,1223,9.23,0.92,101.236
5,Chicago Wolves,620,283,49.016,1770,1685,85,49.793,18498,18464,34,8.679,0.912,99.81
6,Rockford IceHogs,620,281,51.588,1755,1759,-4,51.816,19605,18586,1019,8.474,0.914,99.839
7,Binghamton Senators,620,279,48.248,1866,1853,13,47.543,19307,20623,-1316,9.37,0.908,100.106
8,Portland Pirates,620,274,50.183,1829,1824,5,49.832,18575,19349,-774,8.609,0.914,99.937
9,Providence Bruins,620,273,53.629,1698,1666,32,51.833,19494,18797,697,8.968,0.916,100.598
10,Manchester Monarchs,544,271,56.037,1563,1372,191,52.842,16622,16306,316,9.395,0.916,101.07
11,Texas Stars,540,262,53.531,1676,1490,186,51.052,17208,16477,731,9.98,0.91,100.883
12,Syracuse Crunch,620,259,48.301,1738,1840,-102,50.036,18765,19036,-271,9.087,0.905,99.545
13,Lake Erie Monsters,620,259,50.265,1640,1720,-80,51.204,18058,18437,-379,8.377,0.914,99.702
14,Bridgeport Sound Tigers,620,252,47.406,1681,1824,-143,48.942,18346,19172,-826,8.936,0.905,99.456
15,San Antonio Rampage,620,251,47.968,1688,1844,-156,48.978,19031,19242,-211,8.929,0.908,99.709
16,Hamilton Bulldogs,544,249,47.352,1461,1429,32,49.078,16253,16219,34,7.937,0.915,99.415
17,Rochester Americans,620,245,45.887,1699,1893,-194,47.786,17788,20009,-2221,8.694,0.906,99.354
18,Norfolk Admirals,544,238,47.422,1507,1483,24,50.37,17270,16160,1110,7.839,0.914,99.228
19,Worcester Sharks,544,236,49.452,1481,1544,-63,53.28,18011,15633,2378,7.956,0.907,98.67
20,Springfield Falcons,620,232,46.162,1669,1880,-211,48.852,17545,18955,-1410,8.616,0.904,99.014
21,Charlotte Checkers,460,199,47.132,1285,1335,-50,49.782,14283,14488,-205,8.316,0.908,99.004
22,Albany Devils,460,195,52.987,1209,1257,-48,52.92,13497,12915,582,8.926,0.911,100.027
23,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
24,Hartford Wolf Pack,388,181,49.808,1078,1081,-3,49.62,11257,11452,-195,8.913,0.911,100.05
25,St. John's IceCaps,380,168,47.218,1067,1116,-49,47.906,11465,11643,-178,9.016,0.91,99.972
26,Peoria Rivermen,392,165,47.758,1041,1081,-40,48.891,11577,11898,-321,8.1,0.915,99.621
27,Houston Aeros,392,164,51.02,1049,1036,13,49.161,10870,11063,-193,9.322,0.915,100.835
28,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
29,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
30,Manitoba Moose,316,136,46.654,820,861,-41,46.718,8783,9718,-935,8.714,0.914,100.131
31,Utica Comets,228,110,50.72,620,605,15,52.07,7030,6563,467,8.525,0.909,99.428
32,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
33,Lowell Devils,160,67,49.025,445,462,-17,48.59,4887,5169,-282,8.93,0.914,100.275
34,Albany River Rats,160,64,48.44,451,480,-29,49.115,4898,5074,-176,8.85,0.909,99.675
35,Iowa Wild,228,62,42.205,498,691,-193,47.385,6536,7350,-814,7.442,0.91,98.442
36,Lehigh Valley Phantoms,152,55,46.58,397,455,-58,47.465,4434,4909,-475,8.66,0.911,99.76
37,Ontario Reign,68,44,58.36,192,137,55,55.36,2184,1761,423,8.41,0.927,101.16
38,Philadelphia Phantoms,80,38,50.22,229,227,2,45.02,2216,2706,-490,9.89,0.918,101.67
39,San Diego Gulls,68,35,50.75,204,198,6,49.11,2039,2113,-74,9.61,0.911,100.75
40,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
41,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
42,Quad City Flames,80,31,49.76,207,209,-2,54.79,2549,2103,446,7.76,0.905,98.29
43,Bakersfield Condors,68,30,48.96,211,220,-9,47.36,2076,2307,-231,9.73,0.908,100.51
44,San Jose Barracuda,68,28,50.65,195,190,5,49.23,2009,2072,-63,9.44,0.911,100.53
45,Stockton Heat,68,28,46.12,190,222,-32,52.46,2338,2119,219,7.77,0.898,97.59
