"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Jonathan Ang","C","PBO","17.621","68","0","1","0","1","1","1","0.0","0.0","0.01","0.0","0.01","0.01","0.01","0.17","0.0","0","0","0.0","0","1","0.0","0","0","0.0","8","13","61.54"
"","Hunter Garlent","C","PBO","20.611","68","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.38","0.01","0","0","0.0","0","0","0.0","1","3","33.33","15","23","65.22"
"","Gabe  Guertler","C","SSM","20.37","68","0","1","0","1","1","3","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.55","0.01","0","1","0.0","0","0","0.0","0","2","0.0","13","21","61.9"
"","Logan Brown","C","WSR","17.531","59","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.39","0.01","1","1","100.0","0","0","0.0","0","1","0.0","8","14","57.14"
"","Olli Juolevi","D","LDN","17.364","57","0","1","0","1","1","4","0.0","0.0","0.02","0.0","0.02","0.02","0.07","0.25","0.0","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Chandler Yakimowicz","RW","LDN","19.636","52","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.35","0.01","0","0","0.0","1","1","100.0","0","1","0.0","7","11","63.64"
"","Sam Miletic","LW","LDN","18.366","35","0","1","0","1","1","0","0.0","0.0","0.03","0.0","0.03","0.03","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","1","2","50.0"
"","Kole Sherwood","RW","LDN","18.645","63","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.06","0.33","0.01","0","0","0.0","0","0","0.0","1","4","25.0","0","4","0.0"
"","Sam  Studnicka","C","OTT/SAR","20.666","60","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","13","15","86.67"
"","Robbie Burt","RW","KGN/OSH","16.299","56","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.21","0.0","1","1","100.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Tim Gettinger","LW","SSM","17.421","60","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.22","0.0","1","1","100.0","0","0","0.0","0","1","0.0","0","2","0.0"
"","Liam Stevens","LW","GUE","16.397","63","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.09","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Damian Bourne","LW","MISS","19.592","57","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Gustaf Franzen","C","KIT","18.979","66","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.41","0.01","1","2","50.0","0","0","0.0","0","1","0.0","9","23","39.13"
"","Nicolas Mattinen","D","LDN","17.531","39","0","1","0","1","1","1","0.0","0.0","0.03","0.0","0.03","0.03","0.03","0.18","0.0","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Mikhail Sergachev","D","WSR","17.224","67","0","1","0","1","1","3","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.41","0.01","0","1","0.0","0","1","0.0","0","1","0.0","0","0","0.0"
"","Jacob Middleton","D","OTT","19.702","68","0","1","0","1","1","4","0.0","0.0","0.01","0.0","0.01","0.01","0.06","0.46","0.01","0","1","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Trent Mallette","RW","OTT","19.059","66","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.0","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Zack Dorval","C","KGN","17.405","38","0","1","0","1","1","1","0.0","0.0","0.03","0.0","0.03","0.03","0.03","0.13","0.0","0","0","0.0","0","0","0.0","0","1","0.0","1","3","33.33"
"","Spencer Watson","RW","KGN","19.39","64","0","1","0","1","1","5","0.0","0.0","0.02","0.0","0.02","0.02","0.08","0.65","0.01","0","0","0.0","0","0","0.0","0","5","0.0","2","2","100.0"
"","Kevin  Labanc","RW","BAR","19.759","65","0","1","0","1","1","3","0.0","0.0","0.02","0.0","0.02","0.02","0.05","0.76","0.01","0","0","0.0","0","1","0.0","0","2","0.0","2","3","66.67"
"","Justin Scott","C","BAR","20.091","67","0","1","0","1","1","3","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.64","0.01","0","0","0.0","0","1","0.0","0","2","0.0","8","15","53.33"
"","Michael Webster","D","BAR","20.313","64","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.36","0.01","0","0","0.0","0","0","0.0","1","3","33.33","0","0","0.0"
"","Michael Pezzetta","C","SBY","17.509","64","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.39","0.01","1","1","100.0","0","0","0.0","0","2","0.0","6","14","42.86"
"","Jacob Harris","C","SBY/GUE","20.616","40","1","0","0","1","1","4","25.0","0.03","0.0","0.0","0.03","0.03","0.1","0.62","0.02","0","1","0.0","1","1","100.0","0","2","0.0","12","18","66.67"
"","Kyle Capobianco","D","SBY","18.089","68","0","1","0","1","1","3","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.18","0.0","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Matt Schmalz","RW","SBY","19.486","65","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.35","0.01","0","0","0.0","0","1","0.0","0","1","0.0","2","10","20.0"
"","Mikkel Aagaard","C","NIAG/SBY","19.91","64","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.35","0.01","0","0","0.0","0","1","0.0","1","2","50.0","15","23","65.22"
"","Christopher Paquette","C","NIAG","17.471","57","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.3","0.01","0","1","0.0","1","1","100.0","0","0","0.0","3","8","37.5"
"","Mike Amadio","C","NB","19.341","68","0","1","0","1","1","1","0.0","0.0","0.01","0.0","0.01","0.01","0.01","0.22","0.0","0","0","0.0","0","0","0.0","0","1","0.0","8","16","50.0"
"","Mathew Santos","RW","NB","20.501","64","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.1","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Dominik Masin","D","PBO","19.62","57","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.07","0.0","0","0","0.0","0","0","0.0","1","2","50.0","0","0","0.0"
"","Jeff King","D","SAR","19.56","64","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.23","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Troy Lajeunesse","C","SAR","18.322","62","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.25","0.0","0","0","0.0","0","0","0.0","1","2","50.0","5","7","71.43"
"","Daniel Nikandrov","C","SAR/PBO","20.614","67","1","0","0","1","1","2","50.0","0.01","0.0","0.0","0.01","0.01","0.03","0.34","0.01","0","0","0.0","1","1","100.0","0","1","0.0","12","21","57.14"
"","Zachary Senyshyn","RW","SSM","18.462","66","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.06","0.91","0.01","1","1","100.0","0","0","0.0","0","3","0.0","0","1","0.0"
"","Mitchell Mendonca","C","HAM","17.172","43","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.07","0.33","0.01","0","0","0.0","0","1","0.0","1","2","50.0","0","0","0.0"
"","Kyle Rhodes","D","GUE","17.722","39","0","1","0","1","1","2","0.0","0.0","0.03","0.0","0.03","0.03","0.05","0.11","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Nic Sicoly","LW","GUE","17.692","64","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.16","0.0","0","0","0.0","0","0","0.0","0","2","0.0","2","3","66.67"
"","Marc Stevens","C","GUE","19.54","34","0","1","0","1","1","1","0.0","0.0","0.03","0.0","0.03","0.03","0.03","0.11","0.0","0","0","0.0","0","0","0.0","0","1","0.0","3","7","42.86"
"","James McEwan","C","GUE","18.503","68","1","0","0","1","1","2","50.0","0.01","0.0","0.0","0.01","0.01","0.03","0.26","0.0","0","0","0.0","1","1","100.0","0","1","0.0","7","14","50.0"
"","Garrett McFadden","D","GUE","18.067","68","1","0","0","1","1","4","25.0","0.01","0.0","0.0","0.01","0.01","0.06","0.51","0.01","0","0","0.0","0","0","0.0","1","4","25.0","1","1","100.0"
"","Domenico Commisso","C","OSH","17.569","66","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.4","0.01","1","2","50.0","0","0","0.0","0","0","0.0","6","13","46.15"
"","Riley Stillman","D","OSH","17.52","62","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.03","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Alexandre Renaud","LW","OSH/SAR","19.551","64","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.29","0.0","1","1","100.0","0","0","0.0","0","1","0.0","1","4","25.0"
"","Everett Clark","C","MISS","19.647","59","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.35","0.01","1","1","100.0","0","0","0.0","0","1","0.0","8","16","50.0"
"","Nicolas Hague","D","MISS","16.778","66","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.35","0.01","0","0","0.0","1","2","50.0","0","1","0.0","0","0","0.0"
"","Daniel Muzito-Bagenda","RW","MISS","19.247","63","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Alexander Nylander","LW","MISS","17.539","57","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.06","0.0","0","0","0.0","0","0","0.0","0","1","0.0","2","4","50.0"
"","Nevin Guy","D","OTT","20.263","59","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.21","0.0","0","1","0.0","0","0","0.0","0","1","0.0","0","1","0.0"
"","Adam Mascherin","LW","KIT","17.276","65","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.12","0.0","0","0","0.0","0","0","0.0","1","1","100.0","1","1","100.0"
"","Frank Hora","D","KIT","19.289","57","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.16","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","David Miller","C","KIT","18.971","52","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","9","14","64.29"
"","Bryson Cianfrone","C","OS","20.584","58","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.34","0.01","0","0","0.0","0","1","0.0","0","1","0.0","8","16","50.0"
"","Jaden Lindo","RW","OS","19.677","67","1","0","0","1","1","1","100.0","0.01","0.0","0.0","0.01","0.01","0.01","0.24","0.0","1","1","100.0","0","0","0.0","0","0","0.0","1","1","100.0"
"","Brendan  Perlini","LW","NIAG","19.384","57","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.19","0.0","0","1","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Julius  Nattinen","C","BAR","18.667","52","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.25","0.0","1","1","100.0","0","0","0.0","0","1","0.0","8","20","40.0"
"","Mitchell Marner","RW","LDN","18.363","57","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.07","0.93","0.02","0","0","0.0","0","1","0.0","1","3","33.33","1","4","25.0"
"","Michael Dal Colle","LW","KGN/OSH","19.237","60","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.07","0.65","0.01","0","1","0.0","0","0","0.0","1","3","33.33","8","11","72.73"
"","Brandon Robinson","LW","KIT","19.924","55","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.29","0.01","0","0","0.0","0","1","0.0","1","1","100.0","0","0","0.0"
"","Connor Hall","D","KIT","17.564","39","0","1","0","1","1","0","0.0","0.0","0.03","0.0","0.03","0.03","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Markus Soberg","RW","WSR","20.4","22","0","1","0","1","1","0","0.0","0.0","0.05","0.0","0.05","0.05","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Mason Marchment","LW","MISS/HAM","20.244","61","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.32","0.01","0","0","0.0","1","2","50.0","0","1","0.0","2","6","33.33"
"","Steven Lorentz","C","PBO","19.423","58","0","0","1","0","1","5","0.0","0.0","0.0","0.02","0.0","0.02","0.09","0.53","0.01","0","1","0.0","0","0","0.0","0","4","0.0","5","12","41.67"
"","Matt  Spencer","D","PBO","18.478","60","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ben Fanjoy","C","OTT","18.349","66","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","3","5","60.0"
"","Jeremiah Addison","LW","OTT","18.9","66","0","0","1","0","1","5","0.0","0.0","0.0","0.02","0.0","0.02","0.08","0.72","0.01","0","1","0.0","0","1","0.0","0","3","0.0","0","5","0.0"
"","Victor Mete","D","LDN","17.273","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Damir Sharipzyanov","D","OS","19.576","46","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.07","0.43","0.01","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Brendan Lemieux","LW","WSR/BAR","19.502","45","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","7","9","77.78"
"","Jalen Chatfield","D","WSR","19.332","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.12","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Darren Raddysh","D","ER","19.546","66","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Vince Dunn","D","NIAG","18.878","52","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.06","0.23","0.0","0","0","0.0","0","1","0.0","0","2","0.0","0","0","0.0"
"","Jakob Chychrun","D","SAR","17.46","62","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.06","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Mac Hollowell","D","SSM","16.97","58","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Stephen Harper","C","NIAG/HAM","20.477","68","0","0","1","0","1","2","0.0","0.0","0.0","0.01","0.0","0.01","0.03","0.37","0.01","0","1","0.0","0","1","0.0","0","0","0.0","6","15","40.0"
"","Noah Carroll","D","GUE","17.785","67","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","C.J. Garcia","D","GUE","19.614","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.03","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Tyler Boston","C","NIAG/GUE","18.226","59","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","6","11","54.55"
"","Jacob  Graves","D","LDN/OSH","20.469","69","0","0","1","0","1","2","0.0","0.0","0.0","0.01","0.0","0.01","0.03","0.23","0.0","0","1","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Jalen Smereck","D","OSH","18.664","63","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.23","0.0","0","1","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Matt Mistele","LW","OSH/SAR","19.913","61","0","0","1","0","1","4","0.0","0.0","0.0","0.02","0.0","0.02","0.07","0.6","0.01","0","0","0.0","0","3","0.0","0","1","0.0","0","1","0.0"
"","Stephen Desrocher","D","KGN/OSH","19.636","69","0","0","1","0","1","2","0.0","0.0","0.0","0.01","0.0","0.01","0.03","0.07","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Michael McLeod","C","MISS","17.613","57","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.21","0.0","0","0","0.0","0","1","0.0","0","0","0.0","7","11","63.64"
"","Josh Burnside","LW","MISS","20.592","55","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Rasmus Andersson","D","BAR","18.883","64","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.05","0.21","0.0","0","0","0.0","0","1","0.0","0","2","0.0","0","0","0.0"
"","Dmitrii Sergeev","D","KIT","19.472","35","0","0","1","0","1","1","0.0","0.0","0.0","0.03","0.0","0.03","0.03","0.1","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Fedor Gordeev","D","HAM","16.633","8","0","0","1","0","1","0","0.0","0.0","0.0","0.12","0.0","0.12","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jeremy Bracco","RW","KIT","18.497","49","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.04","0.25","0.01","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Ryan Valentini","C","LDN/SBY","18.174","48","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.14","0.0","0","0","0.0","0","1","0.0","0","0","0.0","2","5","40.0"
"","Eric Henderson","LW","LDN/OSH","17.397","46","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.17","0.0","0","1","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cole Coskey","RW","SAG","16.291","54","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Keaton Middleton","D","SAG","17.594","66","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Markus Niemelainen","D","SAG","17.271","65","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Tye Felhaber","LW","SAG","17.112","64","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","3","5","60.0"
"","Will Petschenig","D","SAG","20.614","68","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jesse Barwell","LW","SAG","18.355","68","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.37","0.01","0","1","0.0","0","1","0.0","0","1","0.0","1","2","50.0"
"","Alex Peters","D","FLNT","19.204","55","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Samuel Duchesne","D","FLNT","16.299","53","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Francesco  Vilardi","C","FLNT","19.683","67","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","5","13","38.46"
"","Vili Saarijarvi","D","FLNT","18.336","59","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.11","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Nicholas Caamano","RW","FLNT","17.022","64","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.38","0.01","0","0","0.0","0","1","0.0","0","1","0.0","1","3","33.33"
"","Connor Chatham","RW","WSR/FLNT","19.877","64","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","1","4","25.0"
