,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Sean Couturier,C,DRU,16.772,68,41,44,11,85,96,262,15.65,0.6,0.65,0.16,1.25,1.41,3.85
1,Nicolas Deschamps,LW,MON/CHI,19.691,64,39,33,24,72,96,200,19.5,0.61,0.52,0.38,1.12,1.5,3.12
2,Philip-Michael Devos,C,VIC,19.39,68,35,36,22,71,93,162,21.6,0.51,0.53,0.32,1.04,1.37,2.38
3,Gabriel Dumont,RW,DRU,18.944,62,51,26,16,77,93,324,15.74,0.82,0.42,0.26,1.24,1.5,5.23
4,Luke Adam,C,CAP,19.245,56,49,27,14,76,90,275,17.82,0.88,0.48,0.25,1.36,1.61,4.91
5,Dmitri Kugryshev,RW,QUE,19.658,66,29,41,17,70,87,208,13.94,0.44,0.62,0.26,1.06,1.32,3.15
6,Mike Hoffman,C,SNB,19.809,56,46,25,14,71,85,265,17.36,0.82,0.45,0.25,1.27,1.52,4.73
7,Felix Lefrancois,C,RIM,19.179,66,39,22,22,61,83,179,21.79,0.59,0.33,0.33,0.92,1.26,2.71
8,Michael Kirkpatrick,C,SNB,19.354,67,29,31,23,60,83,191,15.18,0.43,0.46,0.34,0.9,1.24,2.85
9,Gabriel Levesque,C,ROU,19.316,67,24,38,20,62,82,124,19.35,0.36,0.57,0.3,0.93,1.22,1.85
10,Joel Champagne,C,VIC/PEI,19.642,65,38,24,17,62,79,212,17.92,0.58,0.37,0.26,0.95,1.22,3.26
11,Nicholas Petersen,RW,SNB,20.304,59,39,23,17,62,79,179,21.79,0.66,0.39,0.29,1.05,1.34,3.03
12,Eric Faille,C,BAT,20.137,68,31,30,16,61,77,153,20.26,0.46,0.44,0.24,0.9,1.13,2.25
13,David Savard,D,MON,18.9,64,13,31,33,44,77,186,6.99,0.2,0.48,0.52,0.69,1.2,2.91
14,Philippe Cornet,LW,ROU,19.469,65,28,29,20,57,77,237,11.81,0.43,0.45,0.31,0.88,1.18,3.65
15,Marc-Olivier Vallerand,LW,QUE,20.414,68,34,22,19,56,75,177,19.21,0.5,0.32,0.28,0.82,1.1,2.6
16,Simon Olsson,C,BAC,19.858,64,26,25,24,51,75,198,13.13,0.41,0.39,0.38,0.8,1.17,3.09
17,Pierre-Alexandre Vandall,C,SHA,19.831,55,31,24,20,55,75,183,16.94,0.56,0.44,0.36,1.0,1.36,3.33
18,Brandon Hynes,RW,VIC,17.002,68,41,20,14,61,75,296,13.85,0.6,0.29,0.21,0.9,1.1,4.35
19,Tomas Kubalik,C,VIC,19.376,58,33,25,17,58,75,180,18.33,0.57,0.43,0.29,1.0,1.29,3.1
20,Marc-Olivier Vachon,C,DRU,19.36,67,30,27,17,57,74,196,15.31,0.45,0.4,0.25,0.85,1.1,2.93
21,Jacob Lagace,RW,CAP/CHI,19.683,60,35,22,16,57,73,192,18.23,0.58,0.37,0.27,0.95,1.22,3.2
22,Jonathan Audy-Marchessault,C,QUE,18.719,68,30,22,19,52,71,228,13.16,0.44,0.32,0.28,0.76,1.04,3.35
23,Chris Doyle,LW,VIC/PEI,19.486,63,25,26,18,51,69,192,13.02,0.4,0.41,0.29,0.81,1.1,3.05
24,Randy Cameron,C,MON,20.63,68,24,28,16,52,68,225,10.67,0.35,0.41,0.24,0.76,1.0,3.31
25,Nick MacNeil,C,CAP,20.704,65,32,21,15,53,68,195,16.41,0.49,0.32,0.23,0.82,1.05,3.0
26,Mikhail Stefanovich,RW,QUE,19.801,53,25,26,17,51,68,174,14.37,0.47,0.49,0.32,0.96,1.28,3.28
27,Joel Chouinard,D,VIC,19.439,65,23,21,24,44,68,179,12.85,0.35,0.32,0.37,0.68,1.05,2.75
28,Pierre-Olivier Morin,LW,LEW,18.399,67,20,33,12,53,65,228,8.77,0.3,0.49,0.18,0.79,0.97,3.4
29,Jeremy Gouchie,C,MTL,19.395,67,25,21,19,46,65,171,14.62,0.37,0.31,0.28,0.69,0.97,2.55
30,Emmanuel Boudreau,D,VIC/RIM,20.085,61,18,33,14,51,65,166,10.84,0.3,0.54,0.23,0.84,1.07,2.72
31,Danick Paquette,RW,QUE,19.165,64,36,19,10,55,65,165,21.82,0.56,0.3,0.16,0.86,1.02,2.58
32,Petr Straka,RW,RIM,17.252,62,28,24,12,52,64,166,16.87,0.45,0.39,0.19,0.84,1.03,2.68
33,Jonathan Lessard,RW,BAT,18.563,68,36,18,10,54,64,217,16.59,0.53,0.26,0.15,0.79,0.94,3.19
34,Samson Mahbod,RW,PEI,20.614,52,20,27,17,47,64,157,12.74,0.38,0.52,0.33,0.9,1.23,3.02
35,Marc-Olivier Mimar,RW,BAC,17.851,68,27,20,17,47,64,174,15.52,0.4,0.29,0.25,0.69,0.94,2.56
36,Dominic Jalbert,D,CHI,20.121,68,14,31,18,45,63,158,8.86,0.21,0.46,0.26,0.66,0.93,2.32
37,Alexandre Quesnel,LW,GAT/VDO,19.866,57,27,18,18,45,63,148,18.24,0.47,0.32,0.32,0.79,1.11,2.6
38,Dave Labrecque,C,SHA,19.634,63,23,22,18,45,63,197,11.68,0.37,0.35,0.29,0.71,1.0,3.13
39,Guillaume Goulet,RW,VIC/BAC,18.916,59,31,19,12,50,62,187,16.58,0.53,0.32,0.2,0.85,1.05,3.17
40,Samuel Morneau,LW,VDO,19.595,55,30,20,12,50,62,219,13.7,0.55,0.36,0.22,0.91,1.13,3.98
41,Michael Bournival,C,SHA,17.293,58,24,21,17,45,62,221,10.86,0.41,0.36,0.29,0.78,1.07,3.81
42,Tye McGinn,LW,GAT,19.132,50,27,18,17,45,62,149,18.12,0.54,0.36,0.34,0.9,1.24,2.98
43,Mark Barberio,D,MON,19.483,65,17,19,24,36,60,170,10.0,0.26,0.29,0.37,0.55,0.92,2.62
44,Stanislav Galiev,RW,SNB,17.662,67,15,26,19,41,60,175,8.57,0.22,0.39,0.28,0.61,0.9,2.61
45,Jonathan Hazen,RW,VDO,19.245,53,24,22,13,46,59,148,16.22,0.45,0.42,0.25,0.87,1.11,2.79
46,Nicolas Chouinard,RW,MTL,18.826,66,29,19,11,48,59,241,12.03,0.44,0.29,0.17,0.73,0.89,3.65
47,Jeff Desjardins,C,ROU,20.641,67,25,22,11,47,58,161,15.53,0.37,0.33,0.16,0.7,0.87,2.4
48,Tomas Knotek,C,HAL,19.672,61,28,21,9,49,58,228,12.28,0.46,0.34,0.15,0.8,0.95,3.74
