,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Tri-City Americans,144,89,57.595,492,362,130,52.37,4588,4171,417,10.39,0.914,101.865
1,Vancouver Giants,144,89,63.245,490,285,205,62.29,5086,3076,2010,9.45,0.911,100.515
2,Medicine Hat Tigers,144,88,57.0,491,370,121,54.42,4511,3778,733,10.56,0.904,100.935
3,Kootenay Ice,144,84,55.25,489,395,94,51.55,4621,4348,273,10.38,0.911,101.465
4,Calgary Hitmen,144,80,58.235,504,363,141,55.8,4655,3690,965,10.725,0.904,101.14
5,Everett Silvertips,144,79,56.475,430,334,96,50.17,4064,4048,16,10.39,0.922,102.535
6,Seattle Thunderbirds,144,77,55.94,448,352,96,52.91,4507,4014,493,9.63,0.915,101.12
7,Spokane Chiefs,144,76,56.545,473,367,106,53.25,4521,3961,560,10.185,0.91,101.205
8,Brandon Wheat Kings,144,75,55.035,503,411,92,52.605,4514,4072,442,10.89,0.901,101.01
9,Lethbridge Hurricanes,144,69,53.655,490,432,58,53.32,4331,3804,527,11.085,0.89,100.015
10,Regina Pats,144,69,50.16,421,418,3,51.365,4325,4089,236,9.575,0.9,99.525
11,Swift Current Broncos,144,65,50.005,434,433,1,48.695,4238,4468,-230,9.94,0.905,100.43
12,Kamloops Blazers,144,59,47.875,434,471,-37,51.46,4077,3878,199,10.42,0.881,98.54
13,Moose Jaw Warriors,144,56,48.22,437,474,-37,48.675,4318,4553,-235,9.895,0.899,99.735
14,Kelowna Rockets,144,53,46.375,397,450,-53,47.1,3734,4198,-464,10.355,0.894,99.785
15,Prince George Cougars,144,50,43.55,390,512,-122,45.545,3834,4626,-792,9.71,0.893,98.93
16,Saskatoon Blades,144,48,43.55,348,451,-103,45.475,3740,4463,-723,9.225,0.902,99.365
17,Prince Albert Raiders,144,47,43.41,388,506,-118,45.055,3828,4672,-844,9.825,0.894,99.195
18,Red Deer Rebels,144,46,42.6,344,460,-116,46.06,3822,4472,-650,8.74,0.9,98.72
19,Chilliwack Bruins,144,45,42.61,367,493,-126,46.34,3775,4366,-591,9.505,0.889,98.395
20,Portland Winter Hawks,144,24,30.26,274,631,-357,40.56,3670,5411,-1741,7.35,0.884,95.81
21,Edmonton Oil Kings,72,18,40.51,158,232,-74,42.99,1842,2443,-601,8.48,0.909,99.35
