,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Sam Steel,C,REG,18.615,66,50,46,35,96,131,0.76,0.7,0.53,1.45,1.98
1,Adam Brooks,C,REG,20.362,66,43,63,24,106,130,0.65,0.95,0.36,1.61,1.97
2,Tyler Wong,RW,LET,20.548,69,51,31,26,82,108,0.74,0.45,0.38,1.19,1.57
3,Chad Butcher,RW,MH,20.641,68,27,49,26,76,102,0.4,0.72,0.38,1.12,1.5
4,Jayden Halbgewachs,C,MJ,19.486,71,50,26,25,76,101,0.7,0.37,0.35,1.07,1.42
5,Kailer Yamamoto,RW,SPO,17.963,65,42,34,23,76,99,0.65,0.52,0.35,1.17,1.52
6,Cody Glass,C,POR,17.46,69,32,36,27,68,95,0.46,0.52,0.39,0.99,1.38
7,Mason Shaw,C,MH,17.868,71,27,43,23,70,93,0.38,0.61,0.32,0.99,1.31
8,Matthew Phillips,C,VIC,18.445,70,50,31,10,81,91,0.71,0.44,0.14,1.16,1.3
9,Morgan Geekie,C,TC,18.158,72,35,36,20,71,91,0.49,0.5,0.28,0.99,1.26
10,Tyler Steenbergen,C,SC,18.689,72,51,29,10,80,90,0.71,0.4,0.14,1.11,1.25
11,Dawson Leedahl,LW,REG,20.493,71,35,30,24,65,89,0.49,0.42,0.34,0.92,1.25
12,Giorgio Estephan,C,LET,19.614,68,35,28,26,63,89,0.51,0.41,0.38,0.93,1.31
13,Steven  Owre,C,MH,20.236,71,26,29,33,55,88,0.37,0.41,0.46,0.77,1.24
14,Kole Lind,RW,KEL,17.917,70,30,30,27,60,87,0.43,0.43,0.39,0.86,1.24
15,Aleksi Heponiemi,C,SC,17.684,72,28,38,20,66,86,0.39,0.53,0.28,0.92,1.19
16,Michael Spacek,C,RD,19.436,59,30,31,24,61,85,0.51,0.53,0.41,1.03,1.44
17,Connor Hobbs,D,REG,19.697,67,31,35,19,66,85,0.46,0.52,0.28,0.99,1.27
18,Ryan Gropp,LW,SEA,19.998,66,35,28,21,63,84,0.53,0.42,0.32,0.95,1.27
19,Skyler McKenzie,LW,POR,18.653,72,42,21,21,63,84,0.58,0.29,0.29,0.88,1.17
20,Brayden Burke,LW,LET/MJ,19.705,61,19,38,25,57,82,0.31,0.62,0.41,0.93,1.34
21,Brett Howden,C,MJ,18.467,58,38,23,20,61,81,0.66,0.4,0.34,1.05,1.4
22,Tyler Sandhu,RW,TC,20.69,72,23,34,24,57,81,0.32,0.47,0.33,0.79,1.12
23,Nick Henry,RW,REG,17.202,72,35,18,28,53,81,0.49,0.25,0.39,0.74,1.12
24,Matteo Gennaro,C,CGY,19.464,69,43,20,17,63,80,0.62,0.29,0.25,0.91,1.16
25,Mathew Barzal,C,SEA,19.308,41,10,37,32,47,79,0.24,0.9,0.78,1.15,1.93
26,Deven Sideroff,RW,KAM,19.423,67,36,24,18,60,78,0.54,0.36,0.27,0.9,1.16
27,Rudolfs Balcers,RW,KAM,19.439,66,40,21,16,61,77,0.61,0.32,0.24,0.92,1.17
28,Matt Bradley,C,MH,19.647,70,34,24,19,58,77,0.49,0.34,0.27,0.83,1.1
29,Patrick Bajkov,RW,EVT,18.801,71,29,29,19,58,77,0.41,0.41,0.27,0.82,1.08
30,Jaret Anderson-Dolan,C,SPO,17.011,72,39,23,13,62,75,0.54,0.32,0.18,0.86,1.04
31,Dominic Zwerger,LW,EVT,20.167,67,28,26,21,54,75,0.42,0.39,0.31,0.81,1.12
32,Zak Zborosky,RW,LET/KTN,19.918,66,41,22,11,63,74,0.62,0.33,0.17,0.95,1.12
33,Ryley Lindgren,C,LET/SC,20.655,72,27,27,19,54,73,0.38,0.38,0.26,0.75,1.01
34,Brandon Hagel,LW,RD,18.054,65,31,24,17,55,72,0.48,0.37,0.26,0.85,1.11
35,Jansen Harkins,C,PG,19.316,64,21,32,19,53,72,0.33,0.5,0.3,0.83,1.12
36,Hudson Elynuik,C,SPO,18.927,64,28,26,17,54,71,0.44,0.41,0.27,0.84,1.11
37,Lane Bauer,C,KAM/EDM,20.373,71,36,20,15,56,71,0.51,0.28,0.21,0.79,1.0
38,Reid Duke,C,BDN,20.633,59,37,25,9,62,71,0.63,0.42,0.15,1.05,1.2
39,Jack Walker,LW,VIC,20.129,70,31,30,10,61,71,0.44,0.43,0.14,0.87,1.01
40,Ethan Bear,D,SEA,19.223,67,28,23,19,51,70,0.42,0.34,0.28,0.76,1.04
41,Davis Koch,RW,EDM,18.259,72,21,33,16,54,70,0.29,0.46,0.22,0.75,0.97
42,Calvin Thurkauf,LW,KEL,19.22,60,33,20,17,53,70,0.55,0.33,0.28,0.88,1.17
43,Nikita Popugaev,LW,MJ/PG,17.821,71,29,30,10,59,69,0.41,0.42,0.14,0.83,0.97
44,Keegan Iverson,RW,POR,20.447,55,26,27,16,53,69,0.47,0.49,0.29,0.96,1.25
45,Keanu Yamamoto,RW,SPO,20.304,72,27,28,14,55,69,0.38,0.39,0.19,0.76,0.96
46,Brennan Menell,D,LET,19.313,70,12,32,25,44,69,0.17,0.46,0.36,0.63,0.99
47,Ty Lewis,LW,BDN,18.533,70,30,24,14,54,68,0.43,0.34,0.2,0.77,0.97
48,Austin Wagner,LW,REG,19.231,64,30,22,14,52,66,0.47,0.34,0.22,0.81,1.03
49,Braylon Shmyr,LW,SAS,19.335,66,35,22,9,57,66,0.53,0.33,0.14,0.86,1.0
50,Garrett Pilon,C,KAM,18.426,67,20,28,17,48,65,0.3,0.42,0.25,0.72,0.97
51,Parker Wotherspoon,LD,TC,19.061,69,10,28,27,38,65,0.14,0.41,0.39,0.55,0.94
52,Lane Pederson,C,SC,19.116,62,25,22,18,47,65,0.4,0.35,0.29,0.76,1.05
53,Jesse Gabrielle,LW,PG,19.247,61,35,22,7,57,64,0.57,0.36,0.11,0.93,1.05
54,Dante Hannoun,C,VIC,18.122,72,25,23,16,48,64,0.35,0.32,0.22,0.67,0.89
55,Clayton Kirichenko,D,MH,20.548,72,12,25,26,37,63,0.17,0.35,0.36,0.51,0.88
56,Zach Fischer,RW,MH,19.16,62,34,15,14,49,63,0.55,0.24,0.23,0.79,1.02
57,Tyler Coulter,LW,BDN,20.014,66,30,19,14,49,63,0.45,0.29,0.21,0.74,0.95
58,Radovan Bondra,LW,PG/VAN,19.634,62,32,18,13,50,63,0.52,0.29,0.21,0.81,1.02
59,Nick Merkley,C,KEL,19.316,63,23,33,7,56,63,0.37,0.52,0.11,0.89,1.0
60,Collin Shirley,LW,KAM,20.501,70,28,22,12,50,62,0.4,0.31,0.17,0.71,0.89
61,Caleb Jones,D,POR,19.278,63,9,26,27,35,62,0.14,0.41,0.43,0.56,0.98
62,Max Gerlach,RW,MH,18.451,72,34,19,9,53,62,0.47,0.26,0.12,0.74,0.86
63,Mark Rassell,LW,MH,19.546,72,36,18,7,54,61,0.5,0.25,0.1,0.75,0.85
64,Noah Gregor,C,MJ,18.136,52,27,26,8,53,61,0.52,0.5,0.15,1.02,1.17
65,Evan Polei,LW,RD,20.573,69,32,16,13,48,61,0.46,0.23,0.19,0.7,0.88
66,Stelio Mattheos,C,BDN,17.257,69,26,28,7,54,61,0.38,0.41,0.1,0.78,0.88
67,Juuso Valimaki,LD,TC,17.944,60,19,23,19,42,61,0.32,0.38,0.32,0.7,1.02
68,Matt Alfaro,C,LET/KTN,20.11,61,25,21,14,46,60,0.41,0.34,0.23,0.75,0.98
69,David Quenneville,D,MH,18.511,49,23,16,21,39,60,0.47,0.33,0.43,0.8,1.22
70,Keegan Kolesar,RW,SEA,19.439,54,26,22,12,48,60,0.48,0.41,0.22,0.89,1.11
71,Colton Kroeker,C,LET/KTN,19.65,70,18,27,14,45,59,0.26,0.39,0.2,0.64,0.84
72,Kevin Davis,D,EVT,19.508,72,9,24,26,33,59,0.12,0.33,0.36,0.46,0.82
73,Vladislav Lukin,RW,TC,19.642,63,26,15,18,41,59,0.41,0.24,0.29,0.65,0.94
74,Glenn Gawdin,C,SC,19.477,52,26,14,18,40,58,0.5,0.27,0.35,0.77,1.12
75,Aaron  Irving,D,EVT/EDM,20.537,71,18,19,21,37,58,0.25,0.27,0.3,0.52,0.82
76,Joachim Blichfeld,LW,POR,18.166,63,28,19,11,47,58,0.44,0.3,0.17,0.75,0.92
77,John Dahlstrom,RW,MH,19.647,63,30,17,11,47,58,0.48,0.27,0.17,0.75,0.92
