,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,340,196,55.889,1365,1062,303,50.906,12168,11308,860,11.475,0.906,102.02
1,Oshawa Generals,340,188,59.994,1257,995,262,56.265,12249,10490,1759,9.966,0.914,101.372
2,Guelph Storm,340,182,53.976,1301,1119,182,50.42,11990,11551,439,10.558,0.908,101.298
3,Sault Ste. Marie Greyhounds,340,175,58.299,1324,1183,141,53.282,11632,11211,421,11.641,0.906,102.181
4,Owen Sound Attack,340,171,52.616,1176,1023,153,49.417,11632,11177,455,9.959,0.912,101.18
5,Niagara IceDogs,340,164,51.263,1269,1120,149,51.954,11938,10749,1189,10.286,0.894,99.634
6,Plymouth Whalers,340,160,46.953,1186,1101,85,46.457,11489,11901,-412,9.458,0.91,100.414
7,Erie Otters,340,156,57.086,1284,1248,36,53.05,11183,11359,-176,12.356,0.896,101.894
8,Barrie Colts,340,155,54.148,1246,1178,68,50.354,11235,11611,-376,11.148,0.904,101.48
9,Saginaw Spirit,340,151,47.042,1202,1235,-33,48.617,11582,11966,-384,9.78,0.895,99.277
10,Kitchener Rangers,340,151,48.778,1119,1090,29,52.154,12224,11529,695,8.618,0.903,98.919
11,Ottawa 67's,340,140,48.311,1194,1251,-57,46.562,10581,12326,-1745,11.111,0.897,100.849
12,Windsor Spitfires,340,139,45.368,1161,1310,-149,49.264,11647,11916,-269,9.494,0.888,98.353
13,Kingston Frontenacs,340,127,49.244,1128,1275,-147,51.67,11826,11916,-90,9.016,0.902,99.23
14,Sarnia Sting,340,126,45.136,1162,1395,-233,47.044,10518,12110,-1592,10.625,0.886,99.208
15,Belleville Bulls,340,126,45.539,988,1176,-188,47.608,11215,11889,-674,8.714,0.905,99.21
16,Sudbury Wolves,340,125,40.156,1046,1281,-235,46.242,10919,12190,-1271,8.204,0.893,97.526
17,Peterborough Petes,340,116,44.01,1037,1349,-312,47.707,11445,12315,-870,8.988,0.896,98.541
18,Brampton Battalion,204,90,50.36,576,573,3,56.275,7087,5383,1704,8.012,0.9,97.902
19,North Bay Battalion,136,67,54.335,449,377,72,56.275,4661,3621,1040,9.235,0.898,98.995
20,Mississauga Steelheads,204,63,40.728,512,739,-227,45.69,6166,7208,-1042,8.148,0.902,98.325
21,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
22,Mississauga St. Michael's Majors,68,28,47.92,196,213,-17,45.24,1966,2380,-414,9.69,0.912,100.94
