,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Alex Barre-Boulet,C,DRU/BLB,19.446,263,140,124,73,264,337,876,16.225,0.632,0.51,0.33,1.135,1.468,3.832,34.085,0.519,1399.198,21.43,1.726,1.416,0.913,3.142,4.055,10.621,1.46,19.244,18.284,56.999,50.612,22.475,66.331,433,240,25,117,23.771,37,162,21.229,78,597,13.504,2453,4808,52.036
1,Conor Garland,RW,MON,18.638,206,104,149,75,253,328,826,12.438,0.532,0.798,0.395,1.33,1.726,4.38,33.764,0.559,1283.932,21.7,1.448,2.16,1.052,3.608,4.659,11.806,1.501,18.785,18.0,55.256,48.045,24.848,66.455,400,200,14,87,12.47,35,165,21.005,55,574,9.747,47,108,40.255
2,Vitalii Abramov,RW,GAT/VIC,18.607,185,129,124,48,253,301,681,19.458,0.725,0.72,0.245,1.442,1.695,3.725,40.352,0.67,1293.388,21.5,2.025,1.995,0.695,4.02,4.715,10.4,1.87,19.16,18.105,59.775,49.602,27.295,73.105,371,149,33,123,29.945,30,135,24.002,66,423,15.72,606,1058,54.4
3,Nicolas Roy,C,CHI/SHE,18.212,367,124,104,57,228,285,889,7.255,0.201,0.186,0.099,0.391,0.492,1.928,14.547,0.256,817.452,14.676,0.629,0.612,0.362,1.241,1.602,7.406,0.904,17.912,17.96,48.946,53.482,-3.038,42.84,402,289,52,194,10.81,30,167,8.053,42,528,5.581,3502,6498,51.514
4,Maxime Fortier,D/RW,QUE/VIC/HAL,18.892,287,104,106,61,210,271,913,11.264,0.444,0.448,0.22,0.898,1.118,3.743,32.678,0.522,1242.488,20.092,1.292,1.312,0.651,2.598,3.252,10.995,1.522,18.53,18.116,53.032,50.508,10.573,56.578,380,280,37,147,24.657,26,143,16.28,41,623,6.835,214,576,32.555
5,Daniel Sprong,RW,CHA,18.624,199,117,106,38,223,261,815,17.435,0.762,0.556,0.266,1.32,1.585,4.339,20.284,0.518,829.556,20.496,2.249,1.629,0.778,3.879,4.656,12.706,1.514,19.036,17.949,56.745,47.04,18.331,68.444,324,186,26,80,42.626,42,146,34.772,49,589,9.802,52,127,43.261
6,Alexandre Goulet,C,CHA/VIC,19.572,262,133,75,50,208,258,735,17.822,0.532,0.322,0.242,0.861,1.101,3.034,31.018,0.471,1282.466,19.371,1.65,0.997,0.735,2.645,3.38,9.334,1.452,18.476,18.085,52.331,50.491,22.198,62.175,369,234,42,171,24.106,31,139,24.964,60,425,13.71,887,1730,48.604
7,Francis Perron,LW,ROU,18.534,251,93,103,61,196,257,707,13.69,0.488,0.536,0.281,1.027,1.309,3.435,24.635,0.394,1208.126,19.236,1.454,1.592,0.856,3.041,3.901,10.356,1.168,18.701,18.511,58.348,52.099,9.041,62.474,342,215,17,64,28.285,29,95,29.594,47,548,9.246,381,871,42.346
8,Angelo Miceli,C,VIC,19.794,200,109,89,56,198,254,690,16.185,0.555,0.488,0.288,1.045,1.33,3.45,33.698,0.512,1321.305,20.06,1.668,1.44,0.85,3.112,3.968,10.365,1.53,18.605,18.205,52.71,49.515,23.588,64.238,321,174,28,93,30.408,26,110,25.07,55,487,11.512,1817,3549,51.375
9,Matthew Highmore,C,SNB,19.613,289,90,88,69,178,247,838,12.476,0.398,0.395,0.305,0.796,1.096,3.088,25.728,0.406,1201.422,19.09,1.22,1.215,0.906,2.43,3.336,9.635,1.251,18.914,18.27,58.31,50.665,14.136,64.563,376,243,33,145,25.391,29,135,22.068,28,558,6.522,2820,5513,52.346
10,Nicolas Aube-Kubel,RW,VDO,18.474,251,108,79,57,187,244,688,16.171,0.528,0.391,0.254,0.918,1.172,3.16,24.655,0.399,1133.212,18.37,1.675,1.23,0.82,2.905,3.719,10.165,1.284,18.898,18.144,57.604,50.481,10.155,63.781,339,203,25,89,29.091,29,114,26.511,54,485,11.692,122,322,34.804
11,Alexis D'Aoust,RW,SHA,19.514,299,113,78,50,191,241,827,14.58,0.516,0.344,0.24,0.861,1.1,3.42,30.372,0.532,1136.386,19.842,1.507,0.994,0.705,2.499,3.204,10.082,1.557,18.888,18.094,57.484,49.777,24.741,68.125,392,221,40,159,24.466,27,163,18.852,46,505,9.707,35,103,31.668
12,Anthony Richard,C,VDO,17.86,232,111,80,47,191,238,704,16.067,0.548,0.444,0.226,0.991,1.218,3.488,26.532,0.439,1162.54,19.42,1.628,1.269,0.671,2.896,3.568,10.305,1.296,18.745,18.34,57.87,51.935,1.588,56.666,312,239,31,109,28.351,32,111,28.962,48,484,10.015,414,954,42.478
13,Daniel Audette,C,SHE,18.486,234,82,103,52,185,237,727,11.843,0.392,0.411,0.272,0.809,1.078,3.291,20.193,0.36,1190.729,21.18,1.105,1.168,0.759,2.272,3.028,9.279,1.012,19.672,18.329,49.691,51.429,15.515,53.16,329,300,18,73,24.531,14,95,13.534,50,559,9.78,1603,3737,44.52
14,Michael Joly,RW,RIM/CAP,19.49,219,128,71,37,199,236,659,18.83,0.649,0.366,0.182,1.015,1.203,3.382,33.026,0.59,1088.958,19.386,1.963,1.119,0.566,3.076,3.644,10.34,1.8,19.06,18.447,57.335,51.049,15.862,66.335,324,163,39,131,30.079,33,132,22.861,56,396,13.856,74,148,45.416
15,Nikolas Brouillard,D,DRU/QUE/ROU,19.728,251,60,92,82,152,234,689,8.656,0.274,0.399,0.325,0.671,0.995,3.209,14.891,0.256,1493.292,25.33,0.646,0.934,0.775,1.579,2.359,7.544,0.598,18.304,18.112,58.359,50.067,15.445,65.14,462,255,5,27,19.792,5,43,13.335,50,619,7.831,2,5,16.666
16,Louick Marcotte,LW,PEI/VDO/GAT,19.938,193,105,74,51,179,230,612,17.118,0.55,0.402,0.238,0.95,1.192,3.198,30.14,0.47,1253.68,19.555,1.685,1.212,0.725,2.898,3.62,9.822,1.415,19.728,18.242,55.47,51.035,14.62,62.245,331,185,30,95,29.195,33,136,27.372,42,381,11.025,315,743,40.25
17,Guillaume Gauthier,LW,DRU/CAP/QUE/SHE,19.135,258,98,75,54,173,227,674,15.159,0.454,0.35,0.222,0.798,1.021,2.988,27.724,0.42,1201.629,18.248,1.462,1.111,0.725,2.576,3.295,9.644,1.334,19.618,17.972,53.748,49.911,24.186,65.495,341,184,35,109,34.23,18,109,17.484,45,456,10.012,345,704,48.579
18,Ivan Barbashev,C,MON,18.005,173,88,80,57,168,225,583,16.337,0.59,0.465,0.358,1.058,1.418,3.51,29.578,0.522,1186.885,20.873,1.652,1.34,1.022,2.995,4.018,10.13,1.478,19.728,18.172,57.645,48.22,20.225,65.425,307,166,21,104,21.595,17,108,20.148,50,371,14.13,1294,2643,49.342
19,Giovanni Fiore,LW,BAT/DRU/SHA/CAP,19.152,281,114,63,47,177,224,887,13.013,0.588,0.301,0.2,0.895,1.094,4.258,37.082,0.6,1123.01,18.348,1.81,0.944,0.645,2.748,3.392,13.3,1.848,18.1,17.825,55.251,50.58,12.46,62.016,302,185,33,123,31.663,22,124,18.694,59,640,9.298,52,118,39.47
20,Spencer Smallman,RW,SNB,19.078,293,86,72,65,158,223,536,17.668,0.388,0.322,0.291,0.71,1.008,2.108,18.835,0.308,1044.07,17.35,1.307,1.083,0.991,2.39,3.376,7.172,1.048,19.002,18.235,58.341,51.117,8.444,61.522,329,233,32,106,33.011,20,96,18.295,34,334,12.314,237,602,40.739
21,Alex Dostie,C,GAT/CHA,18.55,233,86,74,63,160,223,488,17.711,0.419,0.361,0.288,0.78,1.066,2.367,24.6,0.414,1071.99,17.931,1.375,1.196,0.948,2.572,3.515,7.794,1.355,19.062,17.873,57.488,49.522,14.175,64.599,319,177,25,102,26.992,25,126,19.03,36,260,13.652,874,1928,47.138
22,Anthony Beauregard,C,VDO,18.958,207,69,99,55,168,223,434,15.102,0.351,0.515,0.288,0.864,1.152,2.149,19.996,0.304,1065.195,17.342,1.14,1.735,0.996,2.88,3.878,7.284,1.01,18.919,18.062,57.352,50.345,9.354,62.298,306,169,22,67,31.179,18,83,20.111,29,284,9.855,1995,3546,54.546
23,Filip Chlapik,C,CHA,18.535,173,79,81,60,160,220,603,12.765,0.488,0.508,0.358,0.995,1.352,3.765,23.935,0.415,1144.83,19.885,1.45,1.538,1.072,2.988,4.06,11.305,1.255,19.028,17.958,56.71,48.897,14.925,62.97,286,174,24,75,32.665,19,93,19.05,36,435,8.137,1192,2377,50.8
24,Adam Erne,LW,QUE,18.657,176,90,75,55,165,220,673,13.788,0.552,0.415,0.335,0.968,1.302,3.98,28.195,0.48,1250.745,21.335,1.553,1.168,0.943,2.72,3.657,11.168,1.35,19.76,18.458,58.508,50.412,13.837,63.858,297,171,29,97,31.932,26,103,23.485,35,473,7.808,948,1730,55.18
25,Christophe Boivin,LW,BAT,19.714,255,102,71,46,173,219,883,12.389,0.5,0.354,0.209,0.852,1.062,3.91,33.742,0.519,1207.438,18.625,1.589,1.108,0.68,2.694,3.37,12.47,1.649,18.309,17.675,51.552,49.212,22.559,62.692,306,212,30,102,31.084,19,143,16.426,53,638,8.575,76,192,42.58
26,Cameron Askew,RW,DRU/MON/SHA/CHA,19.405,327,100,62,56,162,218,823,11.129,0.332,0.194,0.159,0.526,0.684,2.954,23.905,0.367,1116.849,17.179,1.139,0.668,0.558,1.807,2.365,10.196,1.257,18.73,18.138,49.723,50.989,10.258,52.741,334,249,30,109,35.908,22,116,16.85,48,598,6.743,1557,3389,46.521
27,Jean-Christophe Beaudin,C,ROU,18.596,195,77,78,60,155,215,525,12.792,0.398,0.385,0.282,0.782,1.065,2.73,22.871,0.364,1068.481,16.868,1.229,1.191,0.88,2.42,3.3,8.32,1.109,17.074,16.132,53.758,45.016,0.5,56.821,297,154,19,58,29.412,16,87,15.839,42,380,9.389,1511,2700,48.135
28,Christopher Clapperton,LW,BLB/RIM,19.812,181,95,66,54,161,215,564,16.585,0.535,0.362,0.302,0.898,1.205,3.27,27.105,0.448,1175.327,19.435,1.655,1.12,0.935,2.778,3.713,10.102,1.382,19.04,18.27,60.9,50.065,13.22,66.13,287,146,26,89,27.562,22,93,25.282,47,382,12.198,72,144,39.775
29,Jonathan Drouin,C,HAL,17.97,95,70,79,64,149,213,389,18.565,0.735,0.835,0.675,1.57,2.245,4.115,25.085,0.53,1080.5,22.8,1.96,2.185,1.77,4.15,5.92,10.77,1.39,19.75,18.585,67.2,48.135,13.97,73.95,252,89,21,56,34.76,17,69,22.88,32,264,12.2,505,972,47.955
