,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
10,Mississauga Steelheads,262,120,50.201,906,892,14,52.338,8688,8249,439,9.921,0.893,99.178,51.354,211.371,200.136,11.24,9.759,0.899,99.614,3.0,0.048,-10.864,-0.179,238,236,2,53.04,1037,1116,-79,50.558,21.958,0.803,201,201,0,45.76,1180,1147,33,49.741,15.502,0.823,467,455,12,50.422,6471,5986,485,53.105,6.91,0.924
11,Barrie Colts,263,120,50.779,967,921,46,48.45,8452,8793,-341,10.939,0.9,101.03,48.295,199.695,211.572,-11.876,9.885,0.901,99.93,20.804,0.316,1.447,0.014,234,222,12,51.715,1046,1108,-62,48.541,22.149,0.804,222,211,11,49.975,1149,1194,-45,48.471,18.172,0.828,511,488,23,50.516,6257,6491,-234,48.438,7.794,0.93
12,Hamilton Bulldogs,264,119,48.91,897,932,-35,51.581,8506,8131,375,10.432,0.884,98.83,52.885,215.402,190.521,24.88,10.238,0.903,100.525,2.598,0.057,-35.979,-0.565,241,254,-13,48.081,1142,965,177,54.752,20.535,0.731,209,202,7,49.171,1210,1038,172,53.355,16.928,0.801,447,476,-29,48.985,6154,6128,26,50.666,7.242,0.924
13,Kingston Frontenacs,263,118,43.378,794,842,-48,47.192,8355,8337,18,8.876,0.896,98.401,47.359,182.089,193.779,-11.69,9.375,0.908,100.106,-10.588,-0.151,-24.6,-0.362,194,207,-13,39.794,933,903,30,44.325,19.714,0.76,182,186,-4,45.549,1150,1207,-57,47.584,14.77,0.841,418,449,-31,44.21,6272,6227,45,47.465,6.395,0.924
14,Peterborough Petes,262,114,46.616,886,977,-91,47.405,8375,9264,-889,10.154,0.895,99.631,44.108,179.668,226.358,-46.689,8.945,0.899,98.758,22.833,0.362,-6.016,-0.1,185,261,-76,38.642,869,1240,-371,38.278,21.028,0.789,190,227,-37,45.758,1069,1252,-183,45.475,17.939,0.827,511,489,22,50.624,6437,6772,-335,49.229,7.568,0.928
15,Saginaw Spirit,262,110,50.548,850,952,-102,50.914,8429,8467,-38,10.35,0.895,99.778,49.889,198.738,202.502,-3.764,9.625,0.9,99.58,14.264,0.219,-10.372,-0.16,192,236,-44,49.619,969,1023,-54,49.931,19.726,0.795,197,209,-12,52.97,1185,1120,65,52.522,17.699,0.827,461,507,-46,49.992,6275,6324,-49,50.771,7.395,0.923
16,North Bay Battalion,262,107,46.445,829,943,-114,47.532,8169,8562,-393,10.155,0.895,99.682,46.106,180.281,209.27,-28.994,9.195,0.902,99.42,16.721,0.289,-15.102,-0.21,205,223,-18,48.787,927,976,-49,48.581,21.702,0.786,184,201,-17,48.23,1052,1159,-107,45.996,18.008,0.835,440,519,-79,44.795,6190,6427,-237,47.614,7.066,0.923
17,Guelph Storm,262,91,49.139,832,1044,-212,48.59,8213,9406,-1193,10.808,0.895,100.262,49.599,206.015,214.648,-8.641,10.088,0.903,100.365,14.238,0.216,-15.85,-0.246,206,234,-28,50.544,1007,1163,-156,49.63,19.356,0.809,192,192,0,56.564,1127,1166,-39,52.115,18.691,0.848,434,618,-184,45.689,6079,7077,-998,47.698,7.739,0.917
18,Sudbury Wolves,262,87,47.098,790,1059,-269,47.85,7964,9358,-1394,10.149,0.896,99.779,47.279,183.065,210.081,-27.015,9.41,0.904,99.746,13.309,0.222,-15.172,-0.212,224,242,-18,50.345,1018,1058,-40,50.374,22.336,0.782,179,261,-82,46.691,1084,1345,-261,49.065,17.164,0.808,387,556,-169,45.624,5862,6955,-1093,47.254,6.814,0.929
19,Flint Firebirds,264,76,38.491,780,1149,-369,46.145,8307,9095,-788,9.358,0.872,96.576,41.844,179.221,246.763,-67.541,9.02,0.892,98.228,4.154,0.101,-45.99,-0.596,171,259,-88,39.31,864,1190,-326,41.851,19.992,0.778,206,268,-62,39.852,1094,1355,-261,42.888,17.685,0.796,403,622,-219,37.569,6349,6550,-201,47.512,6.366,0.906
