"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Robby Fabbri","C","GUE","18.648","30","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chase Campbell","RW","SAR","16.228","14","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jonah Gadjovich","LW","OS","15.926","60","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zach Nastasiuk","RW","OS","19.464","64","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Curtis Meighan","C","OTT/KIT","20.471","67","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jack Webb","LW","SAG","17.679","49","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Taylor Raddysh","RW","ER","16.573","58","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Artem Vladimirov","D","PBO","17.534","56","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zack Dorval","C","KGN","16.406","56","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kody Gagnon","D","BAR","17.701","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Middleton","D","OTT","18.703","64","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zack Pittman","D","OTT","19.165","41","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jared Steege","LW","NB/KGN","18.689","67","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","David Eccles","D","SSM","18.281","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Troy Lajeunesse","C","SAR","17.323","64","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Phil Baltisberger","D","GUE","18.84","55","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justin Lemcke","D","BELV","17.586","64","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","David Tomasek","C","BELV","18.596","61","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cody  Thompson","LW","MISS","19.601","36","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Stefan LeBlanc","D","MISS","18.5","64","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Pavel Jenys","RW","SBY","18.453","63","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matt Gillard","LW","NIAG","18.043","55","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Foss","LW","WSR/GUE","18.634","50","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zach Wilkie","D","NIAG","17.555","52","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob  Graves","D","KGN","19.469","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zac Leslie","D","GUE","20.622","57","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Pettit","C","ER","18.656","60","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Schlichting","D","SAR","17.331","12","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jaden Lindo","RW","OS","18.678","49","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brett Primeau","RW","KGN","17.421","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jack Kilgour","LW","KIT","16.764","26","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Walters","D","OS","17.279","63","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Thomas Schemitsch","D","OS","17.887","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Daniel  Milne","LW","OS","20.48","66","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Santino Centorame","D","OS","18.382","66","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Szypula","C","OS","17.629","59","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Heeps","C","OS","17.624","35","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Holden Cook","C","OS","20.135","42","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kevin Hancock","LW","OS","16.54","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jarett Meyer","D","OS","17.922","34","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle  Platzer","C","OS","19.535","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler MacArthur","D","OS","17.309","63","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chris Bigras","LD","OS","19.562","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Petrus Palmu","RW","OS","17.167","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justin Brack","C","OS","18.612","57","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Keenan Reynolds","C","OS","16.46","42","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Damir Sharipzyanov","D","OS","18.577","66","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Liam Maaskant","D","KIT","20.518","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Di Perna","D","KIT","18.388","53","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Scott  Teskey","RW","KIT","19.368","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Logan  Schmidt","D","KIT","18.363","18","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Gustaf Franzen","C","KIT","17.98","65","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brent Pedersen","LW","OSH/KIT","19.198","69","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mason Kohn","LW","KIT","17.369","52","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brandon Robinson","LW","KIT","18.924","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nick Magyar","RW","KIT","18.297","65","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Adam Mascherin","LW","KIT","16.277","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Darby Llewellyn","LW","KIT","18.158","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Max Iafrate","D","KIT","20.469","59","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Frank Hora","D","KIT","18.289","66","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan MacInnis","C","KIT","18.585","67","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Bunnaman","C","KIT","16.416","67","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dmitrii Sergeev","D","KIT","18.473","54","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mike Davies","LW","KIT","17.607","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brandon Prophet","D","BAR/SAG","18.284","66","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sean Callaghan","D","PLY/SAG","20.6","58","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Marcus Crawford","D","SAG","17.487","58","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Orban","D","OTT/SAG","17.145","46","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Sadowy","LW","SAG","18.453","65","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kris Bennett","C","SAG","18.692","61","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Michael Holmes","D","SAG","17.613","57","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mitchell Webb","LW","SAG","17.679","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Adam McPhail","RW","SAG","17.44","50","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Brown","LW","SAG","19.152","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mitchell Stephens","C","SAG","17.607","62","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Luke Cairns","LW","GUE/SAG","20.299","39","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Keaton Middleton","D","SAG","16.594","61","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tye Felhaber","LW","SAG","16.113","63","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Blake Clarke","LW","SAG","18.642","31","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Ringuette","D","SAG","20.285","65","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Artem Artemov","RW","SAG","17.66","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cory Genovese","D","ER","19.921","60","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Patrick Murphy","D","ER","19.68","56","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Joel Wigle","RW","ER/LDN","20.584","30","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Maksimovich","LW","ER","16.518","56","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Shaun Bily","C","ER","16.562","36","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mason Marchment","LW","ER","19.245","54","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Alex DeBrincat","RW","ER","16.742","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jesse Saban","D","ER/BELV","17.668","50","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Strome","C","ER","17.525","68","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
