,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,32.747,339,100,123,98,223,321,843,9.699,0.22,0.362,0.267,0.58,0.848,2.249
1,T.J. Brennan,D,TOR/RFD/LV,27.515,357,97,106,94,203,297,1024,9.462,0.256,0.264,0.259,0.521,0.78,2.724
2,Phil Varone,C,RCH/BNG/LV,25.844,328,90,117,74,207,281,733,13.424,0.282,0.355,0.244,0.638,0.881,2.116
3,Cole Schneider,LW,BNG/RCH/HFD,26.119,358,110,106,65,216,281,883,11.18,0.27,0.302,0.178,0.57,0.75,2.41
4,Chris Mueller,C,TEX/HFD/SD/TUC/TOR,30.592,328,97,103,73,200,273,769,12.927,0.28,0.32,0.22,0.598,0.813,2.188
5,Andy Miele,C,POR/GR/LV,27.544,281,84,92,85,176,261,570,12.815,0.255,0.321,0.325,0.574,0.9,1.956
6,Chris Bourque,LW,HFD/HER,30.753,285,94,93,72,187,259,817,10.128,0.298,0.294,0.278,0.588,0.864,2.916
7,Cal O'Reilly,C,UTI/RCH/TOR/IA,30.023,312,47,116,86,163,249,450,12.346,0.17,0.368,0.276,0.537,0.81,1.42
8,Seth Griffith,RW,PRO/TOR/RCH,23.759,249,81,93,69,174,243,478,19.01,0.32,0.414,0.263,0.734,0.998,1.742
9,Andrew Agozzino,LW,LE/SA/CHI,25.762,333,100,82,58,182,240,878,12.249,0.298,0.227,0.154,0.526,0.678,2.465
10,Ben Street,C,ABB/LE/SA/GR,29.65,252,90,84,66,174,240,823,10.753,0.346,0.334,0.284,0.684,0.962,3.261
11,Kenny Agostino,LW,ADK/STK/CHI/PRO,24.502,261,78,85,73,163,236,665,10.892,0.289,0.318,0.318,0.607,0.925,2.698
12,Carter Camper,C,SPR/PRO/BNG/HER/ALB/TUC/CLE,28.257,314,58,92,83,150,233,590,9.638,0.195,0.353,0.252,0.548,0.798,2.008
13,Andrew Miller,RW,OKC/CHA/BAK,28.054,280,79,102,51,181,232,544,15.034,0.262,0.432,0.166,0.699,0.865,1.752
14,T.J. Hensick,C,HFD/HAM/UTI/CHA/ONT,30.828,309,66,97,68,163,231,660,10.176,0.199,0.324,0.22,0.528,0.748,1.981
15,Jason Akeson,RW,ADK/LV/RCH/BNG/SYR,26.348,268,81,81,63,162,225,756,7.55,0.201,0.25,0.2,0.452,0.651,2.594
16,Matthew Ford,RW,OKC/BAK/GR,31.997,329,107,62,55,169,224,816,13.628,0.314,0.179,0.134,0.493,0.626,2.308
17,Teemu Pulkkinen,LW,GR/IA/CHI,24.578,239,112,74,35,186,221,754,13.976,0.438,0.319,0.141,0.756,0.898,3.09
18,Alexandre Grenier,RW,UTI/SPR,25.092,345,87,84,48,171,219,801,11.861,0.262,0.25,0.126,0.511,0.63,2.21
19,Mike Sislo,RW,ALB/TOR/SA/TUC,28.717,321,107,63,48,170,218,791,12.675,0.32,0.175,0.175,0.498,0.67,2.487
20,Matt Taormina,D,SPR/SYR/WOR/LAV,29.968,328,52,85,80,137,217,709,5.765,0.128,0.355,0.282,0.486,0.773,2.157
21,Tom Kostopoulos,RW,WBS,37.705,323,86,85,45,171,216,640,12.947,0.224,0.278,0.151,0.503,0.653,1.722
22,Joe Whitney,LW,ALB/BRI/TUC/SA/HER/HFD,28.67,311,87,66,62,153,215,747,11.088,0.252,0.2,0.157,0.452,0.605,2.227
23,Justin Dowling,C,TEX,26.019,305,68,94,50,162,212,615,10.702,0.2,0.3,0.154,0.502,0.656,1.872
24,Chris Conner,LW,WBS/HER/LV,32.794,271,80,87,44,167,211,521,16.738,0.284,0.27,0.141,0.557,0.698,1.728
25,Pat Cannone,C,CHI/IA,30.165,345,76,67,67,143,210,579,13.038,0.204,0.178,0.174,0.382,0.556,1.594
26,Chris Terry,LW,CHA/STJ/LAV,27.316,195,91,76,43,167,210,646,14.232,0.465,0.39,0.189,0.847,1.041,3.206
