,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kelowna Rockets,1008,568,59.974,3402,2722,680,53.38,31816,27822,3994,11.172,0.915,102.622
1,Kootenay Ice,1008,547,51.582,3294,2813,481,50.396,31284,28916,2368,9.41,0.909,100.29
2,Calgary Hitmen,1008,545,56.465,3485,2900,585,52.1,31661,28124,3537,10.948,0.908,101.701
3,Brandon Wheat Kings,1008,527,48.436,3580,3213,367,48.534,32026,30586,1440,10.386,0.896,99.931
4,Medicine Hat Tigers,1008,525,54.568,3599,3139,460,52.374,31882,30568,1314,9.932,0.91,100.936
5,Tri-City Americans,1008,509,49.952,3278,3086,192,47.588,31039,31593,-554,9.736,0.914,101.009
6,Spokane Chiefs,1008,507,54.26,3280,2920,360,53.336,32333,29237,3096,10.21,0.9,100.204
7,Red Deer Rebels,1008,493,49.48,2955,2817,138,47.242,30524,29807,717,8.988,0.918,100.773
8,Swift Current Broncos,1008,471,50.419,3085,3125,-40,49.888,30642,31313,-671,9.371,0.909,100.269
9,Kamloops Blazers,1008,464,45.82,3178,3304,-126,48.537,30061,31773,-1712,9.42,0.897,99.023
10,Saskatoon Blades,1008,458,47.318,3177,3291,-114,47.338,30893,32562,-1669,9.872,0.901,99.95
11,Vancouver Giants,936,456,47.476,3071,2869,202,52.621,29683,25954,3729,9.59,0.881,97.723
12,Moose Jaw Warriors,1008,434,44.482,3191,3424,-233,49.542,31300,32370,-1070,8.794,0.894,98.117
13,Seattle Thunderbirds,1008,424,44.992,2989,3294,-305,47.134,30988,32318,-1330,9.205,0.9,99.184
14,Regina Pats,1008,411,47.686,3011,3379,-368,48.626,29498,31657,-2159,10.097,0.896,99.704
15,Lethbridge Hurricanes,1008,396,38.439,3003,3497,-494,44.201,29122,31612,-2490,8.552,0.891,97.6
16,Prince Albert Raiders,1008,379,47.642,2956,3621,-665,49.678,30569,33199,-2630,9.536,0.897,99.224
17,Prince George Cougars,1008,359,41.957,2873,3664,-791,47.616,30013,33312,-3299,8.966,0.889,97.776
18,Everett Silvertips,792,357,46.78,2110,2162,-52,49.002,22067,24182,-2115,9.058,0.901,99.2
19,Portland Winter Hawks,648,247,36.03,1765,2297,-532,43.256,18818,20609,-1791,8.126,0.89,97.208
20,Portland Winterhawks,360,240,61.908,1555,1063,492,56.101,13947,11481,2466,11.25,0.91,102.281
21,Edmonton Oil Kings,504,234,60.366,1634,1520,114,57.07,16390,15112,1278,10.226,0.911,101.335
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,216,95,50.555,682,746,-64,48.54,6390,6907,-517,10.35,0.901,100.442
