,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,809,424,48.03,2883,2520,363,51.09,24590,24381,209,9.649,0.893,98.957
1,Rouyn-Noranda Huskies,809,418,63.556,2977,2697,280,56.574,25169,22799,2370,11.075,0.916,102.706
2,Drummondville Voltigeurs,809,412,59.242,2912,2598,314,57.563,26239,22349,3890,11.968,0.89,100.957
3,Rimouski Oceanic,810,404,57.894,2884,2567,317,54.35,25068,23429,1639,11.044,0.903,101.306
4,Saint John Sea Dogs,809,383,39.093,2819,2759,60,44.547,25562,26115,-553,9.408,0.883,97.621
5,Gatineau Olympiques,807,379,48.615,2728,2652,76,46.428,23011,23380,-369,11.037,0.898,100.856
6,Moncton Wildcats,810,377,49.091,2772,2740,32,49.888,25201,25416,-215,10.815,0.886,99.454
7,Halifax Mooseheads,809,375,58.476,2873,2782,91,52.659,25796,24243,1553,11.918,0.906,102.487
8,Victoriaville Tigres,810,374,49.248,2885,2740,145,47.073,24877,25398,-521,10.904,0.902,101.1
9,Shawinigan Cataractes,809,362,40.656,2704,2767,-63,44.159,24564,25574,-1010,10.412,0.879,98.262
10,Cape Breton Screaming Eagles,809,360,52.707,2766,2887,-121,53.986,25440,24104,1336,10.977,0.888,99.684
11,Val-d'Or Foreurs,809,329,40.744,2714,3098,-384,42.188,23972,26893,-2921,10.054,0.894,99.374
12,Baie-Comeau Drakkar,809,324,53.557,2566,2829,-263,51.629,24417,25017,-600,11.235,0.899,101.108
13,Chicoutimi Sagueneens,809,322,48.836,2419,2666,-247,48.463,23312,24760,-1448,10.084,0.9,100.06
14,Acadie-Bathurst Titan,809,305,42.347,2597,2985,-388,44.795,24608,26905,-2297,10.012,0.889,98.851
15,Blainville-Boisbriand Armada,536,280,48.968,1836,1556,280,49.905,15732,14410,1322,10.315,0.893,99.577
16,Charlottetown Islanders,399,185,51.256,1336,1340,-4,53.087,13373,12963,410,9.552,0.898,99.374
17,Sherbrooke Phoenix,467,175,49.366,1455,1758,-303,52.573,14209,15192,-983,9.916,0.886,98.464
18,PEI Rocket,410,170,48.702,1357,1499,-142,48.26,12314,13885,-1571,10.822,0.89,99.881
19,Lewiston MAINEiacs,274,108,48.891,875,1009,-134,49.704,8256,8782,-526,10.905,0.889,99.8
20,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
21,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
22,St. John's Fog Devils,70,31,49.77,216,218,-2,48.04,2119,2292,-173,9.9,0.907,100.62
