,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1080,605,56.466,3798,3082,716,52.1,33998,30083,3915,10.948,0.908,101.702
1,Kootenay Ice,1080,600,51.582,3569,3013,556,50.396,33545,31037,2508,9.41,0.909,100.29
2,Kelowna Rockets,1080,596,59.974,3595,2950,645,53.38,33878,29872,4006,11.172,0.915,102.622
3,Spokane Chiefs,1080,555,54.26,3552,3111,441,53.336,34799,30948,3851,10.21,0.9,100.204
4,Brandon Wheat Kings,1080,554,48.436,3792,3473,319,48.534,34208,32980,1228,10.386,0.896,99.931
5,Medicine Hat Tigers,1080,548,54.568,3821,3434,387,52.374,34030,33064,966,9.932,0.91,100.936
6,Tri-City Americans,1080,536,49.952,3509,3374,135,47.588,33331,33774,-443,9.736,0.914,101.009
7,Red Deer Rebels,1080,528,49.478,3182,3046,136,47.242,32588,31941,647,8.988,0.918,100.773
8,Swift Current Broncos,1080,519,50.42,3342,3295,47,49.888,33070,33153,-83,9.371,0.909,100.269
9,Kamloops Blazers,1080,501,45.82,3422,3532,-110,48.537,32410,34045,-1635,9.42,0.897,99.023
10,Saskatoon Blades,1080,497,47.318,3393,3514,-121,47.338,32945,34805,-1860,9.872,0.901,99.95
11,Moose Jaw Warriors,1080,464,44.482,3412,3683,-271,49.542,33360,34893,-1533,8.794,0.894,98.118
12,Seattle Thunderbirds,1080,461,44.993,3239,3515,-276,47.134,33347,34631,-1284,9.205,0.9,99.184
13,Vancouver Giants,936,456,47.476,3071,2869,202,52.621,29683,25954,3729,9.59,0.881,97.723
14,Regina Pats,1080,446,47.686,3245,3634,-389,48.625,31581,34038,-2457,10.097,0.896,99.704
15,Lethbridge Hurricanes,1080,423,38.439,3223,3747,-524,44.201,31131,33461,-2330,8.552,0.891,97.6
16,Prince Albert Raiders,1080,408,47.643,3177,3878,-701,49.678,32837,35571,-2734,9.536,0.897,99.225
17,Prince George Cougars,1080,405,41.957,3152,3892,-740,47.616,32559,35594,-3035,8.966,0.889,97.776
18,Everett Silvertips,792,357,46.78,2110,2162,-52,49.002,22067,24182,-2115,9.058,0.901,99.2
19,Portland Winter Hawks,720,266,36.001,1938,2593,-655,43.234,20719,23355,-2636,8.121,0.89,97.205
20,Portland Winterhawks,360,240,61.908,1555,1063,492,56.101,13947,11481,2466,11.25,0.91,102.281
21,Edmonton Oil Kings,504,234,60.366,1634,1520,114,57.07,16390,15112,1278,10.226,0.911,101.335
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,216,95,50.555,682,746,-64,48.54,6390,6907,-517,10.35,0.901,100.442
