,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,696,378,56.731,2052,1711,341,52.416,21142,18719,2423,9.608,0.92,101.554
1,Hershey Bears,696,360,54.293,2251,1852,399,48.952,20467,20044,423,11.272,0.908,102.064
2,Toronto Marlies,696,338,55.035,2046,1847,199,51.078,20549,20452,97,10.064,0.914,101.37
3,Milwaukee Admirals,696,338,51.55,1931,1776,155,50.495,20036,19978,58,9.272,0.912,100.512
4,Grand Rapids Griffins,696,336,56.276,2146,1917,229,52.398,22244,20723,1521,9.275,0.92,101.308
5,Chicago Wolves,696,325,52.548,2019,1880,139,49.537,20722,20753,-31,9.574,0.914,100.96
6,Providence Bruins,696,313,54.374,1924,1850,74,52.106,21935,21016,919,8.929,0.918,100.739
7,Binghamton Senators,696,304,44.854,2053,2117,-64,47.752,21506,23009,-1503,8.77,0.9,98.773
8,Rockford IceHogs,696,300,46.304,1924,2002,-78,51.668,22063,20899,1164,7.522,0.907,98.224
9,Syracuse Crunch,696,295,49.706,1968,2060,-92,51.373,21070,21104,-34,9.338,0.901,99.418
10,Texas Stars,616,293,49.69,1897,1751,146,50.791,19505,18726,779,9.68,0.9,99.606
11,Bridgeport Sound Tigers,696,291,48.938,1896,2035,-139,49.566,20536,21345,-809,9.213,0.906,99.763
12,San Antonio Rampage,696,276,45.649,1870,2082,-212,48.749,21166,21507,-341,8.554,0.904,98.989
13,Rochester Americans,696,276,46.073,1903,2130,-227,46.858,19809,22388,-2579,9.192,0.905,99.712
14,Portland Pirates,620,274,50.183,1829,1824,5,49.832,18575,19349,-774,8.609,0.914,99.937
15,Manchester Monarchs,544,271,56.037,1563,1372,191,52.842,16622,16306,316,9.395,0.916,101.07
16,Lake Erie Monsters,620,259,50.265,1640,1720,-80,51.204,18058,18437,-379,8.377,0.914,99.702
17,Hamilton Bulldogs,544,249,47.352,1461,1429,32,49.078,16253,16219,34,7.937,0.915,99.415
18,Norfolk Admirals,544,238,47.422,1507,1483,24,50.37,17270,16160,1110,7.839,0.914,99.228
19,Worcester Sharks,544,236,49.452,1481,1544,-63,53.28,18011,15633,2378,7.956,0.907,98.67
20,Charlotte Checkers,536,235,48.686,1494,1542,-48,50.476,16593,16692,-99,8.423,0.91,99.302
21,Springfield Falcons,620,232,46.162,1669,1880,-211,48.852,17545,18955,-1410,8.616,0.904,99.014
22,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
23,Hartford Wolf Pack,464,202,45.264,1269,1359,-90,48.205,13346,13828,-482,8.962,0.899,98.885
24,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
25,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
26,Peoria Rivermen,392,165,47.758,1041,1081,-40,48.891,11577,11898,-321,8.1,0.915,99.621
27,Houston Aeros,392,164,51.02,1049,1036,13,49.161,10870,11063,-193,9.322,0.915,100.835
28,Manitoba Moose,392,163,45.897,1015,1098,-83,47.959,11148,12160,-1012,8.322,0.912,99.46
29,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
30,Utica Comets,304,143,48.84,813,823,-10,51.28,9288,8777,511,8.372,0.908,99.169
31,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
32,Lehigh Valley Phantoms,228,100,50.285,654,674,-20,48.452,6822,7351,-529,9.485,0.912,100.685
33,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
34,Iowa Wild,304,95,45.098,677,885,-208,47.248,8666,9741,-1075,7.751,0.916,99.406
35,Ontario Reign,136,78,54.7,389,326,63,52.94,4205,3740,465,8.92,0.917,100.635
36,San Diego Gulls,136,74,52.985,421,374,47,50.835,4236,4096,140,9.58,0.912,100.875
37,San Jose Barracuda,136,70,54.055,426,361,65,52.075,4297,3950,347,9.51,0.912,100.65
38,Lowell Devils,160,67,49.025,445,462,-17,48.59,4887,5169,-282,8.93,0.914,100.275
39,Albany River Rats,160,64,48.44,451,480,-29,49.115,4898,5074,-176,8.85,0.909,99.675
40,Bakersfield Condors,136,62,50.255,410,407,3,47.835,4047,4416,-369,9.64,0.912,100.79
41,Stockton Heat,136,61,49.37,401,412,-11,50.55,4365,4259,106,8.845,0.907,99.485
42,Philadelphia Phantoms,80,38,50.22,229,227,2,45.02,2216,2706,-490,9.89,0.918,101.67
43,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
44,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
45,Cleveland Monsters,76,32,49.21,188,194,-6,48.91,2237,2337,-100,7.95,0.922,100.12
46,Quad City Flames,80,31,49.76,207,209,-2,54.79,2549,2103,446,7.76,0.905,98.29
47,Springfield Thunderbirds,76,30,48.87,195,204,-9,49.84,2189,2203,-14,8.49,0.912,99.69
48,Tucson Roadrunners,68,26,43.71,184,237,-53,44.93,1878,2302,-424,9.46,0.9,99.44
