,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Brandon Wheat Kings,648,370,58.394,2329,1905,424,53.848,20253,18476,1777,11.947,0.9,101.91
1,Kelowna Rockets,648,365,52.625,2087,1691,396,53.271,20138,16912,3226,9.926,0.899,99.804
2,Kootenay Ice,648,361,52.908,2092,1762,330,51.8,19931,18126,1805,10.161,0.904,100.47
3,Calgary Hitmen,648,360,61.427,2215,1758,457,55.766,20277,17474,2803,11.4,0.911,102.469
4,Medicine Hat Tigers,648,349,54.004,2323,1988,335,51.47,20370,18746,1624,11.265,0.898,101.045
5,Vancouver Giants,648,343,60.268,2164,1849,315,58.636,20672,17622,3050,10.304,0.904,100.681
6,Tri-City Americans,648,331,57.784,2080,1951,129,53.696,19997,19892,105,10.322,0.914,101.645
7,Spokane Chiefs,648,310,58.129,1971,1849,122,52.561,20171,19271,900,9.68,0.921,101.79
8,Swift Current Broncos,648,307,50.706,1969,1974,-5,49.304,19122,19860,-738,10.086,0.904,100.478
9,Red Deer Rebels,648,301,44.46,1776,1846,-70,49.234,18879,18582,297,8.42,0.899,98.297
10,Kamloops Blazers,648,299,46.084,1957,2061,-104,45.49,18361,20078,-1717,10.911,0.894,100.288
11,Seattle Thunderbirds,648,296,46.332,1932,1917,15,48.03,19941,19232,709,8.866,0.906,99.408
12,Saskatoon Blades,648,289,52.642,1929,2036,-107,51.127,19008,20360,-1352,10.434,0.902,100.69
13,Lethbridge Hurricanes,648,286,45.444,2003,2089,-86,47.344,18359,19130,-771,9.886,0.893,99.184
14,Moose Jaw Warriors,648,283,46.628,2032,2167,-135,48.078,19570,20753,-1183,10.209,0.89,99.168
15,Regina Pats,648,266,47.218,1851,2108,-257,49.456,18762,19876,-1114,10.089,0.892,99.201
16,Prince Albert Raiders,648,251,46.439,1823,2199,-376,48.077,18863,20509,-1646,9.434,0.9,99.377
17,Everett Silvertips,504,250,52.677,1370,1221,149,48.652,13824,14631,-807,9.654,0.918,101.501
18,Prince George Cougars,648,239,37.505,1808,2313,-505,44.198,18771,21422,-2651,8.766,0.885,97.198
19,Portland Winter Hawks,576,206,36.033,1511,2060,-549,43.26,16635,18617,-1982,8.122,0.89,97.206
20,Chilliwack Bruins,288,88,43.502,728,989,-261,46.935,7758,9054,-1296,9.216,0.894,98.574
21,Edmonton Oil Kings,216,61,39.918,516,755,-239,45.525,5918,7070,-1152,8.43,0.897,98.03
22,Portland Winterhawks,72,40,52.19,262,240,22,51.13,2567,2454,113,9.71,0.903,100.01
