,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,544,355,57.124,2228,1539,689,51.784,18708,17870,838,11.048,0.911,102.094
1,Kitchener Rangers,544,329,53.782,2054,1614,440,52.176,20221,16929,3292,10.062,0.906,100.607
2,Barrie Colts,544,296,57.37,1896,1596,300,51.868,18881,18125,756,10.637,0.916,102.206
3,Plymouth Whalers,544,294,53.636,1911,1635,276,48.726,17556,18366,-810,10.47,0.916,102.026
4,Windsor Spitfires,544,285,60.117,2047,1816,231,59.104,19655,17377,2278,10.348,0.901,100.412
5,Guelph Storm,544,277,50.395,1773,1616,157,49.174,17490,16695,795,10.114,0.904,100.506
6,Brampton Battalion,544,272,52.214,1794,1657,137,54.492,18388,16969,1419,8.628,0.906,99.22
7,Ottawa 67's,542,269,51.92,1977,1809,168,51.35,18901,18441,460,9.959,0.903,100.22
8,Belleville Bulls,542,260,49.939,1716,1731,-15,47.974,17053,18923,-1870,9.712,0.91,100.67
9,Sault Ste. Marie Greyhounds,544,245,49.348,1704,1781,-77,49.07,17523,17275,248,9.847,0.901,99.978
10,Peterborough Petes,544,245,45.176,1745,1925,-180,45.862,17293,19647,-2354,9.766,0.9,99.823
11,Owen Sound Attack,544,231,45.56,1784,1940,-156,49.11,19788,17971,1817,9.014,0.896,98.6
12,Sarnia Sting,544,228,44.311,1733,1888,-155,48.273,18073,18465,-392,9.249,0.892,98.45
13,Kingston Frontenacs,544,222,45.786,1822,2098,-276,47.952,18051,19677,-1626,9.443,0.897,99.086
14,Saginaw Spirit,544,216,51.119,1695,1894,-199,47.686,17524,19103,-1579,10.244,0.91,101.163
15,Erie Otters,544,198,46.759,1691,2141,-450,48.62,17809,19078,-1269,9.684,0.895,99.189
16,Oshawa Generals,544,192,43.575,1822,2193,-371,49.285,18281,18825,-544,9.264,0.884,97.61
17,Sudbury Wolves,544,190,42.801,1589,1961,-372,44.722,16824,18838,-2014,9.634,0.898,99.42
18,Mississauga IceDogs,340,170,51.171,1149,1146,3,52.869,11874,11061,813,10.159,0.892,99.356
19,Toronto St. Michael's Majors,340,154,44.514,1071,1206,-135,45.956,11057,12010,-953,9.961,0.895,99.424
20,Mississauga St. Michael's Majors,204,99,52.232,641,619,22,53.397,6880,6249,631,9.025,0.904,99.45
21,Niagara IceDogs,204,87,47.68,669,706,-37,50.078,7017,6953,64,9.02,0.902,99.245
