,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Kirby Law,RW,HOU,28.515,80,43,42,25,85,110,229,18.78,0.54,0.53,0.31,1.06,1.38,2.86
1,Erik Westrum,C,HOU,26.142,71,34,30,34,64,98,229,14.85,0.48,0.42,0.48,0.9,1.38,3.23
2,Jiri Hudler,LW,GR,21.698,76,36,35,25,71,96,241,14.94,0.47,0.46,0.33,0.93,1.26,3.17
3,Patrick O'Sullivan,LW,HOU,20.619,78,47,22,24,69,93,321,14.64,0.6,0.28,0.31,0.88,1.19,4.12
4,Darren Haydar,RW,MIL,25.901,80,35,31,26,66,92,247,14.17,0.44,0.39,0.33,0.82,1.15,3.09
5,Denis Hamel,LW,BNG,28.351,77,56,20,15,76,91,378,14.81,0.73,0.26,0.19,0.99,1.18,4.91
6,Donald MacLean,C,GR,28.669,76,56,15,17,71,88,271,20.66,0.74,0.2,0.22,0.93,1.16,3.57
7,Ryan Shannon,RW,POR,22.541,71,27,33,26,60,86,215,12.56,0.38,0.46,0.37,0.85,1.21,3.03
8,Brad Smyth,RW,HFD/MCH,32.51,80,34,33,19,67,86,270,12.59,0.42,0.41,0.24,0.84,1.07,3.38
9,Keith Aucoin,C,LOW,26.859,72,29,29,27,58,85,199,14.57,0.4,0.4,0.38,0.81,1.18,2.76
10,Dustin Penner,RW,POR,22.966,57,39,29,16,68,84,251,15.54,0.68,0.51,0.28,1.19,1.47,4.4
11,Steve Martins,C,BNG,33.424,76,22,39,19,61,80,154,14.29,0.29,0.51,0.25,0.8,1.05,2.03
12,Ramzi Abid,LW,CHI,25.479,75,34,18,24,52,76,287,11.85,0.45,0.24,0.32,0.69,1.01,3.83
13,Mark Hartigan,C,SYR,27.918,49,34,25,16,59,75,208,16.35,0.69,0.51,0.33,1.2,1.53,4.24
14,Johnny Pohl,C,TOR,26.215,60,36,22,17,58,75,184,19.57,0.6,0.37,0.28,0.97,1.25,3.07
15,Jeff Heerema,RW,BNG,25.662,77,27,23,24,50,74,298,9.06,0.35,0.3,0.31,0.65,0.96,3.87
16,Eric Manlow,LW,GR,30.443,80,25,26,22,51,73,190,13.16,0.31,0.33,0.28,0.64,0.91,2.38
17,Toby Petersen,C,IOW,26.886,79,26,29,18,55,73,242,10.74,0.33,0.37,0.23,0.7,0.92,3.06
18,Martin St. Pierre,C,NOR,22.098,77,23,28,22,51,73,193,11.92,0.3,0.36,0.29,0.66,0.95,2.51
19,Andy Delmore,D,SYR,28.721,66,17,27,28,44,72,202,8.42,0.26,0.41,0.42,0.67,1.09,3.06
20,Tomas Kopecky,LW,GR,23.609,77,32,25,15,57,72,243,13.17,0.42,0.32,0.19,0.74,0.94,3.16
21,Eric Healey,LW,PRO,30.654,66,29,25,17,54,71,133,21.8,0.44,0.38,0.26,0.82,1.08,2.02
22,Jarkko Immonen,C,HFD,23.409,74,30,22,18,52,70,244,12.3,0.41,0.3,0.24,0.7,0.95,3.3
23,Libor Pivko,LW,MIL,25.465,69,12,31,27,43,70,166,7.23,0.17,0.45,0.39,0.62,1.01,2.41
24,Valtteri Filppula,C,GR,21.49,74,20,30,20,50,70,132,15.15,0.27,0.41,0.27,0.68,0.95,1.78
25,Rob Collins,RW,BRI,27.505,67,21,23,25,44,69,176,11.93,0.31,0.34,0.37,0.66,1.03,2.63
26,Mark Cullen,C,NOR,26.884,54,29,26,13,55,68,169,17.16,0.54,0.48,0.24,1.02,1.26,3.13
27,Curtis Murphy,D,HOU,29.786,80,14,34,19,48,67,235,5.96,0.17,0.42,0.24,0.6,0.84,2.94
28,Ryan Vesce,C,SPR,23.442,80,18,32,17,50,67,200,9.0,0.23,0.4,0.21,0.62,0.84,2.5
29,Alexandre Giroux,LW,HFD,24.25,73,36,14,17,50,67,260,13.85,0.49,0.19,0.23,0.68,0.92,3.56
30,Charlie Stephens,C,BNG,24.447,80,23,28,16,51,67,226,10.18,0.29,0.35,0.2,0.64,0.84,2.83
31,Bates Battaglia,LW,TOR,29.758,79,20,31,16,51,67,158,12.66,0.25,0.39,0.2,0.65,0.85,2.0
32,Jesse Schultz,RW,MTB,22.966,80,37,22,8,59,67,171,21.64,0.46,0.28,0.1,0.74,0.84,2.14
33,Nigel Dawes,LW,HFD,20.597,77,35,20,12,55,67,283,12.37,0.45,0.26,0.16,0.71,0.87,3.68
34,Jon DiSalvatore,RW,PEO,24.463,72,22,32,13,54,67,235,9.36,0.31,0.44,0.18,0.75,0.93,3.26
35,Jason Jaspers,C,SPR,24.439,77,29,22,15,51,66,237,12.24,0.38,0.29,0.19,0.66,0.86,3.08
36,Geoff Platt,C,SYR,20.184,66,30,17,18,47,65,249,12.05,0.45,0.26,0.27,0.71,0.98,3.77
37,Kris Beech,C,MIL/HER,24.608,58,26,22,16,48,64,158,16.46,0.45,0.38,0.28,0.83,1.1,2.72
38,Josh Hennessy,C,CLE,20.603,80,24,18,21,42,63,170,14.12,0.3,0.23,0.26,0.53,0.79,2.12
39,Tomas Fleischmann,LW,HER,21.334,57,30,20,13,50,63,166,18.07,0.53,0.35,0.23,0.88,1.11,2.91
40,Joe Motzko,RW,SYR,25.506,61,27,21,13,48,61,188,14.36,0.44,0.34,0.21,0.79,1.0,3.08
41,Thomas Pock,D,HFD,23.787,67,15,24,22,39,61,202,7.43,0.22,0.36,0.33,0.58,0.91,3.01
42,Colby Genoway,RW,HFD,21.761,77,26,23,12,49,61,215,12.09,0.34,0.3,0.16,0.64,0.79,2.79
43,Nathan Barrett,C,NOR,24.118,78,30,15,16,45,61,161,18.63,0.38,0.19,0.21,0.58,0.78,2.06
44,Loui Eriksson,LW,IOW,20.165,78,31,22,7,53,60,144,21.53,0.4,0.28,0.09,0.68,0.77,1.85
45,Roman Voloshenko,LW,HOU,19.346,69,33,19,8,52,60,183,18.03,0.48,0.28,0.12,0.75,0.87,2.65
46,Kris Newbury,C,TOR,23.571,74,22,26,12,48,60,190,11.58,0.3,0.35,0.16,0.65,0.81,2.57
47,Nathan Robinson,LW,PRO,23.708,70,29,24,7,53,60,166,17.47,0.41,0.34,0.1,0.76,0.86,2.37
48,Zdenek Blatny,LW,SPR/PRO,24.669,66,22,15,22,37,59,230,9.57,0.33,0.23,0.33,0.56,0.89,3.48
49,Corey Locke,C,HAM,21.356,77,19,30,10,49,59,182,10.44,0.25,0.39,0.13,0.64,0.77,2.36
50,Kip Miller,C,CHI,36.264,67,19,26,14,45,59,107,17.76,0.28,0.39,0.21,0.67,0.88,1.6
51,Tyler Redenbach,C,PRO,20.972,78,26,22,10,48,58,224,11.61,0.33,0.28,0.13,0.62,0.74,2.87
52,Mark Giordano,D,OMA,21.953,73,16,22,20,38,58,202,7.92,0.22,0.3,0.27,0.52,0.79,2.77
53,Aleksander Suglobov,RW,TOR/ALB,23.666,66,33,15,10,48,58,200,16.5,0.5,0.23,0.15,0.73,0.88,3.03
54,Junior Lessard,RW,IOW,25.306,66,26,14,18,40,58,276,9.42,0.39,0.21,0.27,0.61,0.88,4.18
55,Kent McDonell,RW,GR,26.544,77,21,21,16,42,58,242,8.68,0.27,0.27,0.21,0.55,0.75,3.14
56,Brad Leeb,RW,TOR,26.054,79,34,8,16,42,58,258,13.18,0.43,0.1,0.2,0.53,0.73,3.27
57,Lawrence Nycholat,D,HER,26.361,73,13,16,28,29,57,184,7.07,0.18,0.22,0.38,0.4,0.78,2.52
58,Mike Glumac,RW,PEO,25.446,49,25,18,14,43,57,188,13.3,0.51,0.37,0.29,0.88,1.16,3.84
59,Jeremy Williams,RW,TOR,21.638,55,23,20,13,43,56,145,15.86,0.42,0.36,0.24,0.78,1.02,2.64
60,Bryan Helmer,D,GR,33.17,80,12,19,25,31,56,216,5.56,0.15,0.24,0.31,0.39,0.7,2.7
61,Mike Mottau,D,PEO,27.494,76,8,24,24,32,56,155,5.16,0.11,0.32,0.32,0.42,0.74,2.04
62,Darryl Bootland,RW,GR,23.869,77,27,16,13,43,56,150,18.0,0.35,0.21,0.17,0.56,0.73,1.95
63,Jeff Tambellini,C,MCH,21.424,56,25,15,16,40,56,202,12.38,0.45,0.27,0.29,0.71,1.0,3.61
64,Chad Wiseman,LW,HFD,24.477,69,19,24,12,43,55,220,8.64,0.28,0.35,0.17,0.62,0.8,3.19
65,Carl Corazzini,RW,NOR,26.404,75,26,15,14,41,55,181,14.36,0.35,0.2,0.19,0.55,0.73,2.41
66,Tony Voce,LW,PHI,24.877,67,28,16,11,44,55,193,14.51,0.42,0.24,0.16,0.66,0.82,2.88
67,Carsen Germyn,RW,OMA,23.562,77,24,15,16,39,55,247,9.72,0.31,0.19,0.21,0.51,0.71,3.21
68,Dwight Helminen,C,HFD,22.235,77,32,12,11,44,55,180,17.78,0.42,0.16,0.14,0.57,0.71,2.34
69,Jiri Novotny,C,RCH,22.095,66,17,17,20,34,54,137,12.41,0.26,0.26,0.3,0.52,0.82,2.08
70,Jeremy Colliton,C,BRI,20.671,66,21,13,19,34,53,152,13.82,0.32,0.2,0.29,0.52,0.8,2.3
71,Jim Campbell,RW,PHI/SPR,32.452,67,24,15,14,39,53,186,12.9,0.36,0.22,0.21,0.58,0.79,2.78
72,Ben Guite,C,PRO,27.166,73,22,21,10,43,53,232,9.48,0.3,0.29,0.14,0.59,0.73,3.18
73,Clarke MacArthur,LW,RCH,20.444,69,21,16,16,37,53,128,16.41,0.3,0.23,0.23,0.54,0.77,1.86
74,Trent Whitfield,C,PEO,28.247,41,19,22,12,41,53,138,13.77,0.46,0.54,0.29,1.0,1.29,3.37
75,Eric Fehr,C,HER,20.022,70,25,16,12,41,53,209,11.96,0.36,0.23,0.17,0.59,0.76,2.99
76,Craig Darby,C,MTB,32.97,80,16,24,12,40,52,120,13.33,0.2,0.3,0.15,0.5,0.65,1.5
77,Nate DiCasmirro,RW,GR,26.968,72,16,22,14,38,52,102,15.69,0.22,0.31,0.19,0.53,0.72,1.42
78,Patrick Rissmiller,LW,CLE,26.889,68,15,23,14,38,52,185,8.11,0.22,0.34,0.21,0.56,0.76,2.72
79,Filip Novak,D,BNG,23.36,64,8,18,26,26,52,115,6.96,0.12,0.28,0.41,0.41,0.81,1.8
80,Kevin Doell,C,CHI,26.172,78,17,20,14,37,51,167,10.18,0.22,0.26,0.18,0.47,0.65,2.14
81,Scott Barney,RW,CHI,26.473,53,32,11,8,43,51,163,19.63,0.6,0.21,0.15,0.81,0.96,3.08
82,Matt Hussey,C,WBS,26.303,65,21,20,10,41,51,168,12.5,0.32,0.31,0.15,0.63,0.78,2.58
83,Peter Sarno,C,SYR,26.142,39,12,27,12,39,51,65,18.46,0.31,0.69,0.31,1.0,1.31,1.67
84,Colin Forbes,C,HER/LOW,29.58,70,21,20,10,41,51,226,9.29,0.3,0.29,0.14,0.59,0.73,3.23
85,Peter Sejna,LW,PEO,25.947,44,19,17,14,36,50,186,10.22,0.43,0.39,0.32,0.82,1.14,4.23
86,John Slaney,D,PHI,33.605,79,8,17,25,25,50,188,4.26,0.1,0.22,0.32,0.32,0.63,2.38
87,Joey Tenute,C,HER,22.456,61,20,19,11,39,50,161,12.42,0.33,0.31,0.18,0.64,0.82,2.64
88,Greg Classen,C,MIL,28.061,76,24,14,12,38,50,154,15.58,0.32,0.18,0.16,0.5,0.66,2.03
89,Chris Thorburn,RW,RCH,22.287,77,23,15,12,38,50,207,11.11,0.3,0.19,0.16,0.49,0.65,2.69
90,Nathan Paetsch,D,RCH,22.465,72,11,22,17,33,50,202,5.45,0.15,0.31,0.24,0.46,0.69,2.81
91,Boyd Kane,LW,HER,27.412,74,20,22,7,42,49,160,12.5,0.27,0.3,0.09,0.57,0.66,2.16
