,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Nikolaj Ehlers,LW,HAL,18.086,114,86,73,46,159,205,535,15.995,0.755,0.66,0.405,1.41,1.815,4.71,34.355,0.615,1310.095,23.17,1.965,1.68,1.05,3.645,4.695,12.235,1.575,19.62,18.52,60.515,49.145,32.455,73.055,263,97,20,64,32.105,19,99,19.665,47,372,12.55,66,170,30.985
1,Conor Garland,RW,MON,18.014,118,59,81,43,140,183,441,13.395,0.495,0.645,0.35,1.14,1.495,3.71,29.25,0.485,1274.37,21.53,1.38,1.785,0.965,3.165,4.13,10.325,1.36,19.9,18.015,54.975,47.49,23.36,65.795,232,116,10,48,12.82,22,104,21.805,27,289,9.455,33,68,48.53
2,Louick Marcotte,LW,VDO/GAT,20.188,130,78,59,39,137,176,443,17.59,0.6,0.455,0.295,1.05,1.35,3.405,36.135,0.555,1363.37,20.95,1.72,1.3,0.835,3.02,3.855,9.755,1.575,20.535,18.385,57.335,50.855,16.49,64.225,259,139,22,70,29.89,25,101,26.24,31,272,11.41,258,583,42.515
3,Angelo Miceli,C,VIC,20.043,132,73,67,33,140,173,442,16.515,0.55,0.51,0.255,1.065,1.315,3.35,34.235,0.52,1321.73,20.065,1.655,1.51,0.745,3.17,3.92,10.045,1.555,18.43,18.19,52.445,49.3,23.105,64.0,223,128,17,61,28.24,20,75,26.705,36,306,11.76,1346,2553,52.71
4,Anthony DeLuca,LW,RIM,19.092,135,79,58,32,137,169,628,12.555,0.585,0.43,0.235,1.015,1.25,4.65,36.585,0.545,1368.28,20.265,1.725,1.27,0.705,3.0,3.7,13.77,1.605,18.725,18.025,59.05,49.065,20.545,69.825,225,97,15,60,26.385,16,87,17.95,48,481,9.985,40,79,50.355
5,Alexis Loiseau,C,RIM,20.177,136,54,67,44,121,165,332,15.905,0.395,0.49,0.32,0.89,1.21,2.44,21.63,0.32,1338.215,19.68,1.195,1.5,0.985,2.69,3.675,7.405,0.96,18.985,18.15,60.345,49.87,12.24,64.145,233,130,15,58,25.96,12,49,22.82,27,225,11.88,1543,2876,53.725
6,Ivan Barbashev,C,MON,18.255,105,70,54,39,124,163,378,18.15,0.655,0.52,0.365,1.175,1.545,3.57,28.85,0.545,1161.815,22.12,1.775,1.415,0.99,3.19,4.18,9.685,1.465,20.08,18.27,55.975,48.35,24.105,64.935,219,116,15,65,21.75,15,62,24.06,40,251,15.76,1023,2083,48.915
7,Danick Martel,C,BLB,19.26,127,80,52,30,132,162,499,15.87,0.63,0.405,0.235,1.035,1.27,3.925,32.795,0.515,1348.1,21.215,1.76,1.125,0.66,2.885,3.55,11.1,1.45,19.33,18.62,58.9,51.85,15.49,64.76,201,104,15,55,25.805,17,98,18.145,48,346,13.78,878,1896,46.34
8,Daniel Sprong,RW,CHA,16.998,135,69,70,17,139,156,530,12.99,0.51,0.515,0.125,1.03,1.15,3.925,29.645,0.44,1357.305,20.105,1.515,1.545,0.37,3.065,3.435,11.725,1.305,18.335,18.185,50.59,49.84,23.675,60.795,196,127,15,51,29.385,24,97,24.7,30,382,7.81,15,52,28.595
9,Kyle Farrell,C,CAP,20.075,128,77,52,25,129,154,517,14.87,0.605,0.405,0.195,1.01,1.21,4.045,37.305,0.58,1263.01,19.75,1.825,1.225,0.595,3.055,3.645,12.265,1.765,18.6,18.405,52.805,50.97,13.26,59.485,198,135,27,89,30.16,17,80,20.835,33,348,9.535,1381,2337,59.135
