,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,380,210,56.615,1067,884,183,52.393,11114,10226,888,9.551,0.92,101.53
1,Grand Rapids Griffins,380,209,56.4,1194,945,249,52.419,12248,11210,1038,9.285,0.921,101.348
2,Toronto Marlies,380,207,55.112,1189,989,200,51.104,11312,11229,83,10.094,0.914,101.39
3,Texas Stars,380,189,49.824,1236,1104,132,50.942,12465,11451,1014,9.675,0.9,99.599
4,Providence Bruins,380,188,54.608,1104,940,164,52.262,12137,11122,1015,8.925,0.919,100.761
5,Hershey Bears,380,188,54.189,1135,997,138,48.806,10534,11114,-580,11.242,0.908,102.074
6,Milwaukee Admirals,380,183,51.439,1048,1003,45,50.5,11176,11002,174,9.239,0.912,100.468
7,Chicago Wolves,380,178,52.469,1077,1006,71,49.518,11271,11262,9,9.554,0.914,100.946
8,Albany Devils,380,176,51.45,1011,961,50,52.79,11110,10242,868,8.701,0.909,99.544
9,Syracuse Crunch,380,171,49.922,1094,1094,0,51.63,11523,10681,842,9.349,0.901,99.404
10,Binghamton Senators,380,168,45.066,1126,1169,-43,47.758,11567,12520,-953,8.767,0.901,98.828
11,Rockford IceHogs,380,168,46.422,1071,1104,-33,51.732,12356,11432,924,7.551,0.907,98.238
12,Charlotte Checkers,380,164,48.75,1031,1098,-67,50.439,11553,11748,-195,8.442,0.91,99.339
13,St. John's IceCaps,380,162,48.096,1044,1121,-77,47.878,11121,11810,-689,9.334,0.91,100.262
14,Rochester Americans,380,156,46.201,1044,1155,-111,46.86,10931,12139,-1208,9.2,0.906,99.761
15,Bridgeport Sound Tigers,380,155,48.872,1025,1142,-117,49.632,11110,11425,-315,9.196,0.906,99.716
16,Utica Comets,304,143,48.84,813,823,-10,51.28,9288,8777,511,8.372,0.908,99.169
17,San Antonio Rampage,380,138,45.549,1020,1162,-142,48.591,11431,11975,-544,8.57,0.904,99.001
18,Springfield Falcons,304,134,46.756,846,856,-10,48.982,8836,8996,-160,8.655,0.905,99.174
19,Portland Pirates,304,132,50.156,857,897,-40,49.927,9304,9530,-226,8.548,0.914,99.892
20,Hartford Wolf Pack,304,127,45.088,801,901,-100,48.114,8597,9095,-498,8.92,0.899,98.846
21,Lake Erie Monsters,304,127,50.281,812,854,-42,51.302,9241,9118,123,8.371,0.913,99.679
22,Manchester Monarchs,228,126,56.052,695,560,135,52.752,7027,6518,509,9.428,0.916,101.08
23,Oklahoma City Barons,228,109,51.022,695,675,20,49.925,7165,7169,-4,9.265,0.91,100.325
24,Lehigh Valley Phantoms,228,100,50.285,654,674,-20,48.452,6822,7351,-529,9.485,0.912,100.685
25,Iowa Wild,304,95,45.098,677,885,-208,47.248,8666,9741,-1075,7.751,0.916,99.406
26,Worcester Sharks,228,90,49.052,586,641,-55,52.832,7237,6548,689,7.985,0.908,98.702
27,Hamilton Bulldogs,228,88,46.15,534,647,-113,48.675,6680,7059,-379,7.725,0.914,99.118
28,Norfolk Admirals,228,87,46.322,540,606,-66,49.738,6797,7001,-204,7.588,0.915,99.088
29,Ontario Reign,136,78,54.7,389,326,63,52.94,4205,3740,465,8.92,0.917,100.635
30,San Diego Gulls,136,74,52.985,421,374,47,50.835,4236,4096,140,9.58,0.912,100.875
31,San Jose Barracuda,136,70,54.055,426,361,65,52.075,4297,3950,347,9.51,0.912,100.65
32,Abbotsford Heat,152,65,49.16,396,404,-8,49.47,4430,4535,-105,8.54,0.914,99.885
33,Bakersfield Condors,136,62,50.255,410,407,3,47.835,4047,4416,-369,9.64,0.912,100.79
34,Stockton Heat,136,61,49.37,401,412,-11,50.55,4365,4259,106,8.845,0.907,99.485
35,Manitoba Moose,152,53,43.745,375,482,-107,46.98,4422,4981,-559,8.205,0.91,99.155
36,Adirondack Phantoms,152,52,45.115,360,438,-78,49.37,4560,4675,-115,7.695,0.91,98.635
37,Houston Aeros,76,35,51.62,207,194,13,49.08,2137,2217,-80,9.47,0.917,101.22
38,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
39,Connecticut Whale,76,33,49.07,211,219,-8,46.12,2111,2466,-355,9.74,0.913,101.01
40,Cleveland Monsters,76,32,49.21,188,194,-6,48.91,2237,2337,-100,7.95,0.922,100.12
41,Springfield Thunderbirds,76,30,48.87,195,204,-9,49.84,2189,2203,-14,8.49,0.912,99.69
42,Peoria Rivermen,76,27,45.15,177,215,-38,48.91,2270,2371,-101,7.39,0.914,98.75
43,Tucson Roadrunners,68,26,43.71,184,237,-53,44.93,1878,2302,-424,9.46,0.9,99.44
