,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Connor McDavid,C,ER,16.921,166,97,122,66,219,285,0.695,0.84,0.445,1.535,1.98
1,Max Domi,LW,LDN,18.791,182,105,113,64,218,282,0.572,0.675,0.365,1.25,1.615
2,Connor Brown,RW/LW,ER/OTT/SAG,18.991,266,104,101,46,205,251,0.354,0.326,0.145,0.68,0.826
3,Sergey Tolchinsky,RW,SSM,18.864,189,87,102,48,189,237,0.468,0.578,0.28,1.05,1.33
4,Michael Dal Colle,LW,OSH,17.488,186,96,95,45,191,236,0.58,0.518,0.28,1.098,1.375
5,Anthony DeAngelo,D,SAR/SSM,18.145,168,49,101,68,150,218,0.335,0.625,0.428,0.965,1.392
6,Joseph Blandisi,C,OTT/OS/BAR,19.412,178,91,69,53,160,213,0.568,0.402,0.318,0.975,1.292
7,Josh Ho-Sang,RW,WSR/NIAG,17.898,190,63,105,42,168,210,0.315,0.61,0.24,0.925,1.168
8,Carter Verhaeghe,C,NIAG,18.34,200,79,77,52,156,208,0.42,0.39,0.272,0.81,1.085
9,Nicholas Baptiste,RW,SBY/ER,18.367,184,98,70,33,168,201,0.552,0.37,0.202,0.922,1.13
10,Cole Cassels,C,OSH,18.618,179,69,74,54,143,197,0.435,0.44,0.34,0.875,1.218
11,Jason Dickinson,C,GUE,18.452,190,71,72,53,143,196,0.402,0.4,0.295,0.802,1.1
12,Mathew Campagna,C,SBY/PLY,19.772,198,65,70,58,135,193,0.35,0.31,0.268,0.655,0.93
13,Matt  Rupert,LW,LDN,19.538,170,89,60,40,149,189,0.515,0.368,0.258,0.883,1.14
14,Jared McCann,C,SSM,17.542,184,82,61,44,143,187,0.492,0.385,0.262,0.872,1.14
15,Mitchell Marner,RW,LDN,16.864,127,57,85,43,142,185,0.45,0.67,0.34,1.12,1.46
16,Dante Salituro,RW,OTT,17.082,200,73,59,45,132,177,0.405,0.298,0.24,0.705,0.948
17,Kerby Rychel,LW,WSR/GUE,18.441,126,74,55,48,129,177,0.59,0.44,0.385,1.03,1.415
18,Jimmy Lodge,RW,SAG/MISS,18.783,181,75,65,36,140,176,0.43,0.365,0.202,0.795,1.002
19,Erik Bradford,C,BAR/OTT/OS,19.158,203,71,69,34,140,174,0.365,0.37,0.172,0.735,0.91
20,Nathan Pancel,LW,SBY/PBO,19.944,195,90,44,39,134,173,0.432,0.19,0.208,0.628,0.832
21,Nick  Ritchie,LW,PBO/SSM,18.03,150,86,55,30,141,171,0.57,0.368,0.225,0.938,1.16
22,Robby Fabbri,C,GUE,17.898,147,80,58,33,138,171,0.652,0.52,0.188,1.178,1.365
23,Dylan Strome,C,ER,17.026,128,55,65,48,120,168,0.415,0.49,0.37,0.905,1.275
24,Zach Nastasiuk,RW,OS,18.714,188,79,59,30,138,168,0.452,0.34,0.178,0.792,0.968
25,Scott Kosmachuk,RW,GUE,19.142,136,84,50,32,134,166,0.615,0.365,0.235,0.985,1.225
26,Nikolay Goldobin,RW,SAR,17.442,135,68,62,32,130,162,0.505,0.46,0.235,0.965,1.2
27,Andreas Athanasiou,LW,BAR,18.611,132,78,49,35,127,162,0.59,0.37,0.265,0.96,1.23
28,Matt Mistele,LW,PLY/OSH,18.164,183,89,40,32,129,161,0.518,0.227,0.18,0.745,0.923
29,Remi Elie,LW,LDN/BELV/ER,18.668,195,66,60,35,126,161,0.375,0.352,0.195,0.722,0.922
30,Spencer Watson,RW,KGN,17.642,169,76,57,26,133,159,0.465,0.378,0.175,0.84,1.018
31,Eric Locke,C,SAG,19.318,116,70,55,32,125,157,0.595,0.465,0.28,1.06,1.34
32,Andrew Mangiapane,LW,BAR,17.949,136,67,53,35,120,155,0.49,0.39,0.255,0.885,1.14
33,Tyler Bertuzzi,LW,GUE,18.808,140,65,56,34,121,155,0.468,0.418,0.265,0.888,1.15
34,Sam Bennett,C,KGN,17.488,128,65,55,35,120,155,0.732,0.528,0.4,1.262,1.658
35,Zach Hall,LW,BAR,19.882,119,40,73,38,113,151,0.335,0.615,0.325,0.945,1.27
36,Justin  Bailey,RW,KIT/SSM,18.46,168,76,40,32,116,148,0.49,0.278,0.198,0.768,0.962
37,Ryan Kujawinski,C,KGN/NB,18.714,172,74,44,30,118,148,0.473,0.242,0.18,0.71,0.895
38,Nick Moutrey,RW,SAG/NB,18.479,195,56,58,33,114,147,0.318,0.338,0.172,0.655,0.825
