,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Connor Brown,RW/LW,ER/OTT,18.83,198,85,86,40,171,211,0.427,0.433,0.2,0.86,1.063
1,Max Domi,LW,LDN,18.042,125,73,66,41,139,180,0.585,0.53,0.33,1.11,1.44
2,Kerby Rychel,LW,WSR/GUE,18.441,126,74,55,48,129,177,0.59,0.44,0.385,1.03,1.415
3,Scott Kosmachuk,RW,GUE,19.142,136,84,50,32,134,166,0.615,0.365,0.235,0.985,1.225
4,Connor McDavid,C,ER,16.172,119,53,72,40,125,165,0.45,0.62,0.34,1.07,1.41
5,Nikolay Goldobin,RW,SAR,17.442,135,68,62,32,130,162,0.505,0.46,0.235,0.965,1.2
6,Andreas Athanasiou,LW,BAR,18.611,132,78,49,35,127,162,0.59,0.37,0.265,0.96,1.23
7,Eric Locke,C,SAG,19.318,116,70,55,32,125,157,0.595,0.465,0.28,1.06,1.34
8,Zach Hall,LW,BAR,19.882,119,40,73,38,113,151,0.335,0.615,0.325,0.945,1.27
9,Chris Tierney,C,LDN,18.71,135,58,55,33,113,146,0.43,0.405,0.245,0.84,1.085
10,Dane Fox,LW,ER,19.424,104,83,22,38,105,143,0.735,0.215,0.335,0.945,1.285
11,Michael Dal Colle,LW,OSH,16.739,130,54,65,24,119,143,0.41,0.495,0.18,0.905,1.09
12,Scott Laughton,C,OSH,18.797,103,63,51,29,114,143,0.605,0.495,0.275,1.1,1.375
13,Sergey Tolchinsky,RW,SSM,18.115,128,57,59,26,116,142,0.445,0.455,0.2,0.9,1.1
14,Mathew Campagna,C,SBY,19.022,134,39,58,45,97,142,0.29,0.43,0.335,0.72,1.06
15,Brock McGinn,LW,GUE,19.118,126,71,45,23,116,139,0.575,0.365,0.185,0.94,1.13
16,Zack Mitchell,RW,GUE,20.188,135,53,50,36,103,139,0.39,0.37,0.27,0.765,1.03
17,Brady Vail,C,WSR,19.016,135,52,44,42,96,138,0.385,0.33,0.31,0.715,1.025
18,Nicholas Baptiste,RW,SBY,17.617,131,66,52,19,118,137,0.505,0.4,0.145,0.905,1.05
19,Bo Horvat,C,LDN,17.949,121,63,39,33,102,135,0.525,0.33,0.285,0.855,1.14
20,Brendan Gaunce,C,BELV/ER,18.978,125,64,42,26,106,132,0.515,0.335,0.205,0.85,1.055
21,Sam Bennett,C,KGN,16.739,117,54,48,29,102,131,0.465,0.415,0.25,0.885,1.135
22,Nathan Pancel,LW,SBY,19.194,131,68,38,24,106,130,0.525,0.29,0.185,0.815,0.995
23,Cameron Brace,C,OS/BELV,19.938,121,66,44,20,110,130,0.545,0.36,0.16,0.91,1.07
24,Josh Ho-Sang,RW,WSR,17.149,130,46,59,24,105,129,0.35,0.45,0.18,0.8,0.985
25,Anthony DeAngelo,D,SAR,17.396,113,24,64,41,88,129,0.22,0.58,0.365,0.8,1.165
26,Gemel Smith,LW,OS/LDN,18.918,130,60,34,33,94,127,0.46,0.26,0.255,0.72,0.97
27,Carter Verhaeghe,C,NIAG,17.59,132,46,49,31,95,126,0.35,0.37,0.235,0.72,0.96
28,Jason Dickinson,C,GUE,17.702,134,44,47,34,91,125,0.325,0.35,0.25,0.675,0.93
29,Henri Ikonen,LW,KGN,18.914,115,47,47,27,94,121,0.41,0.42,0.24,0.83,1.07
30,Robby Fabbri,C,GUE,17.149,117,55,36,29,91,120,0.475,0.31,0.245,0.785,1.03
31,Ryan Rupert,C,LDN,18.789,122,32,53,34,85,119,0.255,0.43,0.275,0.685,0.96
32,Barclay Goodrow,RW,BRA/NB,20.051,125,71,34,14,105,119,0.565,0.27,0.11,0.835,0.95
33,Cole Cassels,C,OSH,17.869,125,39,47,30,86,116,0.31,0.38,0.24,0.69,0.935
34,Ryan Hartman,RW,PLY,18.488,108,49,38,27,87,114,0.455,0.355,0.25,0.81,1.055
35,Matt  Rupert,LW,LDN,18.789,109,59,35,20,94,114,0.54,0.325,0.185,0.865,1.05
36,Kristoff Kontos,C,MISS/SAG,19.276,136,42,42,29,84,113,0.31,0.31,0.21,0.615,0.83
37,Jimmy Lodge,RW,SAG,18.034,123,47,43,23,90,113,0.38,0.35,0.185,0.73,0.915
38,Mitchell Theoret,C,BAR/NIAG,19.772,112,42,42,28,84,112,0.375,0.38,0.245,0.755,1.0
39,Spencer Watson,RW,KGN,16.892,128,56,38,17,94,111,0.44,0.295,0.13,0.73,0.865
40,Nick  Ritchie,LW,PBO,17.28,102,57,36,16,93,109,0.54,0.335,0.16,0.875,1.03
41,Vincent Trocheck,C,PLY/SAG,19.182,63,50,35,24,85,109,0.79,0.56,0.38,1.35,1.73
42,Charles Sarault,C,SAR,20.57,68,22,52,34,74,108,0.32,0.76,0.5,1.09,1.59
43,Andrew Fritsch,RW,SSM,19.98,117,51,35,22,86,108,0.44,0.3,0.185,0.735,0.925
44,Jared McCann,C,SSM,16.793,128,48,32,26,80,106,0.375,0.25,0.205,0.625,0.83
45,Darcy Greenaway,C,KGN,20.155,132,59,33,14,92,106,0.445,0.25,0.105,0.695,0.805
46,Nick Cousins,C,SSM,19.157,64,27,40,36,67,103,0.42,0.62,0.56,1.05,1.61
