,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,278,163,57.585,1168,908,260,51.836,9411,8760,651,12.044,0.904,102.395
1,Cape Breton Screaming Eagles,278,156,54.586,1022,829,193,54.5,9674,8200,1474,10.046,0.899,99.986
2,Moncton Wildcats,278,148,56.261,1014,819,195,50.796,8974,8456,518,10.531,0.915,102.04
3,Gatineau Olympiques,278,143,52.484,1051,920,131,50.294,8394,8262,132,12.16,0.89,101.178
4,Rouyn-Noranda Huskies,278,142,49.856,1060,997,63,51.698,8774,8135,639,11.444,0.875,98.956
5,Drummondville Voltigeurs,278,137,54.8,1052,978,74,55.705,9766,8344,1422,10.969,0.888,99.802
6,Shawinigan Cataractes,278,135,55.142,1036,993,43,50.869,8655,8971,-316,11.955,0.9,101.866
7,Chicoutimi Sagueneens,278,135,50.778,995,863,132,49.759,8375,8030,345,11.008,0.892,100.172
8,Lewiston MAINEiacs,278,133,46.726,922,885,37,49.812,8903,8284,619,9.761,0.888,98.521
9,Acadie-Bathurst Titan,278,125,48.466,1044,971,73,48.152,9054,8738,316,10.722,0.895,100.168
10,Baie-Comeau Drakkar,278,119,46.116,995,1063,-68,47.95,8542,8779,-237,11.07,0.883,99.273
11,Halifax Mooseheads,278,112,45.472,970,1061,-91,50.012,9068,8946,122,9.956,0.881,98.06
12,PEI Rocket,278,108,47.791,962,1068,-106,46.23,8262,9835,-1573,11.03,0.896,100.652
13,Victoriaville Tigres,278,108,46.235,916,1058,-142,48.836,8750,9516,-766,10.136,0.889,99.024
14,Val-d'Or Foreurs,278,106,44.16,924,1071,-147,47.78,8836,9321,-485,9.756,0.888,98.554
15,Saint John Sea Dogs,278,92,46.502,852,1119,-267,47.394,8278,9671,-1393,10.362,0.893,99.634
16,Rimouski Oceanic,278,91,48.556,897,1135,-238,50.715,8516,9141,-625,10.838,0.881,98.961
17,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
18,Montreal Junior,68,34,51.34,211,200,11,48.37,2077,2217,-140,9.77,0.912,100.95
