,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Connor Brown,RW,ER,19.669,68,45,55,28,100,128,0.66,0.81,0.41,1.47,1.88
1,Dane Fox,LW,ER,19.924,67,64,14,29,78,107,0.96,0.21,0.43,1.16,1.6
2,Scott Kosmachuk,RW,GUE,19.642,68,49,32,20,81,101,0.72,0.47,0.29,1.19,1.49
3,Connor McDavid,C,ER,16.671,56,28,50,21,78,99,0.5,0.89,0.38,1.39,1.77
4,Michael Dal Colle,LW,OSH,17.238,67,39,39,17,78,95,0.58,0.58,0.25,1.16,1.42
5,Andreas Athanasiou,LW,BAR,19.111,66,49,27,19,76,95,0.74,0.41,0.29,1.15,1.44
6,Nikolay Goldobin,RW,SAR,17.942,67,38,41,15,79,94,0.57,0.61,0.22,1.18,1.4
7,Max Domi,LW,LDN,18.541,61,34,37,22,71,93,0.56,0.61,0.36,1.16,1.52
8,Sergey Tolchinsky,RW,SSM,18.615,66,31,42,18,73,91,0.47,0.64,0.27,1.11,1.38
9,Sam Bennett,C,KGN,17.238,57,36,35,20,71,91,0.63,0.61,0.35,1.25,1.6
10,Kerby Rychel,LW,GUE/WSR,18.941,58,34,31,25,65,90,0.59,0.53,0.43,1.12,1.55
11,Nicholas Baptiste,RW,SBY,18.117,65,45,31,13,76,89,0.69,0.48,0.2,1.17,1.37
12,Chris Tierney,C,LDN,19.209,67,40,31,18,71,89,0.6,0.46,0.27,1.06,1.33
13,Andre Burakovsky,LW,ER,18.599,57,41,31,15,72,87,0.72,0.54,0.26,1.26,1.53
14,Scott Laughton,C,OSH,19.297,54,40,29,18,69,87,0.74,0.54,0.33,1.28,1.61
15,Robby Fabbri,C,GUE,17.649,58,45,28,14,73,87,0.78,0.48,0.24,1.26,1.5
16,Brock McGinn,LW,GUE,19.617,58,43,28,14,71,85,0.74,0.48,0.24,1.22,1.47
17,Josh Ho-Sang,RW,WSR,17.649,67,32,38,15,70,85,0.48,0.57,0.22,1.04,1.27
18,Brady Vail,C,WSR,19.516,67,32,28,23,60,83,0.48,0.42,0.34,0.9,1.24
19,Zack Mitchell,RW,GUE,20.688,67,31,30,22,61,83,0.46,0.45,0.33,0.91,1.24
20,Carter Verhaeghe,C,NIAG,18.089,65,28,34,20,62,82,0.43,0.52,0.31,0.95,1.26
21,Jason Dickinson,C,GUE,18.202,68,26,32,20,58,78,0.38,0.47,0.29,0.85,1.15
22,Kristoff Kontos,C,SAG,19.776,68,25,31,20,56,76,0.37,0.46,0.29,0.82,1.12
23,Gemel Smith,LW,LDN/OS,19.417,69,37,20,18,57,75,0.54,0.29,0.26,0.83,1.09
24,Bo Horvat,C,LDN,18.448,54,30,22,22,52,74,0.56,0.41,0.41,0.96,1.37
25,Nick  Ritchie,LW,PBO,17.78,61,39,26,9,65,74,0.64,0.43,0.15,1.07,1.21
26,Nathan Pancel,LW,SBY,19.694,63,42,17,15,59,74,0.67,0.27,0.24,0.94,1.17
27,Mathew Campagna,C,SBY,19.521,68,15,37,22,52,74,0.22,0.54,0.32,0.76,1.09
28,Cole Cassels,C,OSH,18.369,61,24,33,16,57,73,0.39,0.54,0.26,0.93,1.2
29,Ryan Rupert,C,LDN,19.289,68,21,32,20,53,73,0.31,0.47,0.29,0.78,1.07
30,Brendan Gaunce,C,ER/BELV,19.477,65,31,26,15,57,72,0.48,0.4,0.23,0.88,1.11
31,Anthony DeAngelo,D,SAR,17.895,51,15,36,20,51,71,0.29,0.71,0.39,1.0,1.39
32,Brendan  Perlini,LW,NIAG,17.386,58,34,22,15,56,71,0.59,0.38,0.26,0.97,1.22
33,Henri Ikonen,LW,KGN,19.414,54,25,30,15,55,70,0.46,0.56,0.28,1.02,1.3
34,Zach Hall,LW,BAR,20.381,56,16,34,20,50,70,0.29,0.61,0.36,0.89,1.25
35,Travis Konecny,RW,OTT,16.515,63,26,25,19,51,70,0.41,0.4,0.3,0.81,1.11
36,Hunter Garlent,C,GUE/PBO,18.612,62,20,27,22,47,69,0.32,0.44,0.35,0.76,1.11
37,Erik Bradford,C,OTT/BAR,18.908,66,25,31,12,56,68,0.38,0.47,0.18,0.85,1.03
38,Remi Elie,LW,LDN/BELV,18.418,67,29,24,15,53,68,0.43,0.36,0.22,0.79,1.01
39,Spencer Watson,RW,KGN,17.391,65,33,23,12,56,68,0.51,0.35,0.18,0.86,1.05
40,Barclay Goodrow,RW,NB,20.551,63,33,24,10,57,67,0.52,0.38,0.16,0.9,1.06
41,Matt  Rupert,LW,LDN,19.289,53,33,21,13,54,67,0.62,0.4,0.25,1.02,1.26
42,Nickolas Latta,C,SAR,19.946,65,38,11,17,49,66,0.58,0.17,0.26,0.75,1.02
43,Bryan Moore,LW,SSM/SAR,19.31,58,25,19,19,44,63,0.43,0.33,0.33,0.76,1.09
44,Darcy Greenaway,C,KGN,20.655,67,35,18,9,53,62,0.52,0.27,0.13,0.79,0.93
45,Eric  Cornel,RW,PBO,17.43,68,25,29,8,54,62,0.37,0.43,0.12,0.79,0.91
46,Jared McCann,C,SSM,17.293,64,27,18,17,45,62,0.42,0.28,0.27,0.7,0.97
47,Tyler Gaudet,C,SSM,20.449,65,26,26,9,52,61,0.4,0.4,0.14,0.8,0.94
48,Matt Finn,D,GUE,19.557,66,14,23,24,37,61,0.21,0.35,0.36,0.56,0.92
49,Eric Locke,C,SAG,19.817,48,26,19,15,45,60,0.54,0.4,0.31,0.94,1.25
50,Dante Salituro,RW,OTT,16.833,68,22,26,11,48,59,0.32,0.38,0.16,0.71,0.87
51,Mitchell Marner,RW,LDN,16.364,64,13,32,14,45,59,0.2,0.5,0.22,0.7,0.92
52,Ryan Van Stralen,LW,OTT,19.847,61,29,15,14,44,58,0.48,0.25,0.23,0.72,0.95
53,Andrew Fritsch,RW,SSM,20.48,62,24,19,13,43,56,0.39,0.31,0.21,0.69,0.9
54,Brett Welychka,RW,LDN,19.538,68,22,18,16,40,56,0.32,0.26,0.24,0.59,0.82
55,Holden Cook,C,OS,19.135,68,28,15,13,43,56,0.41,0.22,0.19,0.63,0.82
56,Cameron Brace,C,OS/BELV,20.438,55,31,20,5,51,56,0.56,0.36,0.09,0.93,1.02
57,Michael Curtis,LW,ER,20.636,68,28,17,11,45,56,0.41,0.25,0.16,0.66,0.82
58,Adam Pelech,D,ER,19.083,60,10,16,29,26,55,0.17,0.27,0.48,0.43,0.92
59,Connor Crisp,C,SBY,19.439,67,28,18,9,46,55,0.42,0.27,0.13,0.69,0.82
60,Zach Lorentz,C,PLY,20.655,68,27,14,13,41,54,0.4,0.21,0.19,0.6,0.79
61,Josh Sterk,C,OSH,18.662,66,20,16,18,36,54,0.3,0.24,0.27,0.55,0.82
