,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Kenny Agostino,LW,CHI,24.378,65,24,32,27,56,83,166,14.46,0.37,0.49,0.42,0.86,1.28,2.55
1,Chris Terry,LW,STJ,27.442,58,30,23,15,53,68,190,15.79,0.52,0.4,0.26,0.91,1.17,3.28
2,Chris Mueller,C,TUC,30.53,68,19,31,17,50,67,119,15.97,0.28,0.46,0.25,0.74,0.99,1.75
3,Wade Megan,C,CHI,26.152,73,33,19,14,52,66,194,17.01,0.45,0.26,0.19,0.71,0.9,2.66
4,Taylor Beck,RW,BAK/HFD,25.345,56,19,30,17,49,66,171,11.11,0.34,0.54,0.3,0.88,1.18,3.05
5,Cole Schneider,LW,RCH,26.057,71,24,26,13,50,63,176,13.64,0.34,0.37,0.18,0.7,0.89,2.48
6,Travis Boyd,C,HER,23.004,76,16,26,21,42,63,113,14.16,0.21,0.34,0.28,0.55,0.83,1.49
7,Cory Conacher,RW,SYR,26.755,56,17,28,15,45,60,152,11.18,0.3,0.5,0.27,0.8,1.07,2.71
8,T.J. Brennan,D,LV,27.453,76,21,19,20,40,60,214,9.81,0.28,0.25,0.26,0.53,0.79,2.82
9,Matt Taormina,D,SYR,29.906,70,15,26,19,41,60,183,8.2,0.21,0.37,0.27,0.59,0.86,2.61
10,Chris Bourque,LW,HER,30.629,76,18,27,15,45,60,221,8.14,0.24,0.36,0.2,0.59,0.79,2.91
11,Christian Djoos,D,HER,22.111,66,13,25,20,38,58,85,15.29,0.2,0.38,0.3,0.58,0.88,1.29
12,Daniel O'Regan,C,SJ,22.626,63,23,27,8,50,58,143,16.08,0.37,0.43,0.13,0.79,0.92,2.27
13,Andy Miele,C,LV,28.419,65,13,20,24,33,57,121,10.74,0.2,0.31,0.37,0.51,0.88,1.86
14,Mark Jankowski,C,STK,22.007,64,27,18,11,45,56,156,17.31,0.42,0.28,0.17,0.7,0.88,2.44
15,Tim Heed,D,SJ,25.635,55,14,22,20,36,56,140,10.0,0.25,0.4,0.36,0.65,1.02,2.55
16,Chris Conner,LW,LV,32.732,70,22,22,12,44,56,117,18.8,0.31,0.31,0.17,0.63,0.8,1.67
17,Matt Lorito,LW,GR,26.205,61,22,24,10,46,56,139,15.83,0.36,0.39,0.16,0.75,0.92,2.28
18,Nicklas Jensen,LW,HFD,23.53,70,32,15,8,47,55,224,14.29,0.46,0.21,0.11,0.67,0.79,3.2
19,Travis Morin,C,TEX,32.685,72,21,26,8,47,55,147,14.29,0.29,0.36,0.11,0.65,0.76,2.04
20,Ben Street,C,GR,29.589,62,25,20,10,45,55,199,12.56,0.4,0.32,0.16,0.73,0.89,3.21
21,Rocco Grimaldi,RW,SA,23.601,72,31,11,13,42,55,230,13.48,0.43,0.15,0.18,0.58,0.76,3.19
22,Linden Vey,C,STK,25.167,61,15,28,12,43,55,114,13.16,0.25,0.46,0.2,0.7,0.9,1.87
23,Paul Carey,LW,HER,27.976,55,24,19,12,43,55,122,19.67,0.44,0.35,0.22,0.78,1.0,2.22
24,Anton Lander,C,BAK,25.397,42,25,20,10,45,55,108,23.15,0.6,0.48,0.24,1.07,1.31,2.57
25,Andrew Agozzino,LW,CHI,25.701,71,18,24,12,42,54,141,12.77,0.25,0.34,0.17,0.59,0.76,1.99
26,Corey Tropp,RW,SD,27.144,62,21,24,9,45,54,109,19.27,0.34,0.39,0.15,0.73,0.87,1.76
27,Jordan Szwarz,RW,PRO,25.342,65,22,17,15,39,54,105,20.95,0.34,0.26,0.23,0.6,0.83,1.62
28,Tom Kostopoulos,RW,WBS,37.643,74,24,20,10,44,54,167,14.37,0.32,0.27,0.14,0.59,0.73,2.26
29,Pontus Aberg,RW,MIL,22.979,56,31,12,9,43,52,166,18.67,0.55,0.21,0.16,0.77,0.93,2.96
30,Kerby Rychel,LW,TOR,21.942,73,19,19,14,38,52,185,10.27,0.26,0.26,0.19,0.52,0.71,2.53
31,T.J. Hensick,C,ONT,30.766,67,16,22,14,38,52,145,11.03,0.24,0.33,0.21,0.57,0.78,2.16
32,Andrew Poturalski,C,CHA,22.67,74,19,20,13,39,52,157,12.1,0.26,0.27,0.18,0.53,0.7,2.12
33,Evgeny Svechnikov,RW,GR,19.874,74,20,17,14,37,51,187,10.7,0.27,0.23,0.19,0.5,0.69,2.53
34,Vladislav Kamenev,C,MIL,20.093,70,21,17,13,38,51,140,15.0,0.3,0.24,0.19,0.54,0.73,2.0
35,Brendan Leipsic,LW,TOR,22.328,49,18,17,16,35,51,146,12.33,0.37,0.35,0.33,0.71,1.04,2.98
36,Jason Akeson,RW,BNG,26.287,57,20,20,11,40,51,150,13.33,0.35,0.35,0.19,0.7,0.89,2.63
37,Phil Varone,C,BNG,25.783,65,15,26,10,41,51,128,11.72,0.23,0.4,0.15,0.63,0.78,1.97
38,Bracken Kearns,C,BRI,35.346,74,23,12,16,35,51,152,15.13,0.31,0.16,0.22,0.47,0.69,2.05
39,Greg Carey,LW,LV,26.448,74,28,15,8,43,51,225,12.44,0.38,0.2,0.11,0.58,0.69,3.04
40,Cal O'Reilly,C,TOR/RCH,29.961,62,9,28,13,37,50,101,8.91,0.15,0.45,0.21,0.6,0.81,1.63
41,Martin Frk,RW,GR,22.946,65,27,10,13,37,50,232,11.64,0.42,0.15,0.2,0.57,0.77,3.57
42,Wayne Simpson,RW,PRO,26.823,76,16,19,14,35,49,130,12.31,0.21,0.25,0.18,0.46,0.64,1.71
43,Jake DeBrusk,LW,PRO,19.913,74,19,16,14,35,49,213,8.92,0.26,0.22,0.19,0.47,0.66,2.88
44,Charles Hudon,C,STJ,22.232,56,27,8,14,35,49,161,16.77,0.48,0.14,0.25,0.62,0.88,2.88
45,Spencer Abbott,RW,SD/RFD,28.378,69,18,16,15,34,49,138,13.04,0.26,0.23,0.22,0.49,0.71,2.0
46,Jonny Brodzinski,RW,ONT,23.242,59,27,13,9,40,49,184,14.67,0.46,0.22,0.15,0.68,0.83,3.12
47,Alex Grant,D,PRO,27.653,70,17,16,16,33,49,181,9.39,0.24,0.23,0.23,0.47,0.7,2.59
48,Trevor Smith,C,MIL,31.601,74,14,23,12,37,49,142,9.86,0.19,0.31,0.16,0.5,0.66,1.92
49,Christian Thomas,RW,HER,24.307,65,24,13,12,37,49,146,16.44,0.37,0.2,0.18,0.57,0.75,2.25
50,Joakim Ryan,D,SJ,23.248,65,10,20,19,30,49,185,5.41,0.15,0.31,0.29,0.46,0.75,2.85
51,Frederick Gaudreau,RW,MIL,23.376,66,25,15,8,40,48,129,19.38,0.38,0.23,0.12,0.61,0.73,1.95
52,Yanni Gourde,LW,SYR,24.753,56,22,12,14,34,48,137,16.06,0.39,0.21,0.25,0.61,0.86,2.45
53,Erik Condra,RW,SYR,30.112,55,15,21,12,36,48,120,12.5,0.27,0.38,0.22,0.65,0.87,2.18
54,Jack Roslovic,C,MB,19.628,65,13,18,17,31,48,136,9.56,0.2,0.28,0.26,0.48,0.74,2.09
55,Kalle Kossila,LW,SD,23.423,65,14,16,18,30,48,163,8.59,0.22,0.25,0.28,0.46,0.74,2.51
56,Jordan Weal,C,LV,24.419,43,15,13,19,28,47,97,15.46,0.35,0.3,0.44,0.65,1.09,2.26
57,Sonny Milano,LW,CLE,20.345,63,18,17,12,35,47,143,12.59,0.29,0.27,0.19,0.56,0.75,2.27
58,Brandon DeFazio,LW,TEX,28.006,76,22,14,11,36,47,207,10.63,0.29,0.18,0.14,0.47,0.62,2.72
59,Colin Smith,C,TOR/SA,23.239,73,14,22,11,36,47,148,9.46,0.19,0.3,0.15,0.49,0.64,2.03
60,David Warsofsky,D,WBS,26.298,58,16,13,18,29,47,220,7.27,0.28,0.22,0.31,0.5,0.81,3.79
61,Andreas Johnsson,LW,TOR,21.818,75,20,18,9,38,47,138,14.49,0.27,0.24,0.12,0.51,0.63,1.84
62,Christian Fischer,RW,TUC,19.42,57,20,17,10,37,47,139,14.39,0.35,0.3,0.18,0.65,0.82,2.44
63,Darren Archibald,LW,UTI,26.599,76,23,14,10,37,47,184,12.5,0.3,0.18,0.13,0.49,0.62,2.42
64,Matej Stransky,RW,TEX,23.182,76,27,13,7,40,47,181,14.92,0.36,0.17,0.09,0.53,0.62,2.38
65,Oskar Sundqvist,C,WBS,22.484,63,20,13,13,33,46,148,13.51,0.32,0.21,0.21,0.52,0.73,2.35
66,Kevin Porter,C,WBS,30.514,69,11,20,15,31,46,127,8.66,0.16,0.29,0.22,0.45,0.67,1.84
67,Lucas Wallmark,C,CHA,21.03,67,24,13,9,37,46,138,17.39,0.36,0.19,0.13,0.55,0.69,2.06
68,Byron Froese,C,SYR/TOR,25.515,54,27,11,8,38,46,160,16.88,0.5,0.2,0.15,0.7,0.85,2.96
69,John Quenneville,C,ALB,20.417,58,14,20,12,34,46,158,8.86,0.24,0.34,0.21,0.59,0.79,2.72
