,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,210,117,54.52,889,727,162,50.832,7217,6802,415,11.848,0.897,101.57
1,Cape Breton Screaming Eagles,210,116,54.012,776,629,147,54.19,7248,6200,1048,10.212,0.896,99.862
2,Lewiston MAINEiacs,210,115,53.882,736,601,135,52.075,6920,6097,823,10.372,0.903,100.642
3,Rouyn-Noranda Huskies,210,114,53.492,852,755,97,52.665,6886,6301,585,12.248,0.88,100.232
4,Chicoutimi Sagueneens,210,113,55.355,782,615,167,52.388,6456,5877,579,11.475,0.898,101.205
5,Acadie-Bathurst Titan,210,107,54.402,859,721,138,53.125,7166,6254,912,11.785,0.888,100.525
6,Gatineau Olympiques,210,107,54.858,821,691,130,50.258,6405,6299,106,12.89,0.894,102.315
7,Moncton Wildcats,210,104,50.982,782,674,108,49.933,6784,6407,377,10.712,0.9,100.72
8,Baie-Comeau Drakkar,210,103,51.832,795,768,27,50.93,6686,6508,178,11.41,0.89,100.345
9,Halifax Mooseheads,210,97,51.075,781,776,5,52.085,7016,6718,298,10.832,0.886,99.44
10,Val-d'Or Foreurs,210,89,46.86,720,783,-63,48.19,6676,6921,-245,10.232,0.892,99.428
11,Shawinigan Cataractes,210,86,47.705,730,810,-80,48.898,6337,6902,-565,11.01,0.886,99.542
12,Drummondville Voltigeurs,210,83,44.51,707,793,-86,49.56,6974,6622,352,9.648,0.883,98.005
13,PEI Rocket,210,83,46.652,734,830,-96,45.45,6186,7495,-1309,11.38,0.892,100.605
14,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
15,Victoriaville Tigres,210,80,45.93,701,811,-110,47.963,6666,7408,-742,10.082,0.892,99.288
16,Saint John Sea Dogs,210,63,44.455,635,889,-254,46.758,6197,7419,-1222,10.385,0.885,98.898
17,Rimouski Oceanic,210,55,43.382,638,912,-274,48.24,6332,7219,-887,10.095,0.876,97.762
