,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,195,126,64.118,778,472,306,56.672,6744,5433,1311,11.08,0.918,102.928,60.755,225.277,150.62,74.658,9.965,0.915,101.49,26.224,0.335,7.37,0.096,224,140,84,63.772,806,601,205,58.888,27.355,0.779,211,113,98,66.94,897,619,278,62.537,23.905,0.804,343,219,124,61.278,5041,4213,828,55.34,5.902,0.953
1,Drummondville Voltigeurs,195,112,59.268,794,605,189,57.785,6680,5206,1474,11.945,0.89,100.858,56.762,212.65,166.862,45.785,9.558,0.9,99.583,54.101,0.717,-17.135,-0.336,213,174,39,57.965,809,699,110,54.975,26.56,0.765,210,149,61,59.435,974,744,230,58.032,21.838,0.796,371,282,89,60.052,4897,3763,1134,58.225,7.41,0.932
2,Halifax Mooseheads,195,109,58.422,761,615,146,52.545,6327,5931,396,11.985,0.906,102.553,53.948,224.028,195.008,29.018,10.715,0.899,100.59,24.974,0.382,13.005,0.207,237,186,51,58.24,954,790,164,55.248,24.132,0.782,174,139,35,58.755,829,775,54,53.742,21.825,0.827,350,290,60,58.178,4544,4366,178,51.79,7.51,0.942
3,Blainville-Boisbriand Armada,196,107,49.638,664,595,69,50.075,5803,5508,295,10.355,0.894,99.725,49.4,176.4,178.17,-1.77,9.308,0.905,99.785,20.35,0.314,-22.828,-0.33,177,165,12,50.88,697,615,82,52.24,24.74,0.734,122,152,-30,41.208,706,814,-108,44.965,15.432,0.812,365,278,87,52.298,4400,4079,321,50.662,7.08,0.936
4,Charlottetown Islanders,195,104,52.645,707,620,87,53.815,6824,5912,912,9.82,0.898,99.625,53.095,223.082,196.707,26.375,9.997,0.897,99.725,-3.834,-0.055,2.709,0.025,216,212,4,50.635,947,822,125,53.965,22.508,0.74,169,121,48,55.748,1009,771,238,56.135,15.622,0.844,322,287,35,52.528,4868,4319,549,53.282,5.9,0.941
5,Rimouski Oceanic,196,104,57.132,700,574,126,54.202,6306,5446,860,11.06,0.9,101.068,52.78,190.9,172.712,18.185,9.27,0.902,99.468,35.1,0.538,-4.038,-0.058,179,164,15,54.535,750,705,45,52.738,24.055,0.78,172,120,52,61.103,787,662,125,54.942,21.442,0.829,349,290,59,56.595,4769,4079,690,54.288,6.985,0.934
6,Cape Breton Screaming Eagles,195,98,53.058,722,663,59,53.927,6341,5626,715,11.0,0.889,99.862,54.1,219.492,189.878,29.618,10.52,0.896,100.062,8.256,0.142,-8.873,-0.202,194,186,8,51.08,897,809,88,52.512,21.12,0.782,164,164,0,52.632,820,738,82,54.048,20.307,0.786,364,313,51,54.288,4624,4079,545,54.222,7.33,0.93
7,Victoriaville Tigres,196,94,49.25,653,618,35,47.36,5681,6028,-347,10.825,0.902,100.977,46.53,168.897,183.995,-15.097,9.082,0.908,99.835,29.352,0.522,-11.506,-0.18,142,172,-30,43.418,577,715,-138,42.685,23.55,0.77,150,142,8,49.908,699,767,-68,46.408,20.947,0.818,361,304,57,51.812,4405,4546,-141,48.275,7.538,0.938
8,Sherbrooke Phoenix,195,92,49.33,666,707,-41,52.778,6586,6007,579,9.858,0.886,98.378,50.378,201.682,199.6,2.085,9.342,0.898,99.072,9.818,0.154,-21.902,-0.362,185,185,0,49.198,748,727,21,50.085,24.805,0.746,124,141,-17,50.148,927,947,-20,50.252,13.128,0.863,357,381,-24,49.635,4911,4333,578,53.815,6.89,0.916
9,Acadie-Bathurst Titan,195,88,43.735,681,713,-32,45.478,6170,6377,-207,10.26,0.889,99.11,42.98,190.438,226.882,-36.44,9.558,0.896,99.068,6.561,0.211,-18.621,-0.199,208,243,-35,41.53,791,1073,-282,37.62,27.035,0.774,171,165,6,47.98,819,787,32,47.092,22.125,0.788,302,305,-3,42.855,4560,4517,43,46.965,5.47,0.936
10,Baie-Comeau Drakkar,195,87,54.125,685,647,38,51.49,6080,6323,-243,11.36,0.901,101.442,53.115,185.678,171.978,13.695,9.122,0.914,100.535,46.574,0.671,-21.022,-0.398,196,180,16,52.63,716,687,29,52.543,26.772,0.73,163,142,21,57.52,775,702,73,55.762,21.525,0.807,326,325,1,53.775,4589,4934,-345,50.645,7.102,0.941
11,Quebec Remparts,195,87,47.315,578,632,-54,50.7,5828,5830,-2,9.415,0.894,98.828,52.178,171.78,157.245,14.532,8.97,0.916,100.548,7.724,0.134,-37.507,-0.649,163,145,18,51.305,735,596,139,54.817,20.835,0.761,138,119,19,55.215,755,550,205,58.842,17.825,0.794,277,368,-91,42.478,4338,4684,-346,48.888,5.925,0.926
12,Chicoutimi Sagueneens,195,85,49.028,574,610,-36,48.97,5610,5757,-147,10.03,0.9,99.947,50.04,173.48,172.312,1.168,9.503,0.909,100.39,7.269,0.157,-17.684,-0.291,184,148,36,57.6,705,552,153,56.618,26.12,0.749,124,169,-45,40.64,681,766,-85,45.918,17.55,0.782,266,293,-27,47.707,4224,4439,-215,48.262,5.825,0.939
13,Gatineau Olympiques,193,81,47.75,615,662,-47,45.6,5293,6160,-867,11.07,0.898,100.815,46.352,171.13,197.665,-26.532,9.992,0.903,100.255,16.37,0.322,-9.336,-0.154,173,211,-38,46.14,596,797,-201,42.75,29.735,0.746,145,139,6,50.55,731,815,-84,46.242,20.237,0.819,297,312,-15,47.69,3966,4548,-582,45.812,6.522,0.939
