,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Toronto Marlies,304,180,57.354,990,767,223,51.666,9303,8961,342,9.934,0.922,102.04
1,Wilkes-Barre/Scranton Penguins,304,178,55.15,935,748,187,51.276,9192,8706,486,9.841,0.915,101.299
2,Grand Rapids Griffins,304,167,54.986,963,765,198,52.18,9932,9141,791,9.242,0.918,100.956
3,Providence Bruins,304,158,54.73,895,746,149,52.01,9562,8917,645,8.948,0.92,100.85
4,Hershey Bears,304,152,49.794,920,843,77,48.921,8358,8635,-277,10.3,0.9,100.31
5,Chicago Wolves,304,149,53.257,889,821,68,50.684,9068,8953,115,9.566,0.912,100.756
6,Utica Comets,304,147,49.546,838,823,15,50.176,9324,8868,456,8.639,0.912,99.814
7,Syracuse Crunch,304,147,52.7,887,859,28,52.004,9091,8655,436,9.529,0.908,100.332
8,Lehigh Valley Phantoms,304,144,52.482,911,887,24,48.506,9082,9745,-663,10.112,0.913,101.398
9,Texas Stars,304,141,49.401,955,944,11,49.61,9371,9430,-59,9.798,0.903,100.096
10,Milwaukee Admirals,304,138,49.009,849,847,2,49.103,8879,8905,-26,9.078,0.91,100.005
11,Charlotte Checkers,304,138,51.652,846,870,-24,51.334,9078,8942,136,9.536,0.907,100.201
12,Rockford IceHogs,304,134,48.726,833,852,-19,52.766,9942,9002,940,7.981,0.906,98.565
13,Bridgeport Sound Tigers,304,134,48.989,834,884,-50,51.574,8966,8853,113,8.76,0.904,99.099
14,San Antonio Rampage,304,123,46.56,826,918,-92,49.665,9183,9311,-128,8.356,0.906,98.964
15,Rochester Americans,304,123,48.64,838,950,-112,48.484,8870,9576,-706,9.321,0.908,100.039
16,Hartford Wolf Pack,304,121,44.957,804,936,-132,48.181,8778,9325,-547,8.735,0.901,98.849
17,Albany Devils,228,115,51.44,608,563,45,52.738,6755,6058,697,8.655,0.909,99.55
18,Ontario Reign,204,113,52.865,588,517,71,52.34,6419,5805,614,8.79,0.914,100.152
19,Iowa Wild,304,108,47.07,747,896,-149,46.82,8601,9643,-1042,9.262,0.911,100.349
20,San Diego Gulls,204,106,51.618,619,570,49,48.162,6192,6440,-248,9.645,0.916,101.328
21,San Jose Barracuda,204,103,51.433,611,555,56,51.172,6323,5954,369,9.165,0.91,100.12
22,Manitoba Moose,228,94,50.122,627,676,-49,48.52,6793,7346,-553,9.093,0.915,100.583
23,Stockton Heat,204,93,50.235,610,612,-2,49.96,6363,6308,55,9.222,0.908,99.928
24,St. John's IceCaps,228,90,47.19,597,687,-90,47.325,6429,7230,-801,9.18,0.91,100.148
25,Bakersfield Condors,204,90,48.848,595,612,-17,48.438,6074,6522,-448,9.09,0.91,99.99
26,Binghamton Senators,228,87,44.252,630,761,-131,47.707,6779,7449,-670,8.715,0.899,98.57
27,Portland Pirates,152,77,51.37,415,393,22,50.345,4665,4600,65,8.345,0.918,100.145
28,Lake Erie Monsters,152,74,50.145,418,419,-1,51.145,4721,4516,205,8.435,0.913,99.73
29,Tucson Roadrunners,136,67,49.515,397,409,-12,49.17,3968,4125,-157,9.63,0.905,100.105
30,Springfield Thunderbirds,152,60,48.125,403,435,-32,48.43,4316,4600,-284,8.945,0.91,99.95
31,Springfield Falcons,152,57,44.97,379,467,-88,49.17,4482,4643,-161,8.045,0.904,98.445
32,Cleveland Monsters,152,55,45.825,376,449,-73,49.725,4473,4525,-52,8.035,0.906,98.64
33,Manchester Monarchs,76,48,58.01,239,173,66,55.22,2443,1981,462,9.41,0.915,100.96
34,Oklahoma City Barons,76,41,51.73,224,209,15,49.61,2371,2408,-37,9.06,0.916,100.69
35,Worcester Sharks,76,39,53.11,222,196,26,53.88,2507,2146,361,8.49,0.912,99.7
36,Hamilton Bulldogs,76,34,49.26,201,207,-6,48.9,2272,2374,-102,8.24,0.917,99.95
37,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
38,Norfolk Admirals,76,27,43.86,168,215,-47,51.3,2403,2281,122,6.88,0.91,97.85
39,Binghamton Devils,76,23,44.01,191,243,-52,50.29,2180,2155,25,8.55,0.891,97.69
40,Laval Rocket,76,23,42.44,205,278,-73,49.28,2222,2287,-65,8.86,0.886,97.48
41,Belleville Senators,76,23,41.69,188,263,-75,45.13,2064,2509,-445,8.71,0.899,98.62
