,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Halifax Mooseheads,204,128,56.152,857,594,263,54.345,6929,5569,1360,11.51,0.893,100.785,55.43,246.532,198.298,48.235,10.982,0.895,100.482,13.721,0.158,-4.704,-0.068,221,169,52,54.575,839,708,131,52.442,25.873,0.76,212,132,80,57.88,1058,858,200,53.87,19.095,0.839,424,293,131,56.135,5032,4003,1029,54.752,7.663,0.928
1,Rimouski Oceanic,204,116,57.02,784,603,181,53.42,6547,5916,631,11.572,0.898,101.298,52.332,227.512,207.078,20.443,10.33,0.892,99.56,27.236,0.374,9.324,0.148,191,204,-13,48.22,702,811,-109,47.408,27.025,0.738,185,128,57,59.975,787,646,141,55.412,23.362,0.806,408,271,137,60.752,5058,4459,599,54.03,7.538,0.94
2,Blainville-Boisbriand Armada,204,115,57.788,751,545,206,54.492,6077,5058,1019,11.815,0.896,101.398,55.315,222.765,179.505,43.255,11.15,0.892,100.387,13.236,0.2,5.758,0.103,212,169,43,54.275,703,599,104,53.668,28.15,0.722,180,124,56,57.998,849,718,131,54.118,20.568,0.824,359,252,107,59.25,4525,3741,784,54.683,7.698,0.936
3,Baie-Comeau Drakkar,204,113,54.09,743,589,154,52.433,6912,5852,1060,10.56,0.901,100.582,55.498,232.012,185.18,46.83,10.435,0.908,101.248,1.738,0.037,-15.567,-0.236,220,160,60,57.002,849,591,258,56.258,26.975,0.734,170,126,44,55.738,900,621,279,56.542,19.265,0.798,353,303,50,52.052,5163,4640,523,51.23,6.565,0.936
4,Moncton Wildcats,204,111,54.088,765,653,112,51.59,6577,6098,479,11.73,0.894,101.2,51.455,242.07,228.845,13.232,11.185,0.888,99.958,12.426,0.164,14.843,0.209,194,225,-31,47.43,812,899,-87,48.012,24.682,0.75,191,150,41,56.0,932,940,-8,49.388,21.015,0.842,380,278,102,57.202,4833,4259,574,52.745,7.542,0.937
5,Quebec Remparts,204,108,54.215,750,627,123,49.158,6109,6345,-236,12.08,0.902,102.278,52.628,214.678,193.27,21.41,10.582,0.908,101.38,30.32,0.448,-12.482,-0.179,234,143,91,61.73,768,594,174,56.248,30.697,0.755,171,105,66,60.715,836,589,247,58.162,20.265,0.822,345,379,-34,47.908,4505,5162,-657,46.83,7.495,0.928
6,Val-d'Or Foreurs,204,107,53.612,854,721,133,52.567,6926,6142,784,12.075,0.884,100.492,55.125,254.468,206.835,47.632,11.24,0.899,101.112,18.28,0.25,-29.414,-0.436,302,167,135,64.463,994,682,312,59.375,29.66,0.761,196,198,-2,49.922,987,830,157,53.562,20.855,0.758,356,356,0,49.243,4945,4630,315,51.262,6.967,0.924
7,Drummondville Voltigeurs,204,98,48.185,645,654,-9,50.988,6058,5590,468,10.22,0.888,98.992,50.662,207.312,201.625,5.688,10.448,0.894,99.842,-4.564,-0.07,-12.376,-0.187,174,186,-12,48.448,773,654,119,52.522,22.855,0.734,137,149,-12,46.078,774,741,33,50.26,16.76,0.802,334,319,15,49.468,4511,4195,316,50.848,7.055,0.927
8,Rouyn-Noranda Huskies,204,97,50.787,772,737,35,52.368,6212,5647,565,12.105,0.872,99.292,52.205,220.56,201.207,19.352,10.758,0.892,99.95,26.694,0.404,-37.046,-0.601,207,198,9,51.055,737,628,109,53.135,27.688,0.698,184,172,12,50.545,832,737,95,52.817,21.005,0.768,381,367,14,50.778,4643,4282,361,52.142,8.188,0.915
9,Gatineau Olympiques,204,89,49.492,696,712,-16,50.562,5958,5786,172,11.41,0.882,99.575,50.96,221.672,212.84,8.832,11.17,0.89,100.175,4.328,0.072,-16.158,-0.25,222,218,4,49.608,786,787,-1,49.802,26.892,0.734,176,169,7,52.465,861,812,49,52.79,20.232,0.794,298,325,-27,47.578,4311,4187,124,50.232,6.75,0.926
