,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Plymouth Whalers,406,281,60.064,1609,1059,550,52.347,14764,11935,2829,11.54,0.915,102.968
1,Ottawa 67's,398,263,58.544,1657,1130,527,54.934,15846,12675,3171,10.64,0.907,101.348
2,Belleville Bulls,400,250,52.701,1692,1333,359,51.371,15938,13653,2285,9.934,0.906,100.556
3,Barrie Colts,406,248,52.148,1553,1264,289,51.272,15858,14182,1676,9.398,0.91,100.458
4,Guelph Storm,406,235,52.043,1521,1311,210,51.927,15252,14153,1099,9.673,0.904,100.077
5,Erie Otters,406,221,48.108,1447,1415,32,51.583,14644,13823,821,8.99,0.896,98.499
6,Sarnia Sting,406,221,52.998,1465,1329,136,50.48,14504,14204,300,10.124,0.909,100.99
7,Peterborough Petes,404,210,51.292,1397,1344,53,49.485,14758,14517,241,9.683,0.91,100.644
8,Kitchener Rangers,406,207,55.242,1373,1377,-4,53.057,15147,15471,-324,9.525,0.913,100.817
9,Windsor Spitfires,406,199,52.456,1446,1536,-90,49.429,14039,14965,-926,10.537,0.908,101.304
10,London Knights,406,199,49.153,1399,1422,-23,48.347,14061,14761,-700,10.011,0.905,100.414
11,Sault Ste. Marie Greyhounds,406,198,47.737,1403,1495,-92,48.644,14336,15005,-669,9.689,0.898,99.451
12,Oshawa Generals,402,187,49.223,1347,1391,-44,50.601,14433,14110,323,9.804,0.898,99.578
13,Kingston Frontenacs,406,182,45.0,1479,1617,-138,46.782,15281,16557,-1276,9.398,0.9,99.308
14,Toronto St. Michael's Majors,402,178,50.365,1212,1433,-221,49.016,13931,15188,-1257,8.964,0.915,100.369
15,Sudbury Wolves,404,172,43.799,1354,1458,-104,49.329,14797,15265,-468,8.166,0.898,97.954
16,Brampton Battalion,340,144,50.252,1096,1258,-162,47.436,11397,12753,-1356,10.253,0.908,101.098
17,North Bay Centennials,336,124,45.47,1051,1253,-202,48.98,11776,12528,-752,8.4,0.904,98.78
18,Owen Sound Platers,202,96,46.89,819,897,-78,47.315,7834,8606,-772,9.97,0.898,99.803
19,Owen Sound Attack,204,91,47.31,662,719,-57,50.002,7251,7353,-102,8.952,0.901,99.03
20,Mississauga IceDogs,340,60,40.98,886,1710,-824,46.485,11151,14995,-3844,8.508,0.894,97.858
21,Saginaw Spirit,68,14,36.49,158,275,-117,46.66,2088,2387,-299,7.35,0.888,96.12
