,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Hershey Bears,704,370,53.32,2301,1885,416,49.16,21437,20711,726,9.586,0.919,101.464
1,Wilkes-Barre/Scranton Penguins,704,370,54.812,2062,1742,320,51.476,21310,18664,2646,9.528,0.916,101.064
2,Manchester Monarchs,704,353,56.075,2037,1776,261,52.83,21408,21261,147,9.406,0.916,101.084
3,Chicago Wolves,704,349,52.31,2207,1929,278,51.19,21299,20952,347,8.965,0.915,100.466
4,Milwaukee Admirals,704,331,50.463,1938,1802,136,50.348,19966,20148,-182,8.845,0.912,100.007
5,Toronto Marlies,704,325,51.668,1972,1913,59,48.324,20908,20524,384,9.183,0.917,100.896
6,Hamilton Bulldogs,704,317,47.308,1901,1859,42,49.08,20882,21029,-147,7.926,0.915,99.397
7,Providence Bruins,704,317,52.416,1977,1888,89,50.578,22234,20849,1385,8.644,0.92,100.64
8,Norfolk Admirals,704,308,47.438,2012,2000,12,50.351,22060,21318,742,7.853,0.914,99.24
9,Syracuse Crunch,704,306,49.443,2021,2039,-18,51.072,21602,21530,72,9.052,0.904,99.434
10,Grand Rapids Griffins,704,305,55.525,2085,2016,69,52.076,22181,20822,1359,9.439,0.918,101.175
11,Portland Pirates,704,305,49.292,2067,2053,14,49.153,21084,21454,-370,8.892,0.91,99.851
12,Worcester Sharks,704,302,49.438,1937,2032,-95,53.234,22852,20296,2556,7.969,0.907,98.681
13,Binghamton Senators,704,296,50.757,2103,2174,-71,48.34,22182,23727,-1545,9.656,0.91,100.66
14,San Antonio Rampage,704,286,49.287,1926,2074,-148,51.022,21289,21654,-365,8.752,0.908,99.548
15,Rockford IceHogs,624,281,51.856,1784,1783,1,52.358,19587,18780,807,8.536,0.912,99.711
16,Bridgeport Sound Tigers,704,277,46.064,1915,2105,-190,48.41,20845,22277,-1432,8.96,0.902,99.197
17,Rochester Americans,704,277,47.666,1960,2181,-221,48.136,20041,22497,-2456,9.22,0.906,99.794
18,Springfield Falcons,704,258,49.849,1859,2138,-279,50.109,19507,21774,-2267,9.127,0.908,99.934
19,Lake Erie Monsters,624,239,47.171,1635,1806,-171,49.002,17778,19109,-1331,8.678,0.908,99.564
20,Hartford Wolf Pack,472,235,50.282,1371,1272,99,49.346,14296,13559,737,9.51,0.908,100.384
21,Peoria Rivermen,552,232,47.731,1501,1552,-51,49.019,16537,16151,386,8.104,0.915,99.568
22,Texas Stars,464,225,54.062,1402,1247,155,51.644,14717,14031,686,9.319,0.915,100.766
23,Houston Aeros,552,221,50.982,1445,1478,-33,49.132,15294,15945,-651,9.29,0.915,100.83
24,Manitoba Moose,400,194,50.719,1101,1005,96,48.752,11189,11700,-511,8.92,0.918,100.67
25,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
26,Charlotte Checkers,384,169,46.114,1077,1111,-34,48.203,11984,12311,-327,8.182,0.914,99.479
27,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
28,Albany Devils,384,151,49.974,999,1092,-93,50.88,11236,11062,174,8.761,0.908,99.574
29,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
30,St. John's IceCaps,304,138,47.826,861,880,-19,48.793,9288,9190,98,8.862,0.911,99.954
31,Albany River Rats,320,135,49.649,901,929,-28,49.124,9625,9992,-367,9.112,0.911,100.149
32,Lowell Devils,320,124,48.53,835,941,-106,48.618,9482,10200,-718,8.838,0.913,100.068
33,Philadelphia Phantoms,240,106,49.52,678,701,-23,47.348,7028,7582,-554,9.503,0.912,100.727
34,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
35,Utica Comets,152,73,50.29,397,392,5,51.0,4644,4459,185,8.2,0.915,99.695
36,Iowa Stars,160,68,47.12,429,482,-53,50.75,4692,4559,133,8.795,0.897,98.515
37,Quad City Flames,160,58,48.94,399,416,-17,54.07,4992,4239,753,7.64,0.906,98.315
38,Omaha Ak-Sar-Ben Knights,80,41,52.28,206,188,18,51.21,2194,2090,104,9.02,0.913,100.28
39,Iowa Wild,152,41,41.29,332,472,-140,46.44,4296,4955,-659,7.555,0.908,98.355
40,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
41,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
42,Lehigh Valley Phantoms,76,26,44.21,187,236,-49,47.2,2267,2536,-269,8.01,0.911,99.13
